"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1
0.1	8028.9
0.10139	8052
0.102799	8075.7
0.104227	8099.7
0.105676	8124.4
0.107145	8149.5
0.108634	8174.8
0.110143	8200.5
0.111674	8226.8
0.113226	8253.3
0.1148	8280.2
0.116395	8307.6
0.118013	8335.4
0.119653	8363.8
0.121315	8392.3
0.123001	8421.2
0.124711	8450.5
0.126444	8480.3
0.128201	8510.4
0.129983	8540.8
0.131789	8571.7
0.133621	8603.1
0.135478	8634.7
0.137361	8666.6
0.13927	8699
0.141205	8731.7
0.143167	8764.7
0.145157	8798.3
0.147174	8832.2
0.14922	8866.5
0.151293	8901
0.153396	8936.1
0.155528	8971.4
0.157689	9007.1
0.159881	9043.4
0.162103	9079.9
0.164355	9116.7
0.16664	9154.2
0.168955	9191.8
0.171303	9230
0.173684	9268.5
0.176098	9307.4
0.178545	9346.7
0.181027	9386.4
0.183542	9426.7
0.186093	9467.3
0.188679	9508.3
0.191301	9549.8
0.19396	9591.6
0.196656	9634.1
0.199389	9676.9
0.20216	9720.1
0.204969	9763.8
0.207818	9808.2
0.210706	9852.9
0.213634	9898
0.216603	9943.7
0.219613	9990
0.222665	10037
0.22576	10084
0.228897	10131
0.232078	10180
0.235303	10229
0.238574	10278
0.241889	10328
0.245251	10378
0.248659	10429
0.252115	10481
0.255619	10533
0.259171	10586
0.262773	10639
0.266425	10693
0.270127	10748
0.273881	10803
0.277688	10859
0.281547	10915
0.285459	10973
0.289427	11031
0.293449	11089
0.297527	11149
0.301662	11208
0.305854	11269
0.310105	11331
0.314414	11393
0.318784	11455
0.323214	11519
0.327706	11584
0.33226	11649
0.336878	11714
0.34156	11781
0.346306	11848
0.351119	11917
0.355999	11986
0.360946	12056
0.365962	12126
0.371048	12198
0.376205	12271
0.381433	12344
0.386734	12418
0.392109	12494
0.397558	12570
0.403083	12647
0.408685	12725
0.414365	12804
0.420123	12883
0.425962	12964
0.431882	13046
0.437884	13130
0.443969	13213
0.450139	13298
0.456395	13384
0.462737	13471
0.469168	13558
0.475689	13647
0.482299	13738
0.489002	13829
0.495798	13921
0.502688	14015
0.509674	14110
0.516757	14205
0.523939	14303
0.53122	14401
0.538603	14500
0.546088	14601
0.553677	14702
0.561372	14805
0.569174	14909
0.577084	15015
0.585104	15121
0.593235	15230
0.601479	15339
0.609838	15449
0.618314	15561
0.626907	15675
0.635619	15790
0.644452	15905
0.653409	16023
0.662489	16142
0.671696	16262
0.681031	16384
0.690495	16507
0.700092	16632
0.709821	16758
0.719686	16886
0.729687	17014
0.739828	17145
