"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1
0.1	12191
0.10139	12226
0.102799	12262
0.104227	12299
0.105676	12336
0.107145	12374
0.108634	12413
0.110143	12452
0.111674	12492
0.113226	12532
0.1148	12573
0.116395	12614
0.118013	12657
0.119653	12700
0.121315	12743
0.123001	12787
0.124711	12831
0.126444	12877
0.128201	12922
0.129983	12968
0.131789	13015
0.133621	13063
0.135478	13111
0.137361	13159
0.13927	13208
0.141205	13258
0.143167	13308
0.145157	13359
0.147174	13411
0.14922	13463
0.151293	13515
0.153396	13568
0.155528	13622
0.157689	13676
0.159881	13731
0.162103	13787
0.164355	13843
0.16664	13899
0.168955	13957
0.171303	14014
0.173684	14073
0.176098	14132
0.178545	14192
0.181027	14252
0.183542	14313
0.186093	14375
0.188679	14437
0.191301	14500
0.19396	14563
0.196656	14628
0.199389	14693
0.20216	14758
0.204969	14825
0.207818	14892
0.210706	14960
0.213634	15028
0.216603	15098
0.219613	15168
0.222665	15239
0.22576	15310
0.228897	15383
0.232078	15456
0.235303	15530
0.238574	15605
0.241889	15681
0.245251	15757
0.248659	15835
0.252115	15913
0.255619	15992
0.259171	16072
0.262773	16153
0.266425	16235
0.270127	16318
0.273881	16402
0.277688	16487
0.281547	16573
0.285459	16660
0.289427	16747
0.293449	16836
0.297527	16926
0.301662	17017
0.305854	17109
0.310105	17203
0.314414	17297
0.318784	17392
0.323214	17488
0.327706	17587
0.33226	17686
0.336878	17784
0.34156	17886
0.346306	17988
0.351119	18092
0.355999	18198
0.360946	18303
0.365962	18410
0.371048	18519
0.376205	18630
0.381433	18741
0.386734	18853
0.392109	18967
0.397558	19083
0.403083	19201
0.408685	19318
0.414365	19438
0.420123	19559
0.425962	19681
0.431882	19806
0.437884	19932
0.443969	20059
0.450139	20188
0.456395	20318
0.462737	20450
0.469168	20583
0.475689	20718
0.482299	20855
0.489002	20993
0.495798	21133
0.502688	21275
0.509674	21419
0.516757	21564
0.523939	21712
0.53122	21860
0.538603	22011
0.546088	22164
0.553677	22318
0.561372	22474
0.569174	22631
0.577084	22792
0.585104	22953
0.593235	23118
0.601479	23284
0.609838	23450
0.618314	23620
0.626907	23793
0.635619	23967
0.644452	24142
0.653409	24320
0.662489	24500
0.671696	24682
0.681031	24868
0.690495	25055
0.700092	25244
0.709821	25435
0.719686	25629
0.729687	25823
0.739828	26022
0.75011	26222
0.760534	26425
0.771104	26631
0.78182	26837
0.792685	27047
0.803702	27261
0.814871	27476
0.826196	27692
0.837678	27913
0.849319	28137
0.861122	28361
0.87309	28590
0.885224	28821
0.897526	29053
0.909999	29289
0.922646	29527
0.935468	29769
0.948469	30014
0.96165	30260
0.975014	30510
0.988564	30764
1.0023	31464
1.01623	31728
1.03036	31996
1.04467	32267
1.05919	32539
1.07391	32813
1.08884	33093
1.10397	33375
1.11931	33658
1.13487	33945
1.15064	34237
1.16663	34529
1.18284	34826
1.19928	35125
1.21595	35428
1.23285	35733
1.24998	36043
1.26735	36354
1.28496	36670
1.30282	36990
1.32093	37313
1.33929	37637
1.3579	37966
1.37677	38298
1.3959	38634
1.4153	38973
1.43497	39314
1.45491	39660
1.47513	40009
1.49563	40363
1.51642	40718
1.53749	41080
1.55886	41441
1.58052	41810
1.60249	42182
1.62476	42558
1.64734	42935
1.67023	43319
1.69345	43704
1.71698	44094
1.74084	44488
1.76503	44887
1.78956	45291
1.81443	45695
1.83965	46107
1.86522	46519
1.89114	46940
1.91742	47359
1.94407	47785
1.97108	48217
1.99848	48650
2.02625	49089
2.05441	49532
2.08296	49979
2.11191	50432
2.14126	50885
2.17102	51346
2.20119	51813
2.23178	52279
2.2628	52754
2.29424	53232
2.32613	53714
2.35845	54201
2.39123	54691
2.42446	55188
2.45816	55687
2.49232	56192
2.52695	56703
2.56207	57216
2.59768	57734
2.63378	58258
2.67038	58785
2.70749	59318
2.74512	59855
2.78327	60398
2.82195	60944
2.86117	61496
2.90093	62051
2.94125	62612
2.98212	63178
3.02357	63746
3.06559	64323
3.10819	64901
3.15139	65487
3.19518	66076
3.23959	66670
3.28461	67269
3.33026	67871
3.37654	68478
3.42346	69092
3.47104	69710
3.51928	70332
3.56819	70959
3.61778	71592
3.66805	72229
3.71903	72869
3.77071	73512
3.82312	74162
3.87625	74817
3.93012	75475
3.98474	76140
4.04011	76807
4.09626	77479
4.15319	78155
4.21091	78833
4.26943	79517
4.32876	80208
4.38892	80902
4.44991	81598
4.51176	82299
4.57446	83001
4.63803	83712
4.70249	84424
4.76784	85142
4.8341	85863
4.90128	86586
4.9694	87313
5.03846	88044
5.10848	88779
5.17947	89516
5.25146	90254
5.32444	90997
5.39843	91745
5.47346	92493
5.54952	93244
5.62665	93997
5.70484	94753
5.78413	95512
5.86451	96271
5.94601	97033
6.02865	97796
6.11243	98563
6.19738	99328
6.2835	100100
6.37083	100860
6.45936	101640
6.54913	102400
6.64015	103170
6.73243	103950
6.82599	104710
6.92086	105480
7.01704	106250
7.11456	107020
7.21343	107790
7.31368	108550
7.41532	109320
7.51837	110080
7.62286	110840
7.7288	111610
7.83621	112360
7.94511	113120
8.05553	113870
8.16748	114610
8.28098	115360
8.39607	116100
8.51275	116840
8.63106	117570
8.75101	118290
8.87262	119020
8.99593	119730
9.12095	120450
9.2477	121160
9.37622	121860
9.50653	122550
9.63864	123240
9.7726	123920
9.90841	124590
10.0461	125250
10.1857	125910
10.3273	126550
10.4708	127190
10.6163	127820
10.7639	128450
10.9134	129060
11.0651	129660
11.2189	130250
11.3748	130830
11.5329	131400
11.6932	131960
11.8557	132510
12.0204	133040
12.1875	133560
12.3569	134070
12.5286	134560
12.7027	135040
12.8792	135510
13.0582	135960
13.2397	136400
13.4237	136830
13.6103	137230
13.7994	137620
13.9912	137990
14.1856	138350
14.3828	138690
14.5826	139020
14.7853	139330
14.9908	139620
15.1991	139900
15.4103	140160
15.6245	140400
15.8416	140620
16.0618	140830
16.285	141010
16.5113	141180
16.7408	141320
16.9735	141450
17.2093	141560
17.4485	141650
17.691	141720
17.9369	141770
18.1861	141810
18.4389	141820
18.6951	141820
18.9549	141800
19.2184	141750
19.4854	141690
19.7562	141620
20.0308	141510
20.3092	141400
20.5914	141260
20.8776	141100
21.1677	140920
21.4619	140720
21.7602	140510
22.0626	140290
22.3692	140040
22.6801	139780
22.9953	139510
23.3148	139220
23.6389	138900
23.9674	138580
24.3005	138230
24.6382	137860
24.9806	137480
25.3277	137090
25.6797	136690
26.0366	136270
26.3984	135840
26.7653	135400
27.1373	134940
27.5144	134470
27.8968	133980
28.2845	133490
28.6776	132980
29.0761	132460
29.4802	131940
29.8899	131400
30.3053	130850
30.7265	130290
31.1535	129730
31.5864	129150
32.0254	128560
32.4705	127980
32.9217	127380
33.3792	126780
33.8431	126170
34.3135	125560
34.7903	124940
35.2738	124320
35.764	123700
36.2611	123060
36.765	122430
37.2759	121790
37.794	121150
38.3192	120510
38.8518	119860
39.3917	119220
39.9391	118570
40.4942	117930
41.0569	117280
41.6275	116630
42.206	115990
42.7926	115340
43.3873	114700
43.9903	114060
44.6016	113410
45.2215	112770
45.8499	112120
46.4871	111480
47.1332	110830
47.7882	110190
48.4523	109540
49.1257	108890
49.8084	108240
50.5006	107580
51.2024	106920
51.914	106260
52.6355	105590
53.367	104920
54.1087	104240
54.8606	103560
55.623	102870
56.3961	102190
57.1798	101490
57.9745	100790
58.7802	100080
59.5971	99364
60.4253	98638
61.265	97906
62.1165	97165
62.9797	96416
63.855	95655
64.7424	94884
65.6422	94103
66.5544	93313
67.4793	92514
68.4171	91701
69.3679	90879
70.332	90044
71.3094	89196
72.3004	88337
73.3052	87465
74.324	86581
75.3569	85684
76.4041	84776
77.466	83857
78.5425	82930
