"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1
0.1	90974
0.10139	91237
0.102799	91505
0.104227	91777
0.105676	92047
0.107145	92330
0.108634	92618
0.110143	92909
0.111674	93206
0.113226	93507
0.1148	93812
0.116395	94122
0.118013	94437
0.119653	94747
0.121315	95071
0.123001	95398
0.124711	95730
0.126444	96068
0.128201	96408
0.129983	96753
0.131789	97102
0.133621	97447
0.135478	97806
0.137361	98166
0.13927	98533
0.141205	98904
0.143167	99278
0.145157	99658
0.147174	100030
0.14922	100420
0.151293	100810
0.153396	101210
0.155528	101610
0.157689	102010
0.159881	102410
0.162103	102820
0.164355	103240
0.16664	103660
0.168955	104090
0.171303	104510
0.173684	104950
0.176098	105390
0.178545	105830
0.181027	106280
0.183542	106730
0.186093	107190
0.188679	107650
0.191301	108120
0.19396	108590
0.196656	109060
0.199389	109550
0.20216	110040
0.204969	110530
0.207818	111020
0.210706	111530
0.213634	112040
0.216603	112550
0.219613	113060
0.222665	113590
0.22576	114130
0.228897	114670
0.232078	115200
0.235303	115750
0.238574	116310
0.241889	116860
0.245251	117430
0.248659	118010
0.252115	118580
0.255619	119170
0.259171	119770
0.262773	120360
0.266425	120970
0.270127	121580
0.273881	122200
0.277688	122830
0.281547	123470
0.285459	124100
0.289427	124760
0.293449	125420
0.297527	126070
0.301662	126750
0.305854	127420
0.310105	128120
0.314414	128800
0.318784	129510
0.323214	130230
0.327706	130950
0.33226	131690
0.336878	132410
0.34156	133160
0.346306	133910
0.351119	134680
0.355999	135450
0.360946	136240
0.365962	137020
0.371048	137830
0.376205	138640
0.381433	139450
0.386734	140290
0.392109	141120
0.397558	141980
0.403083	142840
0.408685	143700
0.414365	144590
0.420123	145470
0.425962	146390
0.431882	147300
0.437884	148220
0.443969	149140
0.450139	150110
0.456395	151060
0.462737	152020
0.469168	153010
0.475689	153990
0.482299	154990
0.489002	156010
0.495798	157030
0.502688	158070
0.509674	159130
0.516757	160200
0.523939	161270
0.53122	162360
0.538603	163460
0.546088	164580
0.553677	165700
0.561372	166840
0.569174	167990
0.577084	169170
0.585104	170350
0.593235	171550
0.601479	172760
0.609838	173980
0.618314	175200
0.626907	176460
0.635619	177730
0.644452	179010
0.653409	180310
0.662489	181610
0.671696	182940
0.681031	184290
0.690495	185640
0.700092	187010
0.709821	188390
0.719686	189800
0.729687	191200
0.739828	192650
0.75011	194090
0.760534	195570
0.771104	197050
0.78182	198560
0.792685	200070
0.803702	201600
0.814871	203150
0.826196	204730
0.837678	206310
0.849319	207920
0.861122	209530
0.87309	211170
0.885224	212830
0.897526	214500
0.909999	216200
0.922646	217900
0.935468	219620
0.948469	221370
0.96165	223140
0.975014	224930
0.988564	226730
1.0023	231840
1.01623	233710
1.03036	235600
1.04467	237540
1.05919	239460
1.07391	241410
1.08884	243390
1.10397	245400
1.11931	247400
1.13487	249430
1.15064	251460
1.16663	253520
1.18284	255620
1.19928	257730
1.21595	259840
1.23285	261990
1.24998	264150
1.26735	266340
1.28496	268530
1.30282	270760
1.32093	273000
1.33929	275250
1.3579	277540
1.37677	279840
1.3959	282170
1.4153	284490
1.43497	286860
1.45491	289220
1.47513	291640
1.49563	294060
1.51642	296480
1.53749	298950
1.55886	301410
1.58052	303930
1.60249	306460
1.62476	308990
1.64734	311560
1.67023	314130
1.69345	316710
1.71698	319330
1.74084	321970
1.76503	324640
1.78956	327310
1.81443	330010
1.83965	332730
1.86522	335450
1.89114	338230
1.91742	340990
1.94407	343790
1.97108	346600
1.99848	349440
2.02625	352290
2.05441	355160
2.08296	358060
2.11191	360940
2.14126	363870
2.17102	366800
2.20119	369770
2.23178	372730
2.2628	375750
2.29424	378740
2.32613	381750
2.35845	384780
2.39123	387840
2.42446	390900
2.45816	394000
2.49232	397100
2.52695	400190
2.56207	403320
2.59768	406440
2.63378	409580
2.67038	412750
2.70749	415900
2.74512	419070
2.78327	422260
2.82195	425470
2.86117	428670
2.90093	431880
2.94125	435080
2.98212	438340
3.02357	441560
3.06559	444780
3.10819	447990
3.15139	451250
3.19518	454510
3.23959	457740
3.28461	460950
3.33026	464220
3.37654	467450
3.42346	470680
3.47104	473910
3.51928	477140
3.56819	480340
3.61778	483570
3.66805	486750
3.71903	489950
3.77071	493090
3.82312	496260
3.87625	499440
3.93012	502570
3.98474	505670
4.04011	508760
4.09626	511810
4.15319	514880
4.21091	517870
4.26943	520830
4.32876	523800
4.38892	526760
4.44991	529610
4.51176	532470
4.57446	535320
4.63803	538140
4.70249	540870
4.76784	543550
4.8341	546230
4.90128	548840
4.9694	551380
5.03846	553910
5.10848	556380
5.17947	558710
5.25146	561080
5.32444	563320
5.39843	565560
5.47346	567640
5.54952	569720
5.62665	571730
5.70484	573640
5.78413	575460
5.86451	577270
5.94601	578930
6.02865	580490
6.11243	582020
6.19738	583380
6.2835	584640
6.37083	585800
6.45936	586930
6.54913	587920
6.64015	588810
6.73243	589510
6.82599	590180
6.92086	590720
7.01704	591080
7.11456	591330
7.21343	591480
7.31368	591510
7.41532	591350
7.51837	591080
7.62286	590600
7.7288	590080
7.83621	589370
7.94511	588460
8.05553	587420
8.16748	586270
8.28098	584900
8.39607	583350
8.51275	581730
8.63106	579830
8.75101	577810
8.87262	575570
8.99593	573220
9.12095	570660
9.2477	567890
9.37622	564930
9.50653	561810
9.63864	558550
9.7726	555050
9.90841	551400
10.0461	547640
10.1857	543630
10.3273	539470
10.4708	535210
10.6163	530750
10.7639	526180
10.9134	521450
11.0651	516550
11.2189	511580
11.3748	506450
11.5329	501270
11.6932	495900
11.8557	490470
12.0204	484960
12.1875	479320
12.3569	473670
12.5286	467910
12.7027	462140
12.8792	456190
13.0582	450370
13.2397	444450
13.4237	438540
13.6103	432590
13.7994	426550
13.9912	420680
14.1856	414710
14.3828	408810
14.5826	402940
14.7853	397020
14.9908	391290
15.1991	385570
15.4103	379870
15.6245	374320
15.8416	368780
16.0618	363350
16.285	358070
16.5113	352780
16.7408	347600
16.9735	342570
17.2093	337550
17.4485	332620
17.691	327830
17.9369	323080
18.1861	318380
18.4389	313860
18.6951	309380
18.9549	304940
19.2184	300590
19.4854	296350
19.7562	292180
20.0308	288030
20.3092	284020
20.5914	280070
20.8776	276180
21.1677	272340
21.4619	268600
21.7602	264920
22.0626	261320
22.3692	257750
22.6801	254250
22.9953	250830
23.3148	247470
23.6389	244150
23.9674	240890
24.3005	237680
24.6382	234550
24.9806	231460
25.3277	228420
25.6797	225410
26.0366	222450
26.3984	219560
26.7653	216700
27.1373	213890
27.5144	211110
27.8968	208370
28.2845	205670
28.6776	203020
29.0761	200420
29.4802	197850
29.8899	195320
30.3053	192830
30.7265	190370
31.1535	187960
31.5864	185590
32.0254	183270
32.4705	180980
32.9217	178720
33.3792	176510
33.8431	174330
34.3135	172180
34.7903	170080
35.2738	168020
35.764	165990
36.2611	164010
36.765	162050
37.2759	160130
37.794	158240
38.3192	156390
38.8518	154570
39.3917	152780
39.9391	151030
40.4942	149320
41.0569	147640
41.6275	145990
42.206	144370
42.7926	142780
43.3873	141220
43.9903	139690
44.6016	138190
45.2215	136720
45.8499	135280
46.4871	133880
47.1332	132490
47.7882	131140
48.4523	129820
49.1257	128520
49.8084	127250
50.5006	126000
51.2024	124770
51.914	123560
52.6355	122370
53.367	121190
54.1087	120040
54.8606	118900
55.623	117760
56.3961	116650
57.1798	115540
57.9745	114450
58.7802	113360
59.5971	112280
60.4253	111200
61.265	110140
62.1165	109070
62.9797	108010
63.855	106950
64.7424	105890
65.6422	104830
66.5544	103770
67.4793	102710
68.4171	101640
69.3679	100580
70.332	99505
71.3094	98428
72.3004	97350
73.3052	96263
74.324	95170
75.3569	94069
76.4041	92960
77.466	91845
78.5425	90721
79.6341	89588
80.7408	88449
81.8629	87304
83.0005	86156
84.154	85006
85.3236	83856
86.5093	82707
87.7116	81562
88.9305	80423
90.1664	79289
91.4195	78163
92.69	77044
93.9782	75937
95.2842	74841
96.6084	73756
97.951	72685
99.3123	71628
100.692	70584
102.092	69552
103.511	68533
104.949	67532
106.408	66532
107.886	65543
109.386	64560
110.906	63587
112.447	62620
114.01	61659
115.594	60697
117.201	59748
118.83	58797
120.481	57850
122.156	56901
123.853	55956
125.574	55015
127.32	54070
129.089	53129
130.883	52191
132.702	51250
