"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1
0.1	12166
0.10139	12201
0.102799	12237
0.104227	12274
0.105676	12311
0.107145	12349
0.108634	12387
0.110143	12426
0.111674	12466
0.113226	12506
0.1148	12547
0.116395	12589
0.118013	12631
0.119653	12674
0.121315	12717
0.123001	12761
0.124711	12805
0.126444	12850
0.128201	12896
0.129983	12942
0.131789	12989
0.133621	13036
0.135478	13084
0.137361	13132
0.13927	13181
0.141205	13231
0.143167	13281
0.145157	13332
0.147174	13383
0.14922	13435
0.151293	13488
0.153396	13541
0.155528	13594
0.157689	13648
0.159881	13703
0.162103	13759
0.164355	13814
0.16664	13871
0.168955	13928
0.171303	13986
0.173684	14044
0.176098	14103
0.178545	14163
0.181027	14223
0.183542	14284
0.186093	14345
0.188679	14407
0.191301	14470
0.19396	14534
0.196656	14598
0.199389	14663
0.20216	14728
0.204969	14794
0.207818	14862
0.210706	14929
0.213634	14998
0.216603	15067
0.219613	15137
0.222665	15208
0.22576	15279
0.228897	15351
0.232078	15425
0.235303	15498
0.238574	15573
0.241889	15649
0.245251	15725
0.248659	15802
0.252115	15881
0.255619	15960
0.259171	16040
0.262773	16120
0.266425	16202
0.270127	16285
0.273881	16369
0.277688	16454
0.281547	16539
0.285459	16626
0.289427	16713
0.293449	16802
0.297527	16892
0.301662	16983
0.305854	17075
0.310105	17167
0.314414	17261
0.318784	17356
0.323214	17453
0.327706	17551
0.33226	17649
0.336878	17748
0.34156	17850
0.346306	17952
0.351119	18055
0.355999	18160
0.360946	18266
0.365962	18373
0.371048	18481
0.376205	18592
0.381433	18702
0.386734	18814
0.392109	18929
0.397558	19044
0.403083	19162
0.408685	19279
0.414365	19398
0.420123	19519
0.425962	19641
0.431882	19766
0.437884	19892
0.443969	20018
0.450139	20147
0.456395	20277
0.462737	20408
0.469168	20541
0.475689	20676
0.482299	20812
0.489002	20950
0.495798	21090
0.502688	21232
0.509674	21375
0.516757	21520
0.523939	21667
0.53122	21816
0.538603	21966
0.546088	22118
0.553677	22272
0.561372	22428
0.569174	22585
0.577084	22746
0.585104	22906
0.593235	23071
0.601479	23237
0.609838	23402
0.618314	23572
0.626907	23745
0.635619	23918
0.644452	24092
0.653409	24270
0.662489	24451
0.671696	24632
0.681031	24817
0.690495	25004
