"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1
0.1	343.94
0.10139	344.93
0.102799	345.94
0.104227	346.97
0.105676	348.05
0.107145	349.12
0.108634	350.21
0.110143	351.31
0.111674	352.43
0.113226	353.57
0.1148	354.72
0.116395	355.9
0.118013	357.08
0.119653	358.32
0.121315	359.54
0.123001	360.78
0.124711	362.03
0.126444	363.31
0.128201	364.6
0.129983	365.9
0.131789	367.22
0.133621	368.58
0.135478	369.94
0.137361	371.3
0.13927	372.69
0.141205	374.09
0.143167	375.51
0.145157	376.95
0.147174	378.42
0.14922	379.88
0.151293	381.36
0.153396	382.86
0.155528	384.38
0.157689	385.91
0.159881	387.48
0.162103	389.04
0.164355	390.62
0.16664	392.23
0.168955	393.84
0.171303	395.49
0.173684	397.14
0.176098	398.81
0.178545	400.49
0.181027	402.19
0.183542	403.94
0.186093	405.68
0.188679	407.43
0.191301	409.21
0.19396	411
0.196656	412.84
0.199389	414.67
0.20216	416.53
0.204969	418.4
0.207818	420.32
0.210706	422.24
0.213634	424.17
0.216603	426.13
0.219613	428.13
0.222665	430.12
0.22576	432.15
0.228897	434.19
0.232078	436.28
0.235303	438.37
0.238574	440.48
0.241889	442.64
0.245251	444.8
0.248659	446.99
0.252115	449.22
0.255619	451.46
0.259171	453.72
0.262773	456.03
0.266425	458.34
0.270127	460.68
0.273881	463.08
0.277688	465.47
0.281547	467.88
0.285459	470.37
0.289427	472.84
0.293449	475.35
0.297527	477.92
0.301662	480.49
0.305854	483.11
0.310105	485.74
0.314414	488.42
0.318784	491.1
0.323214	493.83
0.327706	496.65
0.33226	499.42
0.336878	502.24
0.34156	505.11
0.346306	508.02
0.351119	510.95
0.355999	513.96
0.360946	516.93
0.365962	519.99
0.371048	523.06
0.376205	526.22
0.381433	529.37
0.386734	532.54
0.392109	535.8
0.397558	539.07
0.403083	542.42
0.408685	545.77
0.414365	549.14
0.420123	552.59
0.425962	556.05
0.431882	559.6
0.437884	563.2
0.443969	566.8
0.450139	570.46
0.456395	574.15
0.462737	577.9
0.469168	581.66
0.475689	585.5
0.482299	589.4
0.489002	593.34
0.495798	597.33
0.502688	601.38
0.509674	605.43
0.516757	609.57
0.523939	613.76
0.53122	618
0.538603	622.29
0.546088	626.63
0.553677	631.02
0.561372	635.45
0.569174	639.94
0.577084	644.52
0.585104	649.11
0.593235	653.79
0.601479	658.53
0.609838	663.26
0.618314	668.14
0.626907	673.07
0.635619	678
0.644452	682.98
0.653409	688.06
0.662489	693.23
0.671696	698.41
0.681031	703.69
0.690495	709.06
0.700092	714.44
0.709821	719.91
0.719686	725.43
0.729687	731
0.739828	736.68
0.75011	742.4
0.760534	748.17
0.771104	754.09
0.78182	759.97
0.792685	765.99
0.803702	772.11
0.814871	778.28
0.826196	784.45
0.837678	790.77
0.849319	797.18
0.861122	803.61
0.87309	810.18
0.885224	816.8
0.897526	823.47
0.909999	830.24
0.922646	837.06
0.935468	844.03
0.948469	851.05
0.96165	858.12
0.975014	865.3
0.988564	872.62
1.0023	892.56
1.01623	900.19
1.03036	907.92
1.04467	915.69
1.05919	923.52
1.07391	931.45
1.08884	939.54
1.10397	947.62
1.11931	955.8
1.13487	964.09
1.15064	972.55
1.16663	980.99
1.18284	989.58
1.19928	998.23
1.21595	1007
1.23285	1015.8
1.24998	1024.8
1.26735	1033.9
1.28496	1043
1.30282	1052.3
1.32093	1061.7
1.33929	1071.2
1.3579	1080.7
1.37677	1090.4
1.3959	1100.2
1.4153	1110.1
1.43497	1120
1.45491	1130.1
1.47513	1140.3
1.49563	1150.7
1.51642	1161.1
1.53749	1171.7
1.55886	1182.3
1.58052	1193.1
1.60249	1204
1.62476	1215
1.64734	1226.1
1.67023	1237.4
1.69345	1248.8
1.71698	1260.3
1.74084	1271.9
1.76503	1283.7
1.78956	1295.7
1.81443	1307.6
1.83965	1319.8
1.86522	1332.1
