"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1
0.1	722.28
0.10139	724.37
0.102799	726.49
0.104227	728.65
0.105676	730.78
0.107145	733.03
0.108634	735.31
0.110143	737.62
0.111674	739.98
0.113226	742.37
0.1148	744.79
0.116395	747.26
0.118013	749.75
0.119653	752.2
0.121315	754.77
0.123001	757.37
0.124711	760
0.126444	762.68
0.128201	765.38
0.129983	768.12
0.131789	770.9
0.133621	773.62
0.135478	776.46
0.137361	779.32
0.13927	782.24
0.141205	785.18
0.143167	788.15
0.145157	791.17
0.147174	794.11
0.14922	797.19
0.151293	800.3
0.153396	803.45
0.155528	806.62
0.157689	809.84
0.159881	812.98
0.162103	816.26
0.164355	819.58
0.16664	822.94
0.168955	826.32
0.171303	829.64
0.173684	833.11
0.176098	836.6
0.178545	840.13
0.181027	843.7
0.183542	847.2
0.186093	850.85
0.188679	854.53
0.191301	858.26
0.19396	862.02
0.196656	865.72
0.199389	869.57
0.20216	873.45
0.204969	877.37
0.207818	881.25
0.210706	885.26
0.213634	889.31
0.216603	893.42
0.219613	897.45
0.222665	901.64
0.22576	905.88
0.228897	910.16
0.232078	914.37
0.235303	918.76
0.238574	923.17
0.241889	927.54
0.245251	932.07
0.248659	936.64
0.252115	941.16
0.255619	945.84
0.259171	950.58
0.262773	955.24
0.266425	960.1
0.270127	964.99
0.273881	969.84
0.277688	974.85
0.281547	979.9
0.285459	984.92
0.289427	990.11
0.293449	995.36
0.297527	1000.5
0.301662	1005.9
0.305854	1011.2
0.310105	1016.7
0.314414	1022.2
0.318784	1027.8
0.323214	1033.5
0.327706	1039.2
0.33226	1045
0.336878	1050.7
0.34156	1056.7
0.346306	1062.6
0.351119	1068.7
0.355999	1074.8
0.360946	1081.1
0.365962	1087.2
0.371048	1093.7
0.376205	1100.1
0.381433	1106.5
0.386734	1113.1
0.392109	1119.7
0.397558	1126.5
0.403083	1133.3
0.408685	1140.1
0.414365	1147.2
0.420123	1154.1
0.425962	1161.4
0.431882	1168.6
0.437884	1175.9
0.443969	1183.2
0.450139	1190.8
0.456395	1198.3
0.462737	1205.9
0.469168	1213.8
0.475689	1221.6
0.482299	1229.5
0.489002	1237.5
0.495798	1245.6
0.502688	1253.8
0.509674	1262.2
0.516757	1270.6
0.523939	1279.1
0.53122	1287.7
0.538603	1296.4
0.546088	1305.2
0.553677	1314.1
0.561372	1323.1
0.569174	1332.2
0.577084	1341.5
0.585104	1350.8
0.593235	1360.3
0.601479	1369.9
0.609838	1379.5
0.618314	1389.2
0.626907	1399.2
0.635619	1409.2
0.644452	1419.2
0.653409	1429.5
0.662489	1439.8
0.671696	1450.3
0.681031	1460.9
0.690495	1471.6
0.700092	1482.5
0.709821	1493.3
0.719686	1504.5
0.729687	1515.5
0.739828	1526.9
0.75011	1538.2
0.760534	1549.9
0.771104	1561.6
0.78182	1573.5
0.792685	1585.4
0.803702	1597.5
0.814871	1609.6
0.826196	1622.1
0.837678	1634.6
0.849319	1647.2
0.861122	1659.9
0.87309	1672.9
0.885224	1685.9
0.897526	1699.1
0.909999	1712.4
0.922646	1725.9
0.935468	1739.3
0.948469	1753.1
0.96165	1767
0.975014	1781.2
0.988564	1795.3
1.0023	1835.6
1.01623	1850.3
1.03036	1865.1
1.04467	1880.4
1.05919	1895.5
1.07391	1910.7
1.08884	1926.2
1.10397	1942.1
1.11931	1957.8
1.13487	1973.7
1.15064	1989.6
1.16663	2005.8
1.18284	2022.4
1.19928	2039
1.21595	2055.6
1.23285	2072.6
1.24998	2089.6
1.26735	2106.9
1.28496	2124.1
1.30282	2141.7
1.32093	2159.3
1.33929	2177
1.3579	2195
1.37677	2213.1
1.3959	2231.5
1.4153	2249.7
1.43497	2268.4
1.45491	2287
1.47513	2306
1.49563	2325
1.51642	2344
1.53749	2363.4
1.55886	2382.8
1.58052	2402.6
1.60249	2422.5
1.62476	2442.3
1.64734	2462.5
1.67023	2482.7
1.69345	2503
1.71698	2523.5
1.74084	2544.2
1.76503	2565.2
1.78956	2586.1
1.81443	2607.3
1.83965	2628.9
1.86522	2650.4
1.89114	2672.4
1.91742	2694.3
1.94407	2716.5
1.97108	2738.8
1.99848	2761.4
2.02625	2783.9
2.05441	2806.7
2.08296	2829.7
2.11191	2852.6
2.14126	2875.8
2.17102	2899.1
2.20119	2922.7
2.23178	2946.2
2.2628	2970.2
2.29424	2993.9
2.32613	3017.8
2.35845	3041.9
2.39123	3066.6
2.42446	3091.4
2.45816	3116.5
2.49232	3141.6
2.52695	3166.6
2.56207	3192
2.59768	3217.3
2.63378	3242.9
2.67038	3268.7
2.70749	3294.4
2.74512	3320.2
2.78327	3346.2
2.82195	3372.4
2.86117	3399
2.90093	3425.8
2.94125	3452.7
2.98212	3480
3.02357	3507.1
3.06559	3534.3
3.10819	3561.5
3.15139	3589
3.19518	3616.7
3.23959	3644.2
3.28461	3672
3.33026	3700.5
3.37654	3729
3.42346	3757.5
3.47104	3786.2
3.51928	3815
3.56819	3843.7
3.61778	3872.7
3.66805	3901.4
3.71903	3931.1
3.77071	3960.8
3.82312	3990.7
3.87625	4020.8
3.93012	4050.7
3.98474	4080.7
4.04011	4110.7
4.09626	4141.3
4.15319	4172.4
4.21091	4203.4
4.26943	4234.3
4.32876	4265.6
4.38892	4296.9
4.44991	4328.1
4.51176	4360.3
4.57446	4392.5
4.63803	4424.9
4.70249	4457.1
4.76784	4489.3
4.8341	4522.4
4.90128	4555.8
4.9694	4589.2
5.03846	4622.7
5.10848	4656.2
5.17947	4690.2
5.25146	4724.8
5.32444	4759.4
5.39843	4794.1
5.47346	4828.7
5.54952	4864.5
5.62665	4900.4
5.70484	4936.2
5.78413	4972.1
5.86451	5009
5.94601	5046.2
6.02865	5083.2
6.11243	5120.5
6.19738	5158.6
6.2835	5197
6.37083	5235.5
6.45936	5274.2
6.54913	5313.9
6.64015	5353.6
6.73243	5393.4
6.82599	5434
6.92086	5475
7.01704	5516.1
7.11456	5557.7
7.21343	5599.9
7.31368	5642.3
7.41532	5684.9
7.51837	5728.3
7.62286	5771.9
7.7288	5815.8
7.83621	5860.2
7.94511	5904.8
8.05553	5949.9
8.16748	5995.3
8.28098	6040.9
8.39607	6087
8.51275	6133.1
8.63106	6179.6
8.75101	6226.4
8.87262	6273.3
8.99593	6320.2
9.12095	6367.4
9.2477	6414.7
9.37622	6461.9
9.50653	6509.2
9.63864	6556.4
9.7726	6603.6
9.90841	6650.6
10.0461	6697.7
10.1857	6744.6
10.3273	6791.4
10.4708	6837.9
10.6163	6884.4
10.7639	6930.4
10.9134	6976.1
11.0651	7021.7
11.2189	7066.6
11.3748	7111.2
11.5329	7155.1
11.6932	7198.6
11.8557	7241.5
12.0204	7283.6
12.1875	7325.1
12.3569	7365.7
12.5286	7405.6
12.7027	7444.2
12.8792	7482.4
13.0582	7518.8
13.2397	7554.6
13.4237	7589
13.6103	7621.9
13.7994	7653.7
13.9912	7683.7
14.1856	7712.5
14.3828	7739.3
14.5826	7764.4
14.7853	7788
14.9908	7808.8
15.1991	7828.2
15.4103	7845.5
15.6245	7859.9
15.8416	7872.5
16.0618	7882.7
16.285	7890.2
16.5113	7895.7
16.7408	7898.7
16.9735	7899.5
17.2093	7898.3
17.4485	7895.1
17.691	7889.6
17.9369	7882.4
18.1861	7873.7
18.4389	7863
18.6951	7850.8
18.9549	7837.2
19.2184	7822.1
19.4854	7805.8
19.7562	7788.6
20.0308	7770.2
20.3092	7751.2
20.5914	7731.4
20.8776	7711.2
21.1677	7690.4
21.4619	7669.5
21.7602	7648.6
22.0626	7627.9
22.3692	7607
22.6801	7586.7
22.9953	7567.1
23.3148	7548.4
23.6389	7530.3
23.9674	7513.2
24.3005	7497.5
24.6382	7483.6
24.9806	7471.1
25.3277	7460.4
25.6797	7451.6
26.0366	7444.9
26.3984	7441.3
26.7653	7440.1
27.1373	7441.7
27.5144	7446
27.8968	7453.1
28.2845	7463.3
28.6776	7476.5
29.0761	7492.3
29.4802	7510.6
29.8899	7531.2
30.3053	7554.2
30.7265	7579.5
31.1535	7607.1
31.5864	7636.9
32.0254	7668.7
32.4705	7702.3
32.9217	7737.5
33.3792	7774.5
33.8431	7812.9
34.3135	7852.9
34.7903	7894
35.2738	7936.3
35.764	7979.6
36.2611	8023.6
36.765	8068.3
37.2759	8113.4
37.794	8158.9
