"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1
0.1	9038.6
0.10139	9064.7
0.102799	9091.3
0.104227	9118.3
0.105676	9145.7
0.107145	9173.8
0.108634	9202.4
0.110143	9231.3
0.111674	9260.9
0.113226	9290.7
0.1148	9321
0.116395	9351.9
0.118013	9383.1
0.119653	9414.5
0.121315	9446.7
0.123001	9479.2
0.124711	9512.2
0.126444	9545.8
0.128201	9579.5
0.129983	9613.9
0.131789	9648.5
0.133621	9683.4
0.135478	9719
0.137361	9754.8
0.13927	9791.3
0.141205	9828.2
0.143167	9865.3
0.145157	9903.1
0.147174	9940.7
0.14922	9979.3
0.151293	10018
0.153396	10058
0.155528	10097
0.157689	10138
0.159881	10178
0.162103	10219
0.164355	10260
0.16664	10302
0.168955	10345
0.171303	10387
0.173684	10431
0.176098	10474
0.178545	10519
0.181027	10563
0.183542	10608
0.186093	10654
0.188679	10700
0.191301	10746
0.19396	10794
0.196656	10841
0.199389	10889
0.20216	10938
0.204969	10987
0.207818	11036
0.210706	11086
0.213634	11137
0.216603	11189
0.219613	11240
0.222665	11292
0.22576	11346
0.228897	11399
0.232078	11453
0.235303	11508
0.238574	11563
0.241889	11619
0.245251	11676
0.248659	11733
0.252115	11790
0.255619	11849
0.259171	11908
0.262773	11968
0.266425	12029
0.270127	12090
0.273881	12152
0.277688	12214
0.281547	12278
0.285459	12342
0.289427	12407
0.293449	12472
0.297527	12539
0.301662	12606
0.305854	12674
0.310105	12742
0.314414	12812
0.318784	12882
0.323214	12954
0.327706	13026
0.33226	13099
0.336878	13171
0.34156	13247
0.346306	13322
0.351119	13399
0.355999	13476
0.360946	13554
0.365962	13633
0.371048	13714
0.376205	13795
0.381433	13876
0.386734	13959
0.392109	14043
0.397558	14129
0.403083	14215
0.408685	14302
0.414365	14390
0.420123	14479
0.425962	14570
0.431882	14661
0.437884	14754
0.443969	14847
0.450139	14943
0.456395	15038
0.462737	15135
0.469168	15233
0.475689	15333
0.482299	15433
0.489002	15535
0.495798	15638
0.502688	15742
0.509674	15848
0.516757	15955
0.523939	16063
0.53122	16172
0.538603	16283
0.546088	16395
0.553677	16508
0.561372	16623
0.569174	16738
0.577084	16857
0.585104	16975
0.593235	17096
0.601479	17218
0.609838	17340
0.618314	17464
0.626907	17591
0.635619	17718
0.644452	17847
0.653409	17978
0.662489	18109
0.671696	18243
0.681031	18379
0.690495	18515
0.700092	18654
0.709821	18793
0.719686	18936
0.729687	19077
0.739828	19223
0.75011	19369
0.760534	19518
0.771104	19668
0.78182	19819
0.792685	19973
0.803702	20128
0.814871	20285
0.826196	20444
0.837678	20605
0.849319	20768
0.861122	20931
0.87309	21098
0.885224	21266
0.897526	21436
0.909999	21608
0.922646	21781
0.935468	21956
0.948469	22134
0.96165	22314
0.975014	22496
0.988564	22680
1.0023	23193
1.01623	23385
1.03036	23579
1.04467	23776
1.05919	23972
1.07391	24171
1.08884	24374
1.10397	24578
1.11931	24783
1.13487	24991
1.15064	25200
1.16663	25411
1.18284	25626
1.19928	25842
1.21595	26060
1.23285	26279
1.24998	26502
1.26735	26727
1.28496	26953
1.30282	27183
1.32093	27414
1.33929	27646
1.3579	27882
1.37677	28120
1.3959	28361
1.4153	28602
1.43497	28847
1.45491	29093
1.47513	29342
1.49563	29594
1.51642	29846
1.53749	30104
1.55886	30361
1.58052	30622
1.60249	30887
1.62476	31153
1.64734	31420
1.67023	31691
1.69345	31963
1.71698	32238
1.74084	32515
1.76503	32797
1.78956	33079
1.81443	33364
1.83965	33652
1.86522	33939
1.89114	34233
1.91742	34525
1.94407	34822
1.97108	35121
1.99848	35423
2.02625	35727
2.05441	36033
2.08296	36343
2.11191	36654
2.14126	36967
2.17102	37283
2.20119	37603
2.23178	37922
2.2628	38248
2.29424	38573
2.32613	38900
2.35845	39231
2.39123	39563
2.42446	39898
2.45816	40235
2.49232	40574
2.52695	40915
2.56207	41258
2.59768	41603
2.63378	41951
2.67038	42301
2.70749	42653
2.74512	43007
2.78327	43364
2.82195	43723
2.86117	44082
2.90093	44442
2.94125	44804
2.98212	45170
3.02357	45535
3.06559	45903
3.10819	46271
3.15139	46643
3.19518	47017
3.23959	47391
3.28461	47764
3.33026	48141
3.37654	48516
3.42346	48894
3.47104	49273
3.51928	49654
3.56819	50033
3.61778	50417
3.66805	50798
3.71903	51180
3.77071	51559
3.82312	51941
3.87625	52325
3.93012	52707
3.98474	53089
4.04011	53471
4.09626	53851
4.15319	54232
4.21091	54609
4.26943	54986
4.32876	55365
4.38892	55745
4.44991	56117
4.51176	56489
4.57446	56860
4.63803	57232
4.70249	57598
4.76784	57963
4.8341	58327
4.90128	58686
4.9694	59042
5.03846	59398
5.10848	59751
5.17947	60094
5.25146	60439
5.32444	60777
5.39843	61116
5.47346	61443
5.54952	61769
5.62665	62090
5.70484	62405
5.78413	62715
5.86451	63023
5.94601	63321
6.02865	63612
6.11243	63902
6.19738	64180
6.2835	64451
6.37083	64715
6.45936	64978
6.54913	65230
6.64015	65475
6.73243	65708
6.82599	65937
6.92086	66157
7.01704	66365
7.11456	66565
7.21343	66761
7.31368	66948
7.41532	67121
7.51837	67285
7.62286	67435
7.7288	67583
7.83621	67719
7.94511	67841
8.05553	67957
8.16748	68067
8.28098	68161
8.39607	68243
8.51275	68319
8.63106	68377
8.75101	68431
8.87262	68469
8.99593	68502
9.12095	68523
9.2477	68529
9.37622	68524
9.50653	68508
9.63864	68489
9.7726	68453
9.90841	68408
10.0461	68356
10.1857	68289
10.3273	68213
10.4708	68129
10.6163	68032
10.7639	67928
10.9134	67812
11.0651	67685
11.2189	67550
11.3748	67404
11.5329	67253
11.6932	67087
11.8557	66915
12.0204	66734
12.1875	66543
12.3569	66346
12.5286	66140
12.7027	65927
12.8792	65701
13.0582	65476
13.2397	65243
13.4237	65003
13.6103	64755
13.7994	64498
13.9912	64245
14.1856	63980
14.3828	63713
14.5826	63442
14.7853	63161
14.9908	62885
15.1991	62604
15.4103	62318
15.6245	62034
15.8416	61744
16.0618	61455
16.285	61168
16.5113	60873
16.7408	60580
16.9735	60289
17.2093	59993
17.4485	59696
17.691	59401
17.9369	59103
18.1861	58802
18.4389	58506
18.6951	58207
18.9549	57904
19.2184	57600
19.4854	57298
19.7562	56995
20.0308	56687
20.3092	56383
20.5914	56076
20.8776	55768
21.1677	55457
21.4619	55146
21.7602	54834
22.0626	54523
22.3692	54205
22.6801	53889
22.9953	53571
23.3148	53252
23.6389	52929
23.9674	52605
24.3005	52280
24.6382	51952
24.9806	51622
25.3277	51291
25.6797	50955
26.0366	50616
26.3984	50277
26.7653	49934
27.1373	49589
27.5144	49240
27.8968	48888
28.2845	48533
28.6776	48178
29.0761	47820
29.4802	47460
29.8899	47097
30.3053	46732
30.7265	46366
31.1535	46000
31.5864	45631
32.0254	45263
32.4705	44894
32.9217	44524
33.3792	44153
33.8431	43781
34.3135	43410
34.7903	43039
35.2738	42669
35.764	42299
36.2611	41930
36.765	41560
37.2759	41191
37.794	40824
38.3192	40457
38.8518	40092
39.3917	39727
39.9391	39365
40.4942	39005
41.0569	38646
41.6275	38288
42.206	37933
42.7926	37579
43.3873	37228
43.9903	36878
44.6016	36531
45.2215	36187
45.8499	35844
46.4871	35504
47.1332	35168
47.7882	34833
48.4523	34502
49.1257	34173
49.8084	33848
50.5006	33525
51.2024	33204
51.914	32887
52.6355	32573
53.367	32262
54.1087	31954
54.8606	31648
55.623	31345
56.3961	31046
57.1798	30749
57.9745	30456
58.7802	30166
59.5971	29880
60.4253	29595
61.265	29314
62.1165	29037
62.9797	28762
63.855	28490
64.7424	28222
65.6422	27957
66.5544	27694
67.4793	27435
68.4171	27179
69.3679	26926
70.332	26675
71.3094	26428
72.3004	26184
73.3052	25942
74.324	25705
75.3569	25470
76.4041	25237
77.466	25008
78.5425	24782
79.6341	24559
80.7408	24338
81.8629	24119
83.0005	23902
84.154	23686
85.3236	23472
86.5093	23258
87.7116	23044
88.9305	22830
90.1664	22616
91.4195	22400
92.69	22184
93.9782	21966
95.2842	21746
96.6084	21525
97.951	21301
99.3123	21075
100.692	20845
102.092	20614
103.511	20379
104.949	20144
106.408	19904
107.886	19663
109.386	19419
110.906	19173
112.447	18926
114.01	18676
115.594	18422
117.201	18170
118.83	17914
120.481	17657
122.156	17397
123.853	17136
125.574	16874
127.32	16609
129.089	16345
130.883	16080
132.702	15813
134.546	15545
136.416	15277
138.312	15007
140.234	14739
142.183	14469
144.159	14199
146.162	13930
148.194	13659
150.253	13389
152.341	13120
154.458	12851
156.605	12583
158.781	12316
160.988	12051
163.225	11786
165.494	11522
167.794	11261
170.125	11002
172.49	10744
174.887	10489
177.317	10235
179.782	9985.4
182.28	9737.7
184.813	9492.2
187.382	9250
189.986	9010.2
192.626	8774.2
195.303	8540.1
198.017	8310.8
200.769	8083.7
203.559	7860.7
206.388	7640.5
209.257	7424.6
212.165	7212.7
215.113	7004.6
218.103	6799.8
221.134	6599.9
224.207	6403.6
227.323	6211.6
230.482	6023.5
233.685	5840.5
236.933	5660.9
240.226	5486.4
243.564	5315.5
246.949	5149.2
250.381	4987.4
253.861	4829.1
257.389	4674.8
260.966	4523
264.592	4374.1
268.27	4227.5
271.998	4082.8
275.778	3939.4
279.61	3797.4
283.496	3656.8
287.436	3517.4
291.431	3378.7
295.481	3240.8
299.587	3104.2
303.751	2968.6
307.972	2834.8
312.252	2703.4
316.592	2575.7
320.991	2451.5
325.452	2331.8
329.975	2216.4
334.561	2105.6
339.211	2000.2
343.925	1899.8
348.704	1804.5
353.551	1714.5
358.464	1629.5
363.446	1549.1
368.497	1473.3
373.618	1401.7
378.81	1334.3
384.075	1270.5
389.412	1210.5
394.824	1153.8
400.311	1100.5
405.874	1050
411.515	1002.3
417.234	956.82
423.032	913.4
428.911	871.65
434.872	831.42
440.916	792.51
447.043	754.79
453.256	718.06
459.555	682.33
465.942	647.76
472.417	614.28
478.983	582.08
485.639	551.13
492.388	521.43
499.231	493.04
506.169	465.92
513.204	440.07
520.336	415.39
527.567	391.85
534.899	369.41
542.333	348.01
549.87	327.63
557.511	308.2
565.259	289.68
573.115	272.09
581.08	255.36
589.155	239.49
597.343	224.42
605.645	210.14
614.061	196.62
622.595	183.81
631.248	171.68
640.02	160.2
648.915	149.36
657.933	139.1
667.077	129.41
676.347	120.28
685.747	111.67
695.277	103.55
704.94	95.907
714.736	88.717
724.669	81.967
734.74	75.63
744.951	69.691
755.304	64.13
765.801	58.927
776.444	54.069
787.234	49.538
798.175	45.317
809.267	41.391
820.514	37.748
831.917	34.379
843.478	31.27
855.2	28.408
867.086	25.78
879.136	23.371
891.353	21.168
903.741	19.158
916.301	17.325
929.035	15.658
941.946	14.145
955.037	12.773
968.309	11.529
981.766	10.405
995.41	9.1725
