"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1
0.1	3483.1
0.10139	3493.1
0.102799	3503.4
0.104227	3513.8
0.105676	3524.6
0.107145	3535.4
0.108634	3546.4
0.110143	3557.6
0.111674	3569
0.113226	3580.5
0.1148	3592.2
0.116395	3604.1
0.118013	3616.1
0.119653	3628.5
0.121315	3640.8
0.123001	3653.4
0.124711	3666.1
0.126444	3679
0.128201	3692.1
0.129983	3705.3
0.131789	3718.6
0.133621	3732.3
0.135478	3746.1
0.137361	3759.9
0.13927	3773.9
0.141205	3788.1
0.143167	3802.4
0.145157	3817
0.147174	3831.8
0.14922	3846.6
0.151293	3861.6
0.153396	3876.8
0.155528	3892.2
0.157689	3907.7
0.159881	3923.4
0.162103	3939.3
0.164355	3955.3
0.16664	3971.5
0.168955	3987.8
0.171303	4004.4
0.173684	4021.2
0.176098	4038
0.178545	4055.1
0.181027	4072.3
0.183542	4089.8
0.186093	4107.5
0.188679	4125.2
0.191301	4143.2
0.19396	4161.4
0.196656	4179.9
0.199389	4198.4
0.20216	4217.2
0.204969	4236.1
0.207818	4255.5
0.210706	4274.9
0.213634	4294.4
0.216603	4314.2
0.219613	4334.4
0.222665	4354.6
0.22576	4375.1
0.228897	4395.7
0.232078	4416.8
0.235303	4437.9
0.238574	4459.3
0.241889	4481.1
0.245251	4502.9
0.248659	4525
0.252115	4547.5
0.255619	4570.1
0.259171	4593
0.262773	4616.3
0.266425	4639.7
0.270127	4663.4
0.273881	4687.5
0.277688	4711.7
0.281547	4736.2
0.285459	4761.2
0.289427	4786.2
0.293449	4811.6
0.297527	4837.4
0.301662	4863.4
0.305854	4889.8
0.310105	4916.4
0.314414	4943.5
0.318784	4970.6
0.323214	4998.2
0.327706	5026.5
0.33226	5054.7
0.336878	5083
0.34156	5112.1
0.346306	5141.4
0.351119	5171
0.355999	5201.3
0.360946	5231.4
0.365962	5262.2
0.371048	5293.3
0.376205	5325
0.381433	5356.8
0.386734	5388.9
0.392109	5421.7
0.397558	5454.7
0.403083	5488.5
0.408685	5522.3
0.414365	5556.3
0.420123	5591.1
0.425962	5626.1
0.431882	5661.8
0.437884	5698.1
0.443969	5734.3
0.450139	5771.3
0.456395	5808.6
0.462737	5846.3
0.469168	5884.3
0.475689	5923
0.482299	5962.3
0.489002	6002
0.495798	6042.2
0.502688	6082.9
0.509674	6123.9
0.516757	6165.6
0.523939	6207.8
0.53122	6250.5
0.538603	6293.7
0.546088	6337.4
0.553677	6381.5
0.561372	6426.2
0.569174	6471.4
0.577084	6517.6
0.585104	6563.7
0.593235	6610.9
0.601479	6658.6
0.609838	6706.2
0.618314	6755.1
0.626907	6804.8
0.635619	6854.4
0.644452	6904.6
0.653409	6955.7
0.662489	7007.6
0.671696	7059.7
0.681031	7112.9
0.690495	7166.7
0.700092	7220.9
0.709821	7275.7
0.719686	7331.3
0.729687	7387.2
0.739828	7444.3
0.75011	7501.7
0.760534	7559.8
0.771104	7619.2
0.78182	7678.3
0.792685	7738.6
0.803702	7800
0.814871	7861.9
0.826196	7924
0.837678	7987.3
0.849319	8051.7
0.861122	8116.1
0.87309	8181.9
0.885224	8248.3
0.897526	8315.2
0.909999	8383
0.922646	8451.4
0.935468	8521.1
0.948469	8591.4
0.96165	8662.3
0.975014	8734.2
0.988564	8807.3
1.0023	9008
1.01623	9084.2
1.03036	9161.4
1.04467	9239.3
1.05919	9317.5
1.07391	9396.7
1.08884	9477.4
1.10397	9558.3
1.11931	9640
1.13487	9722.8
1.15064	9806.8
1.16663	9891.1
1.18284	9976.8
1.19928	10063
1.21595	10151
1.23285	10238
1.24998	10328
1.26735	10418
1.28496	10509
1.30282	10602
1.32093	10695
1.33929	10789
1.3579	10884
1.37677	10979
1.3959	11077
1.4153	11175
1.43497	11274
1.45491	11374
1.47513	11475
1.49563	11577
1.51642	11680
1.53749	11785
1.55886	11890
1.58052	11997
1.60249	12104
1.62476	12214
1.64734	12323
1.67023	12434
1.69345	12546
1.71698	12660
1.74084	12774
1.76503	12890
1.78956	13008
1.81443	13125
1.83965	13245
1.86522	13365
1.89114	13488
1.91742	13610
1.94407	13734
1.97108	13860
1.99848	13987
2.02625	14115
2.05441	14244
2.08296	14375
2.11191	14508
2.14126	14640
2.17102	14775
2.20119	14912
2.23178	15049
2.2628	15188
2.29424	15328
2.32613	15470
2.35845	15613
2.39123	15757
2.42446	15903
2.45816	16050
2.49232	16199
2.52695	16350
2.56207	16501
2.59768	16654
2.63378	16808
2.67038	16964
2.70749	17122
2.74512	17281
2.78327	17442
2.82195	17604
2.86117	17768
2.90093	17933
2.94125	18100
2.98212	18268
3.02357	18438
3.06559	18610
3.10819	18783
3.15139	18958
3.19518	19134
3.23959	19312
3.28461	19492
3.33026	19672
3.37654	19855
3.42346	20040
3.47104	20226
3.51928	20414
3.56819	20603
3.61778	20794
3.66805	20987
3.71903	21182
3.77071	21377
3.82312	21575
3.87625	21774
3.93012	21975
3.98474	22178
4.04011	22382
4.09626	22589
4.15319	22796
4.21091	23005
4.26943	23216
4.32876	23430
4.38892	23644
4.44991	23861
4.51176	24078
4.57446	24297
4.63803	24519
4.70249	24741
4.76784	24966
4.8341	25192
4.90128	25420
4.9694	25649
5.03846	25880
5.10848	26113
5.17947	26348
5.25146	26583
5.32444	26820
5.39843	27060
5.47346	27300
5.54952	27542
5.62665	27786
5.70484	28031
5.78413	28278
5.86451	28526
5.94601	28775
6.02865	29026
6.11243	29278
6.19738	29532
6.2835	29787
6.37083	30044
6.45936	30301
6.54913	30560
6.64015	30820
6.73243	31082
6.82599	31344
6.92086	31607
7.01704	31872
7.11456	32137
7.21343	32404
7.31368	32671
7.41532	32940
7.51837	33209
7.62286	33480
7.7288	33751
7.83621	34022
7.94511	34295
8.05553	34568
8.16748	34841
8.28098	35116
8.39607	35391
8.51275	35666
8.63106	35942
8.75101	36217
8.87262	36494
8.99593	36769
9.12095	37046
9.2477	37323
9.37622	37599
9.50653	37876
9.63864	38152
9.7726	38429
9.90841	38704
10.0461	38979
10.1857	39254
10.3273	39529
10.4708	39803
10.6163	40077
10.7639	40350
10.9134	40622
11.0651	40894
11.2189	41164
11.3748	41432
11.5329	41699
11.6932	41966
11.8557	42231
12.0204	42493
12.1875	42755
12.3569	43015
12.5286	43272
12.7027	43527
12.8792	43781
13.0582	44031
13.2397	44280
13.4237	44527
13.6103	44770
13.7994	45010
13.9912	45247
14.1856	45481
14.3828	45712
14.5826	45940
14.7853	46165
14.9908	46384
15.1991	46601
15.4103	46814
15.6245	47022
15.8416	47226
16.0618	47427
16.285	47621
16.5113	47811
16.7408	47996
16.9735	48176
17.2093	48351
17.4485	48520
17.691	48684
17.9369	48842
18.1861	48997
18.4389	49142
18.6951	49284
18.9549	49420
19.2184	49549
19.4854	49671
19.7562	49788
20.0308	49898
20.3092	50002
20.5914	50099
20.8776	50188
21.1677	50272
21.4619	50348
21.7602	50418
22.0626	50481
22.3692	50536
22.6801	50586
22.9953	50628
23.3148	50663
23.6389	50690
23.9674	50711
24.3005	50724
24.6382	50729
24.9806	50727
25.3277	50718
25.6797	50702
26.0366	50679
26.3984	50649
26.7653	50612
27.1373	50567
27.5144	50515
27.8968	50457
28.2845	50392
28.6776	50318
29.0761	50237
29.4802	50151
29.8899	50058
30.3053	49958
30.7265	49851
31.1535	49737
31.5864	49617
32.0254	49491
32.4705	49359
32.9217	49222
33.3792	49078
33.8431	48928
34.3135	48772
34.7903	48611
35.2738	48446
35.764	48274
36.2611	48098
36.765	47916
37.2759	47729
37.794	47539
38.3192	47343
38.8518	47143
39.3917	46939
39.9391	46732
40.4942	46521
41.0569	46306
41.6275	46088
42.206	45867
42.7926	45642
43.3873	45415
43.9903	45185
44.6016	44952
45.2215	44717
45.8499	44478
46.4871	44237
47.1332	43995
47.7882	43749
48.4523	43501
49.1257	43250
49.8084	42998
50.5006	42743
51.2024	42486
51.914	42228
52.6355	41967
53.367	41705
54.1087	41441
54.8606	41176
55.623	40908
56.3961	40641
57.1798	40371
57.9745	40101
58.7802	39827
59.5971	39555
60.4253	39280
61.265	39004
62.1165	38727
62.9797	38450
63.855	38171
64.7424	37891
65.6422	37610
66.5544	37328
67.4793	37046
68.4171	36762
69.3679	36478
70.332	36193
71.3094	35907
72.3004	35621
73.3052	35334
74.324	35047
75.3569	34759
76.4041	34471
77.466	34182
78.5425	33893
79.6341	33602
80.7408	33311
81.8629	33019
83.0005	32726
84.154	32432
85.3236	32137
86.5093	31841
87.7116	31543
88.9305	31244
90.1664	30944
91.4195	30642
92.69	30339
93.9782	30034
95.2842	29728
96.6084	29420
97.951	29109
99.3123	28796
100.692	28483
102.092	28168
103.511	27851
104.949	27532
106.408	27209
107.886	26884
109.386	26557
110.906	26229
112.447	25898
114.01	25564
115.594	25228
117.201	24892
118.83	24550
120.481	24205
122.156	23857
123.853	23508
125.574	23158
127.32	22804
129.089	22451
130.883	22096
132.702	21736
134.546	21373
136.416	21010
138.312	20646
140.234	20281
142.183	19913
144.159	19544
146.162	19175
148.194	18802
150.253	18431
152.341	18059
154.458	17687
156.605	17317
158.781	16948
160.988	16583
163.225	16215
165.494	15848
167.794	15488
170.125	15131
172.49	14773
174.887	14420
177.317	14070
179.782	13728
182.28	13387
184.813	13050
187.382	12718
189.986	12390
192.626	12068
195.303	11749
198.017	11439
200.769	11131
203.559	10830
206.388	10531
209.257	10240
212.165	9954.9
215.113	9673.7
218.103	9395.6
221.134	9124.8
224.207	8857.1
227.323	8594.5
230.482	8336.4
233.685	8085.3
236.933	7836.4
240.226	7595
243.564	7355.7
246.949	7122.8
250.381	6895.4
253.861	6670.6
257.389	6452.1
260.966	6236.8
264.592	6028.1
268.27	5824.6
271.998	5625.8
275.778	5430.7
279.61	5241.1
283.496	5057
287.436	4878.5
291.431	4703.6
295.481	4533.3
299.587	4368.5
303.751	4207.7
307.972	4050.6
312.252	3897.1
316.592	3747.6
320.991	3599.9
325.452	3455.6
329.975	3312.6
334.561	3171
339.211	3032.6
343.925	2895.4
348.704	2759.6
353.551	2626.5
358.464	2495.8
363.446	2368.2
368.497	2244.6
373.618	2125.5
378.81	2011.8
384.075	1901.9
389.412	1798.2
394.824	1699.5
400.311	1606.4
405.874	1518.3
411.515	1435.1
417.234	1356.7
423.032	1283.2
428.911	1213.7
434.872	1148.3
440.916	1087
447.043	1029.5
453.256	975.24
459.555	924.01
465.942	875.73
472.417	829.69
478.983	786.05
485.639	744.37
492.388	704.31
499.231	665.91
506.169	628.91
513.204	593.48
520.336	559.45
527.567	526.84
534.899	495.64
542.333	465.86
549.87	437.47
557.511	410.33
565.259	384.5
573.115	360.05
581.08	336.78
589.155	314.86
597.343	294.07
605.645	274.51
614.061	256.11
622.595	238.73
631.248	222.35
640.02	206.86
648.915	192.33
657.933	178.64
667.077	165.77
676.347	153.66
685.747	142.32
695.277	131.62
704.94	121.6
714.736	112.19
724.669	103.39
734.74	95.148
744.951	87.447
755.304	80.258
765.801	73.542
776.444	67.296
787.234	61.481
798.175	56.081
809.267	51.074
820.514	46.434
831.917	42.162
843.478	38.232
855.2	34.624
867.086	31.324
879.136	28.305
891.353	25.551
903.741	23.052
916.301	20.777
929.035	18.712
941.946	16.847
955.037	15.16
968.309	13.639
981.766	12.232
995.41	10.052
