"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1
0.1	8070
0.10139	8093.3
0.102799	8117.1
0.104227	8141.2
0.105676	8166.1
0.107145	8191.2
0.108634	8216.7
0.110143	8242.5
0.111674	8268.9
0.113226	8295.6
0.1148	8322.7
0.116395	8350.2
0.118013	8378.1
0.119653	8406.6
0.121315	8435.3
0.123001	8464.4
0.124711	8493.8
0.126444	8523.8
0.128201	8554
0.129983	8584.6
0.131789	8615.6
0.133621	8647.2
0.135478	8679
0.137361	8711
0.13927	8743.6
0.141205	8776.5
0.143167	8809.6
0.145157	8843.3
0.147174	8877.5
0.14922	8911.9
0.151293	8946.6
0.153396	8981.9
0.155528	9017.4
0.157689	9053.3
0.159881	9089.7
0.162103	9126.4
0.164355	9163.5
0.16664	9201.1
0.168955	9238.9
0.171303	9277.3
0.173684	9316
0.176098	9355.1
0.178545	9394.6
0.181027	9434.5
0.183542	9475
0.186093	9515.8
0.188679	9557
0.191301	9598.7
0.19396	9640.8
0.196656	9683.5
0.199389	9726.5
0.20216	9769.9
0.204969	9813.8
0.207818	9858.5
0.210706	9903.4
0.213634	9948.7
0.216603	9994.6
0.219613	10041
0.222665	10088
0.22576	10135
0.228897	10183
0.232078	10232
0.235303	10281
0.238574	10330
0.241889	10381
0.245251	10431
0.248659	10483
0.252115	10535
0.255619	10587
0.259171	10640
0.262773	10694
0.266425	10748
0.270127	10803
0.273881	10859
0.277688	10915
0.281547	10971
0.285459	11029
0.289427	11087
0.293449	11146
0.297527	11206
0.301662	11266
0.305854	11327
0.310105	11389
0.314414	11451
0.318784	11514
0.323214	11578
0.327706	11643
0.33226	11708
0.336878	11774
0.34156	11841
0.346306	11909
0.351119	11978
0.355999	12048
0.360946	12117
0.365962	12189
0.371048	12261
0.376205	12334
0.381433	12407
0.386734	12482
0.392109	12558
0.397558	12634
0.403083	12712
0.408685	12790
0.414365	12869
0.420123	12949
0.425962	13031
0.431882	13113
0.437884	13197
0.443969	13281
0.450139	13366
0.456395	13453
0.462737	13540
0.469168	13628
0.475689	13717
0.482299	13808
0.489002	13900
0.495798	13993
0.502688	14087
0.509674	14182
0.516757	14278
0.523939	14376
0.53122	14474
0.538603	14574
0.546088	14675
0.553677	14777
0.561372	14881
0.569174	14985
0.577084	15092
0.585104	15199
0.593235	15308
0.601479	15418
0.609838	15528
0.618314	15641
0.626907	15756
0.635619	15870
0.644452	15986
0.653409	16105
0.662489	16224
0.671696	16345
