"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1
0.1	9966.7
0.10139	9995.5
0.102799	10025
0.104227	10055
0.105676	10085
0.107145	10116
0.108634	10147
0.110143	10179
0.111674	10212
0.113226	10245
0.1148	10278
0.116395	10312
0.118013	10347
0.119653	10381
0.121315	10417
0.123001	10453
0.124711	10489
0.126444	10526
0.128201	10563
0.129983	10601
0.131789	10639
0.133621	10678
0.135478	10717
0.137361	10757
0.13927	10797
0.141205	10837
0.143167	10878
0.145157	10920
0.147174	10962
0.14922	11004
0.151293	11047
0.153396	11090
0.155528	11134
0.157689	11179
0.159881	11223
0.162103	11268
0.164355	11314
0.16664	11361
0.168955	11407
0.171303	11454
0.173684	11502
0.176098	11550
0.178545	11599
0.181027	11648
0.183542	11698
0.186093	11748
0.188679	11799
0.191301	11850
0.19396	11902
0.196656	11954
0.199389	12007
0.20216	12061
0.204969	12115
0.207818	12170
0.210706	12225
0.213634	12281
0.216603	12338
0.219613	12394
0.222665	12452
0.22576	12511
0.228897	12570
0.232078	12629
0.235303	12690
0.238574	12751
0.241889	12812
0.245251	12875
0.248659	12938
0.252115	13002
0.255619	13066
0.259171	13132
0.262773	13197
0.266425	13264
0.270127	13332
0.273881	13400
0.277688	13469
0.281547	13539
0.285459	13610
0.289427	13681
0.293449	13754
0.297527	13827
0.301662	13901
0.305854	13976
0.310105	14052
0.314414	14128
0.318784	14205
0.323214	14284
0.327706	14364
0.33226	14445
0.336878	14525
0.34156	14608
0.346306	14691
0.351119	14775
0.355999	14861
0.360946	14947
0.365962	15034
0.371048	15123
0.376205	15212
0.381433	15302
0.386734	15394
0.392109	15486
0.397558	15581
0.403083	15676
0.408685	15772
0.414365	15869
0.420123	15967
0.425962	16067
0.431882	16168
0.437884	16271
0.443969	16373
0.450139	16479
0.456395	16584
0.462737	16691
0.469168	16799
0.475689	16909
0.482299	17019
0.489002	17132
0.495798	17245
0.502688	17360
0.509674	17477
