"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1
0.1	2141.8
0.10139	2148
0.102799	2154.3
0.104227	2160.7
0.105676	2167.3
0.107145	2174
0.108634	2180.8
0.110143	2187.6
0.111674	2194.7
0.113226	2201.7
0.1148	2208.9
0.116395	2216.2
0.118013	2223.6
0.119653	2231.3
0.121315	2238.9
0.123001	2246.6
0.124711	2254.4
0.126444	2262.4
0.128201	2270.4
0.129983	2278.5
0.131789	2286.7
0.133621	2295.2
0.135478	2303.6
0.137361	2312.1
0.13927	2320.8
0.141205	2329.5
0.143167	2338.3
0.145157	2347.2
0.147174	2356.4
0.14922	2365.5
0.151293	2374.7
0.153396	2384.1
0.155528	2393.5
0.157689	2403
0.159881	2412.8
0.162103	2422.5
0.164355	2432.3
0.16664	2442.3
0.168955	2452.4
0.171303	2462.6
0.173684	2472.9
0.176098	2483.3
0.178545	2493.8
0.181027	2504.3
0.183542	2515.2
0.186093	2526
0.188679	2536.9
0.191301	2548
0.19396	2559.2
0.196656	2570.6
0.199389	2582
0.20216	2593.5
0.204969	2605.2
0.207818	2617.1
0.210706	2629.1
0.213634	2641.1
0.216603	2653.3
0.219613	2665.7
0.222665	2678.1
0.22576	2690.7
0.228897	2703.5
0.232078	2716.4
0.235303	2729.4
0.238574	2742.6
0.241889	2756
0.245251	2769.5
0.248659	2783.1
0.252115	2797
0.255619	2810.9
0.259171	2824.9
0.262773	2839.3
0.266425	2853.7
0.270127	2868.2
0.273881	2883.1
0.277688	2898
0.281547	2913.1
0.285459	2928.5
0.289427	2943.9
0.293449	2959.5
0.297527	2975.4
0.301662	2991.4
0.305854	3007.7
0.310105	3024.1
0.314414	3040.8
0.318784	3057.5
0.323214	3074.5
0.327706	3091.9
0.33226	3109.2
0.336878	3126.7
0.34156	3144.6
0.346306	3162.7
0.351119	3180.9
0.355999	3199.6
0.360946	3218.1
0.365962	3237.1
0.371048	3256.2
0.376205	3275.8
0.381433	3295.4
0.386734	3315.2
0.392109	3335.4
0.397558	3355.7
0.403083	3376.5
0.408685	3397.4
0.414365	3418.3
0.420123	3439.8
0.425962	3461.3
0.431882	3483.4
0.437884	3505.7
0.443969	3528.1
0.450139	3550.9
0.456395	3573.8
0.462737	3597.1
0.469168	3620.5
0.475689	3644.4
0.482299	3668.6
0.489002	3693.1
0.495798	3717.9
0.502688	3743
0.509674	3768.2
0.516757	3793.9
0.523939	3820
0.53122	3846.3
0.538603	3872.9
0.546088	3899.9
0.553677	3927.2
0.561372	3954.7
0.569174	3982.6
0.577084	4011.1
0.585104	4039.6
0.593235	4068.6
0.601479	4098.1
0.609838	4127.5
0.618314	4157.7
0.626907	4188.3
0.635619	4218.9
0.644452	4249.9
0.653409	4281.4
0.662489	4313.5
0.671696	4345.7
0.681031	4378.5
0.690495	4411.8
0.700092	4445.2
0.709821	4479.1
0.719686	4513.4
0.729687	4548
0.739828	4583.2
