"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1
0.1	3355.1
0.10139	3364.8
0.102799	3374.6
0.104227	3384.7
0.105676	3395.1
0.107145	3405.6
0.108634	3416.2
0.110143	3426.9
0.111674	3437.9
0.113226	3448.9
0.1148	3460.2
0.116395	3471.7
0.118013	3483.3
0.119653	3495.2
0.121315	3507.1
0.123001	3519.2
0.124711	3531.5
0.126444	3543.9
0.128201	3556.5
0.129983	3569.2
0.131789	3582.1
0.133621	3595.3
0.135478	3608.5
0.137361	3621.8
0.13927	3635.4
0.141205	3649.1
0.143167	3662.9
0.145157	3676.9
0.147174	3691.2
0.14922	3705.5
0.151293	3719.9
0.153396	3734.6
0.155528	3749.3
0.157689	3764.3
0.159881	3779.5
0.162103	3794.8
0.164355	3810.2
0.16664	3825.8
0.168955	3841.5
0.171303	3857.6
0.173684	3873.7
0.176098	3890
0.178545	3906.4
0.181027	3923
0.183542	3939.9
0.186093	3956.9
0.188679	3974
0.191301	3991.4
0.19396	4008.8
0.196656	4026.7
0.199389	4044.6
0.20216	4062.7
0.204969	4080.9
0.207818	4099.6
0.210706	4118.3
0.213634	4137.1
0.216603	4156.2
0.219613	4175.7
0.222665	4195.2
0.22576	4214.9
0.228897	4234.8
0.232078	4255.1
0.235303	4275.5
0.238574	4296.1
0.241889	4317.1
0.245251	4338.2
0.248659	4359.5
0.252115	4381.2
0.255619	4403
0.259171	4425.1
0.262773	4447.5
0.266425	4470.1
0.270127	4492.9
0.273881	4516.2
0.277688	4539.6
0.281547	4563.1
0.285459	4587.2
0.289427	4611.4
0.293449	4635.8
0.297527	4660.8
0.301662	4685.8
0.305854	4711.4
0.310105	4737
0.314414	4763.1
0.318784	4789.3
0.323214	4815.9
0.327706	4843.2
0.33226	4870.3
0.336878	4897.7
0.34156	4925.7
0.346306	4954
0.351119	4982.6
0.355999	5011.8
0.360946	5040.8
0.365962	5070.6
0.371048	5100.5
0.376205	5131.2
0.381433	5161.9
0.386734	5192.8
0.392109	5224.5
0.397558	5256.3
0.403083	5288.9
0.408685	5321.6
0.414365	5354.4
0.420123	5387.9
0.425962	5421.7
0.431882	5456.2
0.437884	5491.2
0.443969	5526.2
0.450139	5561.9
0.456395	5597.9
0.462737	5634.3
0.469168	5671
0.475689	5708.4
0.482299	5746.2
0.489002	5784.6
0.495798	5823.4
0.502688	5862.8
0.509674	5902.3
0.516757	5942.6
0.523939	5983.3
0.53122	6024.6
0.538603	6066.3
0.546088	6108.5
0.553677	6151.1
0.561372	6194.3
0.569174	6237.9
0.577084	6282.5
0.585104	6327.1
0.593235	6372.7
0.601479	6418.7
0.609838	6464.8
0.618314	6512.1
0.626907	6560.1
0.635619	6608
0.644452	6656.5
0.653409	6705.9
0.662489	6756.1
0.671696	6806.4
0.681031	6857.8
0.690495	6909.9
0.700092	6962.2
0.709821	7015.3
0.719686	7069
0.729687	7123.1
0.739828	7178.3
0.75011	7233.8
0.760534	7290
0.771104	7347.4
0.78182	7404.5
0.792685	7463
0.803702	7522.4
0.814871	7582.3
0.826196	7642.3
0.837678	7703.6
0.849319	7765.9
0.861122	7828.2
0.87309	7892
0.885224	7956.2
0.897526	8020.9
0.909999	8086.6
0.922646	8152.8
0.935468	8220.4
0.948469	8288.5
0.96165	8357.1
0.975014	8426.7
0.988564	8497.7
1.0023	8691.5
1.01623	8765.4
1.03036	8840.3
1.04467	8915.7
1.05919	8991.6
1.07391	9068.4
1.08884	9146.7
1.10397	9225.1
1.11931	9304.3
1.13487	9384.6
1.15064	9466.3
1.16663	9548
1.18284	9631.2
1.19928	9714.9
1.21595	9800.1
1.23285	9885.2
1.24998	9972.3
1.26735	10059
1.28496	10148
1.30282	10238
1.32093	10329
1.33929	10420
1.3579	10512
1.37677	10605
1.3959	10700
1.4153	10796
1.43497	10892
1.45491	10989
1.47513	11087
1.49563	11187
1.51642	11288
1.53749	11390
1.55886	11492
1.58052	11596
1.60249	11701
1.62476	11808
1.64734	11914
1.67023	12023
1.69345	12132
1.71698	12243
1.74084	12355
1.76503	12468
1.78956	12583
1.81443	12698
1.83965	12815
1.86522	12933
1.89114	13053
1.91742	13172
1.94407	13294
1.97108	13417
1.99848	13541
2.02625	13667
2.05441	13794
2.08296	13922
2.11191	14052
2.14126	14182
2.17102	14315
2.20119	14449
2.23178	14583
2.2628	14720
2.29424	14858
2.32613	14998
2.35845	15138
2.39123	15280
2.42446	15425
2.45816	15569
2.49232	15716
2.52695	15865
2.56207	16014
2.59768	16165
2.63378	16318
2.67038	16472
2.70749	16629
2.74512	16787
2.78327	16946
2.82195	17106
