"LET (MeV-cm2/g)"	"Integral Flux (particles/m2-s-sr)"
1	3880.4
1.01166	3880.4
1.02346	3880.4
1.0354	3880.4
1.04748	3880.4
1.0597	3880.4
1.07206	3880.4
1.08456	3880.4
1.09721	3880.4
1.11001	3880.4
1.12296	3880.4
1.13606	3880.4
1.14931	3880.4
1.16271	3880.4
1.17628	3880.4
1.19	3880.4
1.20388	3880.4
1.21792	3880.4
1.23212	3880.4
1.2465	3880.4
1.26103	3880.4
1.27574	3880.4
1.29062	3880.4
1.30568	3880.4
1.32091	3880.4
1.33632	3880.4
1.3519	3880.4
1.36767	3880.4
1.38362	3880.4
1.39976	3880.4
1.41609	3880.4
1.43261	3880.4
1.44932	3880.4
1.46622	3880.4
1.48332	3880.4
1.50063	3880.4
1.51813	3880.4
1.53584	3880.4
1.55375	3880.4
1.57187	3880.4
1.59021	3880.4
1.60876	3880.4
1.62752	3880.4
1.64651	3875.5
1.66571	3375.9
1.68514	3009.2
1.7048	2775
1.72468	2593.4
1.7448	2443.3
1.76515	2314.8
1.78574	2202.6
1.80657	2103.9
1.82764	2015.5
1.84896	1934.8
1.87052	1862.5
1.89234	1795.9
1.91441	1732.5
1.93674	1674.2
1.95933	1620.5
1.98219	1569.9
2.00531	1523.9
2.0287	1481.1
2.05236	1439.2
2.0763	1401.9
2.10052	1365.4
2.12502	1331.1
2.14981	1299.1
2.17488	1268.5
2.20025	1239.2
2.22592	1211.2
2.25188	1185.2
2.27814	1160.2
2.30472	1136
2.3316	1112.6
2.3588	1089.7
2.38631	1067.9
2.41414	1047
2.4423	1026.8
2.47079	1007.5
2.49961	988.2
2.52877	969.29
2.55826	951.91
2.5881	935.27
2.61829	917.29
2.64883	901.71
2.67973	886.51
2.71098	870.22
2.7426	856.42
2.77459	841.58
2.80696	827.91
2.8397	814.65
2.87282	801.16
2.90633	789.12
2.94023	776.12
2.97452	764.93
3.00922	752.67
3.04432	742
3.07983	730.74
3.11575	720.31
3.15209	710.2
3.18886	699.8
3.22606	690.96
3.26369	680.42
3.30175	672.02
3.34027	663.01
3.37923	654.13
3.41864	646.36
3.45852	637.55
3.49886	629.88
3.53967	622.71
3.58096	614.4
3.62273	607.54
3.66498	600.92
3.70773	593.34
3.75098	586.96
3.79473	580.85
3.83899	574.17
3.88377	568.01
3.92907	562.37
3.9749	556.7
4.02127	550.58
4.06817	545.38
4.11562	540.31
4.16363	535.02
4.21219	529.74
4.26132	525.08
4.31103	520.52
4.36131	515.82
4.41218	511.08
4.46365	506.89
4.51571	502.79
4.56838	498.8
4.62167	494.35
4.67558	490.56
4.73012	486.89
4.78529	483.3
4.8411	479.72
4.89757	475.93
4.9547	472.63
5.01249	469.42
5.07096	466.29
5.1301	463.24
5.18994	459.91
5.25048	457
5.31172	454.19
5.37368	451.45
5.43636	448.79
5.49977	446.15
5.56392	443.36
5.62882	440.91
5.69447	438.52
5.76089	436.2
5.82809	433.93
5.89607	431.73
5.96484	429.4
6.03442	427.26
6.1048	425.23
6.17601	423.26
6.24805	421.34
6.32093	419.46
6.39465	417.64
6.46924	415.76
6.5447	413.97
6.62104	403.05
6.69827	363.85
6.7764	341.61
6.85544	325.08
6.9354	311.41
7.0163	299.61
7.09813	288.99
7.18093	279.51
7.26469	270.89
7.34942	262.92
7.43515	255.51
7.52187	248.62
7.60961	241.98
7.69837	235.66
7.78816	229.71
7.87901	224.04
7.97091	218.56
8.06388	213.48
8.15794	208.67
8.2531	203.92
8.34936	199.5
8.44675	195.24
8.54527	191.02
8.64495	187.07
8.74578	183.24
8.84779	179.52
8.951	175.92
9.0554	172.46
9.16102	169.11
9.26788	165.85
9.37598	162.68
9.48534	159.61
9.59598	156.62
9.70791	153.73
9.82115	150.92
9.9357	148.07
10.0516	145.39
10.1688	142.78
10.2874	140.26
10.4074	137.64
10.5288	135.28
10.6516	132.97
10.7759	130.52
10.9016	128.38
11.0287	126.14
11.1574	123.98
11.2875	121.94
11.4192	119.8
11.5524	117.92
11.6871	115.84
11.8234	114.05
11.9614	112.04
12.1009	110.35
12.242	108.46
12.3848	106.82
12.5293	105.06
12.6754	103.43
12.8233	101.83
12.9728	100.18
13.1241	98.735
13.2772	97.11
13.4321	95.693
13.5888	94.274
13.7473	92.767
13.9076	91.456
14.0698	90.076
14.234	88.724
14.4	87.494
14.5679	86.199
14.7379	84.936
14.9098	83.743
15.0837	82.385
15.2596	81.078
15.4376	79.93
15.6177	78.815
15.7998	77.585
15.9841	76.527
16.1706	75.496
16.3592	74.435
16.55	73.361
