"LET (MeV-cm2/g)"	"Integral Flux (particles/m2-s-sr)"
1	2.0402e+07
1.01166	2.0402e+07
1.02346	2.0402e+07
1.0354	2.0402e+07
1.04748	2.0402e+07
1.0597	2.0402e+07
1.07206	2.0402e+07
1.08456	2.0402e+07
1.09721	2.0402e+07
1.11001	2.0402e+07
1.12296	2.0402e+07
1.13606	2.0402e+07
1.14931	2.0402e+07
1.16271	2.0402e+07
1.17628	2.0402e+07
1.19	2.0402e+07
1.20388	2.0402e+07
1.21792	2.0402e+07
1.23212	2.0402e+07
1.2465	2.0402e+07
1.26103	2.0402e+07
1.27574	2.0402e+07
1.29062	2.0402e+07
1.30568	2.0402e+07
1.32091	2.0402e+07
1.33632	2.0402e+07
1.3519	2.0402e+07
1.36767	2.0402e+07
1.38362	2.0402e+07
1.39976	2.0402e+07
1.41609	2.0402e+07
1.43261	2.0402e+07
1.44932	2.0402e+07
1.46622	2.0402e+07
1.48332	2.0402e+07
1.50063	2.0402e+07
1.51813	2.0402e+07
1.53584	2.0402e+07
1.55375	2.0402e+07
1.57187	2.0402e+07
1.59021	2.0402e+07
1.60876	2.0402e+07
1.62752	2.0402e+07
1.64651	2.0402e+07
1.66571	2.0402e+07
1.68514	2.0402e+07
1.7048	2.0402e+07
1.72468	2.0402e+07
1.7448	2.0402e+07
1.76515	2.0402e+07
1.78574	2.0401e+07
1.80657	2.0401e+07
1.82764	2.0401e+07
1.84896	2.0401e+07
1.87052	2.0401e+07
1.89234	2.04e+07
1.91441	2.04e+07
1.93674	2.04e+07
1.95933	2.04e+07
1.98219	2.0399e+07
2.00531	2.0399e+07
2.0287	2.0399e+07
2.05236	2.0398e+07
2.0763	2.0398e+07
2.10052	2.0397e+07
2.12502	2.0397e+07
2.14981	2.0396e+07
2.17488	2.0396e+07
2.20025	2.0395e+07
2.22592	2.0395e+07
2.25188	2.0394e+07
2.27814	2.0393e+07
2.30472	2.0392e+07
2.3316	2.0391e+07
2.3588	2.0391e+07
2.38631	2.039e+07
2.41414	2.0389e+07
2.4423	2.0387e+07
2.47079	2.0386e+07
2.49961	2.0385e+07
2.52877	2.0384e+07
2.55826	2.0383e+07
2.5881	2.0381e+07
2.61829	2.038e+07
2.64883	2.0378e+07
2.67973	2.0377e+07
2.71098	2.0375e+07
2.7426	2.0373e+07
2.77459	2.0372e+07
2.80696	2.037e+07
2.8397	2.0368e+07
2.87282	2.0366e+07
2.90633	2.0364e+07
2.94023	2.0361e+07
2.97452	2.0359e+07
3.00922	2.0356e+07
3.04432	2.0354e+07
3.07983	2.0351e+07
3.11575	2.0349e+07
3.15209	2.0346e+07
3.18886	2.0343e+07
3.22606	2.034e+07
3.26369	2.0336e+07
3.30175	2.0333e+07
3.34027	2.0329e+07
3.37923	2.0326e+07
3.41864	2.0322e+07
3.45852	2.0318e+07
3.49886	2.0314e+07
3.53967	2.031e+07
3.58096	2.0305e+07
3.62273	2.0301e+07
3.66498	2.0296e+07
3.70773	2.0291e+07
3.75098	2.0286e+07
3.79473	2.0281e+07
3.83899	2.0275e+07
3.88377	2.0269e+07
3.92907	2.0263e+07
3.9749	2.0257e+07
4.02127	2.025e+07
4.06817	2.0244e+07
4.11562	2.0237e+07
4.16363	2.023e+07
4.21219	2.0222e+07
4.26132	2.0215e+07
4.31103	2.0208e+07
4.36131	2.0199e+07
4.41218	2.0191e+07
4.46365	2.0182e+07
4.51571	2.0174e+07
4.56838	2.0165e+07
4.62167	2.0154e+07
4.67558	2.0144e+07
4.73012	2.0134e+07
4.78529	2.0124e+07
4.8411	2.0114e+07
4.89757	2.0101e+07
4.9547	2.009e+07
5.01249	2.0078e+07
5.07096	2.0066e+07
5.1301	2.0054e+07
5.18994	2.004e+07
5.25048	2.0026e+07
5.31172	2.0013e+07
5.37368	1.9999e+07
5.43636	1.9985e+07
5.49977	1.9969e+07
5.56392	1.9953e+07
5.62882	1.9937e+07
5.69447	1.992e+07
5.76089	1.9904e+07
5.82809	1.9887e+07
5.89607	1.9869e+07
5.96484	1.9849e+07
6.03442	1.983e+07
6.1048	1.981e+07
6.17601	1.9791e+07
6.24805	1.977e+07
6.32093	1.9749e+07
6.39465	1.9728e+07
6.46924	1.9704e+07
6.5447	1.9681e+07
6.62104	1.9657e+07
6.69827	1.9633e+07
6.7764	1.9609e+07
6.85544	1.9583e+07
6.9354	1.9557e+07
7.0163	1.9531e+07
7.09813	1.9502e+07
7.18093	1.9473e+07
7.26469	1.9444e+07
7.34942	1.9415e+07
7.43515	1.9384e+07
7.52187	1.9353e+07
7.60961	1.9322e+07
7.69837	1.9289e+07
7.78816	1.9256e+07
7.87901	1.922e+07
7.97091	1.9184e+07
8.06388	1.9148e+07
8.15794	1.9111e+07
8.2531	1.9074e+07
8.34936	1.9036e+07
8.44675	1.8996e+07
8.54527	1.8956e+07
8.64495	1.8915e+07
8.74578	1.8874e+07
8.84779	1.883e+07
8.951	1.8783e+07
9.0554	1.8739e+07
9.16102	1.8693e+07
9.26788	1.8646e+07
9.37598	1.8598e+07
9.48534	1.855e+07
9.59598	1.85e+07
9.70791	1.8449e+07
9.82115	1.8398e+07
9.9357	1.8345e+07
10.0516	1.8291e+07
10.1688	1.8232e+07
10.2874	1.8176e+07
10.4074	1.8119e+07
10.5288	1.806e+07
10.6516	1.8001e+07
10.7759	1.794e+07
10.9016	1.7879e+07
11.0287	1.7816e+07
11.1574	1.7752e+07
11.2875	1.7687e+07
11.4192	1.7621e+07
11.5524	1.7553e+07
11.6871	1.7484e+07
11.8234	1.7411e+07
11.9614	1.7339e+07
12.1009	1.7268e+07
12.242	1.7194e+07
12.3848	1.7119e+07
12.5293	1.7044e+07
12.6754	1.6967e+07
12.8233	1.6888e+07
12.9728	1.6809e+07
13.1241	1.6729e+07
13.2772	1.6647e+07
13.4321	1.6564e+07
13.5888	1.648e+07
13.7473	1.6392e+07
13.9076	1.6302e+07
14.0698	1.6214e+07
14.234	1.6125e+07
14.4	1.6035e+07
14.5679	1.5944e+07
14.7379	1.5851e+07
14.9098	1.5757e+07
15.0837	1.5662e+07
15.2596	1.5566e+07
