"LET (MeV-cm2/g)"	"Integral Flux (particles/m2-s-sr)"
277.098	2.2649
280.33	2.2438
283.6	2.2099
286.907	2.17
290.254	2.1414
293.64	2.1168
297.065	2.0944
300.53	2.0747
304.035	2.0563
307.581	2.0395
311.169	2.0237
314.799	2.0087
318.47	1.9948
322.185	1.9819
325.943	1.9696
329.745	1.8811
333.591	1.7871
337.482	1.7294
341.419	1.6835
345.401	1.6446
349.43	1.611
353.506	1.5805
357.629	1.5536
361.8	1.5293
366.02	1.507
370.29	1.4863
374.609	1.4674
378.978	1.4459
383.399	1.4255
387.871	1.4078
392.395	1.3921
396.972	1.3772
401.602	1.3635
406.287	1.3509
411.026	1.3386
415.82	1.3276
420.67	1.3167
425.577	1.3068
430.541	1.2865
435.563	1.2582
440.643	1.2393
445.783	1.2239
450.983	1.2098
456.243	1.1974
461.565	1.1859
466.948	1.1754
472.395	1.1654
477.905	1.1562
483.479	1.1473
489.119	1.1342
494.824	1.1232
500.596	1.1137
506.435	1.1051
512.342	1.0973
518.318	1.0897
524.363	1.0828
530.48	1.0763
536.667	1.0699
542.927	1.0632
549.26	1.0471
555.666	1.0353
562.148	1.0259
568.705	1.0176
575.338	1.0104
582.049	1.0034
588.838	0.99731
595.706	0.99136
602.655	0.98601
609.684	0.97596
616.796	0.96461
623.99	0.95637
631.269	0.94928
638.632	0.94284
646.081	0.93704
653.617	0.93174
661.241	0.92667
668.953	0.92194
676.756	0.90479
684.65	0.88534
692.636	0.87294
700.715	0.86269
708.888	0.85387
717.157	0.84606
725.522	0.83899
733.984	0.83261
742.546	0.82612
751.207	0.81698
759.969	0.80987
768.833	0.80379
777.801	0.79819
786.873	0.79303
796.052	0.78829
805.337	0.7839
814.73	0.77875
824.234	0.76394
833.848	0.75377
843.574	0.74591
853.413	0.73913
863.368	0.73314
873.438	0.72776
883.626	0.72287
893.933	0.71676
904.36	0.70708
914.908	0.7002
925.58	0.69438
936.376	0.68921
947.298	0.68449
958.347	0.68011
969.526	0.67608
980.834	0.66212
992.275	0.65071
1003.85	0.64248
1015.56	0.63562
1027.4	0.62951
1039.39	0.62411
1051.51	0.61911
1063.78	0.60874
1076.18	0.59813
1088.74	0.59059
1101.44	0.58418
1114.28	0.57849
1127.28	0.5733
1140.43	0.56843
1153.73	0.49201
1167.19	0.43196
1180.8	0.39325
1194.58	0.36283
1208.51	0.33756
1222.61	0.31571
1236.87	0.29651
1251.29	0.27905
1265.89	0.26365
1280.65	0.24969
1295.59	0.23724
1310.7	0.22578
1325.99	0.2151
1341.46	0.20171
1357.11	0.19006
1372.94	0.18012
1388.95	0.17107
1405.15	0.16304
1421.54	0.15556
1438.12	0.14865
1454.9	0.14218
1471.87	0.13629
1489.03	0.13068
1506.4	0.12545
1523.97	0.12059
1541.75	0.11613
1559.73	0.11187
1577.92	0.10781
1596.33	0.10399
1614.95	0.10032
1633.79	0.096799
1652.84	0.09344
1672.12	0.090247
1691.63	0.087207
1711.36	0.084166
1731.32	0.081366
1751.51	0.078677
1771.94	0.07612
1792.61	0.073565
1813.52	0.071168
1834.67	0.06893
1856.07	0.066675
1877.72	0.064525
1899.63	0.062535
1921.78	0.060473
1944.2	0.058628
1966.88	0.056776
1989.82	0.054986
2013.03	0.053324
2036.51	0.05159
2060.26	0.050096
2084.29	0.048474
2108.6	0.047054
2133.2	0.045561
2158.08	0.044237
2183.25	0.042851
2208.72	0.041583
2234.48	0.040322
2260.55	0.039115
2286.91	0.037981
2313.59	0.036798
2340.57	0.035756
2367.87	0.034652
2395.49	0.033657
2423.44	0.03268
2451.7	0.031684
2480.3	0.030801
2509.23	0.029879
2538.5	0.028997
2568.11	0.028195
2598.06	0.02735
2628.37	0.026555
2659.02	0.025817
2690.04	0.025059
2721.42	0.024329
2753.16	0.023652
2785.27	0.022971
2817.76	0.022303
2850.63	0.021687
2883.88	0.021073
2917.52	0.020445
2951.55	0.019886
2985.97	0.019338
3020.8	0.018775
3056.04	0.018242
3091.68	0.017738
3127.74	0.017253
3164.23	0.016745
3201.14	0.016282
3238.47	0.01584
3276.25	0.015405
3314.46	0.014951
3353.12	0.014544
3392.23	0.014148
3431.8	0.013765
3471.83	0.013358
3512.33	0.012998
3553.29	0.012647
3594.74	0.012301
3636.67	0.011947
3679.09	0.011617
3722	0.011305
3765.42	0.010998
3809.34	0.010694
3853.77	0.01039
3898.72	0.01011
3944.2	0.0098368
3990.2	0.0095718
4036.74	0.0092956
4083.83	0.0090411
4131.46	0.0087997
4179.65	0.0085639
4228.4	0.0083335
4277.73	0.0080898
4327.62	0.0078718
4378.1	0.0076629
4429.17	0.0074578
4480.83	0.007254
4533.09	0.0070465
4585.97	0.0068554
4639.46	0.0066719
4693.58	0.0064938
4748.32	0.0063137
4803.71	0.0061353
4859.74	0.0059686
4916.42	0.0058076
4973.77	0.005651
5031.78	0.0054906
5090.47	0.0053335
5149.85	0.0051886
5209.92	0.0050512
5270.69	0.0049157
5332.17	0.0047772
5394.36	0.0046481
5457.28	0.004523
5520.94	0.0044009
5585.33	0.0042843
5650.48	0.0041619
5716.39	0.0040502
5783.07	0.0039407
5850.52	0.0038351
5918.76	0.0037317
5987.8	0.0036254
6057.64	0.0035292
6128.3	0.0034327
6199.78	0.0033391
6272.1	0.0032487
6345.25	0.0031573
6419.27	0.0030739
6494.14	0.0029917
6569.89	0.002912
6646.52	0.0028336
6724.05	0.0027526
6802.48	0.0026789
6881.82	0.002607
6962.09	0.002537
7043.3	0.0024674
7125.45	0.002397
7208.57	0.0023276
7292.65	0.0022582
7377.71	0.0021978
7463.77	0.0021409
7550.82	0.0020854
7638.9	0.0020283
7728	0.0019751
7818.14	0.0019247
7909.33	0.0018751
8001.59	0.0018262
8094.92	0.0017786
8189.34	0.0017294
8284.86	0.0016848
8381.5	0.0016407
8479.26	0.0015983
8578.16	0.0015568
8678.22	0.0015149
8779.44	0.0014735
8881.85	0.0014354
8985.45	0.0013978
9090.26	0.0013604
9196.29	0.0013242
9303.55	0.0012866
9412.07	0.0012521
9521.85	0.0012174
9632.92	0.0011834
9745.28	0.0011518
9858.95	0.0011195
9973.94	0.0010898
10090.3	0.0010605
10208	0.001032
10327	0.0010024
10447.5	0.00097469
10569.4	0.00094821
10692.6	0.00092154
10817.4	0.000894
10943.5	0.0008694
11071.2	0.00084551
11200.3	0.00081996
11331	0.00079653
11463.1	0.00077381
11596.8	0.00075021
11732.1	0.00072687
11868.9	0.00070312
12007.4	0.00068078
12147.4	0.00066102
12289.1	0.00064286
12432.5	0.00062302
12577.5	0.00060526
12724.2	0.00058736
12872.6	0.00056926
13022.8	0.00055221
13174.7	0.00053405
13328.3	0.0005184
13483.8	0.00050202
13641.1	0.00048701
13800.2	0.00047138
13961.2	0.00045632
14124	0.00044099
14288.7	0.00042446
14455.4	0.00041187
14624	0.00039931
14794.6	0.00038731
14967.2	0.00037561
15141.7	0.0003638
15318.4	0.00035289
15497	0.00034126
15677.8	0.00033091
15860.7	0.00032026
16045.7	0.00030987
16232.8	0.00030007
16422.2	0.00028978
16613.7	0.00027978
16807.5	0.00027075
17003.5	0.00026167
17201.9	0.00025287
17402.5	0.00024443
17605.5	0.00023609
17810.9	0.00022773
18018.6	0.00021965
18228.8	0.00021189
18441.4	0.00020426
18656.5	0.00019671
18874.1	0.0001892
19094.3	0.00018198
19317	0.00017502
19542.3	0.00016815
19770.2	0.00016137
20000.8	0.00015461
20234.1	0.00014803
20470.1	0.00014175
20708.9	0.00013554
20950.5	0.00012929
21194.8	0.00012272
21442.1	0.00011681
21692.2	0.00011153
21945.2	0.00010631
22201.2	0.00010096
22460.1	9.5771e-05
22722.1	9.0666e-05
22987.1	8.5751e-05
23255.2	8.0671e-05
23526.5	7.5155e-05
23800.9	7.0543e-05
24078.5	6.6174e-05
24359.4	6.1736e-05
24643.5	5.6975e-05
24931	5.2667e-05
25221.8	4.8531e-05
25516	4.4191e-05
25813.6	3.9165e-05
26114.7	3.5202e-05
26419.3	3.1472e-05
26727.4	2.7405e-05
27039.2	2.2806e-05
27354.6	1.8858e-05
27673.6	1.4263e-05
27996.4	6.3824e-06
28323	1.9272e-06
28653.3	1.7284e-06
28987.6	1.5114e-06
29325.7	1.2676e-06
29667.7	1.054e-06
30013.8	7.8194e-07
30363.9	3.3288e-07
30718	2.1465e-07
31076.3	1.9946e-07
31438.8	1.8118e-07
31805.5	1.6653e-07
32176.5	1.5406e-07
32551.8	1.3816e-07
32931.5	1.2702e-07
33315.6	1.2072e-07
33704.2	1.1454e-07
34097.4	1.0873e-07
34495.1	1.0332e-07
34897.4	9.7497e-08
35304.5	9.3183e-08
35716.3	8.9511e-08
36132.9	8.5866e-08
36554.3	8.2469e-08
36980.7	7.8995e-08
37412.1	7.5573e-08
37848.4	7.2825e-08
38289.9	7.0061e-08
38736.5	6.7426e-08
39188.3	6.4835e-08
39645.4	6.2131e-08
40107.9	5.9917e-08
40575.7	5.763e-08
41049	5.5442e-08
41527.8	5.3194e-08
42012.2	5.1017e-08
42502.2	4.9219e-08
42998	4.7383e-08
43499.5	4.5651e-08
44006.9	4.3844e-08
44520.2	4.225e-08
45039.5	4.0741e-08
45564.8	3.9276e-08
46096.3	3.7779e-08
46634	3.6354e-08
47177.9	3.5041e-08
47728.2	3.3748e-08
48284.9	3.2464e-08
48848.1	3.1194e-08
49417.9	2.9991e-08
49994.3	2.8793e-08
50577.4	2.7619e-08
51167.4	2.6449e-08
51764.2	2.5395e-08
52368	2.433e-08
52978.8	2.3284e-08
53596.8	2.2272e-08
54221.9	2.1328e-08
54854.4	2.0374e-08
55494.2	1.939e-08
56141.5	1.8514e-08
56796.3	1.7648e-08
57458.8	1.6753e-08
58129	1.5895e-08
58807.1	1.5144e-08
59493	1.4406e-08
60186.9	1.3646e-08
60889	1.2953e-08
61599.2	1.2244e-08
62317.7	1.1456e-08
63044.6	1.0854e-08
63779.9	1.0308e-08
64523.9	9.7575e-09
65276.5	9.2503e-09
66037.9	8.758e-09
66808.1	8.2562e-09
67587.4	7.7945e-09
68375.7	7.3481e-09
69173.3	6.8725e-09
69980.1	6.4541e-09
70796.4	6.0484e-09
71622.2	5.6253e-09
72457.6	5.254e-09
73302.7	4.8795e-09
74157.8	4.5064e-09
75022.7	4.1756e-09
75897.8	3.8518e-09
76783.1	3.5539e-09
77678.7	3.2656e-09
78584.8	2.9655e-09
79501.4	2.705e-09
80428.7	2.4283e-09
81366.8	2.1737e-09
82315.9	1.9214e-09
83276.1	1.6542e-09
84247.4	1.4084e-09
85230.1	1.1333e-09
86224.2	8.9629e-10
87229.9	6.665e-10
88247.4	5.0761e-10
89276.7	3.8554e-10
90318.1	2.734e-10
91371.5	1.5537e-10
92437.3	4.6421e-11
93515.5	3.5533e-11
94606.3	3.1933e-11
95709.8	2.8305e-11
96826.2	2.4479e-11
97955.6	2.0286e-11
99098.1	1.5372e-11
100254	8.3608e-12
101423	1.1649e-14
