"LET (MeV-cm2/g)"	"Integral Flux (particles/m2-s-sr)"
1	1.1614e+08
1.01166	1.1614e+08
1.02346	1.1614e+08
1.0354	1.1614e+08
1.04748	1.1614e+08
1.0597	1.1614e+08
1.07206	1.1614e+08
1.08456	1.1614e+08
1.09721	1.1614e+08
1.11001	1.1614e+08
1.12296	1.1614e+08
1.13606	1.1614e+08
1.14931	1.1614e+08
1.16271	1.1614e+08
1.17628	1.1614e+08
1.19	1.1614e+08
1.20388	1.1614e+08
1.21792	1.1614e+08
1.23212	1.1614e+08
1.2465	1.1614e+08
1.26103	1.1614e+08
1.27574	1.1614e+08
1.29062	1.1614e+08
1.30568	1.1614e+08
1.32091	1.1614e+08
1.33632	1.1614e+08
1.3519	1.1614e+08
1.36767	1.1614e+08
1.38362	1.1614e+08
1.39976	1.1614e+08
1.41609	1.1614e+08
1.43261	1.1614e+08
1.44932	1.1614e+08
1.46622	1.1614e+08
1.48332	1.1614e+08
1.50063	1.1614e+08
1.51813	1.1614e+08
1.53584	1.1614e+08
1.55375	1.1614e+08
1.57187	1.1614e+08
1.59021	1.1614e+08
1.60876	1.1614e+08
1.62752	1.1614e+08
1.64651	1.1614e+08
1.66571	1.1614e+08
1.68514	1.1614e+08
1.7048	1.1614e+08
1.72468	1.1614e+08
1.7448	1.1613e+08
1.76515	1.1613e+08
1.78574	1.1613e+08
1.80657	1.1613e+08
1.82764	1.1613e+08
1.84896	1.1613e+08
1.87052	1.1613e+08
1.89234	1.1613e+08
1.91441	1.1612e+08
1.93674	1.1612e+08
1.95933	1.1612e+08
1.98219	1.1612e+08
2.00531	1.1611e+08
2.0287	1.1611e+08
2.05236	1.1611e+08
2.0763	1.1611e+08
2.10052	1.161e+08
2.12502	1.161e+08
2.14981	1.1609e+08
2.17488	1.1609e+08
2.20025	1.1608e+08
2.22592	1.1608e+08
2.25188	1.1607e+08
2.27814	1.1607e+08
2.30472	1.1606e+08
2.3316	1.1605e+08
2.3588	1.1605e+08
2.38631	1.1604e+08
2.41414	1.1603e+08
2.4423	1.1602e+08
2.47079	1.1601e+08
2.49961	1.16e+08
2.52877	1.1599e+08
2.55826	1.1598e+08
2.5881	1.1597e+08
2.61829	1.1596e+08
2.64883	1.1595e+08
2.67973	1.1593e+08
2.71098	1.1592e+08
2.7426	1.1591e+08
2.77459	1.1589e+08
2.80696	1.1587e+08
2.8397	1.1586e+08
2.87282	1.1584e+08
2.90633	1.1582e+08
2.94023	1.158e+08
2.97452	1.1578e+08
3.00922	1.1576e+08
3.04432	1.1574e+08
3.07983	1.1572e+08
3.11575	1.157e+08
3.15209	1.1567e+08
3.18886	1.1565e+08
3.22606	1.1562e+08
3.26369	1.1559e+08
3.30175	1.1556e+08
3.34027	1.1553e+08
3.37923	1.155e+08
3.41864	1.1547e+08
3.45852	1.1543e+08
3.49886	1.154e+08
3.53967	1.1536e+08
3.58096	1.1532e+08
3.62273	1.1528e+08
3.66498	1.1524e+08
3.70773	1.1519e+08
3.75098	1.1515e+08
3.79473	1.151e+08
3.83899	1.1505e+08
3.88377	1.15e+08
3.92907	1.1494e+08
3.9749	1.1489e+08
4.02127	1.1483e+08
4.06817	1.1477e+08
4.11562	1.1471e+08
4.16363	1.1464e+08
4.21219	1.1457e+08
4.26132	1.145e+08
4.31103	1.1443e+08
4.36131	1.1435e+08
4.41218	1.1427e+08
4.46365	1.1419e+08
4.51571	1.1411e+08
4.56838	1.1402e+08
4.62167	1.1392e+08
4.67558	1.1383e+08
4.73012	1.1373e+08
4.78529	1.1363e+08
4.8411	1.1353e+08
4.89757	1.1341e+08
4.9547	1.133e+08
5.01249	1.1318e+08
5.07096	1.1307e+08
5.1301	1.1294e+08
5.18994	1.128e+08
5.25048	1.1267e+08
5.31172	1.1253e+08
5.37368	1.1239e+08
5.43636	1.1225e+08
5.49977	1.121e+08
5.56392	1.1193e+08
5.62882	1.1176e+08
5.69447	1.116e+08
5.76089	1.1143e+08
5.82809	1.1125e+08
5.89607	1.1107e+08
5.96484	1.1087e+08
6.03442	1.1067e+08
6.1048	1.1047e+08
6.17601	1.1027e+08
6.24805	1.1006e+08
6.32093	1.0984e+08
6.39465	1.0962e+08
6.46924	1.0937e+08
6.5447	1.0912e+08
6.62104	1.0888e+08
6.69827	1.0863e+08
6.7764	1.0837e+08
6.85544	1.081e+08
6.9354	1.0783e+08
7.0163	1.0755e+08
7.09813	1.0725e+08
7.18093	1.0694e+08
7.26469	1.0664e+08
7.34942	1.0633e+08
7.43515	1.0601e+08
7.52187	1.0568e+08
7.60961	1.0534e+08
7.69837	1.05e+08
7.78816	1.0465e+08
7.87901	1.0427e+08
7.97091	1.0389e+08
8.06388	1.0351e+08
8.15794	1.0312e+08
8.2531	1.0273e+08
8.34936	1.0232e+08
8.44675	1.0191e+08
8.54527	1.0149e+08
8.64495	1.0106e+08
8.74578	1.0062e+08
8.84779	1.0015e+08
8.951	9.9672e+07
9.0554	9.9203e+07
9.16102	9.8726e+07
9.26788	9.8238e+07
