"LET (MeV-cm2/g)"	"Integral Flux (particles/m2-s-sr)"
1	1418.3
1.01166	1418.3
1.02346	1418.3
1.0354	1418.3
1.04748	1418.3
1.0597	1418.3
1.07206	1418.3
1.08456	1418.3
1.09721	1418.3
1.11001	1418.3
1.12296	1418.3
1.13606	1418.3
1.14931	1418.3
1.16271	1418.3
1.17628	1418.3
1.19	1418.3
1.20388	1418.3
1.21792	1418.3
1.23212	1418.3
1.2465	1418.3
1.26103	1418.3
1.27574	1418.3
1.29062	1418.3
1.30568	1418.3
1.32091	1418.3
1.33632	1418.3
1.3519	1418.3
1.36767	1418.3
1.38362	1418.3
1.39976	1418.3
1.41609	1418.3
1.43261	1418.3
1.44932	1418.3
1.46622	1418.3
1.48332	1418.3
1.50063	1418.3
1.51813	1418.3
1.53584	1418.3
1.55375	1418.3
1.57187	1418.3
1.59021	1418.3
1.60876	1418.3
1.62752	1418.3
1.64651	1415.9
1.66571	1165.2
1.68514	982.66
1.7048	867.07
1.72468	778.4
1.7448	706.36
1.76515	645.96
1.78574	594.51
1.80657	550.27
1.82764	511.85
1.84896	478.05
1.87052	448.7
1.89234	422.77
1.91441	399.39
1.93674	378.85
1.95933	360.75
1.98219	344.62
2.00531	330.56
2.0287	318.12
2.05236	306.76
2.0763	297.01
2.10052	288.07
2.12502	280.1
2.14981	273.02
2.17488	266.61
2.20025	260.78
2.22592	255.81
2.25188	251.55
2.27814	247.54
2.30472	243.76
2.3316	240.17
2.3588	236.74
2.38631	233.54
2.41414	230.53
2.4423	227.68
2.47079	225
2.49961	222.38
2.52877	219.85
2.55826	217.58
2.5881	215.44
2.61829	213.17
2.64883	211.24
2.67973	209.38
2.71098	207.43
2.7426	205.8
2.77459	204.07
2.80696	202.51
2.8397	201.02
2.87282	199.53
2.90633	198.21
2.94023	196.81
2.97452	195.63
3.00922	194.35
3.04432	193.25
3.07983	192.1
3.11575	191.06
3.15209	190.06
3.18886	189.05
3.22606	188.2
3.26369	187.2
3.30175	186.41
3.34027	185.57
3.37923	184.76
3.41864	184.06
3.45852	183.28
3.49886	182.6
3.53967	181.98
3.58096	181.26
3.62273	180.68
3.66498	180.12
3.70773	179.49
3.75098	178.97
3.79473	178.47
3.83899	177.94
3.88377	177.45
3.92907	177
3.9749	176.56
4.02127	176.07
4.06817	175.66
4.11562	175.25
4.16363	174.84
4.21219	174.43
4.26132	174.07
4.31103	173.72
4.36131	173.36
4.41218	173.01
4.46365	172.7
4.51571	172.4
4.56838	172.11
4.62167	171.79
4.67558	171.52
4.73012	171.26
4.78529	171.01
4.8411	170.76
4.89757	170.5
4.9547	170.28
5.01249	170.06
5.07096	169.86
5.1301	169.65
5.18994	169.44
5.25048	169.25
5.31172	169.07
5.37368	168.89
5.43636	168.73
5.49977	168.56
5.56392	168.39
5.62882	168.24
5.69447	168.1
5.76089	167.96
5.82809	167.82
5.89607	167.69
5.96484	167.55
6.03442	167.43
6.1048	167.31
6.17601	167.2
6.24805	167.09
6.32093	166.99
6.39465	166.88
6.46924	166.78
6.5447	166.68
6.62104	160.08
6.69827	133.73
6.7764	119.47
6.85544	109.31
6.9354	101.21
7.0163	94.474
7.09813	88.665
7.18093	83.643
7.26469	79.21
7.34942	75.255
7.43515	71.696
7.52187	68.51
7.60961	65.542
7.69837	62.814
7.78816	60.331
7.87901	58.064
7.97091	55.941
8.06388	54.03
8.15794	52.275
8.2531	50.594
8.34936	49.083
8.44675	47.663
8.54527	46.289
8.64495	45.033
8.74578	43.842
8.84779	42.72
8.951	41.685
9.0554	40.705
9.16102	39.767
9.26788	38.872
9.37598	38.016
9.48534	37.199
9.59598	36.419
9.70791	35.674
9.82115	34.963
9.9357	34.246
10.0516	33.585
10.1688	32.961
10.2874	32.362
10.4074	31.737
10.5288	31.192
10.6516	30.663
10.7759	30.102
10.9016	29.628
11.0287	29.131
11.1574	28.661
11.2875	28.227
11.4192	27.769
11.5524	27.381
11.6871	26.944
11.8234	26.588
11.9614	26.178
12.1009	25.846
12.242	25.469
12.3848	25.154
12.5293	24.815
12.6754	24.505
