"LET (MeV-cm2/g)"	"Integral Flux (particles/m2-s-sr)"
1	7.2074e+06
1.01166	7.2074e+06
1.02346	7.2074e+06
1.0354	7.2074e+06
1.04748	7.2074e+06
1.0597	7.2074e+06
1.07206	7.2074e+06
1.08456	7.2074e+06
1.09721	7.2074e+06
1.11001	7.2074e+06
1.12296	7.2074e+06
1.13606	7.2074e+06
1.14931	7.2074e+06
1.16271	7.2074e+06
1.17628	7.2074e+06
1.19	7.2074e+06
1.20388	7.2074e+06
1.21792	7.2074e+06
1.23212	7.2074e+06
1.2465	7.2074e+06
1.26103	7.2074e+06
1.27574	7.2074e+06
1.29062	7.2074e+06
1.30568	7.2074e+06
1.32091	7.2074e+06
1.33632	7.2074e+06
1.3519	7.2074e+06
1.36767	7.2074e+06
1.38362	7.2074e+06
1.39976	7.2074e+06
1.41609	7.2074e+06
1.43261	7.2074e+06
1.44932	7.2074e+06
1.46622	7.2074e+06
1.48332	7.2074e+06
1.50063	7.2074e+06
1.51813	7.2074e+06
1.53584	7.2074e+06
1.55375	7.2074e+06
1.57187	7.2074e+06
1.59021	7.2074e+06
1.60876	7.2074e+06
1.62752	7.2074e+06
1.64651	7.2074e+06
1.66571	7.2073e+06
1.68514	7.2071e+06
1.7048	7.207e+06
1.72468	7.2069e+06
1.7448	7.2068e+06
1.76515	7.2066e+06
1.78574	7.2065e+06
1.80657	7.2063e+06
1.82764	7.2061e+06
1.84896	7.2059e+06
1.87052	7.2057e+06
1.89234	7.2055e+06
1.91441	7.2052e+06
1.93674	7.205e+06
1.95933	7.2047e+06
1.98219	7.2044e+06
2.00531	7.204e+06
2.0287	7.2037e+06
2.05236	7.2033e+06
2.0763	7.2029e+06
2.10052	7.2024e+06
2.12502	7.202e+06
2.14981	7.2014e+06
2.17488	7.2009e+06
2.20025	7.2003e+06
2.22592	7.1996e+06
2.25188	7.1989e+06
2.27814	7.1982e+06
2.30472	7.1974e+06
2.3316	7.1966e+06
2.3588	7.1956e+06
2.38631	7.1947e+06
2.41414	7.1937e+06
2.4423	7.1927e+06
2.47079	7.1916e+06
2.49961	7.1904e+06
2.52877	7.1892e+06
2.55826	7.188e+06
2.5881	7.1867e+06
2.61829	7.1852e+06
2.64883	7.1837e+06
2.67973	7.1823e+06
2.71098	7.1805e+06
2.7426	7.179e+06
2.77459	7.1771e+06
2.80696	7.1753e+06
2.8397	7.1734e+06
2.87282	7.1714e+06
2.90633	7.1694e+06
2.94023	7.1671e+06
2.97452	7.1649e+06
3.00922	7.1624e+06
3.04432	7.1601e+06
3.07983	7.1574e+06
3.11575	7.1548e+06
3.15209	7.152e+06
3.18886	7.149e+06
3.22606	7.1463e+06
3.26369	7.1428e+06
3.30175	7.1398e+06
3.34027	7.1363e+06
3.37923	7.1327e+06
3.41864	7.1293e+06
3.45852	7.1252e+06
3.49886	7.1214e+06
3.53967	7.1176e+06
3.58096	7.1128e+06
3.62273	7.1087e+06
3.66498	7.1044e+06
3.70773	7.0991e+06
3.75098	7.0944e+06
3.79473	7.0897e+06
3.83899	7.0841e+06
3.88377	7.0786e+06
3.92907	7.0732e+06
3.9749	7.0676e+06
4.02127	7.061e+06
4.06817	7.055e+06
4.11562	7.0489e+06
4.16363	7.0421e+06
4.21219	7.0348e+06
4.26132	7.028e+06
4.31103	7.021e+06
4.36131	7.0133e+06
4.41218	7.005e+06
4.46365	6.9972e+06
4.51571	6.9892e+06
4.56838	6.981e+06
4.62167	6.9712e+06
4.67558	6.9623e+06
4.73012	6.9532e+06
4.78529	6.9438e+06
4.8411	6.9339e+06
4.89757	6.9228e+06
4.9547	6.9125e+06
5.01249	6.9019e+06
5.07096	6.891e+06
5.1301	6.8798e+06
5.18994	6.8669e+06
5.25048	6.8548e+06
5.31172	6.8426e+06
5.37368	6.83e+06
5.43636	6.8171e+06
5.49977	6.8037e+06
5.56392	6.7886e+06
5.62882	6.7745e+06
5.69447	6.7601e+06
5.76089	6.7454e+06
5.82809	6.7302e+06
5.89607	6.7147e+06
5.96484	6.6974e+06
6.03442	6.6805e+06
6.1048	6.6637e+06
6.17601	6.6466e+06
6.24805	6.6289e+06
6.32093	6.6109e+06
6.39465	6.5924e+06
6.46924	6.5724e+06
6.5447	6.5521e+06
6.62104	6.5323e+06
6.69827	6.512e+06
6.7764	6.4913e+06
6.85544	6.47e+06
6.9354	6.4483e+06
7.0163	6.4262e+06
7.09813	6.4023e+06
7.18093	6.3782e+06
7.26469	6.3546e+06
7.34942	6.3304e+06
7.43515	6.3058e+06
7.52187	6.2807e+06
7.60961	6.255e+06
7.69837	6.2289e+06
7.78816	6.2023e+06
7.87901	6.1739e+06
7.97091	6.1451e+06
8.06388	6.1169e+06
8.15794	6.0882e+06
8.2531	6.059e+06
8.34936	6.0293e+06
8.44675	5.999e+06
8.54527	5.9683e+06
8.64495	5.937e+06
8.74578	5.9053e+06
8.84779	5.8721e+06
8.951	5.8376e+06
9.0554	5.8043e+06
9.16102	5.7705e+06
9.26788	5.7361e+06
9.37598	5.7012e+06
9.48534	5.6658e+06
9.59598	5.63e+06
9.70791	5.5936e+06
9.82115	5.5568e+06
9.9357	5.5195e+06
10.0516	5.4815e+06
10.1688	5.4409e+06
10.2874	5.4019e+06
10.4074	5.3626e+06
10.5288	5.3228e+06
10.6516	5.2828e+06
10.7759	5.2423e+06
10.9016	5.2012e+06
11.0287	5.16e+06
11.1574	5.1182e+06
11.2875	5.0759e+06
11.4192	5.0331e+06
11.5524	4.9901e+06
11.6871	4.9465e+06
11.8234	4.9003e+06
11.9614	4.856e+06
12.1009	4.8118e+06
12.242	4.7668e+06
12.3848	4.7217e+06
12.5293	4.6764e+06
12.6754	4.6307e+06
12.8233	4.5846e+06
12.9728	4.5386e+06
13.1241	4.492e+06
13.2772	4.4455e+06
13.4321	4.3983e+06
13.5888	4.3513e+06
13.7473	4.3027e+06
13.9076	4.2535e+06
14.0698	4.2058e+06
14.234	4.1581e+06
14.4	4.1101e+06
14.5679	4.0622e+06
14.7379	4.0138e+06
14.9098	3.9657e+06
15.0837	3.9176e+06
15.2596	3.8692e+06
15.4376	3.8208e+06
15.6177	3.7725e+06
15.7998	3.7241e+06
15.9841	3.6756e+06
16.1706	3.6271e+06
16.3592	3.5763e+06
16.55	3.5282e+06
16.7431	3.4801e+06
16.9383	3.4322e+06
17.1359	3.3843e+06
17.3358	3.3366e+06
17.538	3.2889e+06
17.7426	3.2416e+06
17.9495	3.1944e+06
18.1589	3.1473e+06
18.3707	3.1007e+06
18.585	3.054e+06
18.8017	3.0077e+06
19.0211	2.9616e+06
19.2429	2.9153e+06
19.4674	2.8677e+06
19.6944	2.8226e+06
19.9242	2.7777e+06
20.1566	2.7331e+06
20.3917	2.6889e+06
20.6295	2.645e+06
20.8701	2.6013e+06
21.1136	2.558e+06
21.3598	2.5152e+06
21.609	2.4727e+06
21.861	2.4307e+06
22.116	2.3889e+06
22.374	2.3476e+06
22.635	2.3067e+06
22.899	2.2662e+06
23.1661	2.2242e+06
23.4363	2.1841e+06
23.7097	2.1449e+06
23.9862	2.106e+06
24.266	2.0677e+06
24.549	2.0297e+06
24.8354	1.9923e+06
25.1251	1.9553e+06
