"LET (MeV-cm2/g)"	"Integral Flux (particles/m2-s-sr)"
1	3902.5
1.01166	3902.5
1.02346	3902.5
1.0354	3902.5
1.04748	3902.5
1.0597	3902.5
1.07206	3902.5
1.08456	3902.5
1.09721	3902.5
1.11001	3902.5
1.12296	3902.5
1.13606	3902.5
1.14931	3902.5
1.16271	3902.5
1.17628	3902.5
1.19	3902.5
1.20388	3902.5
1.21792	3902.5
1.23212	3902.5
1.2465	3902.5
1.26103	3902.5
1.27574	3902.5
1.29062	3902.5
1.30568	3902.5
1.32091	3902.5
1.33632	3902.5
1.3519	3902.5
1.36767	3902.5
1.38362	3902.5
1.39976	3902.5
1.41609	3902.5
1.43261	3902.5
1.44932	3902.5
1.46622	3902.5
1.48332	3902.5
1.50063	3902.5
1.51813	3902.5
1.53584	3902.5
1.55375	3902.5
1.57187	3902.5
1.59021	3902.5
1.60876	3902.5
1.62752	3902.5
1.64651	3897.7
1.66571	3395.7
1.68514	3027.3
1.7048	2792.1
1.72468	2609.6
1.7448	2458.8
1.76515	2329.8
1.78574	2217.1
1.80657	2117.9
1.82764	2029.1
1.84896	1948
1.87052	1875.4
1.89234	1808.5
1.91441	1744.8
1.93674	1686.3
1.95933	1632.3
1.98219	1581.5
2.00531	1535.3
2.0287	1492.2
2.05236	1450.2
2.0763	1412.7
2.10052	1376.1
2.12502	1341.6
2.14981	1309.4
2.17488	1278.7
2.20025	1249.3
2.22592	1221.2
2.25188	1195
2.27814	1169.9
2.30472	1145.6
2.3316	1122.1
2.3588	1099.1
2.38631	1077.2
2.41414	1056.2
2.4423	1035.9
2.47079	1016.5
2.49961	997.1
2.52877	978.1
2.55826	960.63
2.5881	943.91
2.61829	925.85
2.64883	910.19
2.67973	894.92
2.71098	878.55
2.7426	864.68
2.77459	849.77
2.80696	836.03
2.8397	822.7
2.87282	809.15
2.90633	797.05
2.94023	783.99
2.97452	772.74
3.00922	760.42
3.04432	749.69
3.07983	738.37
3.11575	727.9
3.15209	717.74
3.18886	707.28
3.22606	698.4
3.26369	687.81
3.30175	679.36
3.34027	670.31
3.37923	661.38
3.41864	653.57
3.45852	644.72
3.49886	637.01
3.53967	629.8
3.58096	621.45
3.62273	614.56
3.66498	607.9
3.70773	600.28
3.75098	593.86
3.79473	587.72
3.83899	581
3.88377	574.8
3.92907	569.13
3.9749	563.44
4.02127	557.27
4.06817	552.04
4.11562	546.94
4.16363	541.62
4.21219	536.31
4.26132	531.62
4.31103	527.03
4.36131	522.3
4.41218	517.51
4.46365	513.3
4.51571	509.19
4.56838	505.17
4.62167	500.7
4.67558	496.88
4.73012	493.18
4.78529	489.57
4.8411	485.98
4.89757	482.16
4.9547	478.84
5.01249	475.61
5.07096	472.46
5.1301	469.39
5.18994	466.04
5.25048	463.1
5.31172	460.28
5.37368	457.53
5.43636	454.84
5.49977	452.19
5.56392	449.38
5.62882	446.92
5.69447	444.51
5.76089	442.18
5.82809	439.9
5.89607	437.68
5.96484	435.34
6.03442	433.18
6.1048	431.14
6.17601	429.16
6.24805	427.23
6.32093	425.35
6.39465	423.52
6.46924	421.63
6.5447	419.82
6.62104	408.81
6.69827	369.22
6.7764	346.76
6.85544	330.08
6.9354	316.28
7.0163	304.36
7.09813	293.65
7.18093	284.08
7.26469	275.37
7.34942	267.33
7.43515	259.85
7.52187	252.91
7.60961	246.21
7.69837	239.83
7.78816	233.82
7.87901	228.1
7.97091	222.57
8.06388	217.45
8.15794	212.59
8.2531	207.81
8.34936	203.35
8.44675	199.05
8.54527	194.79
8.64495	190.81
8.74578	186.95
8.84779	183.2
8.951	179.57
9.0554	176.08
9.16102	172.7
9.26788	169.41
9.37598	166.22
9.48534	163.12
9.59598	160.11
9.70791	157.2
