"LET (MeV-cm2/g)"	"Integral Flux (particles/m2-s-sr)"
1	6.432e+07
1.01166	6.432e+07
1.02346	6.432e+07
1.0354	6.432e+07
1.04748	6.432e+07
1.0597	6.432e+07
1.07206	6.432e+07
1.08456	6.432e+07
1.09721	6.432e+07
1.11001	6.432e+07
1.12296	6.432e+07
1.13606	6.432e+07
1.14931	6.432e+07
1.16271	6.432e+07
1.17628	6.432e+07
1.19	6.432e+07
1.20388	6.432e+07
1.21792	6.432e+07
1.23212	6.432e+07
1.2465	6.432e+07
1.26103	6.432e+07
1.27574	6.432e+07
1.29062	6.432e+07
1.30568	6.432e+07
1.32091	6.432e+07
1.33632	6.432e+07
1.3519	6.432e+07
1.36767	6.432e+07
1.38362	6.432e+07
1.39976	6.432e+07
1.41609	6.432e+07
1.43261	6.432e+07
1.44932	6.432e+07
1.46622	6.432e+07
1.48332	6.432e+07
1.50063	6.432e+07
1.51813	6.432e+07
1.53584	6.432e+07
1.55375	6.432e+07
1.57187	6.432e+07
1.59021	6.432e+07
1.60876	6.432e+07
1.62752	6.432e+07
1.64651	6.432e+07
1.66571	6.4319e+07
1.68514	6.4319e+07
1.7048	6.4318e+07
1.72468	6.4317e+07
1.7448	6.4316e+07
1.76515	6.4315e+07
1.78574	6.4314e+07
1.80657	6.4313e+07
1.82764	6.4312e+07
1.84896	6.4311e+07
1.87052	6.4309e+07
1.89234	6.4308e+07
1.91441	6.4306e+07
1.93674	6.4304e+07
1.95933	6.4302e+07
1.98219	6.4299e+07
2.00531	6.4297e+07
2.0287	6.4294e+07
2.05236	6.4291e+07
2.0763	6.4288e+07
2.10052	6.4284e+07
2.12502	6.428e+07
2.14981	6.4276e+07
2.17488	6.4272e+07
2.20025	6.4267e+07
2.22592	6.4261e+07
2.25188	6.4255e+07
2.27814	6.4249e+07
2.30472	6.4243e+07
2.3316	6.4236e+07
2.3588	6.4229e+07
2.38631	6.4221e+07
2.41414	6.4213e+07
2.4423	6.4204e+07
2.47079	6.4195e+07
2.49961	6.4186e+07
2.52877	6.4176e+07
2.55826	6.4165e+07
2.5881	6.4155e+07
2.61829	6.4142e+07
2.64883	6.4131e+07
2.67973	6.4118e+07
2.71098	6.4104e+07
2.7426	6.4091e+07
2.77459	6.4076e+07
2.80696	6.4061e+07
2.8397	6.4045e+07
2.87282	6.4028e+07
2.90633	6.4012e+07
2.94023	6.3992e+07
2.97452	6.3974e+07
3.00922	6.3953e+07
3.04432	6.3934e+07
3.07983	6.3911e+07
3.11575	6.3889e+07
3.15209	6.3865e+07
3.18886	6.384e+07
3.22606	6.3816e+07
3.26369	6.3786e+07
3.30175	6.376e+07
3.34027	6.3731e+07
3.37923	6.3699e+07
3.41864	6.367e+07
3.45852	6.3634e+07
3.49886	6.36e+07
3.53967	6.3567e+07
3.58096	6.3525e+07
3.62273	6.3488e+07
3.66498	6.3451e+07
3.70773	6.3404e+07
3.75098	6.3362e+07
3.79473	6.3319e+07
3.83899	6.3269e+07
3.88377	6.3219e+07
3.92907	6.3171e+07
3.9749	6.3119e+07
