"LET (MeV-cm2/g)"	"Integral Flux (particles/m2-s-sr)"
1	1.7602e+07
1.01166	1.7602e+07
1.02346	1.7602e+07
1.0354	1.7602e+07
1.04748	1.7602e+07
1.0597	1.7602e+07
1.07206	1.7602e+07
1.08456	1.7602e+07
1.09721	1.7602e+07
1.11001	1.7602e+07
1.12296	1.7602e+07
1.13606	1.7602e+07
1.14931	1.7602e+07
1.16271	1.7602e+07
1.17628	1.7602e+07
1.19	1.7602e+07
1.20388	1.7602e+07
1.21792	1.7602e+07
1.23212	1.7602e+07
1.2465	1.7602e+07
1.26103	1.7602e+07
1.27574	1.7602e+07
1.29062	1.7602e+07
1.30568	1.7602e+07
1.32091	1.7602e+07
1.33632	1.7602e+07
1.3519	1.7602e+07
1.36767	1.7602e+07
1.38362	1.7602e+07
1.39976	1.7602e+07
1.41609	1.7602e+07
1.43261	1.7602e+07
1.44932	1.7602e+07
1.46622	1.7602e+07
1.48332	1.7602e+07
1.50063	1.7602e+07
1.51813	1.7602e+07
1.53584	1.7602e+07
1.55375	1.7602e+07
1.57187	1.7602e+07
1.59021	1.7602e+07
1.60876	1.7602e+07
1.62752	1.7602e+07
1.64651	1.7602e+07
1.66571	1.7602e+07
1.68514	1.7602e+07
1.7048	1.7602e+07
1.72468	1.7602e+07
1.7448	1.7602e+07
1.76515	1.7601e+07
1.78574	1.7601e+07
1.80657	1.7601e+07
1.82764	1.7601e+07
1.84896	1.76e+07
1.87052	1.76e+07
1.89234	1.76e+07
1.91441	1.7599e+07
1.93674	1.7599e+07
1.95933	1.7598e+07
1.98219	1.7598e+07
2.00531	1.7597e+07
2.0287	1.7597e+07
2.05236	1.7596e+07
2.0763	1.7595e+07
2.10052	1.7594e+07
2.12502	1.7594e+07
2.14981	1.7593e+07
2.17488	1.7592e+07
2.20025	1.759e+07
2.22592	1.7589e+07
2.25188	1.7588e+07
2.27814	1.7586e+07
2.30472	1.7585e+07
2.3316	1.7583e+07
2.3588	1.7581e+07
2.38631	1.758e+07
2.41414	1.7578e+07
2.4423	1.7576e+07
2.47079	1.7573e+07
2.49961	1.7571e+07
2.52877	1.7568e+07
2.55826	1.7566e+07
2.5881	1.7563e+07
2.61829	1.756e+07
2.64883	1.7557e+07
2.67973	1.7554e+07
2.71098	1.755e+07
2.7426	1.7547e+07
2.77459	1.7543e+07
2.80696	1.7539e+07
2.8397	1.7535e+07
2.87282	1.7531e+07
2.90633	1.7526e+07
2.94023	1.7521e+07
2.97452	1.7517e+07
3.00922	1.7511e+07
3.04432	1.7506e+07
3.07983	1.75e+07
3.11575	1.7494e+07
3.15209	1.7488e+07
3.18886	1.7481e+07
3.22606	1.7475e+07
3.26369	1.7467e+07
3.30175	1.746e+07
3.34027	1.7452e+07
3.37923	1.7443e+07
3.41864	1.7435e+07
3.45852	1.7426e+07
3.49886	1.7417e+07
3.53967	1.7407e+07
3.58096	1.7396e+07
3.62273	1.7386e+07
3.66498	1.7376e+07
3.70773	1.7363e+07
3.75098	1.7352e+07
3.79473	1.734e+07
3.83899	1.7326e+07
3.88377	1.7312e+07
3.92907	1.7299e+07
3.9749	1.7285e+07
4.02127	1.7268e+07
4.06817	1.7253e+07
4.11562	1.7238e+07
4.16363	1.722e+07
4.21219	1.7202e+07
4.26132	1.7184e+07
4.31103	1.7166e+07
4.36131	1.7146e+07
4.41218	1.7125e+07
4.46365	1.7104e+07
4.51571	1.7083e+07
4.56838	1.7062e+07
4.62167	1.7036e+07
4.67558	1.7012e+07
4.73012	1.6988e+07
4.78529	1.6963e+07
4.8411	1.6936e+07
4.89757	1.6906e+07
4.9547	1.6878e+07
5.01249	1.6849e+07
5.07096	1.682e+07
5.1301	1.6789e+07
5.18994	1.6753e+07
5.25048	1.672e+07
5.31172	1.6686e+07
5.37368	1.6651e+07
5.43636	1.6616e+07
5.49977	1.6578e+07
5.56392	1.6536e+07
5.62882	1.6496e+07
5.69447	1.6456e+07
5.76089	1.6414e+07
5.82809	1.6371e+07
5.89607	1.6327e+07
5.96484	1.6278e+07
6.03442	1.623e+07
6.1048	1.6182e+07
6.17601	1.6133e+07
6.24805	1.6082e+07
6.32093	1.603e+07
6.39465	1.5977e+07
6.46924	1.5919e+07
6.5447	1.5861e+07
6.62104	1.5803e+07
6.69827	1.5744e+07
6.7764	1.5684e+07
6.85544	1.5622e+07
6.9354	1.5559e+07
7.0163	1.5495e+07
7.09813	1.5425e+07
7.18093	1.5355e+07
7.26469	1.5285e+07
7.34942	1.5215e+07
7.43515	1.5143e+07
7.52187	1.5069e+07
7.60961	1.4994e+07
7.69837	1.4917e+07
7.78816	1.4839e+07
7.87901	1.4756e+07
7.97091	1.4671e+07
8.06388	1.4588e+07
8.15794	1.4504e+07
