"LET (MeV-cm2/g)"	"Integral Flux (particles/m2-s-sr)"
1	3.1478e+07
1.01166	3.1478e+07
1.02346	3.1478e+07
1.0354	3.1478e+07
1.04748	3.1478e+07
1.0597	3.1478e+07
1.07206	3.1478e+07
1.08456	3.1478e+07
1.09721	3.1478e+07
1.11001	3.1478e+07
1.12296	3.1478e+07
1.13606	3.1478e+07
1.14931	3.1478e+07
1.16271	3.1478e+07
1.17628	3.1478e+07
1.19	3.1478e+07
1.20388	3.1478e+07
1.21792	3.1478e+07
1.23212	3.1478e+07
1.2465	3.1478e+07
1.26103	3.1478e+07
1.27574	3.1478e+07
1.29062	3.1478e+07
1.30568	3.1478e+07
1.32091	3.1478e+07
1.33632	3.1478e+07
1.3519	3.1478e+07
1.36767	3.1478e+07
1.38362	3.1478e+07
1.39976	3.1478e+07
1.41609	3.1478e+07
1.43261	3.1478e+07
1.44932	3.1478e+07
1.46622	3.1478e+07
1.48332	3.1478e+07
1.50063	3.1478e+07
1.51813	3.1478e+07
1.53584	3.1478e+07
1.55375	3.1478e+07
1.57187	3.1478e+07
1.59021	3.1478e+07
1.60876	3.1478e+07
1.62752	3.1478e+07
1.64651	3.1478e+07
1.66571	3.1478e+07
1.68514	3.1478e+07
1.7048	3.1478e+07
1.72468	3.1478e+07
1.7448	3.1477e+07
1.76515	3.1477e+07
1.78574	3.1477e+07
1.80657	3.1477e+07
1.82764	3.1477e+07
1.84896	3.1476e+07
1.87052	3.1476e+07
1.89234	3.1476e+07
1.91441	3.1475e+07
1.93674	3.1475e+07
1.95933	3.1474e+07
1.98219	3.1474e+07
2.00531	3.1473e+07
2.0287	3.1472e+07
2.05236	3.1472e+07
2.0763	3.1471e+07
2.10052	3.147e+07
2.12502	3.1469e+07
2.14981	3.1468e+07
2.17488	3.1467e+07
2.20025	3.1466e+07
2.22592	3.1465e+07
2.25188	3.1463e+07
2.27814	3.1462e+07
2.30472	3.146e+07
2.3316	3.1459e+07
2.3588	3.1457e+07
2.38631	3.1455e+07
2.41414	3.1453e+07
2.4423	3.1451e+07
2.47079	3.1449e+07
2.49961	3.1446e+07
2.52877	3.1444e+07
2.55826	3.1441e+07
2.5881	3.1438e+07
2.61829	3.1435e+07
2.64883	3.1432e+07
2.67973	3.1429e+07
2.71098	3.1425e+07
2.7426	3.1422e+07
2.77459	3.1418e+07
2.80696	3.1414e+07
2.8397	3.141e+07
2.87282	3.1405e+07
2.90633	3.1401e+07
2.94023	3.1395e+07
2.97452	3.1391e+07
3.00922	3.1385e+07
3.04432	3.1379e+07
3.07983	3.1373e+07
3.11575	3.1367e+07
3.15209	3.1361e+07
3.18886	3.1354e+07
3.22606	3.1347e+07
3.26369	3.1339e+07
3.30175	3.1331e+07
3.34027	3.1323e+07
3.37923	3.1314e+07
3.41864	3.1306e+07
3.45852	3.1296e+07
3.49886	3.1286e+07
3.53967	3.1277e+07
3.58096	3.1265e+07
3.62273	3.1255e+07
3.66498	3.1244e+07
3.70773	3.123e+07
3.75098	3.1218e+07
3.79473	3.1206e+07
3.83899	3.1191e+07
3.88377	3.1177e+07
3.92907	3.1163e+07
3.9749	3.1148e+07
4.02127	3.113e+07
4.06817	3.1114e+07
4.11562	3.1097e+07
4.16363	3.1079e+07
4.21219	3.1059e+07
4.26132	3.104e+07
4.31103	3.1021e+07
4.36131	3.0999e+07
4.41218	3.0976e+07
4.46365	3.0954e+07
4.51571	3.0931e+07
4.56838	3.0908e+07
4.62167	3.0879e+07
4.67558	3.0854e+07
4.73012	3.0827e+07
4.78529	3.08e+07
4.8411	3.0771e+07
4.89757	3.0738e+07
4.9547	3.0707e+07
5.01249	3.0675e+07
5.07096	3.0642e+07
5.1301	3.0608e+07
5.18994	3.0569e+07
5.25048	3.0532e+07
5.31172	3.0494e+07
5.37368	3.0455e+07
5.43636	3.0415e+07
5.49977	3.0372e+07
5.56392	3.0325e+07
5.62882	3.028e+07
5.69447	3.0234e+07
5.76089	3.0187e+07
5.82809	3.0138e+07
5.89607	3.0087e+07
5.96484	3.0031e+07
6.03442	2.9975e+07
6.1048	2.992e+07
6.17601	2.9863e+07
6.24805	2.9804e+07
6.32093	2.9744e+07
6.39465	2.9681e+07
6.46924	2.9613e+07
6.5447	2.9544e+07
6.62104	2.9476e+07
6.69827	2.9406e+07
6.7764	2.9335e+07
6.85544	2.9261e+07
6.9354	2.9185e+07
7.0163	2.9107e+07
7.09813	2.9023e+07
7.18093	2.8937e+07
7.26469	2.8853e+07
7.34942	2.8767e+07
7.43515	2.8678e+07
7.52187	2.8587e+07
7.60961	2.8494e+07
7.69837	2.8399e+07
7.78816	2.8301e+07
7.87901	2.8196e+07
7.97091	2.809e+07
8.06388	2.7985e+07
8.15794	2.7878e+07
8.2531	2.7768e+07
8.34936	2.7656e+07
8.44675	2.7541e+07
8.54527	2.7425e+07
8.64495	2.7305e+07
8.74578	2.7183e+07
8.84779	2.7056e+07
8.951	2.6922e+07
9.0554	2.6793e+07
9.16102	2.6661e+07
9.26788	2.6527e+07
9.37598	2.639e+07
9.48534	2.625e+07
9.59598	2.6108e+07
9.70791	2.5964e+07
9.82115	2.5816e+07
9.9357	2.5667e+07
10.0516	2.5514e+07
10.1688	2.535e+07
10.2874	2.5192e+07
10.4074	2.5033e+07
10.5288	2.487e+07
10.6516	2.4706e+07
10.7759	2.454e+07
10.9016	2.437e+07
11.0287	2.4199e+07
11.1574	2.4026e+07
11.2875	2.385e+07
11.4192	2.3671e+07
11.5524	2.349e+07
11.6871	2.3307e+07
11.8234	2.3112e+07
11.9614	2.2924e+07
12.1009	2.2737e+07
12.242	2.2545e+07
12.3848	2.2352e+07
12.5293	2.2158e+07
12.6754	2.1962e+07
12.8233	2.1763e+07
12.9728	2.1564e+07
13.1241	2.1361e+07
13.2772	2.1159e+07
13.4321	2.0954e+07
13.5888	2.0748e+07
13.7473	2.0535e+07
13.9076	2.0319e+07
14.0698	2.0108e+07
14.234	1.9897e+07
14.4	1.9684e+07
14.5679	1.9472e+07
14.7379	1.9257e+07
14.9098	1.9042e+07
15.0837	1.8826e+07
15.2596	1.8609e+07
15.4376	1.8392e+07
15.6177	1.8174e+07
15.7998	1.7956e+07
15.9841	1.7736e+07
16.1706	1.7516e+07
16.3592	1.7285e+07
16.55	1.7066e+07
16.7431	1.6846e+07
16.9383	1.6627e+07
17.1359	1.6407e+07
17.3358	1.6188e+07
17.538	1.5969e+07
17.7426	1.575e+07
17.9495	1.5532e+07
18.1589	1.5315e+07
18.3707	1.5098e+07
18.585	1.4882e+07
18.8017	1.4666e+07
19.0211	1.4451e+07
19.2429	1.4235e+07
19.4674	1.4012e+07
19.6944	1.3801e+07
19.9242	1.359e+07
20.1566	1.3381e+07
20.3917	1.3173e+07
20.6295	1.2965e+07
20.8701	1.2759e+07
21.1136	1.2555e+07
21.3598	1.2352e+07
21.609	1.2151e+07
21.861	1.1951e+07
22.116	1.1752e+07
22.374	1.1555e+07
22.635	1.1361e+07
22.899	1.1167e+07
23.1661	1.0967e+07
23.4363	1.0775e+07
23.7097	1.0587e+07
23.9862	1.04e+07
24.266	1.0216e+07
24.549	1.0034e+07
24.8354	9.8536e+06
25.1251	9.6751e+06
25.4181	9.4986e+06
25.7146	9.3237e+06
26.0145	9.1513e+06
26.318	8.9811e+06
26.625	8.8129e+06
26.9355	8.6468e+06
27.2497	8.4815e+06
27.5675	8.3103e+06
27.8891	8.1505e+06
28.2144	7.9928e+06
28.5435	7.8372e+06
28.8764	7.6836e+06
29.2132	7.5326e+06
29.554	7.3836e+06
29.8987	7.2366e+06
30.2474	7.0916e+06
30.6003	6.9491e+06
30.9572	6.8086e+06
31.3183	6.6705e+06
31.6836	6.5344e+06
32.0531	6.3918e+06
32.427	6.2593e+06
32.8052	6.1295e+06
33.1879	6.0023e+06
33.575	5.8769e+06
33.9666	5.7535e+06
34.3628	5.6322e+06
34.7636	5.5131e+06
35.1691	5.3961e+06
35.5793	5.281e+06
35.9943	5.1679e+06
36.4142	5.0552e+06
36.8389	4.9395e+06
37.2686	4.8328e+06
37.7033	4.7277e+06
38.1431	4.6248e+06
38.588	4.5236e+06
39.0381	4.4245e+06
39.4934	4.327e+06
39.9541	4.2316e+06
40.4201	4.138e+06
40.8916	4.0461e+06
41.3686	3.9508e+06
41.8511	3.8604e+06
42.3392	3.7739e+06
42.8331	3.6893e+06
43.3327	3.6061e+06
43.8381	3.5248e+06
44.3495	3.445e+06
44.8668	3.3669e+06
45.3901	3.2904e+06
45.9195	3.2144e+06
46.4552	3.1354e+06
46.997	3.0637e+06
47.5452	2.9935e+06
48.0998	2.9247e+06
48.6608	2.8573e+06
49.2284	2.7914e+06
49.8026	2.7268e+06
50.3835	2.6636e+06
50.9712	2.5994e+06
51.5657	2.5356e+06
52.1672	2.4766e+06
52.7757	2.4188e+06
53.3913	2.3623e+06
54.014	2.307e+06
54.6441	2.253e+06
55.2814	2.2e+06
55.9262	2.1464e+06
56.5786	2.0927e+06
57.2385	2.0433e+06
57.9062	1.9951e+06
58.5816	1.9479e+06
59.2649	1.9017e+06
59.9562	1.8565e+06
60.6555	1.8123e+06
61.363	1.7651e+06
62.0787	1.7226e+06
62.8028	1.6814e+06
63.5354	1.6411e+06
64.2765	1.6017e+06
65.0262	1.5632e+06
65.7847	1.5255e+06
66.552	1.4858e+06
67.3283	1.4502e+06
68.1136	1.4153e+06
68.9081	1.3812e+06
69.7118	1.3479e+06
70.5249	1.3153e+06
71.3476	1.282e+06
72.1798	1.2488e+06
73.0217	1.2186e+06
73.8734	1.189e+06
74.7351	1.1602e+06
75.6068	1.1319e+06
76.4887	1.1034e+06
77.3809	1.0742e+06
78.2835	1.0479e+06
79.1966	1.0223e+06
80.1203	997350
81.0549	972880
82.0003	947520
82.9568	922840
83.9244	900120
84.9033	877910
85.8936	856290
86.8955	835070
87.909	811880
88.9344	791790
89.9718	772210
91.0212	753080
92.0829	734330
93.157	713940
94.2436	695890
95.3428	678560
96.4549	661640
97.58	645150
98.7182	626920
99.8696	611180
101.035	595820
102.213	580870
103.405	565690
104.611	550060
105.832	536270
107.066	522750
108.315	509560
109.578	495190
110.856	482410
112.149	470180
113.458	458260
114.781	445780
116.12	433610
117.474	422640
118.844	411870
120.231	400690
121.633	389660
123.052	379730
124.487	370060
125.939	359730
127.408	349950
128.894	340940
130.398	332240
131.919	322640
133.457	314060
135.014	305980
136.589	297800
138.182	289150
139.794	281690
141.424	274420
143.074	266370
144.743	259270
146.431	252560
148.139	245460
149.867	238510
151.615	232310
153.384	225990
155.173	219350
156.983	213630
158.814	207850
160.666	201610
162.54	196320
164.436	190970
166.354	185240
168.294	180370
170.257	175320
172.243	170140
174.252	165660
176.285	160250
178.341	155610
180.421	150800
182.526	146620
184.655	142270
186.809	138080
188.987	134180
191.192	130020
193.422	126460
195.678	122410
197.96	119110
200.27	115230
202.605	112100
204.969	108470
207.359	105470
209.778	102050
212.225	99194
214.7	95930
217.205	93265
219.738	90157
222.301	87620
224.894	84746
227.517	82277
230.171	79639
232.856	77214
235.572	74818
238.32	72432
241.1	70246
243.912	67888
246.757	65879
249.635	63697
252.547	61720
255.493	59780
258.473	57793
261.488	56040
264.538	54135
267.623	52417
