"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	 	0.00061427	1.8947e-06	8.7147e-08	1.8548e-06	1.2435e-05	1.5186e-06	1.4098e-05	1.5541e-07	2.9964e-06	4.5619e-07	3.1763e-06	5.8513e-07	1.7004e-06	1.7752e-08	1.2497e-07	5.5595e-09	1.6046e-07	1.9109e-08	2.5102e-07	4.6998e-08	2.0899e-07	2.289e-07	3.4067e-07	3.1929e-07	1.4573e-06	1.3485e-09	4.4858e-08	1.1353e-09	1.4193e-09	1.2698e-10	2.8718e-10	1.8313e-11	1.345e-10	2.0559e-11	7.5108e-11	1.9816e-11	6.4712e-11	1.3671e-11	3.3726e-11	5.9053e-12	1.722e-11	1.9954e-12	6.7845e-12	3.4212e-12	1.0438e-11	3.2683e-12	1.3158e-11	2.9382e-12	2.0923e-11	4.8721e-12	4.1705e-11	5.6971e-12	1.7565e-11	3.8817e-12	4.8641e-11	4.0251e-12	1.0705e-11	2.1318e-12	8.8378e-12	8.6529e-13	1.1313e-11	1.8031e-12	1.0404e-11	2.4495e-12	1.066e-11	4.0266e-12	6.6242e-12	1.2812e-12	7.093e-12	1.0002e-12	6.6602e-12	5.9948e-13	6.8185e-12	2.3399e-12	1.0886e-11	6.9884e-12	1.3521e-11	2.4455e-12	4.5287e-12	1.472e-12	1.3919e-11	7.0215e-13	9.5499e-13	5.937e-13
1.01623	 	0.00068781	2.4387e-06	9.3552e-08	2.0002e-06	1.393e-05	1.6937e-06	1.5684e-05	1.6883e-07	3.2487e-06	4.9663e-07	3.5191e-06	6.3869e-07	1.9008e-06	1.9516e-08	1.4017e-07	6.1e-09	1.6453e-07	2.1072e-08	2.8109e-07	5.0766e-08	2.2459e-07	2.4455e-07	3.6605e-07	3.4148e-07	1.5704e-06	1.4541e-09	4.8806e-08	1.2171e-09	1.5234e-09	1.3541e-10	3.0579e-10	1.9497e-11	1.6892e-10	2.187e-11	9.3151e-11	2.4526e-11	7.6349e-11	1.4546e-11	3.5883e-11	6.2893e-12	1.8317e-11	2.1232e-12	7.2106e-12	3.6384e-12	1.3425e-11	3.474e-12	1.5899e-11	3.5426e-12	2.4325e-11	5.6042e-12	4.6375e-11	6.52e-12	1.9704e-11	4.3852e-12	5.4118e-11	4.5046e-12	1.2098e-11	2.4503e-12	1.0053e-11	1.0035e-12	1.2726e-11	2.0416e-12	1.1556e-11	2.7326e-12	1.1821e-11	4.4658e-12	7.3514e-12	1.4275e-12	7.8416e-12	1.1083e-12	7.3484e-12	6.6147e-13	7.5119e-12	2.579e-12	1.1939e-11	7.676e-12	1.4835e-11	2.6882e-12	4.9616e-12	1.6074e-12	1.5188e-11	7.6756e-13	1.0334e-12	6.4168e-13
1.03036	 	0.00076529	3.0148e-06	1.0034e-07	2.1538e-06	1.5506e-05	1.879e-06	1.7355e-05	1.8299e-07	3.5129e-06	5.3924e-07	3.8802e-06	6.9509e-07	2.1121e-06	2.1386e-08	1.5625e-07	6.675e-09	1.687e-07	2.3157e-08	3.1285e-07	5.4739e-08	2.4101e-07	2.6097e-07	3.9273e-07	3.6477e-07	1.6894e-06	1.5658e-09	5.2969e-08	1.303e-09	1.6328e-09	1.4426e-10	3.2533e-10	2.0742e-11	2.0531e-10	2.3622e-11	1.1223e-10	3.0548e-11	9.6046e-11	1.5465e-11	3.8147e-11	6.6926e-12	2.0135e-11	2.2574e-12	9.2256e-12	4.1311e-12	1.6594e-11	4.35e-12	1.8796e-11	4.1815e-12	2.7919e-11	6.3773e-12	5.13e-11	7.3888e-12	2.1961e-11	4.9165e-12	5.9894e-11	5.0103e-12	1.3567e-11	2.7866e-12	1.1336e-11	1.1494e-12	1.4216e-11	2.2933e-12	1.2771e-11	3.0311e-12	1.3045e-11	4.9288e-12	8.1181e-12	1.5818e-12	8.6307e-12	1.2223e-12	8.0736e-12	7.2681e-13	8.2427e-12	2.831e-12	1.3049e-11	8.4005e-12	1.6219e-11	2.9439e-12	5.4177e-12	1.75e-12	1.6525e-11	8.3646e-13	1.116e-12	6.9217e-13
1.04467	 	0.00084703	3.6252e-06	1.0755e-07	2.3162e-06	1.7171e-05	2.0753e-06	1.9118e-05	1.9798e-07	3.7908e-06	5.8422e-07	4.2611e-06	7.5458e-07	2.3353e-06	2.3372e-08	1.733e-07	7.2877e-09	1.7292e-07	2.5374e-08	3.4642e-07	5.8936e-08	2.5835e-07	2.7824e-07	4.2083e-07	3.8925e-07	1.8148e-06	1.6843e-09	5.7366e-08	1.3935e-09	1.7482e-09	1.5358e-10	3.6011e-10	2.3348e-11	2.4383e-10	3.031e-11	1.3242e-10	3.6925e-11	1.169e-10	1.945e-11	4.8488e-11	7.1172e-12	2.5733e-11	2.8212e-12	1.142e-11	5.2422e-12	1.9948e-11	5.4078e-12	2.1862e-11	4.8574e-12	3.1719e-11	7.1946e-12	5.6501e-11	8.3072e-12	2.4345e-11	5.4778e-12	6.5993e-11	5.5445e-12	1.512e-11	3.1422e-12	1.2692e-11	1.3037e-12	1.5791e-11	2.5593e-12	1.4055e-11	3.3464e-12	1.4338e-11	5.4178e-12	8.9278e-12	1.7447e-12	9.4639e-12	1.3427e-12	8.8394e-12	7.9579e-13	9.0141e-12	3.0971e-12	1.422e-11	9.1651e-12	1.768e-11	3.2137e-12	5.899e-12	1.9004e-12	1.7936e-11	9.0917e-13	1.203e-12	7.4542e-13
1.05919	 	0.00093297	4.2707e-06	1.1924e-07	2.4871e-06	1.8923e-05	2.2825e-06	2.0972e-05	2.1376e-07	4.0825e-06	6.3147e-07	4.6614e-06	8.1706e-07	2.5701e-06	2.547e-08	1.9131e-07	7.9373e-09	1.7705e-07	2.772e-08	3.8178e-07	6.3346e-08	2.7653e-07	2.9631e-07	4.5028e-07	4.1485e-07	1.9464e-06	1.8093e-09	6.1989e-08	1.4884e-09	1.8691e-09	1.6334e-10	4.5957e-10	2.9687e-11	2.8452e-10	3.7383e-11	1.5375e-10	4.3663e-11	1.3894e-10	2.416e-11	6.0105e-11	9.156e-12	3.1654e-11	3.509e-12	1.3739e-11	6.4172e-12	2.3492e-11	6.5262e-12	2.5097e-11	5.5708e-12	3.5725e-11	8.0559e-12	6.1973e-11	9.2749e-12	2.6855e-11	6.069e-12	7.2411e-11	6.1068e-12	1.6756e-11	3.5169e-12	1.412e-11	1.4664e-12	1.745e-11	2.8395e-12	1.5405e-11	3.6783e-12	1.5697e-11	5.9322e-12	9.7796e-12	1.9162e-12	1.034e-11	1.4694e-12	9.6445e-12	8.6833e-13	9.8252e-12	3.3768e-12	1.5452e-11	9.9689e-12	1.9215e-11	3.4974e-12	6.4048e-12	2.0585e-12	1.9418e-11	9.8556e-13	1.2944e-12	8.0128e-13
1.07391	 	0.0010236	4.9542e-06	1.5348e-07	2.6677e-06	2.0772e-05	2.5019e-06	2.2926e-05	2.3044e-07	4.3895e-06	6.8129e-07	5.0833e-06	8.8288e-07	2.8179e-06	2.7695e-08	2.1038e-07	8.6287e-09	1.811e-07	3.0213e-08	4.1913e-07	6.7999e-08	2.957e-07	3.153e-07	4.8126e-07	4.4173e-07	2.0849e-06	1.9416e-09	6.6868e-08	1.5882e-09	1.9963e-09	2.0724e-10	5.6493e-10	3.64e-11	3.2755e-10	4.4873e-11	1.763e-10	5.0792e-11	1.6227e-10	2.9149e-11	7.2405e-11	1.1326e-11	3.7924e-11	4.2373e-12	1.6194e-11	7.6612e-12	2.7242e-11	7.71e-12	2.8517e-11	6.325e-12	3.9958e-11	8.9658e-12	6.7746e-11	1.0297e-11	2.9504e-11	6.6932e-12	7.9182e-11	6.7002e-12	1.8482e-11	3.9127e-12	1.5628e-11	1.6383e-12	1.92e-11	3.1352e-12	1.6829e-11	4.0284e-12	1.7132e-11	6.4749e-12	1.0678e-11	2.0971e-12	1.1264e-11	1.603e-12	1.0494e-11	9.4483e-13	1.0681e-11	3.6718e-12	1.6749e-11	1.0816e-11	2.0834e-11	3.7966e-12	6.9381e-12	2.2251e-12	2.098e-11	1.0661e-12	1.3906e-12	8.6013e-13
1.08884	 	0.0011186	5.6756e-06	1.9011e-07	2.8571e-06	2.2714e-05	2.7329e-06	2.4978e-05	2.4795e-07	4.711e-06	7.335e-07	5.5259e-06	9.5185e-07	3.0781e-06	3.0041e-08	2.3047e-07	9.3595e-09	1.8513e-07	3.2845e-08	4.584e-07	7.2876e-08	3.1575e-07	3.3512e-07	5.1364e-07	4.6977e-07	2.2299e-06	2.0808e-09	7.1985e-08	1.6926e-09	2.1294e-09	2.5705e-10	6.7625e-10	4.3494e-11	3.7293e-10	5.2782e-11	2.0007e-10	5.8312e-11	1.8687e-10	3.4417e-11	8.5396e-11	1.3619e-11	4.4543e-11	5.0065e-12	1.8785e-11	8.9747e-12	3.1196e-11	8.9594e-12	3.2121e-11	7.1196e-12	4.4413e-11	9.9229e-12	7.3808e-11	1.1372e-11	3.2287e-11	7.3491e-12	8.6292e-11	7.3236e-12	2.0297e-11	4.329e-12	1.7214e-11	1.8192e-12	2.1039e-11	3.4461e-12	1.8324e-11	4.3961e-12	1.8637e-11	7.0445e-12	1.1621e-11	2.2871e-12	1.2234e-11	1.7432e-12	1.1385e-11	1.0251e-12	1.1578e-11	3.9814e-12	1.8111e-11	1.1705e-11	2.2532e-11	4.1104e-12	7.4973e-12	2.3997e-12	2.2617e-11	1.1505e-12	1.4914e-12	9.2173e-13
1.10397	 	0.0011722	6.206e-06	2.21e-07	2.9438e-06	2.3815e-05	2.8687e-06	2.6155e-05	2.5647e-07	4.8948e-06	7.5891e-07	5.7641e-06	9.859e-07	3.2243e-06	3.1299e-08	2.4211e-07	9.756e-09	1.9239e-07	3.4291e-08	4.8074e-07	7.5116e-08	3.2443e-07	3.9325e-07	5.2741e-07	4.8081e-07	2.2938e-06	2.1458e-09	7.4477e-08	1.7354e-09	2.185e-09	2.9827e-10	7.6455e-10	4.9106e-11	4.0524e-10	5.8877e-11	2.1682e-10	6.3799e-11	2.0498e-10	3.8505e-11	9.5456e-11	1.545e-11	4.9631e-11	5.6041e-12	2.0725e-11	9.9789e-12	3.4061e-11	9.8986e-12	3.4593e-11	7.6631e-12	4.729e-11	1.0527e-11	7.7218e-11	1.2041e-11	3.3913e-11	7.7422e-12	9.0302e-11	7.6843e-12	2.1386e-11	4.5912e-12	1.8185e-11	1.9354e-12	2.2125e-11	3.6338e-12	1.9161e-11	4.606e-12	1.9473e-11	7.3608e-12	1.2147e-11	2.3949e-12	1.2764e-11	1.8207e-12	1.1866e-11	1.0684e-12	1.2058e-11	4.1474e-12	1.8818e-11	1.2172e-11	2.3417e-11	4.2759e-12	7.7858e-12	2.4876e-12	2.3437e-11	1.1933e-12	1.5381e-12	9.4989e-13
1.11931	 	0.0011954	6.5776e-06	2.4615e-07	2.9592e-06	2.43e-05	2.9342e-06	2.669e-05	2.5869e-07	4.9783e-06	7.6544e-07	5.8546e-06	9.9527e-07	3.2871e-06	3.1779e-08	2.4752e-07	9.9131e-09	1.9913e-07	3.4882e-08	4.9066e-07	7.5525e-08	3.2527e-07	4.6237e-07	5.2838e-07	5.3698e-07	2.3018e-06	2.1595e-09	7.5123e-08	1.787e-09	2.1875e-09	3.3098e-10	8.3167e-10	5.3359e-11	4.2687e-10	6.3366e-11	2.2788e-10	6.7589e-11	2.1761e-10	4.1539e-11	1.0291e-10	1.6851e-11	5.3367e-11	6.0482e-12	2.2108e-11	1.0712e-11	3.6023e-11	1.0571e-11	3.6163e-11	8.0072e-12	4.8955e-11	1.0862e-11	7.8696e-11	1.2405e-11	3.4685e-11	7.9397e-12	9.2052e-11	7.8519e-12	2.1934e-11	4.7363e-12	1.8695e-11	2.0021e-12	2.2653e-11	3.7296e-12	1.9519e-11	4.7005e-12	1.9822e-11	7.4933e-12	1.2369e-11	2.4428e-12	1.2975e-11	1.8528e-12	1.2051e-11	1.0852e-12	1.2239e-11	4.2104e-12	1.906e-11	1.2337e-11	2.3722e-11	4.3354e-12	7.8816e-12	2.5141e-12	2.3678e-11	1.2067e-12	1.5471e-12	9.548e-13
1.13487	 	0.0012155	6.9217e-06	2.6999e-07	2.9708e-06	2.4723e-05	2.9929e-06	2.7159e-05	2.6051e-07	5.0523e-06	7.7068e-07	5.9319e-06	1.0029e-06	3.3418e-06	3.2201e-08	2.5233e-07	1.0054e-08	2.0566e-07	3.5409e-08	4.9936e-07	7.5829e-08	3.362e-07	5.2674e-07	5.2868e-07	6.3407e-07	2.3067e-06	2.4362e-09	7.5647e-08	2.1505e-09	2.3613e-09	3.6133e-10	8.9379e-10	5.7295e-11	4.467e-10	6.7513e-11	2.3801e-10	7.1074e-11	2.2924e-10	4.4343e-11	1.0979e-10	1.8148e-11	5.6817e-11	6.4586e-12	2.3382e-11	1.1389e-11	3.7826e-11	1.1191e-11	3.7598e-11	8.3215e-12	5.0463e-11	1.1165e-11	7.9995e-11	1.2732e-11	3.5372e-11	8.1163e-12	9.3592e-11	8.0006e-12	2.2425e-11	4.8673e-12	1.9153e-11	2.0624e-12	2.3124e-11	3.8154e-12	1.9833e-11	4.7839e-12	2.0128e-11	7.6093e-12	1.2564e-11	2.485e-12	1.3159e-11	1.8808e-12	1.2212e-11	1.0997e-12	1.2394e-11	4.2648e-12	1.9265e-11	1.2478e-11	2.3981e-11	4.3863e-12	7.9626e-12	2.5361e-12	2.3878e-11	1.2179e-12	1.5538e-12	9.5834e-13
