"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	23.846	1.5571	0.0016127	8.4964e-05	0.0023133	0.031416	0.0035613	0.033068	0.00023075	0.004842	0.00073502	0.0069613	0.0010019	0.0041813	3.1864e-05	0.0003112	9.1259e-06	1.3095e-05	3.5452e-05	0.00062599	6.2806e-05	0.00024969	0.00024558	0.00041928	0.00035901	0.0019018	1.5814e-06	7.0528e-05	1.2992e-06	1.6793e-06	1.2496e-07	2.6972e-07	1.7149e-08	1.0074e-07	1.8716e-08	5.233e-08	1.7028e-08	5.609e-08	1.2537e-08	3.0864e-08	5.5853e-09	1.5631e-08	1.8322e-09	5.9903e-09	3.0884e-09	8.9043e-09	2.8979e-09	7.7622e-09	1.7079e-09	9.1464e-09	1.9288e-09	1.117e-08	2.1444e-09	5.2806e-09	1.2696e-09	1.3128e-08	1.174e-09	3.5156e-09	8.3783e-10	3.1218e-09	3.6984e-10	3.5185e-09	6.0528e-10	2.7442e-09	6.8534e-10	2.7454e-09	1.0393e-09	1.7253e-09	3.5256e-10	1.7468e-09	2.5498e-10	1.5908e-09	1.4336e-10	1.5915e-09	5.5007e-10	2.3615e-09	1.5538e-09	2.9515e-09	5.5057e-10	9.6468e-10	2.9572e-10	2.7609e-09	1.4385e-10	1.6044e-10	9.7135e-11
1.01623	24.679	1.5989	0.0016583	8.7947e-05	0.002384	0.032282	0.0036682	0.033967	0.0002377	0.0049748	0.00075569	0.0071497	0.0010295	0.0042966	3.2887e-05	0.00032054	9.4471e-06	1.3544e-05	3.6631e-05	0.00064368	6.4644e-05	0.00025687	0.00025217	0.00043077	0.00036841	0.0019548	1.6336e-06	7.2559e-05	1.3355e-06	1.7261e-06	1.2845e-07	2.7726e-07	1.7628e-08	1.0352e-07	1.9238e-08	5.3777e-08	1.75e-08	5.7649e-08	1.2887e-08	3.1726e-08	5.7413e-09	1.6067e-08	1.8834e-09	6.1576e-09	3.1746e-09	9.1505e-09	2.9789e-09	7.977e-09	1.7551e-09	9.3997e-09	1.9822e-09	1.1479e-08	2.2038e-09	5.4269e-09	1.3048e-09	1.3492e-08	1.2066e-09	3.613e-09	8.6103e-10	3.2083e-09	3.8008e-10	3.616e-09	6.2205e-10	2.8203e-09	7.0434e-10	2.8216e-09	1.0681e-09	1.7732e-09	3.6233e-10	1.7953e-09	2.6205e-10	1.6349e-09	1.4734e-10	1.6357e-09	5.6533e-10	2.427e-09	1.5969e-09	3.0334e-09	5.6585e-10	9.9145e-10	3.0392e-10	2.8375e-09	1.4784e-10	1.649e-10	9.9834e-11
1.03036	25.551	1.6422	0.0017055	9.106e-05	0.0024576	0.03318	0.0037793	0.034901	0.00024493	0.0051126	0.00077714	0.0073452	0.0010581	0.0044161	3.3953e-05	0.00033025	9.7824e-06	1.4012e-05	3.786e-05	0.00066204	6.6553e-05	0.00026432	0.00025899	0.00044268	0.00037816	0.0020097	1.6879e-06	7.4669e-05	1.3731e-06	1.7747e-06	1.3207e-07	2.8507e-07	1.8125e-08	1.0641e-07	1.9781e-08	5.5279e-08	1.7988e-08	5.9258e-08	1.3251e-08	3.262e-08	5.9031e-09	1.652e-08	1.9365e-09	6.3295e-09	3.2639e-09	9.406e-09	3.0621e-09	8.1998e-09	1.8042e-09	9.6624e-09	2.0376e-09	1.1801e-08	2.2655e-09	5.5788e-09	1.3413e-09	1.3869e-08	1.2403e-09	3.7141e-09	8.851e-10	3.298e-09	3.907e-10	3.7172e-09	6.3944e-10	2.8992e-09	7.2405e-10	2.9005e-09	1.098e-09	1.8228e-09	3.7247e-10	1.8455e-09	2.6939e-10	1.6807e-09	1.5146e-10	1.6815e-09	5.8116e-10	2.495e-09	1.6417e-09	3.1183e-09	5.8169e-10	1.0192e-09	3.1244e-10	2.917e-09	1.5198e-10	1.6953e-10	1.0263e-10
1.04467	26.467	1.6874	0.0017548	9.4325e-05	0.0025345	0.034117	0.0038954	0.035873	0.00025248	0.0052563	0.00079953	0.0075489	0.0010879	0.0045408	3.5069e-05	0.0003404	1.0134e-05	1.4503e-05	3.9148e-05	0.00068121	6.8547e-05	0.0002721	0.00026611	0.0004551	0.00038831	0.002067	1.7447e-06	7.6871e-05	1.4123e-06	1.8253e-06	1.3585e-07	2.9321e-07	1.8642e-08	1.0943e-07	2.034e-08	5.6845e-08	1.8498e-08	6.0936e-08	1.3626e-08	3.3544e-08	6.0719e-09	1.6987e-08	1.9914e-09	6.5088e-09	3.3563e-09	9.6724e-09	3.1488e-09	8.4321e-09	1.8553e-09	9.9363e-09	2.0954e-09	1.2136e-08	2.3297e-09	5.7371e-09	1.3793e-09	1.4263e-08	1.2755e-09	3.8195e-09	9.102e-10	3.3915e-09	4.0178e-10	3.8227e-09	6.5759e-10	2.9816e-09	7.446e-10	2.9829e-09	1.1292e-09	1.8746e-09	3.8305e-10	1.8979e-09	2.7704e-10	1.7284e-09	1.5577e-10	1.7292e-09	5.9767e-10	2.5659e-09	1.6883e-09	3.2069e-09	5.9822e-10	1.0482e-09	3.2132e-10	2.9999e-09	1.563e-10	1.7435e-10	1.0556e-10
1.05919	27.419	1.734	0.0018055	9.7701e-05	0.0026139	0.035081	0.0040152	0.036875	0.00026027	0.0054043	0.00082259	0.0077587	0.0011186	0.0046693	3.6222e-05	0.00035087	1.0499e-05	1.5011e-05	4.0479e-05	0.00070096	7.0602e-05	0.00028011	0.00027343	0.00046788	0.00039875	0.0021261	1.8035e-06	7.9141e-05	1.4526e-06	1.8775e-06	1.3973e-07	3.0151e-07	1.917e-08	1.1253e-07	2.0917e-08	5.8457e-08	1.9022e-08	6.2664e-08	1.4012e-08	3.4495e-08	6.2439e-09	1.7469e-08	2.0478e-09	6.6932e-09	3.4514e-09	9.9466e-09	3.2381e-09	8.6713e-09	1.9079e-09	1.0218e-08	2.1549e-09	1.2481e-08	2.3959e-09	5.9001e-09	1.4185e-09	1.4668e-08	1.3118e-09	3.928e-09	9.3605e-10	3.4879e-09	4.1319e-10	3.9312e-09	6.7626e-10	3.0663e-09	7.6576e-10	3.0677e-09	1.1613e-09	1.9279e-09	3.9394e-10	1.9519e-09	2.8491e-10	1.7775e-09	1.6019e-10	1.7784e-09	6.1466e-10	2.6389e-09	1.7363e-09	3.2982e-09	6.1524e-10	1.078e-09	3.3047e-10	3.0853e-09	1.6075e-10	1.7932e-10	1.0856e-10
1.07391	28.417	1.7823	0.0018583	0.00010121	0.0026966	0.036085	0.00414	0.037916	0.00026839	0.0055581	0.00084658	0.0079767	0.0011505	0.0048028	3.7425e-05	0.00036178	1.088e-05	1.5542e-05	4.187e-05	0.0007215	7.2742e-05	0.00028845	0.00028103	0.00048117	0.00040959	0.0021874	1.8649e-06	8.1502e-05	1.4946e-06	1.9317e-06	1.4374e-07	3.1015e-07	1.9719e-08	1.1576e-07	2.1516e-08	6.0133e-08	1.9567e-08	6.446e-08	1.4414e-08	3.5483e-08	6.4227e-09	1.7969e-08	2.1065e-09	6.885e-09	3.5503e-09	1.0232e-08	3.3309e-09	8.92e-09	1.9626e-09	1.0512e-08	2.2167e-09	1.2839e-08	2.4646e-09	6.0696e-09	1.4593e-09	1.509e-08	1.3495e-09	4.0408e-09	9.6291e-10	3.588e-09	4.2504e-10	4.0442e-09	6.9568e-10	3.1544e-09	7.8776e-10	3.1559e-09	1.1947e-09	1.9833e-09	4.0525e-10	2.008e-09	2.931e-10	1.8286e-09	1.648e-10	1.8295e-09	6.3234e-10	2.7148e-09	1.7863e-09	3.393e-09	6.3293e-10	1.109e-09	3.3997e-10	3.1741e-09	1.6537e-10	1.8448e-10	1.1169e-10
1.08884	29.45	1.8318	0.0019123	0.00010482	0.0027815	0.037113	0.0042682	0.038983	0.00027672	0.0057157	0.00087115	0.0082	0.0011831	0.0049397	3.8661e-05	0.00037298	1.1273e-05	1.6088e-05	4.3302e-05	0.00074257	7.4936e-05	0.00029699	0.00028881	0.00049478	0.00042068	0.0022503	1.928e-06	8.3925e-05	1.5376e-06	1.9873e-06	1.4784e-07	3.19e-07	2.0281e-08	1.1906e-07	2.213e-08	6.1851e-08	2.0126e-08	6.63e-08	1.4825e-08	3.6495e-08	6.606e-09	1.8482e-08	2.1666e-09	7.0816e-09	3.6516e-09	1.0524e-08	3.4259e-09	9.1748e-09	2.0187e-09	1.0812e-08	2.2801e-09	1.3207e-08	2.5351e-09	6.2432e-09	1.501e-09	1.5522e-08	1.3881e-09	4.1563e-09	9.9044e-10	3.6906e-09	4.3719e-10	4.1598e-09	7.1558e-10	3.2447e-09	8.103e-10	3.2462e-09	1.2289e-09	2.04e-09	4.1685e-10	2.0655e-09	3.0149e-10	1.881e-09	1.6952e-10	1.8819e-09	6.5044e-10	2.7926e-09	1.8374e-09	3.4902e-09	6.5105e-10	1.1408e-09	3.4971e-10	3.265e-09	1.7011e-10	1.8977e-10	1.1489e-10
1.10397	29.074	1.8113	0.0018973	0.00010463	0.0027635	0.036722	0.0042334	0.038559	0.00027471	0.0056558	0.00086302	0.0081112	0.0011713	0.0048876	3.8444e-05	0.00036994	1.1245e-05	1.6068e-05	4.3102e-05	0.00073525	7.4346e-05	0.00029457	0.00028593	0.00049006	0.00041626	0.0022296	1.9203e-06	8.3199e-05	1.5234e-06	1.969e-06	1.4644e-07	3.1598e-07	2.009e-08	1.1794e-07	2.1921e-08	6.1268e-08	1.9936e-08	6.5674e-08	1.4685e-08	3.6151e-08	6.5435e-09	1.8307e-08	2.1461e-09	7.0148e-09	3.6171e-09	1.0425e-08	3.3936e-09	9.0885e-09	1.9997e-09	1.071e-08	2.2587e-09	1.3083e-08	2.5113e-09	6.1847e-09	1.4869e-09	1.5376e-08	1.3751e-09	4.1174e-09	9.8114e-10	3.656e-09	4.3309e-10	4.1209e-09	7.0887e-10	3.2144e-09	8.0272e-10	3.2158e-09	1.2174e-09	2.0209e-09	4.1295e-10	2.0462e-09	2.9867e-10	1.8634e-09	1.6793e-10	1.8643e-09	6.4436e-10	2.7665e-09	1.8203e-09	3.4576e-09	6.4497e-10	1.1301e-09	3.4645e-10	3.2346e-09	1.6853e-10	1.8801e-10	1.1382e-10
1.11931	27.837	1.748	0.0018398	0.00010206	0.0026819	0.035464	0.0040984	0.037226	0.00026633	0.0054632	0.00083484	0.0078321	0.0011321	0.0047203	3.7324e-05	0.00035814	1.0953e-05	1.5694e-05	4.1886e-05	0.00071056	7.2042e-05	0.00028541	0.00027654	0.00047413	0.00040232	0.0021575	1.8683e-06	8.0541e-05	1.4742e-06	1.9054e-06	1.4167e-07	3.0571e-07	1.9437e-08	1.1411e-07	2.1208e-08	5.9277e-08	1.9288e-08	6.354e-08	1.4207e-08	3.4975e-08	6.3307e-09	1.7712e-08	2.0764e-09	6.7867e-09	3.4995e-09	1.0086e-08	3.2833e-09	8.7932e-09	1.9348e-09	1.0363e-08	2.1854e-09	1.2659e-08	2.4298e-09	5.9841e-09	1.4387e-09	1.4878e-08	1.3305e-09	3.9838e-09	9.4929e-10	3.5373e-09	4.1902e-10	3.9872e-09	6.8586e-10	3.1101e-09	7.7668e-10	3.1116e-09	1.1779e-09	1.9554e-09	3.9956e-10	1.9798e-09	2.8899e-10	1.803e-09	1.6249e-10	1.8039e-09	6.2347e-10	2.6768e-09	1.7613e-09	3.3456e-09	6.2407e-10	1.0935e-09	3.3523e-10	3.1298e-09	1.6306e-10	1.8192e-10	1.1014e-10
1.13487	26.646	1.6867	0.0017836	9.9527e-05	0.002602	0.034242	0.0039668	0.035932	0.00025814	0.0052761	0.0008074	0.007561	0.0010941	0.0045577	3.6228e-05	0.00034664	1.0666e-05	1.5326e-05	4.0694e-05	0.00068656	6.9794e-05	0.00027646	0.0002674	0.00045861	0.00038872	0.0020874	1.817e-06	7.7951e-05	1.4259e-06	1.8433e-06	1.3704e-07	2.957e-07	1.8801e-08	1.1038e-07	2.0515e-08	5.7339e-08	1.8658e-08	6.1462e-08	1.3743e-08	3.3831e-08	6.1236e-09	1.7133e-08	2.0084e-09	6.5647e-09	3.385e-09	9.7561e-09	3.1759e-09	8.5058e-09	1.8715e-09	1.0024e-08	2.114e-09	1.2246e-08	2.3504e-09	5.7887e-09	1.3917e-09	1.4392e-08	1.287e-09	3.8537e-09	9.1828e-10	3.4218e-09	4.0533e-10	3.857e-09	6.6347e-10	3.0086e-09	7.5133e-10	3.01e-09	1.1395e-09	1.8916e-09	3.8652e-10	1.9152e-09	2.7956e-10	1.7442e-09	1.5719e-10	1.7451e-09	6.0314e-10	2.5896e-09	1.7038e-09	3.2365e-09	6.0371e-10	1.0579e-09	3.243e-10	3.0278e-09	1.5775e-10	1.7599e-10	1.0655e-10
1.15064	25.498	1.6272	0.0017289	9.7049e-05	0.0025241	0.033058	0.0038389	0.034678	0.00025018	0.0050946	0.00078076	0.0072982	0.0010571	0.0044001	3.5161e-05	0.00033546	1.0385e-05	1.4966e-05	3.9533e-05	0.00066327	6.7607e-05	0.00026769	0.00025853	0.00044349	0.00037552	0.0020193	1.7667e-06	7.5434e-05	1.379e-06	1.7827e-06	1.3253e-07	2.8599e-07	1.8183e-08	1.0675e-07	1.9841e-08	5.5457e-08	1.8045e-08	5.9444e-08	1.3291e-08	3.272e-08	5.9224e-09	1.657e-08	1.9425e-09	6.3492e-09	3.2739e-09	9.4357e-09	3.0716e-09	8.2267e-09	1.8101e-09	9.6953e-09	2.0447e-09	1.1845e-08	2.2733e-09	5.599e-09	1.3461e-09	1.3921e-08	1.2449e-09	3.7273e-09	8.8817e-10	3.3096e-09	3.9204e-10	3.7306e-09	6.4172e-10	2.9101e-09	7.2671e-10	2.9114e-09	1.1021e-09	1.8296e-09	3.7385e-10	1.8525e-09	2.704e-10	1.6871e-09	1.5204e-10	1.6879e-09	5.8338e-10	2.5048e-09	1.648e-09	3.1305e-09	5.8394e-10	1.0232e-09	3.1368e-10	2.9287e-09	1.5258e-10	1.7024e-10	1.0307e-10
1.16663	24.394	1.5695	0.0016756	9.4609e-05	0.0024475	0.031908	0.0037143	0.033461	0.0002424	0.0049184	0.00075485	0.0070431	0.0010213	0.004247	3.4117e-05	0.00032457	1.0109e-05	1.4612e-05	3.8395e-05	0.00064064	6.5476e-05	0.00025914	0.0002499	0.00042871	0.00036271	0.0019528	1.7174e-06	7.2984e-05	1.3334e-06	1.7237e-06	1.2815e-07	2.7654e-07	1.7582e-08	1.0323e-07	1.9185e-08	5.3626e-08	1.7449e-08	5.748e-08	1.2852e-08	3.1639e-08	5.7267e-09	1.6023e-08	1.8783e-09	6.1394e-09	3.1657e-09	9.1241e-09	2.9701e-09	7.9551e-09	1.7503e-09	9.3754e-09	1.9772e-09	1.1454e-08	2.1984e-09	5.4144e-09	1.3017e-09	1.3462e-08	1.2038e-09	3.6044e-09	8.5887e-10	3.2004e-09	3.791e-10	3.6076e-09	6.2055e-10	2.8142e-09	7.0276e-10	2.8155e-09	1.0658e-09	1.7693e-09	3.6153e-10	1.7915e-09	2.6149e-10	1.6315e-09	1.4703e-10	1.6323e-09	5.6417e-10	2.4223e-09	1.5937e-09	3.0274e-09	5.6471e-10	9.8952e-10	3.0336e-10	2.8323e-09	1.4756e-10	1.6462e-10	9.9654e-11
