"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	2.0088e+06	128680	1530.5	401.05	3345.1	0.15251	699.52	57.795	685.05	62.907	1263	0.82669	357.98	0.63803	6.9171	1.3974	184.71	0.30995	4.6673	0.43875	17.571	6.0607	1081.7	14.372	35.078	0.34828	0.86887	0.058098	0.14738	0.0089332	0.090951	0.012173	0.061821	0.0093324	0.031356	0.0063007	0.015894	0.001279	0.0064671	0.0029657	0.00066342	0.0020144	0.00067512	0.0023978	0.00031072	0.0069926	0.0004942	0.010787	0.0021519	0.0098224	0.00073136	0.0074156	0.00074524	0.001871	0.00029995	0.0015158	0.00038589	0.00015511	0.000788	0.00011879	0.00080007	0.00016112	0.00040546	8.1484e-05	0.00037117	8.2945e-05	0.00033486	3.793e-05	0.00042508	8.5586e-05	0.0012974	0.0013041	0.0026283	0.00044061	0.000445	0.00040424	0.0045235	0.00027263	9.6198e-05	5.8473e-05
1.01623	1.9867e+06	126890	1509.2	395.46	3299	0.15041	689.84	56.997	675.57	62.044	1245.5	0.81522	353.03	0.62925	6.8223	1.3782	182.18	0.30568	4.6032	0.43271	17.329	5.9772	1066.8	14.172	34.592	0.34345	0.85685	0.057298	0.14533	0.00881	0.089682	0.012003	0.060966	0.009202	0.030919	0.0062128	0.015675	0.0012614	0.0063779	0.0029253	0.00065435	0.0019871	0.00066594	0.0023649	0.00030651	0.0068975	0.00048749	0.010643	0.0021232	0.0096919	0.00072165	0.0073179	0.00073545	0.0018465	0.00029602	0.0014958	0.00038086	0.00015309	0.00077779	0.00011725	0.00078968	0.00015903	0.00040023	8.0451e-05	0.00036648	8.1868e-05	0.00033058	3.7456e-05	0.00041974	8.4507e-05	0.0012808	0.0012877	0.0025962	0.00043523	0.00043934	0.00039912	0.0044675	0.00026927	9.4998e-05	5.7716e-05
1.03036	1.9647e+06	125110	1488.1	389.93	3253.3	0.14832	680.25	56.204	666.19	61.189	1228.3	0.80386	348.14	0.62057	6.7285	1.3591	179.67	0.30145	4.5393	0.42673	17.088	5.8943	1052	13.975	34.11	0.33868	0.84495	0.056506	0.14331	0.0086879	0.088424	0.011835	0.060109	0.0090729	0.030486	0.0061257	0.015457	0.001244	0.0062897	0.0028852	0.00064535	0.0019601	0.00065678	0.0023324	0.00030235	0.0068034	0.00048087	0.0105	0.0020947	0.0095627	0.00071201	0.0072209	0.00072575	0.0018221	0.00029213	0.001476	0.00037588	0.00015109	0.00076767	0.00011572	0.00077938	0.00015697	0.00039513	7.9427e-05	0.00036172	8.08e-05	0.00032635	3.6988e-05	0.00041444	8.342e-05	0.0012644	0.0012717	0.0025644	0.00042975	0.0004337	0.00039406	0.0044123	0.00026599	9.3788e-05	5.6965e-05
1.04467	1.9429e+06	123350	1467.2	384.45	3208	0.14626	670.75	55.419	656.9	60.343	1211.2	0.79261	343.29	0.61196	6.6354	1.3403	177.17	0.29725	4.476	0.42078	16.85	5.8119	1037.4	13.779	33.632	0.33394	0.83317	0.055721	0.14131	0.0085671	0.08718	0.011669	0.05926	0.0089451	0.030056	0.0060406	0.015242	0.0012267	0.0062032	0.0028453	0.00063645	0.0019332	0.0006477	0.0023004	0.00029821	0.0067101	0.00047435	0.010359	0.0020665	0.0094343	0.00070245	0.0071252	0.00071614	0.0017981	0.00028828	0.0014565	0.00037095	0.00014911	0.00075762	0.00011419	0.00076918	0.00015492	0.00039007	7.8411e-05	0.00035698	7.9752e-05	0.00032223	3.6518e-05	0.00040916	8.2338e-05	0.0012484	0.001256	0.0025323	0.00042426	0.00042813	0.00038914	0.004358	0.00026271	9.2573e-05	5.6227e-05
1.05919	1.9213e+06	121610	1446.6	379.03	3163	0.1442	661.35	54.641	647.71	59.505	1194.2	0.78147	338.49	0.60343	6.5425	1.3216	174.69	0.29309	4.4134	0.41488	16.615	5.7304	1022.9	13.585	33.159	0.32924	0.82148	0.054945	0.13933	0.0084477	0.085947	0.011504	0.05842	0.0088185	0.029631	0.0059561	0.01503	0.0012096	0.0061176	0.0028058	0.00062767	0.0019063	0.00063868	0.0022688	0.00029409	0.0066177	0.00046788	0.010219	0.0020386	0.009307	0.00069303	0.0070303	0.00070663	0.0017742	0.00028444	0.001437	0.00036606	0.00014716	0.00074758	0.00011269	0.00075908	0.00015292	0.00038505	7.7401e-05	0.00035229	7.8716e-05	0.00031816	3.6052e-05	0.00040382	8.1267e-05	0.0012328	0.0012404	0.0024998	0.00041876	0.00042263	0.00038428	0.0043041	0.00025941	9.1369e-05	5.5499e-05
1.07391	1.8999e+06	119890	1426.1	373.66	3118.5	0.14217	652.03	53.872	638.6	58.662	1177.4	0.77045	333.74	0.59498	6.4504	1.3032	172.23	0.28897	4.3514	0.40903	16.382	5.6496	1008.6	13.393	32.69	0.32459	0.80991	0.054177	0.13737	0.0083295	0.084727	0.011341	0.057589	0.0086932	0.029215	0.0058724	0.014819	0.0011926	0.0060329	0.0027667	0.00061899	0.0018797	0.00062975	0.0022376	0.00029001	0.0065261	0.00046145	0.01008	0.0020109	0.0091809	0.00068371	0.0069363	0.00069721	0.0017505	0.00028062	0.0014177	0.00036122	0.00014522	0.00073765	0.00011119	0.00074909	0.00015094	0.00038007	7.6395e-05	0.00034768	7.7693e-05	0.00031407	3.5588e-05	0.00039853	8.0209e-05	0.0012175	0.0012248	0.0024674	0.00041331	0.00041722	0.0003795	0.00425	0.00025611	9.0155e-05	5.4778e-05
1.08884	1.8787e+06	118180	1405.8	368.35	3074.4	0.14015	642.78	53.11	629.58	57.826	1160.8	0.75954	329.02	0.58662	6.3593	1.2849	169.8	0.28488	4.29	0.40325	16.151	5.5697	994.36	13.203	32.225	0.31999	0.79846	0.053408	0.13543	0.008212	0.08352	0.011179	0.056766	0.0085691	0.028802	0.0057894	0.01461	0.0011757	0.0059489	0.002728	0.0006104	0.0018533	0.0006209	0.0022064	0.00028597	0.006436	0.00045512	0.0099433	0.0019835	0.0090567	0.00067447	0.0068433	0.00068784	0.0017268	0.00027684	0.0013985	0.00035644	0.00014329	0.00072783	0.00010971	0.0007393	0.00014898	0.00037514	7.5378e-05	0.00034312	7.6699e-05	0.00031002	3.5122e-05	0.00039329	7.9177e-05	0.0012022	0.0012089	0.002435	0.00040792	0.00041193	0.00037475	0.0041957	0.00025277	8.8963e-05	5.4063e-05
1.10397	1.8576e+06	116490	1385.8	363.09	3030.4	0.13815	633.63	52.356	620.65	56.999	1144.4	0.74874	324.33	0.57829	6.2688	1.2666	167.39	0.28084	4.229	0.39752	15.921	5.4906	980.25	13.015	31.766	0.31543	0.78712	0.052647	0.13351	0.0080941	0.082324	0.011021	0.055951	0.0084461	0.028393	0.0057074	0.014403	0.0011591	0.0058652	0.0026899	0.0006019	0.0018271	0.00061215	0.0021755	0.00028197	0.006347	0.00044888	0.0098071	0.0019564	0.0089337	0.00066532	0.0067512	0.0006785	0.0017034	0.00027309	0.0013797	0.00035168	0.00014137	0.0007181	0.00010825	0.00072964	0.00014703	0.00037013	7.4369e-05	0.00033865	7.5712e-05	0.00030599	3.4657e-05	0.00038814	7.8173e-05	0.0011867	0.0011931	0.0024031	0.00040261	0.0004067	0.00036999	0.004141	0.00024945	8.7787e-05	5.3355e-05
1.11931	1.8368e+06	114820	1366	357.88	2986.8	0.13618	624.57	51.61	611.79	56.18	1128.1	0.73806	319.68	0.57003	6.1791	1.2485	165.01	0.27684	4.1685	0.39185	15.693	5.4123	966.27	12.829	31.311	0.31092	0.7759	0.051894	0.13161	0.0079772	0.081143	0.010863	0.055145	0.0083246	0.027988	0.0056261	0.014198	0.0011428	0.0057824	0.0026522	0.00059341	0.0018012	0.00060348	0.0021449	0.00027801	0.0062586	0.00044268	0.0096721	0.0019295	0.0088116	0.00065627	0.0066592	0.00066927	0.0016803	0.00026937	0.0013611	0.00034696	0.00013947	0.00070845	0.0001068	0.00072005	0.00014511	0.00036515	7.3377e-05	0.00033429	7.4725e-05	0.00030194	3.4196e-05	0.00038309	7.7181e-05	0.0011711	0.0011773	0.0023716	0.00039741	0.00040157	0.00036521	0.0040862	0.00024615	8.6629e-05	5.2648e-05
1.13487	1.8161e+06	113170	1346.3	352.73	2943.6	0.13422	615.6	50.871	603.01	55.37	1112	0.72749	315.09	0.56183	6.0904	1.2307	162.65	0.27288	4.1086	0.38623	15.468	5.3346	952.39	12.644	30.86	0.30645	0.76479	0.051148	0.12973	0.0078616	0.079981	0.010705	0.054346	0.0082055	0.027588	0.0055456	0.013994	0.0011267	0.0057003	0.0026148	0.00058496	0.0017755	0.00059495	0.0021146	0.00027409	0.0061709	0.00043654	0.0095384	0.0019028	0.008691	0.00064731	0.006568	0.00066012	0.0016573	0.00026567	0.0013427	0.00034228	0.00013758	0.00069892	0.00010538	0.00071054	0.00014315	0.00036023	7.2399e-05	0.00032992	7.3746e-05	0.0002979	3.374e-05	0.0003782	7.6198e-05	0.0011555	0.0011616	0.0023405	0.0003923	0.00039646	0.00036039	0.0040318	0.00024289	8.5479e-05	5.1941e-05
1.15064	1.7956e+06	111530	1326.9	347.63	2901	0.13229	606.73	50.14	594.33	54.568	1096	0.71703	310.54	0.55372	6.0026	1.2129	160.31	0.26896	4.0493	0.38064	15.245	5.2573	938.6	12.461	30.413	0.30203	0.75379	0.050411	0.12787	0.0077471	0.078819	0.010549	0.053555	0.0080874	0.027191	0.0054659	0.013795	0.0011107	0.0056189	0.0025779	0.00057659	0.0017501	0.00058654	0.0020846	0.0002702	0.0060848	0.00043046	0.0094066	0.0018764	0.0085717	0.00063843	0.0064777	0.00065104	0.0016344	0.00026203	0.0013245	0.00033763	0.0001357	0.00068948	0.00010398	0.00070112	0.00014121	0.0003554	7.1433e-05	0.00032557	7.2771e-05	0.0002939	3.3297e-05	0.00037335	7.52e-05	0.0011401	0.0011462	0.0023102	0.00038727	0.00039131	0.00035558	0.0039781	0.00023972	8.4342e-05	5.1237e-05
1.16663	1.7752e+06	109910	1307.7	342.59	2858.7	0.13037	597.95	49.416	585.74	53.775	1080.1	0.70664	306.04	0.54569	5.9157	1.1953	158	0.26506	3.9906	0.37511	15.023	5.1809	924.96	12.279	29.971	0.29765	0.7429	0.04968	0.12601	0.0076338	0.077663	0.010394	0.052775	0.0079704	0.026799	0.005387	0.013598	0.0010948	0.0055383	0.0025408	0.00056829	0.0017252	0.00057822	0.0020548	0.00026638	0.0059996	0.00042443	0.0092763	0.0018503	0.0084535	0.00062966	0.0063882	0.00064201	0.0016119	0.00025844	0.0013064	0.00033298	0.00013385	0.00068027	0.00010259	0.00069162	0.00013928	0.00035061	7.0492e-05	0.00032126	7.179e-05	0.00028994	3.2864e-05	0.00036854	7.4199e-05	0.0011248	0.001131	0.0022802	0.00038229	0.00038618	0.0003508	0.0039257	0.00023657	8.3211e-05	5.0547e-05
1.18284	1.755e+06	108310	1288.6	337.6	2816.9	0.12847	589.26	48.7	577.23	52.99	1064.5	0.69632	301.58	0.53775	5.8298	1.178	155.71	0.2612	3.9323	0.36964	14.804	5.1051	911.44	12.1	29.532	0.29332	0.73213	0.048958	0.12416	0.0075218	0.076519	0.010241	0.052009	0.0078546	0.02641	0.0053087	0.013403	0.001079	0.0054583	0.0025041	0.00056007	0.0017006	0.00056993	0.0020254	0.00026261	0.0059151	0.00041848	0.009147	0.0018246	0.0083364	0.00062097	0.0062994	0.00063311	0.0015897	0.00025489	0.0012886	0.00032841	0.00013201	0.00067114	0.00010122	0.00068212	0.0001374	0.00034593	6.9563e-05	0.00031695	7.0815e-05	0.00028609	3.2438e-05	0.00036364	7.3198e-05	0.0011098	0.0011162	0.0022508	0.00037733	0.00038097	0.00034608	0.0038739	0.00023346	8.2084e-05	4.9865e-05
1.19928	1.735e+06	106720	1269.8	332.66	2775.6	0.1266	580.66	47.988	568.82	52.213	1048.9	0.68611	297.18	0.52989	5.7447	1.1608	153.45	0.25738	3.8747	0.36421	14.587	5.0302	898.06	11.922	29.099	0.28903	0.72147	0.048243	0.12232	0.0074109	0.075387	0.01009	0.051249	0.00774	0.026025	0.0052312	0.01321	0.0010634	0.0053793	0.0024677	0.00055193	0.0016762	0.00056171	0.0019963	0.00025886	0.0058314	0.00041259	0.0090191	0.001799	0.0082208	0.00061228	0.0062111	0.00062435	0.0015678	0.00025137	0.0012709	0.00032388	0.00013019	0.0006621	9.9852e-05	0.00067272	0.00013553	0.00034136	6.8631e-05	0.00031262	6.985e-05	0.00028233	3.2016e-05	0.00035875	7.2203e-05	0.0010951	0.0011016	0.0022216	0.00037233	0.0003758	0.00034147	0.0038225	0.00023042	8.0955e-05	4.9169e-05
1.21595	1.7152e+06	105150	1251.2	327.77	2734.7	0.12474	572.15	47.282	560.5	51.445	1033.4	0.67601	292.82	0.52211	5.6605	1.1438	151.21	0.2536	3.8176	0.35883	14.373	4.9559	884.83	11.747	28.67	0.28479	0.71093	0.047537	0.12051	0.0073012	0.074268	0.0099403	0.050497	0.0076266	0.025643	0.0051553	0.013018	0.0010479	0.0053013	0.0024317	0.00054388	0.0016519	0.00055357	0.0019676	0.00025515	0.0057486	0.00040673	0.0088927	0.0017738	0.0081059	0.00060368	0.0061245	0.00061568	0.001546	0.00024789	0.0012533	0.00031939	0.0001284	0.00065311	9.8486e-05	0.0006635	0.0001337	0.00033677	6.7708e-05	0.00030833	6.8897e-05	0.00027863	3.1589e-05	0.00035385	7.1222e-05	0.0010806	0.0010872	0.0021921	0.00036733	0.00037067	0.00033691	0.0037724	0.00022735	7.9839e-05	4.8471e-05
1.23285	1.6956e+06	103600	1232.7	322.94	2694.2	0.12289	563.68	46.584	552.26	50.685	1018.1	0.66602	288.5	0.51441	5.5773	1.1269	148.99	0.24986	3.7612	0.35351	14.16	4.8824	871.73	11.572	28.245	0.28058	0.70043	0.046838	0.11871	0.0071926	0.07316	0.0097922	0.049753	0.0075143	0.025264	0.0050803	0.012827	0.0010326	0.0052243	0.002396	0.00053592	0.0016279	0.00054551	0.0019393	0.0002515	0.0056666	0.00040094	0.0087676	0.0017488	0.0079913	0.00059518	0.0060389	0.00060709	0.0015245	0.00024446	0.0012358	0.00031495	0.00012662	0.00064424	9.7113e-05	0.00065438	0.00013191	0.00033222	6.679e-05	0.00030409	6.7968e-05	0.00027496	3.1161e-05	0.00034899	7.0255e-05	0.0010663	0.0010729	0.0021627	0.0003623	0.00036562	0.0003324	0.0037221	0.00022429	7.8743e-05	4.7777e-05
1.24998	1.6761e+06	102070	1214.5	318.16	2654.2	0.12107	555.31	45.89	544.11	49.933	1003	0.65613	284.24	0.5068	5.4946	1.1103	146.78	0.24614	3.7053	0.34825	13.95	4.8097	858.78	11.4	27.824	0.27643	0.69001	0.046147	0.11693	0.0070858	0.072065	0.0096455	0.049016	0.0074031	0.024894	0.005006	0.012639	0.0010174	0.0051482	0.0023607	0.0005281	0.0016041	0.00053754	0.0019112	0.00024789	0.0055856	0.0003952	0.0086437	0.0017241	0.0078781	0.00058674	0.0059542	0.00059859	0.0015033	0.00024104	0.0012185	0.00031057	0.00012488	0.00063522	9.5753e-05	0.00064542	0.00013012	0.0003277	6.5867e-05	0.00029993	6.7062e-05	0.00027126	3.0732e-05	0.00034421	6.9305e-05	0.0010523	0.0010586	0.002133	0.0003573	0.00036069	0.000328	0.0036718	0.00022127	7.7648e-05	4.7097e-05
