"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	22.022	1.4144	0.0014691	7.7355e-05	0.0021044	0.028537	0.0032349	0.030037	0.00020982	0.004399	0.00066821	0.0063247	0.00091074	0.0037982	2.8961e-05	0.00028268	8.296e-06	1.193e-05	3.2219e-05	0.00056863	5.7123e-05	0.00022717	0.00022352	0.00038144	0.0003267	0.0017298	1.4389e-06	6.412e-05	1.1822e-06	1.5279e-06	1.1377e-07	2.4561e-07	1.5616e-08	9.1765e-08	1.7044e-08	4.767e-08	1.5511e-08	5.1091e-08	1.1417e-08	2.8107e-08	5.0858e-09	1.4235e-08	1.6685e-09	5.456e-09	2.8127e-09	8.1112e-09	2.6394e-09	7.0711e-09	1.5558e-09	8.3324e-09	1.7572e-09	1.0177e-08	1.9536e-09	4.8109e-09	1.1567e-09	1.196e-08	1.0696e-09	3.2029e-09	7.6328e-10	2.844e-09	3.3693e-10	3.2055e-09	5.5143e-10	2.5002e-09	6.2439e-10	2.5013e-09	9.4689e-10	1.5719e-09	3.2121e-10	1.5915e-09	2.3231e-10	1.4493e-09	1.3062e-10	1.45e-09	5.0117e-10	2.1516e-09	1.4157e-09	2.6891e-09	5.0163e-10	8.7894e-10	2.6944e-10	2.5155e-09	1.3106e-10	1.462e-10	8.8509e-11
1.01623	22.783	1.4525	0.0015106	8.0083e-05	0.0021691	0.029327	0.0033324	0.030858	0.00021617	0.0045202	0.00068709	0.0064967	0.00093591	0.0039034	2.9895e-05	0.00029121	8.5892e-06	1.2341e-05	3.3295e-05	0.00058477	5.8803e-05	0.00023374	0.00022954	0.00039194	0.0003353	0.0017783	1.4865e-06	6.5976e-05	1.2154e-06	1.5707e-06	1.1696e-07	2.525e-07	1.6054e-08	9.4305e-08	1.7523e-08	4.899e-08	1.5942e-08	5.2515e-08	1.1738e-08	2.8896e-08	5.2285e-09	1.4635e-08	1.7154e-09	5.6092e-09	2.8916e-09	8.3357e-09	2.7135e-09	7.2669e-09	1.5989e-09	8.5632e-09	1.8058e-09	1.0459e-08	2.0078e-09	4.9443e-09	1.1887e-09	1.2292e-08	1.0993e-09	3.2917e-09	7.8443e-10	2.9229e-09	3.4626e-10	3.2944e-09	5.6672e-10	2.5696e-09	6.4171e-10	2.5707e-09	9.7316e-10	1.6155e-09	3.3012e-10	1.6357e-09	2.3876e-10	1.4896e-09	1.3424e-10	1.4903e-09	5.1508e-10	2.2114e-09	1.455e-09	2.7638e-09	5.1556e-10	9.0335e-10	2.7692e-10	2.5854e-09	1.347e-10	1.5026e-10	9.097e-11
1.03036	23.578	1.4921	0.0015537	8.2929e-05	0.0022363	0.030147	0.0034338	0.03171	0.00022277	0.004646	0.00070669	0.0066752	0.00096202	0.0040126	3.0868e-05	0.00030007	8.8952e-06	1.2769e-05	3.4417e-05	0.00060153	6.0548e-05	0.00024055	0.00023578	0.00040283	0.00034422	0.0018285	1.5362e-06	6.7904e-05	1.2497e-06	1.6151e-06	1.2027e-07	2.5965e-07	1.6509e-08	9.694e-08	1.8019e-08	5.0359e-08	1.6387e-08	5.3982e-08	1.207e-08	2.9715e-08	5.3766e-09	1.5048e-08	1.764e-09	5.7659e-09	2.9732e-09	8.5686e-09	2.7895e-09	7.47e-09	1.6436e-09	8.8027e-09	1.8564e-09	1.0752e-08	2.0639e-09	5.0827e-09	1.222e-09	1.2636e-08	1.1301e-09	3.3838e-09	8.0637e-10	3.0047e-09	3.5595e-10	3.3866e-09	5.8258e-10	2.6415e-09	6.5968e-10	2.6427e-09	1.0004e-09	1.6608e-09	3.3936e-10	1.6815e-09	2.4544e-10	1.5313e-09	1.38e-10	1.532e-09	5.2951e-10	2.2733e-09	1.4958e-09	2.8413e-09	5.3001e-10	9.2867e-10	2.8469e-10	2.6579e-09	1.3848e-10	1.5448e-10	9.3524e-11
1.04467	24.414	1.5334	0.0015986	8.5914e-05	0.0023066	0.031002	0.0035398	0.032598	0.00022967	0.0047773	0.00072715	0.0068613	0.00098925	0.0041265	3.1887e-05	0.00030933	9.2163e-06	1.3218e-05	3.5593e-05	0.00061903	6.2371e-05	0.00024766	0.0002423	0.00041419	0.00035351	0.0018809	1.5881e-06	6.9916e-05	1.2856e-06	1.6614e-06	1.2373e-07	2.671e-07	1.6982e-08	9.9687e-08	1.8529e-08	5.1786e-08	1.6851e-08	5.5512e-08	1.2413e-08	3.0557e-08	5.5311e-09	1.5475e-08	1.8141e-09	5.9293e-09	3.0574e-09	8.8114e-09	2.8685e-09	7.6818e-09	1.6902e-09	9.0524e-09	1.909e-09	1.1057e-08	2.1225e-09	5.2271e-09	1.2567e-09	1.2995e-08	1.1622e-09	3.4799e-09	8.2925e-10	3.09e-09	3.6604e-10	3.4828e-09	5.9912e-10	2.7166e-09	6.7842e-10	2.7178e-09	1.0288e-09	1.708e-09	3.49e-10	1.7293e-09	2.5242e-10	1.5748e-09	1.4193e-10	1.5756e-09	5.4457e-10	2.338e-09	1.5383e-09	2.9221e-09	5.4507e-10	9.5508e-10	2.9278e-10	2.7335e-09	1.4242e-10	1.5888e-10	9.6187e-11
1.05919	25.281	1.5759	0.0016448	8.9e-05	0.0023792	0.031883	0.0036491	0.033513	0.00023679	0.0049124	0.00074822	0.0070529	0.0010173	0.0042437	3.2939e-05	0.00031889	9.549e-06	1.3682e-05	3.6808e-05	0.00063706	6.4249e-05	0.00025499	0.00024899	0.00042588	0.00036306	0.0019349	1.6419e-06	7.199e-05	1.3225e-06	1.7092e-06	1.2729e-07	2.7467e-07	1.7463e-08	1.0252e-07	1.9055e-08	5.3256e-08	1.7329e-08	5.7086e-08	1.2765e-08	3.1424e-08	5.6879e-09	1.5914e-08	1.8655e-09	6.0975e-09	3.1441e-09	9.0614e-09	2.9499e-09	7.8999e-09	1.7382e-09	9.3096e-09	1.9633e-09	1.1372e-08	2.1828e-09	5.3757e-09	1.2924e-09	1.3365e-08	1.1952e-09	3.5788e-09	8.5281e-10	3.1778e-09	3.7644e-10	3.5818e-09	6.1614e-10	2.7938e-09	6.9771e-10	2.7951e-09	1.0581e-09	1.7566e-09	3.5893e-10	1.7785e-09	2.596e-10	1.6196e-09	1.4596e-10	1.6204e-09	5.6006e-10	2.4045e-09	1.5821e-09	3.0052e-09	5.6059e-10	9.8227e-10	3.0112e-10	2.8114e-09	1.4648e-10	1.634e-10	9.8929e-11
1.07391	26.19	1.62	0.0016929	9.2195e-05	0.0024548	0.032799	0.0037631	0.034463	0.00024421	0.0050529	0.00077014	0.0072521	0.0010465	0.0043657	3.4038e-05	0.00032885	9.897e-06	1.4168e-05	3.8078e-05	0.00065582	6.6206e-05	0.00026262	0.00025596	0.00043804	0.00037298	0.001991	1.698e-06	7.4148e-05	1.3609e-06	1.7588e-06	1.3094e-07	2.8254e-07	1.7964e-08	1.0546e-07	1.9601e-08	5.4784e-08	1.7826e-08	5.8723e-08	1.3131e-08	3.2324e-08	5.8509e-09	1.637e-08	1.919e-09	6.2723e-09	3.2343e-09	9.3213e-09	3.0344e-09	8.1266e-09	1.7881e-09	9.5769e-09	2.0197e-09	1.1699e-08	2.2455e-09	5.5302e-09	1.3296e-09	1.3749e-08	1.2296e-09	3.6816e-09	8.773e-10	3.269e-09	3.8725e-10	3.6847e-09	6.3385e-10	2.8742e-09	7.1777e-10	2.8755e-09	1.0885e-09	1.8071e-09	3.6925e-10	1.8296e-09	2.6706e-10	1.6662e-09	1.5016e-10	1.667e-09	5.7617e-10	2.4737e-09	1.6276e-09	3.0917e-09	5.7672e-10	1.0105e-09	3.0979e-10	2.8923e-09	1.5069e-10	1.6811e-10	1.0178e-10
1.08884	27.131	1.6653	0.0017422	9.5486e-05	0.0025324	0.033738	0.00388	0.035438	0.00025182	0.0051969	0.00079261	0.0074561	0.0010763	0.0044907	3.5167e-05	0.00033907	1.0256e-05	1.4668e-05	3.9385e-05	0.00067506	6.8212e-05	0.00027044	0.00026308	0.00045049	0.00038314	0.0020486	1.7557e-06	7.6362e-05	1.4003e-06	1.8096e-06	1.3467e-07	2.906e-07	1.8476e-08	1.0847e-07	2.0161e-08	5.6349e-08	1.8335e-08	6.0401e-08	1.3505e-08	3.3247e-08	6.0179e-09	1.6837e-08	1.9738e-09	6.4514e-09	3.3266e-09	9.5876e-09	3.1211e-09	8.3588e-09	1.8392e-09	9.8507e-09	2.0774e-09	1.2034e-08	2.3098e-09	5.6885e-09	1.3676e-09	1.4143e-08	1.2648e-09	3.787e-09	9.024e-10	3.3626e-09	3.9833e-10	3.7902e-09	6.5199e-10	2.9565e-09	7.3832e-10	2.9579e-09	1.1197e-09	1.8588e-09	3.7982e-10	1.882e-09	2.7471e-10	1.714e-09	1.5446e-10	1.7148e-09	5.9268e-10	2.5446e-09	1.6743e-09	3.1803e-09	5.9324e-10	1.0395e-09	3.1867e-10	2.9752e-09	1.5501e-10	1.7294e-10	1.047e-10
1.10397	26.774	1.6468	0.0017285	9.5318e-05	0.0025164	0.033387	0.0038489	0.035057	0.00025003	0.0051431	0.00078531	0.0073763	0.0010657	0.004444	3.4974e-05	0.00033636	1.0232e-05	1.465e-05	3.9209e-05	0.00066849	6.7684e-05	0.00026827	0.00026047	0.00044626	0.00037917	0.0020299	1.7489e-06	7.5713e-05	1.3876e-06	1.7932e-06	1.334e-07	2.8786e-07	1.8302e-08	1.0745e-07	1.9971e-08	5.5819e-08	1.8163e-08	5.9832e-08	1.3378e-08	3.2934e-08	5.9612e-09	1.6678e-08	1.9552e-09	6.3907e-09	3.2953e-09	9.4974e-09	3.0917e-09	8.2803e-09	1.8219e-09	9.7584e-09	2.058e-09	1.1921e-08	2.2881e-09	5.6353e-09	1.3548e-09	1.4011e-08	1.2529e-09	3.7515e-09	8.9394e-10	3.3311e-09	3.9459e-10	3.7548e-09	6.4588e-10	2.9289e-09	7.3142e-10	2.9303e-09	1.1093e-09	1.8415e-09	3.7627e-10	1.8645e-09	2.7215e-10	1.698e-09	1.5302e-10	1.6988e-09	5.8716e-10	2.5209e-09	1.6587e-09	3.1507e-09	5.8772e-10	1.0298e-09	3.1571e-10	2.9476e-09	1.5357e-10	1.7133e-10	1.0373e-10
1.11931	25.624	1.5895	0.0016761	9.2978e-05	0.0024424	0.032248	0.0037267	0.03385	0.00024243	0.0049687	0.00075977	0.0071234	0.0010302	0.0042924	3.396e-05	0.00032567	9.9675e-06	1.4309e-05	3.8108e-05	0.00064614	6.5596e-05	0.00025996	0.00025192	0.00043181	0.0003665	0.0019646	1.7018e-06	7.3304e-05	1.3429e-06	1.7355e-06	1.2907e-07	2.7851e-07	1.7707e-08	1.0396e-07	1.9322e-08	5.4006e-08	1.7573e-08	5.7889e-08	1.2943e-08	3.1864e-08	5.7674e-09	1.6136e-08	1.8916e-09	6.183e-09	3.1882e-09	9.1889e-09	2.9912e-09	8.0115e-09	1.7627e-09	9.4417e-09	1.9912e-09	1.1535e-08	2.2139e-09	5.4526e-09	1.3109e-09	1.3557e-08	1.2123e-09	3.6299e-09	8.6494e-10	3.223e-09	3.8179e-10	3.633e-09	6.2493e-10	2.834e-09	7.0771e-10	2.8353e-09	1.0733e-09	1.7818e-09	3.6407e-10	1.8041e-09	2.6333e-10	1.643e-09	1.4807e-10	1.6438e-09	5.6813e-10	2.4393e-09	1.6049e-09	3.0486e-09	5.6868e-10	9.9647e-10	3.0548e-10	2.8521e-09	1.486e-10	1.6579e-10	1.0037e-10
1.13487	24.517	1.5339	0.001625	9.0671e-05	0.00237	0.031141	0.0036075	0.032678	0.00023501	0.0047991	0.00073491	0.0068778	0.0009957	0.0041451	3.2968e-05	0.00031525	9.7075e-06	1.3974e-05	3.7029e-05	0.00062439	6.3558e-05	0.00025184	0.00024359	0.00041774	0.00035411	0.001901	1.6552e-06	7.0956e-05	1.2989e-06	1.6791e-06	1.2484e-07	2.694e-07	1.7128e-08	1.0056e-07	1.869e-08	5.2242e-08	1.6999e-08	5.5996e-08	1.252e-08	3.0822e-08	5.5788e-09	1.5609e-08	1.8298e-09	5.9809e-09	3.084e-09	8.8886e-09	2.8935e-09	7.7497e-09	1.7052e-09	9.1334e-09	1.9262e-09	1.1159e-08	2.1416e-09	5.2747e-09	1.2681e-09	1.3114e-08	1.1728e-09	3.5114e-09	8.367e-10	3.1178e-09	3.6932e-10	3.5145e-09	6.0454e-10	2.7415e-09	6.8462e-10	2.7428e-09	1.0383e-09	1.7237e-09	3.522e-10	1.7452e-09	2.5474e-10	1.5894e-09	1.4324e-10	1.5902e-09	5.4961e-10	2.3598e-09	1.5526e-09	2.9493e-09	5.5014e-10	9.6399e-10	2.9553e-10	2.7592e-09	1.4375e-10	1.6039e-10	9.7107e-11
