"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	27.63	1.792	0.0018514	9.7547e-05	0.0026561	0.03609	0.0043812	0.04065	0.00026496	0.0072907	0.00084401	0.0079938	0.0011505	0.0048014	3.6589e-05	0.00035735	1.0479e-05	0.00018042	4.0708e-05	0.00071883	7.2116e-05	0.0002867	0.00028197	0.00048142	0.0004122	0.0021837	1.8158e-06	8.0984e-05	1.4915e-06	1.9278e-06	1.434e-07	3.0949e-07	1.9678e-08	1.1555e-07	2.1474e-08	6.0026e-08	1.9534e-08	6.4347e-08	1.4385e-08	3.5412e-08	6.409e-09	1.7934e-08	2.1023e-09	6.8725e-09	3.5434e-09	1.0215e-08	3.3247e-09	8.9031e-09	1.9589e-09	1.0489e-08	2.2117e-09	1.2803e-08	2.4589e-09	6.0537e-09	1.4556e-09	1.5048e-08	1.3459e-09	4.0307e-09	9.6073e-10	3.5794e-09	4.2412e-10	4.0338e-09	6.9397e-10	3.1455e-09	7.8561e-10	3.1468e-09	1.1913e-09	1.9776e-09	4.0414e-10	2.0021e-09	2.9226e-10	1.8232e-09	1.6431e-10	1.824e-09	6.3042e-10	2.7062e-09	1.7806e-09	3.3822e-09	6.3096e-10	1.1054e-09	3.3883e-10	3.1634e-09	1.6483e-10	1.8378e-10	1.1126e-10
1.01623	28.376	1.8259	0.0018893	0.00010021	0.0027164	0.036797	0.0044757	0.041421	0.00027085	0.0074245	0.00086108	0.0081468	0.0011731	0.0048956	3.7474e-05	0.00036523	1.0765e-05	0.00018298	4.1738e-05	0.00073343	7.3659e-05	0.00029269	0.00028732	0.00049083	0.00041978	0.0022273	1.8613e-06	8.2678e-05	1.5213e-06	1.9664e-06	1.4628e-07	3.157e-07	2.0072e-08	1.1784e-07	2.1905e-08	6.1215e-08	1.9922e-08	6.563e-08	1.4673e-08	3.6123e-08	6.5376e-09	1.8294e-08	2.1445e-09	7.0104e-09	3.6145e-09	1.0417e-08	3.3915e-09	9.0794e-09	1.9977e-09	1.0697e-08	2.2556e-09	1.3058e-08	2.5077e-09	6.1738e-09	1.4845e-09	1.5346e-08	1.3726e-09	4.1106e-09	9.7977e-10	3.6504e-09	4.3252e-10	4.1138e-09	7.0773e-10	3.208e-09	8.0121e-10	3.2093e-09	1.2149e-09	2.0169e-09	4.1216e-10	2.0418e-09	2.9806e-10	1.8594e-09	1.6757e-10	1.8602e-09	6.4294e-10	2.7599e-09	1.816e-09	3.4495e-09	6.4349e-10	1.1274e-09	3.4557e-10	3.2263e-09	1.681e-10	1.8744e-10	1.1347e-10
1.03036	29.149	1.8608	0.0019282	0.00010296	0.0027787	0.037526	0.0045732	0.042213	0.00027692	0.0075616	0.00087866	0.0083042	0.0011963	0.0049925	3.8388e-05	0.00037336	1.106e-05	0.00018562	4.2803e-05	0.00074846	7.5249e-05	0.00029885	0.00029283	0.00050051	0.00042757	0.0022723	1.9084e-06	8.4423e-05	1.552e-06	2.0061e-06	1.4924e-07	3.221e-07	2.0479e-08	1.202e-07	2.2348e-08	6.2437e-08	2.032e-08	6.694e-08	1.4971e-08	3.6854e-08	6.6699e-09	1.8664e-08	2.1879e-09	7.1505e-09	3.6874e-09	1.0625e-08	3.4593e-09	9.2608e-09	2.0376e-09	1.0911e-08	2.3007e-09	1.3319e-08	2.5578e-09	6.2974e-09	1.5142e-09	1.5654e-08	1.4001e-09	4.1929e-09	9.9937e-10	3.7234e-09	4.4117e-10	4.1962e-09	7.219e-10	3.2722e-09	8.1725e-10	3.2736e-09	1.2392e-09	2.0573e-09	4.2042e-10	2.0828e-09	3.0403e-10	1.8967e-09	1.7093e-10	1.8975e-09	6.5583e-10	2.8153e-09	1.8525e-09	3.5187e-09	6.564e-10	1.15e-09	3.5251e-10	3.291e-09	1.7148e-10	1.9121e-10	1.1575e-10
1.04467	29.956	1.8969	0.0019686	0.00010582	0.0028433	0.03828	0.0046742	0.043034	0.00028323	0.0077029	0.00089687	0.0084673	0.0012203	0.0050929	3.9338e-05	0.00038179	1.1368e-05	0.00018831	4.391e-05	0.00076404	7.6897e-05	0.00030525	0.00029854	0.00051054	0.00043563	0.0023188	1.9573e-06	8.623e-05	1.5839e-06	2.0473e-06	1.5231e-07	3.287e-07	2.0898e-08	1.2263e-07	2.28e-08	6.3704e-08	2.0732e-08	6.8297e-08	1.5274e-08	3.7602e-08	6.8069e-09	1.9042e-08	2.2323e-09	7.2953e-09	3.7621e-09	1.084e-08	3.5294e-09	9.4487e-09	2.079e-09	1.1132e-08	2.3474e-09	1.359e-08	2.6098e-09	6.4254e-09	1.545e-09	1.5972e-08	1.4285e-09	4.2781e-09	1.0197e-09	3.7991e-09	4.5013e-10	4.2814e-09	7.3657e-10	3.3388e-09	8.3387e-10	3.3402e-09	1.2645e-09	2.0991e-09	4.2897e-10	2.1252e-09	3.1022e-10	1.9352e-09	1.7441e-10	1.9361e-09	6.6918e-10	2.8726e-09	1.8902e-09	3.5903e-09	6.6976e-10	1.1734e-09	3.5969e-10	3.3581e-09	1.7497e-10	1.9511e-10	1.1812e-10
1.05919	30.787	1.9336	0.0020097	0.00010875	0.0029092	0.039049	0.0047773	0.04387	0.00028966	0.0078468	0.00091544	0.0086334	0.0012448	0.0051953	4.0309e-05	0.0003904	1.1684e-05	0.00019106	4.5044e-05	0.00077993	7.8578e-05	0.00031177	0.00030434	0.00052075	0.00044383	0.0023662	2.0073e-06	8.8074e-05	1.6163e-06	2.0892e-06	1.5543e-07	3.3534e-07	2.1321e-08	1.2512e-07	2.3262e-08	6.4994e-08	2.1151e-08	6.9679e-08	1.5583e-08	3.8362e-08	6.9446e-09	1.9427e-08	2.2775e-09	7.443e-09	3.8382e-09	1.106e-08	3.6008e-09	9.6401e-09	2.1211e-09	1.1358e-08	2.395e-09	1.3866e-08	2.6627e-09	6.5559e-09	1.5763e-09	1.6297e-08	1.4575e-09	4.3649e-09	1.0403e-09	3.8761e-09	4.5926e-10	4.3683e-09	7.5151e-10	3.4066e-09	8.508e-10	3.4081e-09	1.2901e-09	2.1418e-09	4.3768e-10	2.1683e-09	3.1652e-10	1.9746e-09	1.7795e-10	1.9755e-09	6.8278e-10	2.931e-09	1.9286e-09	3.6633e-09	6.8337e-10	1.1973e-09	3.67e-10	3.4264e-09	1.7853e-10	1.9908e-10	1.2052e-10
1.07391	31.65	1.9715	0.0020522	0.00011176	0.0029774	0.039842	0.0048836	0.044732	0.00029631	0.0079944	0.0009346	0.0088047	0.0012701	0.0053009	4.1314e-05	0.0003993	1.2011e-05	0.0001938	4.6218e-05	0.00079633	8.0315e-05	0.0003185	0.00031033	0.00053129	0.00045228	0.0024151	2.0592e-06	8.9978e-05	1.6498e-06	2.1324e-06	1.5861e-07	3.422e-07	2.1756e-08	1.2768e-07	2.3737e-08	6.6324e-08	2.1584e-08	7.1105e-08	1.5902e-08	3.9147e-08	7.0866e-09	1.9824e-08	2.324e-09	7.5953e-09	3.9167e-09	1.1286e-08	3.6745e-09	9.8375e-09	2.1645e-09	1.1591e-08	2.4441e-09	1.4151e-08	2.7173e-09	6.6904e-09	1.6087e-09	1.6631e-08	1.4875e-09	4.4545e-09	1.0617e-09	3.9556e-09	4.6867e-10	4.458e-09	7.6693e-10	3.4766e-09	8.6827e-10	3.4781e-09	1.3166e-09	2.1858e-09	4.4666e-10	2.2129e-09	3.2302e-10	2.0151e-09	1.8161e-10	2.0161e-09	6.9681e-10	2.9913e-09	1.9682e-09	3.7386e-09	6.9742e-10	1.2219e-09	3.7455e-10	3.4968e-09	1.822e-10	2.0318e-10	1.23e-10
1.08884	32.534	2.0099	0.0020952	0.00011483	0.0030466	0.040646	0.0049915	0.045604	0.00030305	0.0081437	0.000954	0.0089781	0.0012956	0.0054078	4.2335e-05	0.00040833	1.2345e-05	0.00019655	4.7413e-05	0.00081294	8.2075e-05	0.00032532	0.00031638	0.00054195	0.00046082	0.0024647	2.1119e-06	9.1908e-05	1.6837e-06	2.1762e-06	1.6183e-07	3.4914e-07	2.2198e-08	1.3027e-07	2.4219e-08	6.7672e-08	2.2023e-08	7.2549e-08	1.6225e-08	3.9941e-08	7.2303e-09	2.0227e-08	2.3712e-09	7.7494e-09	3.9962e-09	1.1515e-08	3.7491e-09	1.0037e-08	2.2085e-09	1.1826e-08	2.4938e-09	1.4439e-08	2.7726e-09	6.8267e-09	1.6414e-09	1.697e-08	1.5178e-09	4.5452e-09	1.0833e-09	4.0361e-09	4.782e-10	4.5488e-09	7.8254e-10	3.5474e-09	8.8596e-10	3.5489e-09	1.3435e-09	2.2303e-09	4.5576e-10	2.258e-09	3.296e-10	2.0562e-09	1.8531e-10	2.0572e-09	7.1102e-10	3.0523e-09	2.0084e-09	3.8148e-09	7.1164e-10	1.2468e-09	3.8219e-10	3.5682e-09	1.8592e-10	2.0733e-10	1.2552e-10
1.10397	32.183	1.992	0.0020834	0.00011489	0.0030338	0.040311	0.0049689	0.045281	0.00030155	0.008119	0.00094727	0.0089014	0.0012856	0.0053632	4.2194e-05	0.00040594	1.2342e-05	0.00019885	4.7303e-05	0.00080679	8.1617e-05	0.00032341	0.00031394	0.00053802	0.00045703	0.0024476	2.1082e-06	9.1323e-05	1.672e-06	2.1611e-06	1.6066e-07	3.4664e-07	2.2039e-08	1.2934e-07	2.4046e-08	6.7188e-08	2.1865e-08	7.2029e-08	1.6108e-08	3.9655e-08	7.1784e-09	2.0082e-08	2.3542e-09	7.6939e-09	3.9676e-09	1.1433e-08	3.7222e-09	9.9658e-09	2.1927e-09	1.1742e-08	2.4761e-09	1.4337e-08	2.7529e-09	6.7782e-09	1.6297e-09	1.685e-08	1.507e-09	4.5129e-09	1.0756e-09	4.0074e-09	4.7479e-10	4.5164e-09	7.7697e-10	3.5223e-09	8.7967e-10	3.5238e-09	1.334e-09	2.2145e-09	4.5253e-10	2.242e-09	3.2727e-10	2.0417e-09	1.84e-10	2.0426e-09	7.0598e-10	3.0307e-09	1.9942e-09	3.7879e-09	7.0661e-10	1.238e-09	3.795e-10	3.543e-09	1.846e-10	2.0587e-10	1.2464e-10
1.11931	31.079	1.9398	0.0020379	0.00011305	0.0029702	0.039278	0.0048656	0.044227	0.00029494	0.0079883	0.00092447	0.0086716	0.0012536	0.0052258	4.133e-05	0.0003965	1.2129e-05	0.00020087	4.6378e-05	0.00078667	7.9787e-05	0.00031612	0.0003063	0.00052512	0.00044562	0.0023894	2.0693e-06	8.919e-05	1.6323e-06	2.1098e-06	1.5681e-07	3.3833e-07	2.151e-08	1.2624e-07	2.3469e-08	6.5579e-08	2.1341e-08	7.0304e-08	1.5722e-08	3.8704e-08	7.0063e-09	1.96e-08	2.2978e-09	7.5096e-09	3.8725e-09	1.1159e-08	3.633e-09	9.7272e-09	2.1402e-09	1.1461e-08	2.4168e-09	1.3994e-08	2.687e-09	6.6162e-09	1.5908e-09	1.6447e-08	1.471e-09	4.405e-09	1.0498e-09	3.9116e-09	4.6343e-10	4.4085e-09	7.584e-10	3.4381e-09	8.5865e-10	3.4396e-09	1.3021e-09	2.1616e-09	4.4172e-10	2.1884e-09	3.1945e-10	1.9929e-09	1.796e-10	1.9938e-09	6.8913e-10	2.9584e-09	1.9466e-09	3.6975e-09	6.8974e-10	1.2085e-09	3.7044e-10	3.4585e-09	1.802e-10	2.0097e-10	1.2167e-10
1.13487	30.01	1.8887	0.0019931	0.00011122	0.0029074	0.038267	0.0047642	0.043196	0.00028842	0.007862	0.00090207	0.0084465	0.0012223	0.0050911	4.0475e-05	0.00038721	1.1916e-05	0.00020285	4.5461e-05	0.00076691	7.7985e-05	0.00030892	0.0002988	0.00051245	0.00043436	0.0023323	2.0303e-06	8.7092e-05	1.5928e-06	2.0592e-06	1.5302e-07	3.3016e-07	2.0991e-08	1.232e-07	2.2903e-08	6.3999e-08	2.0827e-08	6.8609e-08	1.5343e-08	3.7771e-08	6.8373e-09	1.9128e-08	2.2423e-09	7.3285e-09	3.7791e-09	1.089e-08	3.5454e-09	9.4928e-09	2.0887e-09	1.1185e-08	2.3587e-09	1.3658e-08	2.6224e-09	6.4571e-09	1.5525e-09	1.6052e-08	1.4356e-09	4.299e-09	1.0246e-09	3.8175e-09	4.5228e-10	4.3024e-09	7.4015e-10	3.3555e-09	8.3801e-10	3.3569e-09	1.2708e-09	2.1096e-09	4.311e-10	2.1359e-09	3.1177e-10	1.945e-09	1.7529e-10	1.9459e-09	6.7257e-10	2.8873e-09	1.8998e-09	3.6087e-09	6.7317e-10	1.1795e-09	3.6155e-10	3.3755e-09	1.7587e-10	1.9615e-10	1.1875e-10
