"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	25.421	1.6453	0.0017105	9.0018e-05	0.0024466	0.033134	0.0040301	0.037394	0.00024381	0.0067475	0.0007763	0.0073426	0.0010579	0.0044085	3.3636e-05	0.0003281	9.6376e-06	0.00017259	3.7417e-05	0.00065998	6.64e-05	0.00026416	0.00026	0.00044349	0.00037996	0.0020109	1.6732e-06	7.4497e-05	1.3746e-06	1.7764e-06	1.3233e-07	2.857e-07	1.8165e-08	1.0677e-07	1.9828e-08	5.5467e-08	1.8047e-08	5.9442e-08	1.3281e-08	3.2696e-08	5.9158e-09	1.656e-08	1.941e-09	6.3475e-09	3.2721e-09	9.4375e-09	3.0706e-09	8.2279e-09	1.8104e-09	9.6964e-09	2.0449e-09	1.1845e-08	2.2736e-09	5.5993e-09	1.3462e-09	1.3921e-08	1.2449e-09	3.7276e-09	8.8826e-10	3.3099e-09	3.9209e-10	3.7308e-09	6.4177e-10	2.9101e-09	7.2674e-10	2.9115e-09	1.1022e-09	1.8297e-09	3.7387e-10	1.8525e-09	2.7041e-10	1.6871e-09	1.5204e-10	1.6879e-09	5.8339e-10	2.5047e-09	1.648e-09	3.1304e-09	5.8394e-10	1.0232e-09	3.1367e-10	2.9285e-09	1.5258e-10	1.7022e-10	1.0306e-10
1.01623	26.102	1.6769	0.0017458	9.25e-05	0.0025029	0.033793	0.0041181	0.038113	0.0002493	0.006873	0.00079223	0.0074854	0.001079	0.0044963	3.446e-05	0.00033543	9.9032e-06	0.00017492	3.8376e-05	0.00067358	6.7841e-05	0.00026976	0.00026502	0.0004523	0.00038706	0.0020517	1.7158e-06	7.6078e-05	1.4026e-06	1.8125e-06	1.3502e-07	2.9152e-07	1.8535e-08	1.089e-07	2.0232e-08	5.6573e-08	1.8408e-08	6.0641e-08	1.3552e-08	3.3363e-08	6.0364e-09	1.6898e-08	1.9806e-09	6.477e-09	3.3388e-09	9.6257e-09	3.1333e-09	8.3922e-09	1.8465e-09	9.8901e-09	2.0857e-09	1.2082e-08	2.319e-09	5.7113e-09	1.3731e-09	1.42e-08	1.2698e-09	3.8022e-09	9.0601e-10	3.3761e-09	3.9992e-10	3.8054e-09	6.546e-10	2.9684e-09	7.4129e-10	2.9698e-09	1.1242e-09	1.8663e-09	3.8135e-10	1.8896e-09	2.7582e-10	1.7209e-09	1.5509e-10	1.7217e-09	5.9507e-10	2.5549e-09	1.681e-09	3.1932e-09	5.9564e-10	1.0437e-09	3.1996e-10	2.9873e-09	1.5564e-10	1.7364e-10	1.0513e-10
1.03036	26.808	1.7094	0.0017821	9.507e-05	0.0025611	0.034472	0.0042089	0.038852	0.00025497	0.0070015	0.00080865	0.0076323	0.0011006	0.0045867	3.5311e-05	0.000343	1.0178e-05	0.00017742	3.9366e-05	0.00068759	6.9326e-05	0.00027553	0.00027019	0.00046136	0.00039437	0.0020937	1.7597e-06	7.7706e-05	1.4313e-06	1.8497e-06	1.378e-07	2.9751e-07	1.8916e-08	1.1109e-07	2.0648e-08	5.7712e-08	1.8779e-08	6.1861e-08	1.3831e-08	3.4049e-08	6.1605e-09	1.7244e-08	2.0213e-09	6.6074e-09	3.407e-09	9.8195e-09	3.1965e-09	8.5612e-09	1.8837e-09	1.0089e-08	2.1278e-09	1.2326e-08	2.3658e-09	5.8266e-09	1.4008e-09	1.4487e-08	1.2955e-09	3.8789e-09	9.2428e-10	3.4442e-09	4.0798e-10	3.8822e-09	6.6781e-10	3.0284e-09	7.5625e-10	3.0298e-09	1.1469e-09	1.904e-09	3.8905e-10	1.9278e-09	2.8139e-10	1.7556e-09	1.5822e-10	1.7565e-09	6.071e-10	2.6066e-09	1.715e-09	3.2577e-09	6.0768e-10	1.0648e-09	3.2643e-10	3.0477e-09	1.5879e-10	1.7716e-10	1.0726e-10
1.04467	27.544	1.743	0.0018197	9.7745e-05	0.0026214	0.035176	0.0043029	0.039619	0.00026085	0.0071339	0.00082566	0.0077845	0.0011231	0.0046803	3.6195e-05	0.00035085	1.0465e-05	0.00017995	4.0397e-05	0.00070211	7.0866e-05	0.00028151	0.00027554	0.00047075	0.00040192	0.0021372	1.8053e-06	7.9394e-05	1.4611e-06	1.8882e-06	1.4067e-07	3.0369e-07	1.9309e-08	1.1336e-07	2.1069e-08	5.8892e-08	1.9163e-08	6.3125e-08	1.4114e-08	3.4746e-08	6.289e-09	1.7596e-08	2.0627e-09	6.7423e-09	3.4766e-09	1.002e-08	3.2618e-09	8.7362e-09	1.9222e-09	1.0296e-08	2.1713e-09	1.2579e-08	2.4142e-09	5.946e-09	1.4295e-09	1.4783e-08	1.322e-09	3.9583e-09	9.432e-10	3.5147e-09	4.1633e-10	3.9618e-09	6.8148e-10	3.0904e-09	7.7176e-10	3.0919e-09	1.1705e-09	1.943e-09	3.9702e-10	1.9673e-09	2.8716e-10	1.7917e-09	1.6147e-10	1.7926e-09	6.1955e-10	2.6601e-09	1.7502e-09	3.3246e-09	6.2015e-10	1.0867e-09	3.3314e-10	3.1103e-09	1.6205e-10	1.808e-10	1.0946e-10
1.05919	28.302	1.7773	0.001858	0.00010048	0.002683	0.035893	0.0043989	0.040399	0.00026686	0.0072686	0.00084301	0.0079395	0.001146	0.0047758	3.71e-05	0.00035886	1.0758e-05	0.00018243	4.1452e-05	0.00071692	7.2437e-05	0.00028762	0.00028098	0.00048031	0.00040962	0.0021816	1.8521e-06	8.1116e-05	1.4915e-06	1.9274e-06	1.436e-07	3.0988e-07	1.9702e-08	1.1568e-07	2.1499e-08	6.0094e-08	1.9553e-08	6.4412e-08	1.4402e-08	3.5454e-08	6.4172e-09	1.7955e-08	2.1048e-09	6.8798e-09	3.5474e-09	1.0225e-08	3.3283e-09	8.9146e-09	1.9615e-09	1.0506e-08	2.2157e-09	1.2836e-08	2.4636e-09	6.0677e-09	1.4587e-09	1.5086e-08	1.3491e-09	4.0393e-09	9.6248e-10	3.5866e-09	4.2484e-10	4.0428e-09	6.9542e-10	3.1537e-09	7.8755e-10	3.1552e-09	1.1944e-09	1.9828e-09	4.0515e-10	2.0076e-09	2.9304e-10	1.8284e-09	1.6477e-10	1.8293e-09	6.3225e-10	2.7146e-09	1.7861e-09	3.3928e-09	6.3286e-10	1.1089e-09	3.3997e-10	3.1741e-09	1.6537e-10	1.8451e-10	1.1171e-10
1.07391	29.09	1.8127	0.0018975	0.00010328	0.0027468	0.036633	0.004498	0.041204	0.00027307	0.0074071	0.00086091	0.0080994	0.0011696	0.0048743	3.8036e-05	0.00036715	1.1063e-05	0.00018493	4.2545e-05	0.00073221	7.4061e-05	0.00029392	0.0002866	0.00049018	0.00041755	0.0022274	1.9005e-06	8.2894e-05	1.5229e-06	1.9679e-06	1.4656e-07	3.1627e-07	2.0108e-08	1.1806e-07	2.1942e-08	6.1334e-08	1.9957e-08	6.5741e-08	1.4699e-08	3.6184e-08	6.5494e-09	1.8325e-08	2.1481e-09	7.0217e-09	3.6206e-09	1.0435e-08	3.3969e-09	9.0986e-09	2.0019e-09	1.0723e-08	2.2615e-09	1.3102e-08	2.5145e-09	6.1932e-09	1.4889e-09	1.5398e-08	1.377e-09	4.1228e-09	9.8237e-10	3.6607e-09	4.3361e-10	4.1264e-09	7.098e-10	3.219e-09	8.0385e-10	3.2205e-09	1.2191e-09	2.0239e-09	4.1354e-10	2.0492e-09	2.9911e-10	1.8662e-09	1.6819e-10	1.8672e-09	6.4534e-10	2.7709e-09	1.8231e-09	3.4631e-09	6.4597e-10	1.1319e-09	3.4702e-10	3.2399e-09	1.688e-10	1.8834e-10	1.1403e-10
1.08884	29.896	1.8485	0.0019375	0.00010613	0.0028114	0.037383	0.0045985	0.04202	0.00027937	0.0075473	0.00087905	0.0082614	0.0011935	0.0049741	3.8989e-05	0.00037557	1.1374e-05	0.00018746	4.3658e-05	0.00074771	7.5707e-05	0.0003003	0.00029228	0.00050017	0.00042557	0.0022738	1.9497e-06	8.4698e-05	1.5546e-06	2.009e-06	1.4956e-07	3.2273e-07	2.0519e-08	1.2048e-07	2.2391e-08	6.259e-08	2.0365e-08	6.7086e-08	1.4999e-08	3.6924e-08	6.6833e-09	1.87e-08	2.1921e-09	7.1653e-09	3.6946e-09	1.0649e-08	3.4664e-09	9.285e-09	2.043e-09	1.0943e-08	2.3079e-09	1.3371e-08	2.566e-09	6.3203e-09	1.5194e-09	1.5715e-08	1.4053e-09	4.2074e-09	1.0025e-09	3.7358e-09	4.425e-10	4.2111e-09	7.2437e-10	3.2851e-09	8.2036e-10	3.2867e-09	1.2442e-09	2.0655e-09	4.2203e-10	2.0913e-09	3.0526e-10	1.9046e-09	1.7164e-10	1.9056e-09	6.5861e-10	2.8278e-09	1.8606e-09	3.5343e-09	6.5925e-10	1.1552e-09	3.5416e-10	3.3066e-09	1.7227e-10	1.9222e-10	1.1638e-10
1.10397	29.567	1.8327	0.001927	0.0001062	0.0028006	0.037086	0.0045791	0.041736	0.00027807	0.0075274	0.00087312	0.0081933	0.0011846	0.0049345	3.8871e-05	0.00037348	1.1375e-05	0.00018962	4.357e-05	0.00074227	7.5307e-05	0.00029863	0.00029009	0.00049669	0.0004222	0.0022587	1.947e-06	8.4185e-05	1.5444e-06	1.9957e-06	1.4851e-07	3.2047e-07	2.0375e-08	1.1964e-07	2.2233e-08	6.2152e-08	2.0223e-08	6.6616e-08	1.4894e-08	3.6665e-08	6.6363e-09	1.8568e-08	2.1767e-09	7.1151e-09	3.6687e-09	1.0574e-08	3.4421e-09	9.2201e-09	2.0287e-09	1.0867e-08	2.2918e-09	1.3279e-08	2.5482e-09	6.2765e-09	1.5089e-09	1.5606e-08	1.3955e-09	4.1782e-09	9.9553e-10	3.7098e-09	4.3942e-10	4.1819e-09	7.1933e-10	3.2624e-09	8.1467e-10	3.2639e-09	1.2356e-09	2.0512e-09	4.191e-10	2.0769e-09	3.0314e-10	1.8914e-09	1.7046e-10	1.8924e-09	6.5405e-10	2.8083e-09	1.8477e-09	3.5099e-09	6.547e-10	1.1472e-09	3.5172e-10	3.2838e-09	1.7108e-10	1.909e-10	1.1558e-10
1.11931	28.547	1.7852	0.0018852	0.00010452	0.0027427	0.036147	0.0044854	0.040779	0.00027205	0.00741	0.00085236	0.0079842	0.0011555	0.0048095	3.8086e-05	0.0003649	1.1182e-05	0.0001916	4.2731e-05	0.00072397	7.3642e-05	0.00029199	0.00028307	0.00048494	0.00041174	0.0022057	1.9116e-06	8.2243e-05	1.5081e-06	1.9489e-06	1.4497e-07	3.1283e-07	1.989e-08	1.1679e-07	2.1704e-08	6.0673e-08	1.9741e-08	6.5031e-08	1.4539e-08	3.5792e-08	6.4782e-09	1.8126e-08	2.1249e-09	6.9457e-09	3.5814e-09	1.0323e-08	3.3602e-09	9.0008e-09	1.9804e-09	1.0609e-08	2.2374e-09	1.2963e-08	2.4877e-09	6.1275e-09	1.4731e-09	1.5235e-08	1.3624e-09	4.079e-09	9.7188e-10	3.6217e-09	4.2898e-10	4.0826e-09	7.0225e-10	3.185e-09	7.9534e-10	3.1865e-09	1.2063e-09	2.0025e-09	4.0916e-10	2.0276e-09	2.9595e-10	1.8466e-09	1.6641e-10	1.8475e-09	6.3854e-10	2.7417e-09	1.8039e-09	3.4267e-09	6.3917e-10	1.12e-09	3.4338e-10	3.206e-09	1.6703e-10	1.8638e-10	1.1285e-10
1.13487	27.559	1.7386	0.001844	0.00010284	0.0026855	0.035226	0.0043934	0.039843	0.00026612	0.0072967	0.00083196	0.0077793	0.001127	0.0046869	3.7309e-05	0.00035646	1.0989e-05	0.0001937	4.1899e-05	0.000706	7.2001e-05	0.00028542	0.00027618	0.00047338	0.00040141	0.0021537	1.876e-06	8.0334e-05	1.4719e-06	1.9026e-06	1.4149e-07	3.0533e-07	1.9413e-08	1.14e-07	2.1184e-08	5.9221e-08	1.9268e-08	6.3473e-08	1.4191e-08	3.4934e-08	6.3229e-09	1.7692e-08	2.0739e-09	6.7793e-09	3.4955e-09	1.0076e-08	3.2797e-09	8.7854e-09	1.933e-09	1.0355e-08	2.1839e-09	1.2654e-08	2.4282e-09	5.9811e-09	1.4379e-09	1.4872e-08	1.3298e-09	3.9815e-09	9.4864e-10	3.5351e-09	4.1871e-10	3.9851e-09	6.8546e-10	3.1089e-09	7.7634e-10	3.1104e-09	1.1775e-09	1.9547e-09	3.9939e-10	1.9792e-09	2.8888e-10	1.8025e-09	1.6244e-10	1.8034e-09	6.233e-10	2.6763e-09	1.7609e-09	3.3449e-09	6.2392e-10	1.0933e-09	3.3519e-10	3.1295e-09	1.6304e-10	1.8194e-10	1.1016e-10
