"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90
10.7639	0.022168	0.012575	3.1278e-05	4.4716e-06	4.7427e-05	0.00027111	6.5872e-05	0.00040763	3.937e-06	6.7724e-05	8.5717e-06	5.8511e-05	1.0195e-05	3.5936e-05	6.8671e-07	4.0397e-06	3.4447e-07	8.4242e-07	8.9274e-07	6.0485e-06	9.9559e-07	3.9037e-06	2.9962e-06	5.1109e-06	3.816e-06	2.3984e-05	5.0533e-08	9.3539e-07	1.6309e-08	2.1106e-08	1.559e-09	3.3578e-09	2.1346e-10	1.2472e-09	2.3265e-10	6.4758e-10	2.1106e-10	6.9554e-10	1.559e-10	3.8375e-10	6.9554e-11	1.9427e-10	2.2785e-11	7.4351e-11	3.8375e-11	1.1033e-10	3.5976e-11	9.5937e-11	2.1106e-11	1.1273e-10	2.3744e-11	1.3671e-10	2.6383e-11	6.4758e-11	1.559e-11	1.6069e-10	1.4391e-11	4.3172e-11	1.0313e-11	3.8375e-11	4.557e-12	4.3172e-11	7.4351e-12	3.3578e-11	8.3945e-12	3.3578e-11	1.2712e-11	2.1106e-11	4.3172e-12	2.1346e-11	3.118e-12	1.9427e-11	1.7509e-12	1.9427e-11	6.7156e-12	2.8781e-11	1.8948e-11	3.5976e-11	6.7156e-12	1.1752e-11	3.5976e-12	3.3578e-11	1.7509e-12	1.9427e-12
10.9134	0.021493	0.012343	3.0806e-05	4.4296e-06	4.6732e-05	0.00026589	6.4912e-05	0.00040041	3.8755e-06	6.5992e-05	8.4198e-06	5.7372e-05	1.0007e-05	3.5243e-05	6.7694e-07	3.9712e-06	3.4065e-07	8.2881e-07	8.8085e-07	5.9357e-06	9.7959e-07	3.8405e-06	2.9433e-06	5.0211e-06	3.7459e-06	2.3569e-05	4.992e-08	9.1951e-07	1.6027e-08	2.074e-08	1.532e-09	3.2996e-09	2.0976e-10	1.2256e-09	2.2862e-10	6.3635e-10	2.074e-10	6.8349e-10	1.532e-10	3.771e-10	6.8349e-11	1.9091e-10	2.239e-11	7.3063e-11	3.771e-11	1.0842e-10	3.5353e-11	9.4275e-11	2.074e-11	1.1077e-10	2.3333e-11	1.3434e-10	2.5926e-11	6.3635e-11	1.532e-11	1.5791e-10	1.4141e-11	4.2424e-11	1.0135e-11	3.771e-11	4.478e-12	4.2424e-11	7.3063e-12	3.2996e-11	8.249e-12	3.2996e-11	1.2491e-11	2.074e-11	4.2424e-12	2.0976e-11	3.0639e-12	1.9091e-11	1.7205e-12	1.9091e-11	6.5992e-12	2.8282e-11	1.8619e-11	3.5353e-11	6.5992e-12	1.1549e-11	3.5353e-12	3.2996e-11	1.7205e-12	1.9091e-12
11.0651	0.020856	0.012123	3.0359e-05	4.3906e-06	4.6077e-05	0.00026094	6.3985e-05	0.00039339	3.8174e-06	6.4319e-05	8.2757e-06	5.6291e-05	9.8284e-06	3.4585e-05	6.6774e-07	3.9063e-06	3.3709e-07	8.1594e-07	8.6967e-07	5.8288e-06	9.6446e-07	3.7806e-06	2.8932e-06	4.9359e-06	3.6793e-06	2.3175e-05	4.9346e-08	9.0447e-07	1.5759e-08	2.0394e-08	1.5063e-09	3.2444e-09	2.0625e-10	1.2051e-09	2.2479e-10	6.2571e-10	2.0394e-10	6.7206e-10	1.5063e-10	3.7079e-10	6.7206e-11	1.8771e-10	2.2016e-11	7.1841e-11	3.7079e-11	1.066e-10	3.4762e-11	9.2698e-11	2.0394e-11	1.0892e-10	2.2943e-11	1.3209e-10	2.5492e-11	6.2571e-11	1.5063e-11	1.5527e-10	1.3905e-11	4.1714e-11	9.9651e-12	3.7079e-11	4.4032e-12	4.1714e-11	7.1841e-12	3.2444e-11	8.1111e-12	3.2444e-11	1.2283e-11	2.0394e-11	4.1714e-12	2.0625e-11	3.0127e-12	1.8771e-11	1.6917e-12	1.8771e-11	6.4889e-12	2.7809e-11	1.8308e-11	3.4762e-11	6.4889e-12	1.1356e-11	3.4762e-12	3.2444e-11	1.6917e-12	1.8771e-12
11.2189	0.020255	0.011914	2.9936e-05	4.3546e-06	4.5458e-05	0.00025625	6.309e-05	0.00038659	3.7624e-06	6.2705e-05	8.1392e-06	5.5266e-05	9.659e-06	3.3961e-05	6.5907e-07	3.8449e-06	3.3377e-07	8.0378e-07	8.5916e-07	5.7274e-06	9.5013e-07	3.7239e-06	2.8456e-06	4.8551e-06	3.6161e-06	2.2801e-05	4.8807e-08	8.9022e-07	1.5505e-08	2.0065e-08	1.4821e-09	3.1921e-09	2.0293e-10	1.1857e-09	2.2117e-10	6.1563e-10	2.0065e-10	6.6123e-10	1.4821e-10	3.6482e-10	6.6123e-11	1.8469e-10	2.1661e-11	7.0683e-11	3.6482e-11	1.0488e-10	3.4201e-11	9.1204e-11	2.0065e-11	1.0716e-10	2.2573e-11	1.2997e-10	2.5081e-11	6.1563e-11	1.4821e-11	1.5277e-10	1.3681e-11	4.1042e-11	9.8044e-12	3.6482e-11	4.3322e-12	4.1042e-11	7.0683e-12	3.1921e-11	7.9803e-12	3.1921e-11	1.2085e-11	2.0065e-11	4.1042e-12	2.0293e-11	2.9641e-12	1.8469e-11	1.6645e-12	1.8469e-11	6.3843e-12	2.7361e-11	1.8013e-11	3.4201e-11	6.3843e-12	1.1172e-11	3.4201e-12	3.1921e-11	1.6645e-12	1.8469e-12
11.3748	0.019689	0.011717	2.9536e-05	4.3215e-06	4.4875e-05	0.0002518	6.2225e-05	0.00037997	3.7106e-06	6.1148e-05	8.0099e-06	5.4293e-05	9.4984e-06	3.337e-05	6.5092e-07	3.7869e-06	3.3069e-07	7.9229e-07	8.4932e-07	5.6314e-06	9.366e-07	3.6704e-06	2.8005e-06	4.7786e-06	3.5561e-06	2.2447e-05	4.8303e-08	8.7675e-07	1.5264e-08	1.9754e-08	1.4591e-09	3.1426e-09	1.9978e-10	1.1673e-09	2.1774e-10	6.0608e-10	1.9754e-10	6.5097e-10	1.4591e-10	3.5916e-10	6.5097e-11	1.8182e-10	2.1325e-11	6.9587e-11	3.5916e-11	1.0326e-10	3.3671e-11	8.9789e-11	1.9754e-11	1.055e-10	2.2223e-11	1.2795e-10	2.4692e-11	6.0608e-11	1.4591e-11	1.504e-10	1.3468e-11	4.0405e-11	9.6524e-12	3.5916e-11	4.265e-12	4.0405e-11	6.9587e-12	3.1426e-11	7.8566e-12	3.1426e-11	1.1897e-11	1.9754e-11	4.0405e-12	1.9978e-11	2.9182e-12	1.8182e-11	1.6387e-12	1.8182e-11	6.2853e-12	2.6937e-11	1.7733e-11	3.3671e-11	6.2853e-12	1.0999e-11	3.3671e-12	3.1426e-11	1.6387e-12	1.8182e-12
11.5329	0.019156	0.01153	2.9159e-05	4.2912e-06	4.4327e-05	0.00024759	6.139e-05	0.00037355	3.6618e-06	5.9649e-05	7.8876e-06	5.3372e-05	9.3464e-06	3.281e-05	6.4327e-07	3.7321e-06	3.2784e-07	7.8145e-07	8.4012e-07	5.5406e-06	9.2383e-07	3.6198e-06	2.7578e-06	4.7061e-06	3.4993e-06	2.2113e-05	4.7834e-08	8.6402e-07	1.5037e-08	1.9459e-08	1.4373e-09	3.0958e-09	1.968e-10	1.1499e-09	2.1449e-10	5.9705e-10	1.9459e-10	6.4127e-10	1.4373e-10	3.5381e-10	6.4127e-11	1.7911e-10	2.1007e-11	6.855e-11	3.5381e-11	1.0172e-10	3.3169e-11	8.8451e-11	1.9459e-11	1.0393e-10	2.1892e-11	1.2604e-10	2.4324e-11	5.9705e-11	1.4373e-11	1.4816e-10	1.3268e-11	3.9803e-11	9.5085e-12	3.5381e-11	4.2014e-12	3.9803e-11	6.855e-12	3.0958e-11	7.7395e-12	3.0958e-11	1.172e-11	1.9459e-11	3.9803e-12	1.968e-11	2.8747e-12	1.7911e-11	1.6142e-12	1.7911e-11	6.1916e-12	2.6535e-11	1.7469e-11	3.3169e-11	6.1916e-12	1.0835e-11	3.3169e-12	3.0958e-11	1.6142e-12	1.7911e-12
11.6932	0.018653	0.011353	2.8804e-05	4.2636e-06	4.3812e-05	0.0002436	6.0583e-05	0.0003673	3.6158e-06	5.8206e-05	7.772e-06	5.25e-05	9.2027e-06	3.228e-05	6.3611e-07	3.6805e-06	3.2523e-07	7.7124e-07	8.3154e-07	5.4547e-06	9.118e-07	3.5721e-06	2.7174e-06	4.6376e-06	3.4455e-06	2.1797e-05	4.7399e-08	8.5201e-07	1.4822e-08	1.9181e-08	1.4168e-09	3.0516e-09	1.9399e-10	1.1334e-09	2.1143e-10	5.8851e-10	1.9181e-10	6.3211e-10	1.4168e-10	3.4875e-10	6.3211e-11	1.7655e-10	2.0707e-11	6.757e-11	3.4875e-11	1.0027e-10	3.2695e-11	8.7187e-11	1.9181e-11	1.0245e-10	2.1579e-11	1.2424e-10	2.3977e-11	5.8851e-11	1.4168e-11	1.4604e-10	1.3078e-11	3.9234e-11	9.3726e-12	3.4875e-11	4.1414e-12	3.9234e-11	6.757e-12	3.0516e-11	7.6289e-12	3.0516e-11	1.1552e-11	1.9181e-11	3.9234e-12	1.9399e-11	2.8336e-12	1.7655e-11	1.5912e-12	1.7655e-11	6.1031e-12	2.6156e-11	1.7219e-11	3.2695e-11	6.1031e-12	1.068e-11	3.2695e-12	3.0516e-11	1.5912e-12	1.7655e-12
11.8557	0.018179	0.011186	2.8471e-05	4.2388e-06	4.3331e-05	0.00023983	5.9803e-05	0.00036123	3.5727e-06	5.682e-05	7.6629e-06	5.1675e-05	9.0668e-06	3.1779e-05	6.2944e-07	3.632e-06	3.2283e-07	7.6163e-07	8.2357e-07	5.3736e-06	9.0048e-07	3.5272e-06	2.6792e-06	4.5729e-06	3.3947e-06	2.1499e-05	4.6996e-08	8.4069e-07	1.4619e-08	1.8919e-08	1.3974e-09	3.0098e-09	1.9134e-10	1.1179e-09	2.0854e-10	5.8046e-10	1.8919e-10	6.2346e-10	1.3974e-10	3.4398e-10	6.2346e-11	1.7414e-10	2.0424e-11	6.6646e-11	3.4398e-11	9.8894e-11	3.2248e-11	8.5995e-11	1.8919e-11	1.0104e-10	2.1284e-11	1.2254e-10	2.3649e-11	5.8046e-11	1.3974e-11	1.4404e-10	1.2899e-11	3.8698e-11	9.2444e-12	3.4398e-11	4.0847e-12	3.8698e-11	6.6646e-12	3.0098e-11	7.5245e-12	3.0098e-11	1.1394e-11	1.8919e-11	3.8698e-12	1.9134e-11	2.7948e-12	1.7414e-11	1.5694e-12	1.7414e-11	6.0196e-12	2.5798e-11	1.6984e-11	3.2248e-11	6.0196e-12	1.0534e-11	3.2248e-12	3.0098e-11	1.5694e-12	1.7414e-12
12.0204	0.017733	0.011028	2.8158e-05	4.2167e-06	4.288e-05	0.00023626	5.905e-05	0.00035533	3.5322e-06	5.5488e-05	7.5602e-06	5.0896e-05	8.9386e-06	3.1306e-05	6.2322e-07	3.5864e-06	3.2065e-07	7.5261e-07	8.1619e-07	5.2971e-06	8.8986e-07	3.485e-06	2.6432e-06	4.5119e-06	3.3466e-06	2.1218e-05	4.6625e-08	8.3004e-07	1.4428e-08	1.8672e-08	1.3792e-09	2.9705e-09	1.8884e-10	1.1033e-09	2.0581e-10	5.7288e-10	1.8672e-10	6.1531e-10	1.3792e-10	3.3948e-10	6.1531e-11	1.7186e-10	2.0157e-11	6.5775e-11	3.3948e-11	9.7602e-11	3.1827e-11	8.4871e-11	1.8672e-11	9.9723e-11	2.1006e-11	1.2094e-10	2.3339e-11	5.7288e-11	1.3792e-11	1.4216e-10	1.2731e-11	3.8192e-11	9.1236e-12	3.3948e-11	4.0314e-12	3.8192e-11	6.5775e-12	2.9705e-11	7.4262e-12	2.9705e-11	1.1245e-11	1.8672e-11	3.8192e-12	1.8884e-11	2.7583e-12	1.7186e-11	1.5489e-12	1.7186e-11	5.941e-12	2.5461e-11	1.6762e-11	3.1827e-11	5.941e-12	1.0397e-11	3.1827e-12	2.9705e-11	1.5489e-12	1.7186e-12
12.1875	0.017313	0.010879	2.7865e-05	4.1972e-06	4.2461e-05	0.0002329	5.8321e-05	0.00034959	3.4945e-06	5.4211e-05	7.4634e-06	5.0161e-05	8.8178e-06	3.086e-05	6.1746e-07	3.5437e-06	3.1869e-07	7.4415e-07	8.094e-07	5.2251e-06	8.799e-07	3.4454e-06	2.6092e-06	4.4545e-06	3.3012e-06	2.0953e-05	4.6286e-08	8.2005e-07	1.4248e-08	1.8439e-08	1.362e-09	2.9335e-09	1.8649e-10	1.0896e-09	2.0325e-10	5.6574e-10	1.8439e-10	6.0765e-10	1.362e-10	3.3526e-10	6.0765e-11	1.6972e-10	1.9906e-11	6.4956e-11	3.3526e-11	9.6386e-11	3.143e-11	8.3814e-11	1.8439e-11	9.8481e-11	2.0744e-11	1.1943e-10	2.3049e-11	5.6574e-11	1.362e-11	1.4039e-10	1.2572e-11	3.7716e-11	9.01e-12	3.3526e-11	3.9812e-12	3.7716e-11	6.4956e-12	2.9335e-11	7.3337e-12	2.9335e-11	1.1105e-11	1.8439e-11	3.7716e-12	1.8649e-11	2.724e-12	1.6972e-11	1.5296e-12	1.6972e-11	5.867e-12	2.5144e-11	1.6553e-11	3.143e-11	5.867e-12	1.0267e-11	3.143e-12	2.9335e-11	1.5296e-12	1.6972e-12
12.3569	0.016918	0.010739	2.7592e-05	4.1804e-06	4.2072e-05	0.00022974	5.7617e-05	0.00034401	3.4592e-06	5.2987e-05	7.3726e-06	4.9468e-05	8.7041e-06	3.044e-05	6.1213e-07	3.5037e-06	3.1694e-07	7.3625e-07	8.0316e-07	5.1574e-06	8.706e-07	3.4083e-06	2.5773e-06	4.4005e-06	3.2584e-06	2.0705e-05	4.5977e-08	8.1068e-07	1.408e-08	1.8221e-08	1.3459e-09	2.8988e-09	1.8428e-10	1.0767e-09	2.0084e-10	5.5905e-10	1.8221e-10	6.0046e-10	1.3459e-10	3.3129e-10	6.0046e-11	1.6771e-10	1.967e-11	6.4187e-11	3.3129e-11	9.5245e-11	3.1058e-11	8.2822e-11	1.8221e-11	9.7315e-11	2.0498e-11	1.1802e-10	2.2776e-11	5.5905e-11	1.3459e-11	1.3873e-10	1.2423e-11	3.727e-11	8.9033e-12	3.3129e-11	3.934e-12	3.727e-11	6.4187e-12	2.8988e-11	7.2469e-12	2.8988e-11	1.0974e-11	1.8221e-11	3.727e-12	1.8428e-11	2.6917e-12	1.6771e-11	1.5115e-12	1.6771e-11	5.7975e-12	2.4846e-11	1.6357e-11	3.1058e-11	5.7975e-12	1.0146e-11	3.1058e-12	2.8988e-11	1.5115e-12	1.6771e-12
12.5286	0.015577	0.010607	2.7337e-05	4.1661e-06	4.1712e-05	0.00022676	5.6936e-05	0.00033859	3.4265e-06	5.1817e-05	7.2875e-06	4.8815e-05	8.5973e-06	3.0045e-05	6.0724e-07	3.4664e-06	3.154e-07	7.2888e-07	7.9749e-07	5.0938e-06	8.6193e-07	3.3738e-06	2.5473e-06	4.3499e-06	3.2182e-06	2.0473e-05	4.5699e-08	8.0193e-07	1.3922e-08	1.8016e-08	1.3307e-09	2.8662e-09	1.8221e-10	1.0646e-09	1.9859e-10	5.5277e-10	1.8016e-10	5.9372e-10	1.3307e-10	3.2757e-10	5.9372e-11	1.6583e-10	1.9449e-11	6.3466e-11	3.2757e-11	9.4176e-11	3.0709e-11	8.1892e-11	1.8016e-11	9.6223e-11	2.0268e-11	1.167e-10	2.252e-11	5.5277e-11	1.3307e-11	1.3717e-10	1.2284e-11	3.6851e-11	8.8034e-12	3.2757e-11	3.8899e-12	3.6851e-11	6.3466e-12	2.8662e-11	7.1655e-12	2.8662e-11	1.0851e-11	1.8016e-11	3.6851e-12	1.8221e-11	2.6615e-12	1.6583e-11	1.4945e-12	1.6583e-11	5.7324e-12	2.4568e-11	1.6174e-11	3.0709e-11	5.7324e-12	1.0032e-11	3.0709e-12	2.8662e-11	1.4945e-12	1.6583e-12
12.7027	0.015245	0.010483	2.7101e-05	4.1543e-06	4.138e-05	0.00022396	5.6278e-05	0.00033332	3.3962e-06	5.0699e-05	7.2078e-06	4.8202e-05	8.4971e-06	2.9674e-05	6.0276e-07	3.4317e-06	3.1405e-07	7.2203e-07	7.9234e-07	5.0342e-06	8.5387e-07	3.3416e-06	2.5191e-06	4.3024e-06	3.1804e-06	2.0256e-05	4.545e-08	7.9376e-07	1.3774e-08	1.7825e-08	1.3166e-09	2.8358e-09	1.8027e-10	1.0533e-09	1.9648e-10	5.469e-10	1.7825e-10	5.8741e-10	1.3166e-10	3.2409e-10	5.8741e-11	1.6407e-10	1.9243e-11	6.2792e-11	3.2409e-11	9.3175e-11	3.0383e-11	8.1022e-11	1.7825e-11	9.5201e-11	2.0053e-11	1.1546e-10	2.2281e-11	5.469e-11	1.3166e-11	1.3571e-10	1.2153e-11	3.646e-11	8.7099e-12	3.2409e-11	3.8486e-12	3.646e-11	6.2792e-12	2.8358e-11	7.0894e-12	2.8358e-11	1.0735e-11	1.7825e-11	3.646e-12	1.8027e-11	2.6332e-12	1.6407e-11	1.4787e-12	1.6407e-11	5.6715e-12	2.4307e-11	1.6002e-11	3.0383e-11	5.6715e-12	9.9252e-12	3.0383e-12	2.8358e-11	1.4787e-12	1.6407e-12
12.8792	0.014934	0.010367	2.6092e-05	4.1451e-06	4.1077e-05	0.00022134	5.5643e-05	0.0003282	3.3683e-06	4.9633e-05	7.1335e-06	4.7627e-05	8.4035e-06	2.9327e-05	5.9869e-07	3.3995e-06	3.1292e-07	7.157e-07	7.8774e-07	4.9786e-06	8.4642e-07	3.3118e-06	2.4929e-06	4.2581e-06	3.1449e-06	2.0053e-05	4.523e-08	7.8617e-07	1.3636e-08	1.7647e-08	1.3034e-09	2.8074e-09	1.7847e-10	1.0428e-09	1.9451e-10	5.4143e-10	1.7647e-10	5.8154e-10	1.3034e-10	3.2085e-10	5.8154e-11	1.6243e-10	1.905e-11	6.2164e-11	3.2085e-11	9.2244e-11	3.0079e-11	8.0212e-11	1.7647e-11	9.4249e-11	1.9852e-11	1.143e-10	2.2058e-11	5.4143e-11	1.3034e-11	1.3435e-10	1.2032e-11	3.6095e-11	8.6228e-12	3.2085e-11	3.8101e-12	3.6095e-11	6.2164e-12	2.8074e-11	7.0185e-12	2.8074e-11	1.0628e-11	1.7647e-11	3.6095e-12	1.7847e-11	2.6069e-12	1.6243e-11	1.4639e-12	1.6243e-11	5.6148e-12	2.4064e-11	1.5842e-11	3.0079e-11	5.6148e-12	9.826e-12	3.0079e-12	2.8074e-11	1.4639e-12	1.6243e-12
13.0582	0.014642	0.010258	2.5895e-05	4.1383e-06	4.0801e-05	0.00021889	5.5029e-05	0.00032322	3.3426e-06	4.8618e-05	7.0643e-06	4.7089e-05	8.316e-06	2.9002e-05	5.9502e-07	3.3698e-06	3.1197e-07	7.0987e-07	7.8365e-07	4.9267e-06	8.3954e-07	3.2842e-06	2.4683e-06	4.2169e-06	3.1118e-06	1.9865e-05	4.5038e-08	7.7914e-07	1.3508e-08	1.7481e-08	1.2912e-09	2.781e-09	1.7679e-10	1.033e-09	1.9269e-10	5.3634e-10	1.7481e-10	5.7607e-10	1.2912e-10	3.1783e-10	5.7607e-11	1.609e-10	1.8871e-11	6.158e-11	3.1783e-11	9.1377e-11	2.9797e-11	7.9458e-11	1.7481e-11	9.3364e-11	1.9666e-11	1.1323e-10	2.1851e-11	5.3634e-11	1.2912e-11	1.3309e-10	1.1919e-11	3.5756e-11	8.5418e-12	3.1783e-11	3.7743e-12	3.5756e-11	6.158e-12	2.781e-11	6.9526e-12	2.781e-11	1.0528e-11	1.7481e-11	3.5756e-12	1.7679e-11	2.5824e-12	1.609e-11	1.4501e-12	1.609e-11	5.5621e-12	2.3837e-11	1.5693e-11	2.9797e-11	5.5621e-12	9.7336e-12	2.9797e-12	2.781e-11	1.4501e-12	1.609e-12
13.2397	0.014368	0.010157	2.5716e-05	4.1341e-06	4.0551e-05	0.0002166	5.4437e-05	0.00031839	3.3192e-06	4.7652e-05	7.0002e-06	4.6587e-05	8.2346e-06	2.8699e-05	5.9175e-07	3.3425e-06	3.1123e-07	7.0453e-07	7.8007e-07	4.8784e-06	8.3323e-07	3.2589e-06	2.4455e-06	4.1786e-06	3.0808e-06	1.969e-05	4.4874e-08	7.7266e-07	1.3389e-08	1.7327e-08	1.2799e-09	2.7566e-09	1.7524e-10	1.0239e-09	1.9099e-10	5.3163e-10	1.7327e-10	5.7101e-10	1.2799e-10	3.1504e-10	5.7101e-11	1.5949e-10	1.8706e-11	6.1039e-11	3.1504e-11	9.0574e-11	2.9535e-11	7.876e-11	1.7327e-11	9.2543e-11	1.9493e-11	1.1223e-10	2.1659e-11	5.3163e-11	1.2799e-11	1.3192e-10	1.1814e-11	3.5442e-11	8.4667e-12	3.1504e-11	3.7411e-12	3.5442e-11	6.1039e-12	2.7566e-11	6.8915e-12	2.7566e-11	1.0436e-11	1.7327e-11	3.5442e-12	1.7524e-11	2.5597e-12	1.5949e-11	1.4374e-12	1.5949e-11	5.5132e-12	2.3628e-11	1.5555e-11	2.9535e-11	5.5132e-12	9.6481e-12	2.9535e-12	2.7566e-11	1.4374e-12	1.5949e-12
13.4237	0.014112	0.010062	2.5552e-05	4.0088e-06	4.0327e-05	0.00021447	5.3865e-05	0.0003137	3.2981e-06	4.6736e-05	6.941e-06	4.6119e-05	8.1591e-06	2.8418e-05	5.8886e-07	3.3175e-06	3.1068e-07	6.9969e-07	7.7699e-07	4.8337e-06	8.2748e-07	3.2357e-06	2.4244e-06	4.1432e-06	3.0521e-06	1.9529e-05	4.4739e-08	7.667e-07	1.328e-08	1.7186e-08	1.2694e-09	2.7341e-09	1.7381e-10	1.0155e-09	1.8943e-10	5.2729e-10	1.7186e-10	5.6634e-10	1.2694e-10	3.1247e-10	5.6634e-11	1.5819e-10	1.8553e-11	6.054e-11	3.1247e-11	8.9834e-11	2.9294e-11	7.8116e-11	1.7186e-11	9.1787e-11	1.9334e-11	1.1132e-10	2.1482e-11	5.2729e-11	1.2694e-11	1.3084e-10	1.1717e-11	3.5152e-11	8.3975e-12	3.1247e-11	3.7105e-12	3.5152e-11	6.054e-12	2.7341e-11	6.8352e-12	2.7341e-11	1.035e-11	1.7186e-11	3.5152e-12	1.7381e-11	2.5388e-12	1.5819e-11	1.4256e-12	1.5819e-11	5.4681e-12	2.3435e-11	1.5428e-11	2.9294e-11	5.4681e-12	9.5693e-12	2.9294e-12	2.7341e-11	1.4256e-12	1.5819e-12
13.6103	0.013872	0.0099746	2.5405e-05	4.0091e-06	4.0129e-05	0.0002125	5.3315e-05	0.00030915	3.279e-06	4.5867e-05	6.8865e-06	4.5684e-05	8.0893e-06	2.8157e-05	5.8635e-07	3.2947e-06	3.1032e-07	6.9533e-07	7.7441e-07	4.7925e-06	8.2226e-07	3.2146e-06	2.4048e-06	4.1105e-06	3.0254e-06	1.9381e-05	4.463e-08	7.6126e-07	1.3179e-08	1.7055e-08	1.2598e-09	2.7134e-09	1.7249e-10	1.0078e-09	1.88e-10	5.2329e-10	1.7055e-10	5.6205e-10	1.2598e-10	3.101e-10	5.6205e-11	1.5699e-10	1.8412e-11	6.0082e-11	3.101e-11	8.9154e-11	2.9072e-11	7.7525e-11	1.7055e-11	9.1092e-11	1.9187e-11	1.1047e-10	2.1319e-11	5.2329e-11	1.2598e-11	1.2985e-10	1.1629e-11	3.4886e-11	8.3339e-12	3.101e-11	3.6824e-12	3.4886e-11	6.0082e-12	2.7134e-11	6.7834e-12	2.7134e-11	1.0272e-11	1.7055e-11	3.4886e-12	1.7249e-11	2.5196e-12	1.5699e-11	1.4148e-12	1.5699e-11	5.4267e-12	2.3257e-11	1.5311e-11	2.9072e-11	5.4267e-12	9.4968e-12	2.9072e-12	2.7134e-11	1.4148e-12	1.5699e-12
13.7994	0.013649	0.0098934	2.5273e-05	4.0118e-06	3.9956e-05	0.00021067	5.2784e-05	0.00030473	3.2621e-06	4.5046e-05	6.8367e-06	4.5282e-05	8.0251e-06	2.7916e-05	5.8421e-07	3.2742e-06	3.1015e-07	6.739e-07	7.7231e-07	4.7546e-06	8.1757e-07	3.1956e-06	2.3149e-06	4.0806e-06	3.0007e-06	1.9246e-05	4.4548e-08	7.5632e-07	1.3087e-08	1.6937e-08	1.251e-09	2.6945e-09	1.7129e-10	1.0008e-09	1.8669e-10	5.1965e-10	1.6937e-10	5.5814e-10	1.251e-10	3.0794e-10	5.5814e-11	1.5589e-10	1.8284e-11	5.9663e-11	3.0794e-11	8.8532e-11	2.8869e-11	7.6985e-11	1.6937e-11	9.0457e-11	1.9054e-11	1.097e-10	2.1171e-11	5.1965e-11	1.251e-11	1.2895e-10	1.1548e-11	3.4643e-11	8.2758e-12	3.0794e-11	3.6568e-12	3.4643e-11	5.9663e-12	2.6945e-11	6.7361e-12	2.6945e-11	1.02e-11	1.6937e-11	3.4643e-12	1.7129e-11	2.502e-12	1.5589e-11	1.405e-12	1.5589e-11	5.3889e-12	2.3095e-11	1.5204e-11	2.8869e-11	5.3889e-12	9.4306e-12	2.8869e-12	2.6945e-11	1.405e-12	1.5589e-12
13.9912	0.013441	0.0098186	2.5157e-05	4.0168e-06	3.9808e-05	0.00020899	5.2274e-05	0.00030046	3.2472e-06	4.4271e-05	6.7914e-06	4.4912e-05	7.9663e-06	2.7694e-05	5.8244e-07	3.2559e-06	3.1017e-07	6.7044e-07	7.707e-07	4.7199e-06	8.1341e-07	3.1786e-06	2.2988e-06	4.0533e-06	2.8878e-06	1.9124e-05	4.4493e-08	7.5188e-07	1.3004e-08	1.6829e-08	1.243e-09	2.6773e-09	1.702e-10	9.9443e-10	1.855e-10	5.1634e-10	1.6829e-10	5.5458e-10	1.243e-10	3.0598e-10	5.5458e-11	1.549e-10	1.8167e-11	5.9283e-11	3.0598e-11	8.7969e-11	2.8685e-11	7.6494e-11	1.6829e-11	8.9881e-11	1.8932e-11	1.09e-10	2.1036e-11	5.1634e-11	1.243e-11	1.2813e-10	1.1474e-11	3.4422e-11	8.2232e-12	3.0598e-11	3.6335e-12	3.4422e-11	5.9283e-12	2.6773e-11	6.6933e-12	2.6773e-11	1.0136e-11	1.6829e-11	3.4422e-12	1.702e-11	2.4861e-12	1.549e-11	1.396e-12	1.549e-11	5.3546e-12	2.2948e-11	1.5108e-11	2.8685e-11	5.3546e-12	9.3706e-12	2.8685e-12	2.6773e-11	1.396e-12	1.549e-12
