"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90
1066.53	0.32905	0.049956	0.0002259	0.00014308	0.0004443	0.0013535	0.00038408	0.0012771	3.2416e-05	0.00021024	4.5654e-05	0.0002718	4.9739e-05	0.00019433	9.5531e-06	3.9086e-05	1.0014e-05	2.0832e-05	1.5821e-05	3.6212e-05	7.1765e-06	2.3992e-05	1.1871e-05	2.4014e-05	1.4963e-05	0.00015157	1.0396e-06	7.4101e-06	1.0307e-07	1.3338e-07	9.8519e-09	2.1219e-08	1.349e-09	7.8815e-09	1.4702e-09	4.0923e-09	1.3338e-09	4.3955e-09	9.8519e-10	2.4251e-09	4.3955e-10	1.2277e-09	1.4399e-10	4.6986e-10	2.4251e-10	6.9721e-10	2.2735e-10	6.0627e-10	1.3338e-10	7.1237e-10	1.5005e-10	8.6394e-10	1.6672e-10	4.0923e-10	9.8519e-11	1.0155e-09	9.0941e-11	2.7282e-10	6.5174e-11	2.4251e-10	2.8798e-11	2.7282e-10	4.6986e-11	2.1219e-10	5.3049e-11	2.1219e-10	8.0331e-11	1.3338e-10	2.7282e-11	1.349e-10	1.9704e-11	1.2277e-10	1.1064e-11	1.2277e-10	4.2439e-11	1.8188e-10	1.1974e-10	2.2735e-10	4.2439e-11	7.4268e-11	2.2735e-11	2.1219e-10	1.1064e-11	1.2277e-11
1081.35	0.3281	0.049416	0.00022344	0.0001416	0.00043893	0.0013392	0.00037985	0.0012639	3.2025e-05	0.00020799	4.5114e-05	0.00026896	4.918e-05	0.00019241	9.4481e-06	3.8714e-05	9.9088e-06	2.0619e-05	1.5647e-05	3.5836e-05	7.0927e-06	2.3697e-05	1.1722e-05	2.3728e-05	1.4795e-05	0.00015007	1.0295e-06	7.3399e-06	1.0205e-07	1.3206e-07	9.7544e-09	2.1009e-08	1.3356e-09	7.8035e-09	1.4557e-09	4.0518e-09	1.3206e-09	4.352e-09	9.7544e-10	2.4011e-09	4.352e-10	1.2155e-09	1.4256e-10	4.6521e-10	2.4011e-10	6.9031e-10	2.251e-10	6.0027e-10	1.3206e-10	7.0532e-10	1.4857e-10	8.5538e-10	1.6507e-10	4.0518e-10	9.7544e-11	1.0055e-09	9.004e-11	2.7012e-10	6.4529e-11	2.4011e-10	2.8513e-11	2.7012e-10	4.6521e-11	2.1009e-10	5.2524e-11	2.1009e-10	7.9536e-11	1.3206e-10	2.7012e-11	1.3356e-10	1.9509e-11	1.2155e-10	1.0955e-11	1.2155e-10	4.2019e-11	1.8008e-10	1.1855e-10	2.251e-10	4.2019e-11	7.3533e-11	2.251e-11	2.1009e-10	1.0955e-11	1.2155e-11
1096.38	0.3271	0.048873	0.00022097	0.00014011	0.00043354	0.0013247	0.0003756	0.0012506	3.1632e-05	0.00020573	4.4571e-05	0.0002661	4.8617e-05	0.00019048	9.3424e-06	3.8337e-05	9.8021e-06	2.0405e-05	1.5472e-05	3.5456e-05	7.0085e-06	2.3401e-05	1.1572e-05	2.3441e-05	1.4626e-05	0.00014856	1.0194e-06	7.2691e-06	1.0102e-07	1.3073e-07	9.6561e-09	2.0798e-08	1.3221e-09	7.7249e-09	1.441e-09	4.011e-09	1.3073e-09	4.3081e-09	9.6561e-10	2.3769e-09	4.3081e-10	1.2033e-09	1.4113e-10	4.6052e-10	2.3769e-10	6.8335e-10	2.2283e-10	5.9422e-10	1.3073e-10	6.9821e-10	1.4707e-10	8.4676e-10	1.6341e-10	4.011e-10	9.6561e-11	9.9532e-10	8.9133e-11	2.674e-10	6.3879e-11	2.3769e-10	2.8225e-11	2.674e-10	4.6052e-11	2.0798e-10	5.1994e-11	2.0798e-10	7.8734e-11	1.3073e-10	2.674e-11	1.3221e-10	1.9312e-11	1.2033e-10	1.0845e-11	1.2033e-10	4.1595e-11	1.7827e-10	1.1736e-10	2.2283e-10	4.1595e-11	7.2792e-11	2.2283e-11	2.0798e-10	1.0845e-11	1.2033e-11
1111.61	0.32604	0.048328	0.00021848	0.0001386	0.00042812	0.0013102	0.00037132	0.0012372	3.1238e-05	0.00020345	4.4026e-05	0.00026322	4.8053e-05	0.00018853	9.2358e-06	3.7957e-05	9.6943e-06	2.0188e-05	1.5295e-05	3.5074e-05	6.9239e-06	2.3104e-05	1.1422e-05	2.3153e-05	1.4456e-05	0.00014703	1.0091e-06	7.1976e-06	9.9981e-08	1.2939e-07	9.557e-09	2.0584e-08	1.3086e-09	7.6456e-09	1.4262e-09	3.9698e-09	1.2939e-09	4.2639e-09	9.557e-10	2.3525e-09	4.2639e-10	1.191e-09	1.3968e-10	4.558e-10	2.3525e-10	6.7634e-10	2.2055e-10	5.8812e-10	1.2939e-10	6.9105e-10	1.4556e-10	8.3808e-10	1.6173e-10	3.9698e-10	9.557e-11	9.8511e-10	8.8219e-11	2.6466e-10	6.3223e-11	2.3525e-10	2.7936e-11	2.6466e-10	4.558e-11	2.0584e-10	5.1461e-11	2.0584e-10	7.7926e-11	1.2939e-10	2.6466e-11	1.3086e-10	1.9114e-11	1.191e-10	1.0733e-11	1.191e-10	4.1169e-11	1.7644e-10	1.1615e-10	2.2055e-10	4.1169e-11	7.2045e-11	2.2055e-11	2.0584e-10	1.0733e-11	1.191e-11
1127.06	0.32493	0.047779	0.00021599	0.00013708	0.00042268	0.0012956	0.00036701	0.0012237	3.0842e-05	0.00020116	4.3479e-05	0.00026032	4.7485e-05	0.00018656	9.1285e-06	3.7573e-05	9.5855e-06	1.9969e-05	1.5117e-05	3.4689e-05	6.8389e-06	2.2806e-05	1.1272e-05	2.2864e-05	1.4286e-05	0.0001455	9.9879e-07	7.1255e-06	9.8937e-08	1.2804e-07	9.4573e-09	2.0369e-08	1.2949e-09	7.5658e-09	1.4113e-09	3.9284e-09	1.2804e-09	4.2194e-09	9.4573e-10	2.3279e-09	4.2194e-10	1.1785e-09	1.3822e-10	4.5104e-10	2.3279e-10	6.6928e-10	2.1824e-10	5.8199e-10	1.2804e-10	6.8383e-10	1.4404e-10	8.2933e-10	1.6005e-10	3.9284e-10	9.4573e-11	9.7483e-10	8.7298e-11	2.6189e-10	6.2563e-11	2.3279e-10	2.7644e-11	2.6189e-10	4.5104e-11	2.0369e-10	5.0924e-11	2.0369e-10	7.7113e-11	1.2804e-10	2.6189e-11	1.2949e-10	1.8915e-11	1.1785e-10	1.0621e-11	1.1785e-10	4.0739e-11	1.746e-10	1.1494e-10	2.1824e-10	4.0739e-11	7.1293e-11	2.1824e-11	2.0369e-10	1.0621e-11	1.1785e-11
1142.73	0.32375	0.047228	0.00021348	0.00013554	0.00041722	0.0012809	0.00036268	0.0012102	3.0444e-05	0.00019885	4.293e-05	0.00025741	4.6916e-05	0.00018459	9.0205e-06	3.7186e-05	9.4758e-06	1.9748e-05	1.4938e-05	3.4302e-05	6.7537e-06	2.2508e-05	1.1122e-05	2.2574e-05	1.4115e-05	0.00014395	9.8834e-07	7.0528e-06	9.7887e-08	1.2668e-07	9.3568e-09	2.0153e-08	1.2812e-09	7.4855e-09	1.3963e-09	3.8867e-09	1.2668e-09	4.1746e-09	9.3568e-10	2.3032e-09	4.1746e-10	1.166e-09	1.3675e-10	4.4625e-10	2.3032e-10	6.6218e-10	2.1593e-10	5.7581e-10	1.2668e-10	6.7657e-10	1.4251e-10	8.2052e-10	1.5835e-10	3.8867e-10	9.3568e-11	9.6447e-10	8.6371e-11	2.5911e-10	6.1899e-11	2.3032e-10	2.7351e-11	2.5911e-10	4.4625e-11	2.0153e-10	5.0383e-11	2.0153e-10	7.6294e-11	1.2668e-10	2.5911e-11	1.2812e-10	1.8714e-11	1.166e-10	1.0508e-11	1.166e-10	4.0306e-11	1.7274e-10	1.1372e-10	2.1593e-10	4.0306e-11	7.0536e-11	2.1593e-11	2.0153e-10	1.0508e-11	1.166e-11
1158.61	0.32252	0.046674	0.00021096	0.000134	0.00041175	0.0012661	0.00035833	0.0011966	3.0046e-05	0.00019654	4.238e-05	0.00025448	4.6344e-05	0.0001826	8.9119e-06	3.6796e-05	9.3652e-06	1.9525e-05	1.4758e-05	3.3913e-05	6.6681e-06	2.2209e-05	1.0971e-05	2.2283e-05	1.3944e-05	0.0001424	9.778e-07	6.9795e-06	9.683e-08	1.2531e-07	9.2558e-09	1.9936e-08	1.2673e-09	7.4047e-09	1.3813e-09	3.8447e-09	1.2531e-09	4.1295e-09	9.2558e-10	2.2784e-09	4.1295e-10	1.1534e-09	1.3528e-10	4.4143e-10	2.2784e-10	6.5503e-10	2.136e-10	5.6959e-10	1.2531e-10	6.6927e-10	1.4097e-10	8.1166e-10	1.5664e-10	3.8447e-10	9.2558e-11	9.5406e-10	8.5438e-11	2.5632e-10	6.1231e-11	2.2784e-10	2.7055e-11	2.5632e-10	4.4143e-11	1.9936e-10	4.9839e-11	1.9936e-10	7.5471e-11	1.2531e-10	2.5632e-11	1.2673e-10	1.8512e-11	1.1534e-10	1.0395e-11	1.1534e-10	3.9871e-11	1.7088e-10	1.1249e-10	2.136e-10	3.9871e-11	6.9775e-11	2.136e-11	1.9936e-10	1.0395e-11	1.1534e-11
1174.71	0.32124	0.046118	0.00020843	0.00013244	0.00040626	0.0012513	0.00035395	0.0011829	2.9646e-05	0.00019422	4.1829e-05	0.00025154	4.5771e-05	0.0001806	8.8027e-06	3.6403e-05	9.2539e-06	1.9301e-05	1.4576e-05	3.3522e-05	6.5824e-06	2.1909e-05	1.0821e-05	2.1993e-05	1.3772e-05	0.00014083	9.6718e-07	6.9058e-06	9.5768e-08	1.2393e-07	9.1542e-09	1.9717e-08	1.2534e-09	7.3234e-09	1.3661e-09	3.8025e-09	1.2393e-09	4.0842e-09	9.1542e-10	2.2534e-09	4.0842e-10	1.1408e-09	1.3379e-10	4.3659e-10	2.2534e-10	6.4784e-10	2.1125e-10	5.6334e-10	1.2393e-10	6.6192e-10	1.3943e-10	8.0276e-10	1.5492e-10	3.8025e-10	9.1542e-11	9.4359e-10	8.4501e-11	2.535e-10	6.0559e-11	2.2534e-10	2.6759e-11	2.535e-10	4.3659e-11	1.9717e-10	4.9292e-11	1.9717e-10	7.4642e-11	1.2393e-10	2.535e-11	1.2534e-10	1.8308e-11	1.1408e-10	1.0281e-11	1.1408e-10	3.9434e-11	1.69e-10	1.1126e-10	2.1125e-10	3.9434e-11	6.9009e-11	2.1125e-11	1.9717e-10	1.0281e-11	1.1408e-11
1191.03	0.3199	0.045561	0.00020589	0.00013087	0.00040077	0.0012364	0.00034956	0.0011692	2.9246e-05	0.00019189	4.1277e-05	0.00024859	4.5196e-05	0.00017859	8.693e-06	3.6007e-05	9.1418e-06	1.9074e-05	1.4394e-05	3.3129e-05	6.4964e-06	2.161e-05	1.067e-05	2.1701e-05	1.36e-05	0.00013926	9.5647e-07	6.8315e-06	9.4699e-08	1.2255e-07	9.0521e-09	1.9497e-08	1.2394e-09	7.2417e-09	1.3509e-09	3.7601e-09	1.2255e-09	4.0387e-09	9.0521e-10	2.2282e-09	4.0387e-10	1.128e-09	1.323e-10	4.3172e-10	2.2282e-10	6.4061e-10	2.089e-10	5.5706e-10	1.2255e-10	6.5454e-10	1.3787e-10	7.938e-10	1.5319e-10	3.7601e-10	9.0521e-11	9.3307e-10	8.3558e-11	2.5067e-10	5.9883e-11	2.2282e-10	2.646e-11	2.5067e-10	4.3172e-11	1.9497e-10	4.8742e-11	1.9497e-10	7.381e-11	1.2255e-10	2.5067e-11	1.2394e-10	1.8104e-11	1.128e-10	1.0166e-11	1.128e-10	3.8994e-11	1.6712e-10	1.1002e-10	2.089e-10	3.8994e-11	6.8239e-11	2.089e-11	1.9497e-10	1.0166e-11	1.128e-11
1207.59	0.3185	0.045002	0.00020335	0.00012929	0.00039526	0.0012214	0.00034516	0.0011554	2.8845e-05	0.00018955	4.0724e-05	0.00024563	4.462e-05	0.00017656	8.5829e-06	3.5608e-05	9.029e-06	1.8847e-05	1.4211e-05	3.2735e-05	6.4103e-06	2.131e-05	1.052e-05	2.141e-05	1.3427e-05	0.00013769	9.4569e-07	6.7568e-06	9.3626e-08	1.2116e-07	8.9496e-09	1.9276e-08	1.2254e-09	7.1597e-09	1.3356e-09	3.7175e-09	1.2116e-09	3.9929e-09	8.9496e-10	2.203e-09	3.9929e-10	1.1153e-09	1.308e-10	4.2683e-10	2.203e-10	6.3336e-10	2.0653e-10	5.5074e-10	1.2116e-10	6.4712e-10	1.3631e-10	7.8481e-10	1.5145e-10	3.7175e-10	8.9496e-11	9.225e-10	8.2612e-11	2.4783e-10	5.9205e-11	2.203e-10	2.616e-11	2.4783e-10	4.2683e-11	1.9276e-10	4.819e-11	1.9276e-10	7.2974e-11	1.2116e-10	2.4783e-11	1.2254e-10	1.7899e-11	1.1153e-10	1.0051e-11	1.1153e-10	3.8552e-11	1.6522e-10	1.0877e-10	2.0653e-10	3.8552e-11	6.7466e-11	2.0653e-11	1.9276e-10	1.0051e-11	1.1153e-11
1224.37	0.31706	0.044442	0.0002008	0.0001277	0.00038975	0.0012065	0.00034074	0.0011415	2.8444e-05	0.00018721	4.0171e-05	0.00024266	4.4043e-05	0.00017453	8.4724e-06	3.5207e-05	8.9157e-06	1.8618e-05	1.4028e-05	3.2339e-05	6.324e-06	2.101e-05	1.037e-05	2.1119e-05	1.3255e-05	0.0001361	9.3484e-07	6.6818e-06	9.2549e-08	1.1977e-07	8.8466e-09	1.9054e-08	1.2113e-09	7.0773e-09	1.3202e-09	3.6747e-09	1.1977e-09	3.9469e-09	8.8466e-10	2.1776e-09	3.9469e-10	1.1024e-09	1.293e-10	4.2191e-10	2.1776e-10	6.2607e-10	2.0415e-10	5.4441e-10	1.1977e-10	6.3968e-10	1.3474e-10	7.7578e-10	1.4971e-10	3.6747e-10	8.8466e-11	9.1188e-10	8.1661e-11	2.4498e-10	5.8524e-11	2.1776e-10	2.5859e-11	2.4498e-10	4.2191e-11	1.9054e-10	4.7635e-11	1.9054e-10	7.2134e-11	1.1977e-10	2.4498e-11	1.2113e-10	1.7693e-11	1.1024e-10	9.9354e-12	1.1024e-10	3.8108e-11	1.6332e-10	1.0752e-10	2.0415e-10	3.8108e-11	6.669e-11	2.0415e-11	1.9054e-10	9.9354e-12	1.1024e-11
1241.38	0.31555	0.04388	0.00019825	0.00012611	0.00038424	0.0011914	0.00033631	0.0011277	2.8043e-05	0.00018486	3.9618e-05	0.00023968	4.3466e-05	0.0001725	8.3616e-06	3.4804e-05	8.8018e-06	1.8388e-05	1.3843e-05	3.1942e-05	6.2377e-06	2.071e-05	1.022e-05	2.0827e-05	1.3082e-05	0.00013451	9.2393e-07	6.6063e-06	9.1468e-08	1.1837e-07	8.7432e-09	1.8832e-08	1.1972e-09	6.9946e-09	1.3048e-09	3.6318e-09	1.1837e-09	3.9008e-09	8.7432e-10	2.1522e-09	3.9008e-10	1.0895e-09	1.2779e-10	4.1698e-10	2.1522e-10	6.1875e-10	2.0177e-10	5.3805e-10	1.1837e-10	6.322e-10	1.3317e-10	7.6671e-10	1.4796e-10	3.6318e-10	8.7432e-11	9.0123e-10	8.0707e-11	2.4212e-10	5.784e-11	2.1522e-10	2.5557e-11	2.4212e-10	4.1698e-11	1.8832e-10	4.7079e-11	1.8832e-10	7.1291e-11	1.1837e-10	2.4212e-11	1.1972e-10	1.7486e-11	1.0895e-10	9.8193e-12	1.0895e-10	3.7663e-11	1.6141e-10	1.0626e-10	2.0177e-10	3.7663e-11	6.5911e-11	2.0177e-11	1.8832e-10	9.8193e-12	1.0895e-11
1258.64	0.314	0.043318	0.00019569	0.0001245	0.00037873	0.0011764	0.00033187	0.0011138	2.7641e-05	0.0001825	3.9065e-05	0.00023669	4.2888e-05	0.00017045	8.2504e-06	3.4399e-05	8.6874e-06	1.8156e-05	1.3658e-05	3.1544e-05	6.1514e-06	2.0411e-05	1.007e-05	2.0536e-05	1.291e-05	0.00013292	9.1296e-07	6.5305e-06	9.0383e-08	1.1697e-07	8.6395e-09	1.8608e-08	1.183e-09	6.9116e-09	1.2893e-09	3.5887e-09	1.1697e-09	3.8546e-09	8.6395e-10	2.1267e-09	3.8546e-10	1.0766e-09	1.2627e-10	4.1204e-10	2.1267e-10	6.1141e-10	1.9937e-10	5.3166e-10	1.1697e-10	6.247e-10	1.3159e-10	7.5762e-10	1.4621e-10	3.5887e-10	8.6395e-11	8.9054e-10	7.9749e-11	2.3925e-10	5.7154e-11	2.1267e-10	2.5254e-11	2.3925e-10	4.1204e-11	1.8608e-10	4.6521e-11	1.8608e-10	7.0445e-11	1.1697e-10	2.3925e-11	1.183e-10	1.7279e-11	1.0766e-10	9.7029e-12	1.0766e-10	3.7216e-11	1.595e-10	1.05e-10	1.9937e-10	3.7216e-11	6.5129e-11	1.9937e-11	1.8608e-10	9.7029e-12	1.0766e-11
1276.13	0.31239	0.042755	0.00019313	0.00012289	0.00037322	0.0011613	0.00032742	0.0010998	2.724e-05	0.00018015	3.8512e-05	0.0002337	4.231e-05	0.0001684	8.139e-06	3.3992e-05	8.5726e-06	1.7924e-05	1.3473e-05	3.1145e-05	6.0651e-06	2.0112e-05	9.9207e-06	2.0245e-05	1.2737e-05	0.00013132	9.0194e-07	6.4544e-06	8.9295e-08	1.1556e-07	8.5355e-09	1.8384e-08	1.1687e-09	6.8284e-09	1.2738e-09	3.5455e-09	1.1556e-09	3.8082e-09	8.5355e-10	2.1011e-09	3.8082e-10	1.0637e-09	1.2475e-10	4.0708e-10	2.1011e-10	6.0405e-10	1.9697e-10	5.2526e-10	1.1556e-10	6.1719e-10	1.3e-10	7.485e-10	1.4445e-10	3.5455e-10	8.5355e-11	8.7982e-10	7.879e-11	2.3637e-10	5.6466e-11	2.1011e-10	2.495e-11	2.3637e-10	4.0708e-11	1.8384e-10	4.5961e-11	1.8384e-10	6.9597e-11	1.1556e-10	2.3637e-11	1.1687e-10	1.7071e-11	1.0637e-10	9.5861e-12	1.0637e-10	3.6768e-11	1.5758e-10	1.0374e-10	1.9697e-10	3.6768e-11	6.4345e-11	1.9697e-11	1.8384e-10	9.5861e-12	1.0637e-11
1293.86	0.31073	0.042192	0.00019057	0.00012128	0.00036772	0.0011462	0.00032297	0.0010858	2.6839e-05	0.00017779	3.7959e-05	0.00023071	4.1732e-05	0.00016634	8.0275e-06	3.3584e-05	8.4574e-06	1.7691e-05	1.3287e-05	3.0745e-05	5.9788e-06	1.9813e-05	9.7717e-06	1.9954e-05	1.2565e-05	0.00012971	8.9087e-07	6.378e-06	8.8205e-08	1.1415e-07	8.4313e-09	1.816e-08	1.1544e-09	6.7451e-09	1.2582e-09	3.5022e-09	1.1415e-09	3.7617e-09	8.4313e-10	2.0754e-09	3.7617e-10	1.0507e-09	1.2323e-10	4.0211e-10	2.0754e-10	5.9668e-10	1.9457e-10	5.1885e-10	1.1415e-10	6.0965e-10	1.2842e-10	7.3936e-10	1.4268e-10	3.5022e-10	8.4313e-11	8.6907e-10	7.7828e-11	2.3348e-10	5.5776e-11	2.0754e-10	2.4645e-11	2.3348e-10	4.0211e-11	1.816e-10	4.5399e-11	1.816e-10	6.8748e-11	1.1415e-10	2.3348e-11	1.1544e-10	1.6863e-11	1.0507e-10	9.469e-12	1.0507e-10	3.632e-11	1.5566e-10	1.0247e-10	1.9457e-10	3.632e-11	6.3559e-11	1.9457e-11	1.816e-10	9.469e-12	1.0507e-11
1311.84	0.30901	0.041629	0.00018801	0.00011966	0.00036222	0.0011311	0.00031851	0.0010719	2.6439e-05	0.00017543	3.7407e-05	0.00022771	4.1154e-05	0.00016428	7.9159e-06	3.3174e-05	8.342e-06	1.7457e-05	1.3101e-05	3.0345e-05	5.8926e-06	1.9515e-05	9.6232e-06	1.9664e-05	1.2392e-05	0.00012811	8.7977e-07	6.3014e-06	8.7112e-08	1.1273e-07	8.3269e-09	1.7935e-08	1.1401e-09	6.6615e-09	1.2426e-09	3.4589e-09	1.1273e-09	3.7151e-09	8.3269e-10	2.0497e-09	3.7151e-10	1.0377e-09	1.217e-10	3.9713e-10	2.0497e-10	5.8929e-10	1.9216e-10	5.1242e-10	1.1273e-10	6.021e-10	1.2682e-10	7.302e-10	1.4092e-10	3.4589e-10	8.3269e-11	8.5831e-10	7.6864e-11	2.3059e-10	5.5086e-11	2.0497e-10	2.434e-11	2.3059e-10	3.9713e-11	1.7935e-10	4.4837e-11	1.7935e-10	6.7896e-11	1.1273e-10	2.3059e-11	1.1401e-10	1.6654e-11	1.0377e-10	9.3517e-12	1.0377e-10	3.587e-11	1.5373e-10	1.012e-10	1.9216e-10	3.587e-11	6.2772e-11	1.9216e-11	1.7935e-10	9.3517e-12	1.0377e-11
1330.07	0.30725	0.041065	0.00018545	0.00011804	0.00035673	0.0011159	0.00031406	0.0010579	2.604e-05	0.00017306	3.6856e-05	0.00022471	4.0576e-05	0.00016221	7.8041e-06	3.2763e-05	8.2263e-06	1.7223e-05	1.2915e-05	2.9944e-05	5.8064e-06	1.9218e-05	9.4751e-06	1.9375e-05	1.222e-05	0.0001265	8.6862e-07	6.2246e-06	8.6018e-08	1.1132e-07	8.2223e-09	1.771e-08	1.1258e-09	6.5778e-09	1.227e-09	3.4154e-09	1.1132e-09	3.6684e-09	8.2223e-10	2.024e-09	3.6684e-10	1.0246e-09	1.2017e-10	3.9214e-10	2.024e-10	5.8189e-10	1.8975e-10	5.0599e-10	1.1132e-10	5.9454e-10	1.2523e-10	7.2103e-10	1.3915e-10	3.4154e-10	8.2223e-11	8.4753e-10	7.5898e-11	2.2769e-10	5.4394e-11	2.024e-10	2.4034e-11	2.2769e-10	3.9214e-11	1.771e-10	4.4274e-11	1.771e-10	6.7043e-11	1.1132e-10	2.2769e-11	1.1258e-10	1.6445e-11	1.0246e-10	9.2343e-12	1.0246e-10	3.5419e-11	1.518e-10	9.9933e-11	1.8975e-10	3.5419e-11	6.1983e-11	1.8975e-11	1.771e-10	9.2343e-12	1.0246e-11
1348.56	0.30544	0.040502	0.00018289	0.00011642	0.00035126	0.0011008	0.0003096	0.0010439	2.5641e-05	0.0001707	3.6307e-05	0.00022172	3.9999e-05	0.00016015	7.6924e-06	3.2351e-05	8.1105e-06	1.6988e-05	1.2729e-05	2.9543e-05	5.7205e-06	1.8921e-05	9.3276e-06	1.9086e-05	1.2049e-05	0.00012489	8.5745e-07	6.1477e-06	8.4923e-08	1.099e-07	8.1176e-09	1.7484e-08	1.1115e-09	6.4941e-09	1.2114e-09	3.3719e-09	1.099e-09	3.6217e-09	8.1176e-10	1.9982e-09	3.6217e-10	1.0116e-09	1.1864e-10	3.8715e-10	1.9982e-10	5.7448e-10	1.8733e-10	4.9954e-10	1.099e-10	5.8696e-10	1.2364e-10	7.1185e-10	1.3737e-10	3.3719e-10	8.1176e-11	8.3674e-10	7.4932e-11	2.248e-10	5.3701e-11	1.9982e-10	2.3728e-11	2.248e-10	3.8715e-11	1.7484e-10	4.371e-11	1.7484e-10	6.619e-11	1.099e-10	2.248e-11	1.1115e-10	1.6235e-11	1.0116e-10	9.1167e-12	1.0116e-10	3.4968e-11	1.4986e-10	9.866e-11	1.8733e-10	3.4968e-11	6.1194e-11	1.8733e-11	1.7484e-10	9.1167e-12	1.0116e-11
1367.3	0.30358	0.03994	0.00018033	0.00011479	0.00034579	0.0010857	0.00030515	0.0010299	2.5243e-05	0.00016834	3.5759e-05	0.00021872	3.9424e-05	0.00015808	7.5807e-06	3.1938e-05	7.9945e-06	1.6753e-05	1.2543e-05	2.9142e-05	5.6347e-06	1.8626e-05	9.1807e-06	1.8798e-05	1.1877e-05	0.00012327	8.4626e-07	6.0706e-06	8.3827e-08	1.0848e-07	8.0128e-09	1.7258e-08	1.0971e-09	6.4103e-09	1.1958e-09	3.3284e-09	1.0848e-09	3.575e-09	8.0128e-10	1.9724e-09	3.575e-10	9.9852e-10	1.1711e-10	3.8215e-10	1.9724e-10	5.6706e-10	1.8491e-10	4.931e-10	1.0848e-10	5.7939e-10	1.2204e-10	7.0266e-10	1.356e-10	3.3284e-10	8.0128e-11	8.2594e-10	7.3965e-11	2.2189e-10	5.3008e-11	1.9724e-10	2.3422e-11	2.2189e-10	3.8215e-11	1.7258e-10	4.3146e-11	1.7258e-10	6.5335e-11	1.0848e-10	2.2189e-11	1.0971e-10	1.6026e-11	9.9852e-11	8.999e-12	9.9852e-11	3.4517e-11	1.4793e-10	9.7387e-11	1.8491e-10	3.4517e-11	6.0404e-11	1.8491e-11	1.7258e-10	8.999e-12	9.9852e-12
1386.3	0.30167	0.039378	0.00017778	0.00011317	0.00034035	0.0010706	0.0003007	0.0010159	2.4847e-05	0.00016599	3.5212e-05	0.00021572	3.8849e-05	0.00015601	7.4691e-06	3.1524e-05	7.8785e-06	1.6518e-05	1.2357e-05	2.8741e-05	5.5492e-06	1.8332e-05	9.0345e-06	1.8511e-05	1.1706e-05	0.00012166	8.3504e-07	5.9934e-06	8.273e-08	1.0706e-07	7.908e-09	1.7033e-08	1.0828e-09	6.3264e-09	1.1801e-09	3.2849e-09	1.0706e-09	3.5282e-09	7.908e-10	1.9466e-09	3.5282e-10	9.8546e-10	1.1558e-10	3.7715e-10	1.9466e-10	5.5965e-10	1.8249e-10	4.8665e-10	1.0706e-10	5.7181e-10	1.2045e-10	6.9347e-10	1.3383e-10	3.2849e-10	7.908e-11	8.1514e-10	7.2997e-11	2.1899e-10	5.2315e-11	1.9466e-10	2.3116e-11	2.1899e-10	3.7715e-11	1.7033e-10	4.2582e-11	1.7033e-10	6.4481e-11	1.0706e-10	2.1899e-11	1.0828e-10	1.5816e-11	9.8546e-11	8.8813e-12	9.8546e-11	3.4065e-11	1.4599e-10	9.6113e-11	1.8249e-10	3.4065e-11	5.9614e-11	1.8249e-11	1.7033e-10	8.8813e-12	9.8546e-12
1405.57	0.29971	0.038817	0.00017524	0.00011154	0.00033492	0.0010555	0.00029626	0.0010019	2.4451e-05	0.00016363	3.4667e-05	0.00021273	3.8276e-05	0.00015394	7.3576e-06	3.111e-05	7.7625e-06	1.6282e-05	1.2171e-05	2.8341e-05	5.4638e-06	1.8038e-05	8.889e-06	1.8225e-05	1.1536e-05	0.00012005	8.2382e-07	5.9161e-06	8.1634e-08	1.0564e-07	7.8033e-09	1.6807e-08	1.0684e-09	6.2426e-09	1.1645e-09	3.2414e-09	1.0564e-09	3.4815e-09	7.8033e-10	1.9208e-09	3.4815e-10	9.7241e-10	1.1405e-10	3.7216e-10	1.9208e-10	5.5223e-10	1.8008e-10	4.802e-10	1.0564e-10	5.6424e-10	1.1885e-10	6.8429e-10	1.3206e-10	3.2414e-10	7.8033e-11	8.0434e-10	7.203e-11	2.1609e-10	5.1622e-11	1.9208e-10	2.281e-11	2.1609e-10	3.7216e-11	1.6807e-10	4.2018e-11	1.6807e-10	6.3627e-11	1.0564e-10	2.1609e-11	1.0684e-10	1.5607e-11	9.7241e-11	8.7637e-12	9.7241e-11	3.3614e-11	1.4406e-10	9.484e-11	1.8008e-10	3.3614e-11	5.8825e-11	1.8008e-11	1.6807e-10	8.7637e-12	9.7241e-12
