"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90
1.51642	3.0688e+07	1.3987e+06	16311	4180.7	34669	1.5812	7388.7	604.88	7150.1	633.34	12458	7.9034	3383	5.8261	61.418	12.636	1673.1	2.7276	40.761	3.807	153.66	52.383	9312.5	121.34	295.39	2.8385	6.9443	0.45426	1.1361	0.06814	0.6814	0.090853	0.45426	0.06814	0.22713	0.045426	0.11361	0.0090853	0.045426	0.020441	0.0045426	0.013624	0.0045426	0.015896	0.0020441	0.045426	0.0031802	0.06814	0.013624	0.061323	0.0045426	0.045426	0.0045426	0.011361	0.0018169	0.0090853	0.0022713	0.00090853	0.0045426	0.0006814	0.0045426	0.00090853	0.0022713	0.00045426	0.0020441	0.00045426	0.0018169	0.00020441	0.0022713	0.00045426	0.006814	0.006814	0.013624	0.0022713	0.0022713	0.0020441	0.022713	0.0013624	0.00045426
1.53749	3.0249e+07	1.3732e+06	16014	4104.5	34036	1.5524	7253.9	593.84	7019.7	621.79	12231	7.7592	3321.3	5.7198	60.297	12.405	1642.6	2.6779	40.017	3.7375	150.85	51.427	9142.6	119.13	290	2.7867	6.8177	0.44598	1.1154	0.066897	0.66897	0.089195	0.44598	0.066897	0.22299	0.044598	0.11154	0.0089195	0.044598	0.020068	0.0044598	0.013376	0.0044598	0.015606	0.0020068	0.044598	0.0031222	0.066897	0.013376	0.060204	0.0044598	0.044598	0.0044598	0.011154	0.0017837	0.0089195	0.0022299	0.00089195	0.0044598	0.00066897	0.0044598	0.00089195	0.0022299	0.00044598	0.0020068	0.00044598	0.0017837	0.00020068	0.0022299	0.00044598	0.0066897	0.0066897	0.013376	0.0022299	0.0022299	0.0020068	0.022299	0.0013376	0.00044598
1.55886	2.9814e+07	1.348e+06	15720	4029.3	33413	1.524	7121	582.96	6891.1	610.4	12007	7.6171	3260.4	5.615	59.193	12.178	1612.5	2.6288	39.284	3.669	148.09	50.485	8975.1	116.95	284.69	2.7356	6.6928	0.43781	1.095	0.065671	0.65671	0.087562	0.43781	0.065671	0.2189	0.043781	0.1095	0.0087562	0.043781	0.0197	0.0043781	0.013131	0.0043781	0.015321	0.00197	0.043781	0.003065	0.065671	0.013131	0.059101	0.0043781	0.043781	0.0043781	0.01095	0.0017511	0.0087562	0.002189	0.00087562	0.0043781	0.00065671	0.0043781	0.00087562	0.002189	0.00043781	0.00197	0.00043781	0.0017511	0.000197	0.002189	0.00043781	0.0065671	0.0065671	0.013131	0.002189	0.002189	0.00197	0.02189	0.0013131	0.00043781
1.58052	2.9384e+07	1.3232e+06	15431	3955.2	32798	1.4959	6990	572.24	6764.4	599.17	11786	7.477	3200.5	5.5117	58.104	11.954	1582.9	2.5805	38.562	3.6016	145.37	49.557	8810.1	114.8	279.46	2.6853	6.5697	0.42976	1.0748	0.064463	0.64463	0.085951	0.42976	0.064463	0.21488	0.042976	0.10748	0.0085951	0.042976	0.019338	0.0042976	0.012889	0.0042976	0.015039	0.0019338	0.042976	0.0030086	0.064463	0.012889	0.058014	0.0042976	0.042976	0.0042976	0.010748	0.0017188	0.0085951	0.0021488	0.00085951	0.0042976	0.00064463	0.0042976	0.00085951	0.0021488	0.00042976	0.0019338	0.00042976	0.0017188	0.00019338	0.0021488	0.00042976	0.0064463	0.0064463	0.012889	0.0021488	0.0021488	0.0019338	0.021488	0.0012889	0.00042976
1.60249	2.8959e+07	1.2988e+06	15146	3882.1	32193	1.4683	6860.9	561.67	6639.4	588.11	11568	7.3389	3141.4	5.41	57.031	11.733	1553.6	2.5328	37.85	3.535	142.68	48.641	8647.4	112.68	274.29	2.6357	6.4483	0.42182	1.055	0.063273	0.63273	0.084364	0.42182	0.063273	0.21091	0.042182	0.1055	0.0084364	0.042182	0.018981	0.0042182	0.012651	0.0042182	0.014761	0.0018981	0.042182	0.0029531	0.063273	0.012651	0.056943	0.0042182	0.042182	0.0042182	0.01055	0.0016871	0.0084364	0.0021091	0.00084364	0.0042182	0.00063273	0.0042182	0.00084364	0.0021091	0.00042182	0.0018981	0.00042182	0.0016871	0.00018981	0.0021091	0.00042182	0.0063273	0.0063273	0.012651	0.0021091	0.0021091	0.0018981	0.021091	0.0012651	0.00042182
1.62476	2.8538e+07	1.2747e+06	14866	3810.1	31596	1.4411	6733.7	551.26	6516.3	577.2	11354	7.2028	3083.1	5.3096	55.973	11.516	1524.8	2.4859	37.148	3.4695	140.04	47.74	8487	110.59	269.21	2.5868	6.3288	0.414	1.0354	0.0621	0.621	0.0828	0.414	0.0621	0.207	0.0414	0.10354	0.00828	0.0414	0.018629	0.00414	0.012417	0.00414	0.014487	0.0018629	0.0414	0.0028983	0.0621	0.012417	0.055887	0.00414	0.0414	0.00414	0.010354	0.0016558	0.00828	0.00207	0.000828	0.00414	0.000621	0.00414	0.000828	0.00207	0.000414	0.0018629	0.000414	0.0016558	0.00018629	0.00207	0.000414	0.00621	0.00621	0.012417	0.00207	0.00207	0.0018629	0.0207	0.0012417	0.000414
1.64734	2.8123e+07	1.251e+06	14589	3739.2	31008	1.4143	6608.3	540.99	6395	566.46	11143	7.0687	3025.7	5.2108	54.931	11.301	1496.4	2.4396	36.456	3.4049	137.43	46.851	8329	108.53	264.2	2.5387	6.211	0.40629	1.0161	0.060944	0.60944	0.081258	0.40629	0.060944	0.20315	0.040629	0.10161	0.0081258	0.040629	0.018282	0.0040629	0.012185	0.0040629	0.014218	0.0018282	0.040629	0.0028444	0.060944	0.012185	0.054847	0.0040629	0.040629	0.0040629	0.010161	0.001625	0.0081258	0.0020315	0.00081258	0.0040629	0.00060944	0.0040629	0.00081258	0.0020315	0.00040629	0.0018282	0.00040629	0.001625	0.00018282	0.0020315	0.00040629	0.0060944	0.0060944	0.012185	0.0020315	0.0020315	0.0018282	0.020315	0.0012185	0.00040629
1.67023	2.7712e+07	1.2276e+06	14316	3669.3	30428	1.3878	6484.8	530.88	6275.5	555.87	10934	6.9366	2969.2	5.1134	53.905	11.09	1468.5	2.394	35.775	3.3413	134.86	45.975	8173.3	106.5	259.26	2.4912	6.0949	0.3987	0.99715	0.059804	0.59804	0.079739	0.3987	0.059804	0.19935	0.03987	0.099715	0.0079739	0.03987	0.01794	0.003987	0.011958	0.003987	0.013952	0.001794	0.03987	0.0027912	0.059804	0.011958	0.053821	0.003987	0.03987	0.003987	0.0099715	0.0015946	0.0079739	0.0019935	0.00079739	0.003987	0.00059804	0.003987	0.00079739	0.0019935	0.0003987	0.001794	0.0003987	0.0015946	0.0001794	0.0019935	0.0003987	0.0059804	0.0059804	0.011958	0.0019935	0.0019935	0.001794	0.019935	0.0011958	0.0003987
1.69345	2.7306e+07	1.2046e+06	14047	3600.4	29857	1.3618	6363.1	520.92	6157.7	545.43	10729	6.8064	2913.4	5.0174	52.893	10.882	1440.9	2.349	35.103	3.2786	132.33	45.112	8019.9	104.5	254.39	2.4445	5.9805	0.39121	0.97843	0.058682	0.58682	0.078243	0.39121	0.058682	0.19561	0.039121	0.097843	0.0078243	0.039121	0.017604	0.0039121	0.011733	0.0039121	0.01369	0.0017604	0.039121	0.0027388	0.058682	0.011733	0.052811	0.0039121	0.039121	0.0039121	0.0097843	0.0015647	0.0078243	0.0019561	0.00078243	0.0039121	0.00058682	0.0039121	0.00078243	0.0019561	0.00039121	0.0017604	0.00039121	0.0015647	0.00017604	0.0019561	0.00039121	0.0058682	0.0058682	0.011733	0.0019561	0.0019561	0.0017604	0.019561	0.0011733	0.00039121
1.71698	2.6904e+07	1.1819e+06	13783	3532.6	29294	1.3361	6243.2	511.1	6041.7	535.16	10527	6.6781	2858.5	4.9229	51.896	10.677	1413.7	2.3048	34.442	3.2168	129.84	44.262	7868.8	102.53	249.6	2.3984	5.8678	0.38384	0.95999	0.057576	0.57576	0.076768	0.38384	0.057576	0.19192	0.038384	0.095999	0.0076768	0.038384	0.017272	0.0038384	0.011512	0.0038384	0.013432	0.0017272	0.038384	0.0026872	0.057576	0.011512	0.051816	0.0038384	0.038384	0.0038384	0.0095999	0.0015352	0.0076768	0.0019192	0.00076768	0.0038384	0.00057576	0.0038384	0.00076768	0.0019192	0.00038384	0.0017272	0.00038384	0.0015352	0.00017272	0.0019192	0.00038384	0.0057576	0.0057576	0.011512	0.0019192	0.0019192	0.0017272	0.019192	0.0011512	0.00038384
1.74084	2.6507e+07	1.1595e+06	13522	3465.8	28740	1.3108	6125.1	501.43	5927.3	525.03	10328	6.5518	2804.5	4.8297	50.914	10.475	1387	2.2612	33.79	3.1559	127.38	43.425	7719.9	100.59	244.88	2.353	5.7567	0.37658	0.94183	0.056487	0.56487	0.075316	0.37658	0.056487	0.18829	0.037658	0.094183	0.0075316	0.037658	0.016945	0.0037658	0.011294	0.0037658	0.013178	0.0016945	0.037658	0.0026364	0.056487	0.011294	0.050836	0.0037658	0.037658	0.0037658	0.0094183	0.0015062	0.0075316	0.0018829	0.00075316	0.0037658	0.00056487	0.0037658	0.00075316	0.0018829	0.00037658	0.0016945	0.00037658	0.0015062	0.00016945	0.0018829	0.00037658	0.0056487	0.0056487	0.011294	0.0018829	0.0018829	0.0016945	0.018829	0.0011294	0.00037658
1.76503	2.6115e+07	1.1375e+06	13265	3399.9	28194	1.2859	6008.7	491.91	5814.7	515.06	10132	6.4273	2751.2	4.738	49.947	10.276	1360.6	2.2182	33.148	3.096	124.96	42.6	7573.3	98.68	240.22	2.3083	5.6474	0.36942	0.92394	0.055414	0.55414	0.073885	0.36942	0.055414	0.18471	0.036942	0.092394	0.0073885	0.036942	0.016623	0.0036942	0.01108	0.0036942	0.012928	0.0016623	0.036942	0.0025863	0.055414	0.01108	0.04987	0.0036942	0.036942	0.0036942	0.0092394	0.0014775	0.0073885	0.0018471	0.00073885	0.0036942	0.00055414	0.0036942	0.00073885	0.0018471	0.00036942	0.0016623	0.00036942	0.0014775	0.00016623	0.0018471	0.00036942	0.0055414	0.0055414	0.01108	0.0018471	0.0018471	0.0016623	0.018471	0.001108	0.00036942
1.78956	2.5727e+07	1.1158e+06	13012	3335.1	27656	1.2614	5894.1	482.52	5703.8	505.23	9938.3	6.3047	2698.7	4.6476	48.994	10.08	1334.7	2.1759	32.516	3.0369	122.58	41.787	7428.8	96.798	235.64	2.2643	5.5397	0.36238	0.90632	0.054357	0.54357	0.072476	0.36238	0.054357	0.18119	0.036238	0.090632	0.0072476	0.036238	0.016306	0.0036238	0.010868	0.0036238	0.012681	0.0016306	0.036238	0.0025369	0.054357	0.010868	0.048919	0.0036238	0.036238	0.0036238	0.0090632	0.0014494	0.0072476	0.0018119	0.00072476	0.0036238	0.00054357	0.0036238	0.00072476	0.0018119	0.00036238	0.0016306	0.00036238	0.0014494	0.00016306	0.0018119	0.00036238	0.0054357	0.0054357	0.010868	0.0018119	0.0018119	0.0016306	0.018119	0.0010868	0.00036238
1.81443	2.5343e+07	1.0944e+06	12763	3271.2	27127	1.2372	5781.2	473.28	5594.6	495.56	9748	6.184	2647	4.5586	48.056	9.8869	1309.1	2.1342	31.893	2.9787	120.23	40.987	7286.6	94.944	231.13	2.2209	5.4336	0.35544	0.88896	0.053316	0.53316	0.071088	0.35544	0.053316	0.17772	0.035544	0.088896	0.0071088	0.035544	0.015994	0.0035544	0.01066	0.0035544	0.012438	0.0015994	0.035544	0.0024884	0.053316	0.01066	0.047982	0.0035544	0.035544	0.0035544	0.0088896	0.0014216	0.0071088	0.0017772	0.00071088	0.0035544	0.00053316	0.0035544	0.00071088	0.0017772	0.00035544	0.0015994	0.00035544	0.0014216	0.00015994	0.0017772	0.00035544	0.0053316	0.0053316	0.01066	0.0017772	0.0017772	0.0015994	0.017772	0.001066	0.00035544
1.83965	2.4964e+07	1.0734e+06	12517	3208.3	26605	1.2135	5670.1	464.18	5487	486.03	9560.5	6.0651	2596.1	4.4709	47.132	9.6968	1284	2.0932	31.28	2.9215	117.92	40.199	7146.5	93.118	226.69	2.1782	5.3291	0.3486	0.87187	0.052291	0.52291	0.069721	0.3486	0.052291	0.1743	0.03486	0.087187	0.0069721	0.03486	0.015686	0.003486	0.010455	0.003486	0.012199	0.0015686	0.03486	0.0024405	0.052291	0.010455	0.047059	0.003486	0.03486	0.003486	0.0087187	0.0013943	0.0069721	0.001743	0.00069721	0.003486	0.00052291	0.003486	0.00069721	0.001743	0.0003486	0.0015686	0.0003486	0.0013943	0.00015686	0.001743	0.0003486	0.0052291	0.0052291	0.010455	0.001743	0.001743	0.0015686	0.01743	0.0010455	0.0003486
1.86522	2.459e+07	1.0526e+06	12276	3146.4	26091	1.19	5560.6	455.22	5381.1	476.65	9376	5.948	2546	4.3846	46.222	9.5096	1259.2	2.0528	30.676	2.8651	115.64	39.423	7008.5	91.321	222.31	2.1362	5.2262	0.34187	0.85504	0.051281	0.51281	0.068375	0.34187	0.051281	0.17094	0.034187	0.085504	0.0068375	0.034187	0.015384	0.0034187	0.010253	0.0034187	0.011963	0.0015384	0.034187	0.0023934	0.051281	0.010253	0.046151	0.0034187	0.034187	0.0034187	0.0085504	0.0013674	0.0068375	0.0017094	0.00068375	0.0034187	0.00051281	0.0034187	0.00068375	0.0017094	0.00034187	0.0015384	0.00034187	0.0013674	0.00015384	0.0017094	0.00034187	0.0051281	0.0051281	0.010253	0.0017094	0.0017094	0.0015384	0.017094	0.0010253	0.00034187
1.89114	2.422e+07	1.0322e+06	12038	3085.4	25586	1.167	5452.8	446.4	5276.8	467.41	9194.2	5.8327	2496.7	4.2996	45.326	9.3253	1234.8	2.013	30.082	2.8095	113.4	38.659	6872.6	89.55	218	2.0948	5.1249	0.33525	0.83846	0.050287	0.50287	0.067049	0.33525	0.050287	0.16762	0.033525	0.083846	0.0067049	0.033525	0.015085	0.0033525	0.010055	0.0033525	0.011732	0.0015085	0.033525	0.002347	0.050287	0.010055	0.045256	0.0033525	0.033525	0.0033525	0.0083846	0.0013409	0.0067049	0.0016762	0.00067049	0.0033525	0.00050287	0.0033525	0.00067049	0.0016762	0.00033525	0.0015085	0.00033525	0.0013409	0.00015085	0.0016762	0.00033525	0.0050287	0.0050287	0.010055	0.0016762	0.0016762	0.0015085	0.016762	0.0010055	0.00033525
1.91742	2.3854e+07	1.0122e+06	11804	3025.3	25088	1.1442	5346.7	437.71	5174.1	458.31	9015.3	5.7192	2448.1	4.216	44.444	9.1438	1210.7	1.9738	29.496	2.7549	111.19	37.906	6738.9	87.808	213.76	2.054	5.0252	0.32872	0.82214	0.049308	0.49308	0.065745	0.32872	0.049308	0.16436	0.032872	0.082214	0.0065745	0.032872	0.014792	0.0032872	0.009859	0.0032872	0.011503	0.0014792	0.032872	0.0023013	0.049308	0.009859	0.044376	0.0032872	0.032872	0.0032872	0.0082214	0.0013148	0.0065745	0.0016436	0.00065745	0.0032872	0.00049308	0.0032872	0.00065745	0.0016436	0.00032872	0.0014792	0.00032872	0.0013148	0.00014792	0.0016436	0.00032872	0.0049308	0.0049308	0.009859	0.0016436	0.0016436	0.0014792	0.016436	0.0009859	0.00032872
1.94407	2.3492e+07	992380	11573	2966.2	24598	1.1219	5242.2	429.16	5073	449.36	8839.1	5.6074	2400.2	4.1336	43.576	8.9651	1187.1	1.9353	28.92	2.701	109.02	37.166	6607.2	86.092	209.58	2.0139	4.927	0.3223	0.80608	0.048345	0.48345	0.06446	0.3223	0.048345	0.16115	0.03223	0.080608	0.006446	0.03223	0.014503	0.003223	0.0096664	0.003223	0.011279	0.0014503	0.03223	0.0022564	0.048345	0.0096664	0.043508	0.003223	0.03223	0.003223	0.0080608	0.0012891	0.006446	0.0016115	0.0006446	0.003223	0.00048345	0.003223	0.0006446	0.0016115	0.0003223	0.0014503	0.0003223	0.0012891	0.00014503	0.0016115	0.0003223	0.0048345	0.0048345	0.0096664	0.0016115	0.0016115	0.0014503	0.016115	0.00096664	0.0003223
1.97108	2.3135e+07	972910	11346	2908	24115	1.0999	5139.4	420.74	4973.5	440.54	8665.7	5.4974	2353.1	4.0525	42.721	8.7892	1163.8	1.8973	28.352	2.648	106.88	36.436	6477.6	84.403	205.47	1.9744	4.8303	0.31598	0.79027	0.047397	0.47397	0.063195	0.31598	0.047397	0.15799	0.031598	0.079027	0.0063195	0.031598	0.014218	0.0031598	0.0094767	0.0031598	0.011057	0.0014218	0.031598	0.0022121	0.047397	0.0094767	0.042655	0.0031598	0.031598	0.0031598	0.0079027	0.0012638	0.0063195	0.0015799	0.00063195	0.0031598	0.00047397	0.0031598	0.00063195	0.0015799	0.00031598	0.0014218	0.00031598	0.0012638	0.00014218	0.0015799	0.00031598	0.0047397	0.0047397	0.0094767	0.0015799	0.0015799	0.0014218	0.015799	0.00094767	0.00031598
1.99848	2.2782e+07	953740	11122	2850.7	23640	1.0782	5038.2	412.45	4875.5	431.86	8495	5.3892	2306.8	3.9727	41.879	8.6161	1140.9	1.8599	27.794	2.5959	104.78	35.719	6350	82.741	201.42	1.9355	4.7352	0.30975	0.7747	0.046463	0.46463	0.061951	0.30975	0.046463	0.15488	0.030975	0.07747	0.0061951	0.030975	0.013938	0.0030975	0.00929	0.0030975	0.010839	0.0013938	0.030975	0.0021685	0.046463	0.00929	0.041815	0.0030975	0.030975	0.0030975	0.007747	0.0012389	0.0061951	0.0015488	0.00061951	0.0030975	0.00046463	0.0030975	0.00061951	0.0015488	0.00030975	0.0013938	0.00030975	0.0012389	0.00013938	0.0015488	0.00030975	0.0046463	0.0046463	0.00929	0.0015488	0.0015488	0.0013938	0.015488	0.000929	0.00030975
2.02625	2.2433e+07	934880	10902	2794.4	23173	1.0569	4938.5	404.29	4779.1	423.32	8327	5.2826	2261.2	3.8941	41.051	8.4457	1118.3	1.8231	27.244	2.5445	102.7	35.012	6224.4	81.104	197.44	1.8972	4.6416	0.30363	0.75938	0.045544	0.45544	0.060725	0.30363	0.045544	0.15181	0.030363	0.075938	0.0060725	0.030363	0.013663	0.0030363	0.0091063	0.0030363	0.010625	0.0013663	0.030363	0.0021256	0.045544	0.0091063	0.040988	0.0030363	0.030363	0.0030363	0.0075938	0.0012144	0.0060725	0.0015181	0.00060725	0.0030363	0.00045544	0.0030363	0.00060725	0.0015181	0.00030363	0.0013663	0.00030363	0.0012144	0.00013663	0.0015181	0.00030363	0.0045544	0.0045544	0.0091063	0.0015181	0.0015181	0.0013663	0.015181	0.00091063	0.00030363
2.05441	2.2089e+07	916320	10686	2738.9	22712	1.0359	4840.5	396.27	4684.2	414.92	8161.7	5.1777	2216.3	3.8168	40.236	8.278	1096.1	1.7869	26.703	2.494	100.66	34.317	6100.8	79.494	193.52	1.8595	4.5494	0.2976	0.7443	0.04464	0.4464	0.05952	0.2976	0.04464	0.1488	0.02976	0.07443	0.005952	0.02976	0.013391	0.002976	0.0089255	0.002976	0.010414	0.0013391	0.02976	0.0020834	0.04464	0.0089255	0.040174	0.002976	0.02976	0.002976	0.007443	0.0011903	0.005952	0.001488	0.0005952	0.002976	0.0004464	0.002976	0.0005952	0.001488	0.0002976	0.0013391	0.0002976	0.0011903	0.00013391	0.001488	0.0002976	0.004464	0.004464	0.0089255	0.001488	0.001488	0.0013391	0.01488	0.00089255	0.0002976
2.08296	2.1748e+07	898050	10473	2684.3	22260	1.0153	4744	388.37	4590.8	406.65	7999	5.0745	2172.1	3.7407	39.434	8.113	1074.3	1.7513	26.171	2.4443	98.657	33.633	5979.2	77.909	189.66	1.8225	4.4587	0.29167	0.72946	0.04375	0.4375	0.058333	0.29167	0.04375	0.14583	0.029167	0.072946	0.0058333	0.029167	0.013124	0.0029167	0.0087476	0.0029167	0.010207	0.0013124	0.029167	0.0020419	0.04375	0.0087476	0.039373	0.0029167	0.029167	0.0029167	0.0072946	0.0011665	0.0058333	0.0014583	0.00058333	0.0029167	0.0004375	0.0029167	0.00058333	0.0014583	0.00029167	0.0013124	0.00029167	0.0011665	0.00013124	0.0014583	0.00029167	0.004375	0.004375	0.0087476	0.0014583	0.0014583	0.0013124	0.014583	0.00087476	0.00029167
2.11191	2.1412e+07	880080	10263	2630.6	21814	0.99494	4649	380.59	4498.9	398.51	7838.9	4.9729	2128.6	3.6658	38.645	7.9506	1052.7	1.7163	25.647	2.3954	96.682	32.96	5859.5	76.35	185.86	1.786	4.3695	0.28583	0.71486	0.042874	0.42874	0.057166	0.28583	0.042874	0.14291	0.028583	0.071486	0.0057166	0.028583	0.012862	0.0028583	0.0085725	0.0028583	0.010002	0.0012862	0.028583	0.002001	0.042874	0.0085725	0.038585	0.0028583	0.028583	0.0028583	0.0071486	0.0011432	0.0057166	0.0014291	0.00057166	0.0028583	0.00042874	0.0028583	0.00057166	0.0014291	0.00028583	0.0012862	0.00028583	0.0011432	0.00012862	0.0014291	0.00028583	0.0042874	0.0042874	0.0085725	0.0014291	0.0014291	0.0012862	0.014291	0.00085725	0.00028583
2.14126	2.108e+07	862390	10057	2577.7	21376	0.97494	4555.6	372.95	4408.5	390.5	7681.4	4.873	2085.8	3.5922	37.868	7.7909	1031.6	1.6818	25.132	2.3472	94.74	32.298	5741.8	74.816	182.13	1.7501	4.2817	0.28008	0.7005	0.042013	0.42013	0.056017	0.28008	0.042013	0.14004	0.028008	0.07005	0.0056017	0.028008	0.012603	0.0028008	0.0084002	0.0028008	0.0098012	0.0012603	0.028008	0.0019608	0.042013	0.0084002	0.03781	0.0028008	0.028008	0.0028008	0.007005	0.0011202	0.0056017	0.0014004	0.00056017	0.0028008	0.00042013	0.0028008	0.00056017	0.0014004	0.00028008	0.0012603	0.00028008	0.0011202	0.00012603	0.0014004	0.00028008	0.0042013	0.0042013	0.0084002	0.0014004	0.0014004	0.0012603	0.014004	0.00084002	0.00028008
2.17102	2.0751e+07	845000	9854.2	2525.7	20944	0.95527	4463.7	365.42	4319.6	382.62	7526.4	4.7747	2043.8	3.5197	37.104	7.6337	1010.8	1.6478	24.625	2.2999	92.828	31.646	5625.9	73.306	178.46	1.7148	4.1953	0.27443	0.68637	0.041165	0.41165	0.054887	0.27443	0.041165	0.13722	0.027443	0.068637	0.0054887	0.027443	0.012349	0.0027443	0.0082308	0.0027443	0.0096035	0.0012349	0.027443	0.0019213	0.041165	0.0082308	0.037047	0.0027443	0.027443	0.0027443	0.0068637	0.0010976	0.0054887	0.0013722	0.00054887	0.0027443	0.00041165	0.0027443	0.00054887	0.0013722	0.00027443	0.0012349	0.00027443	0.0010976	0.00012349	0.0013722	0.00027443	0.0041165	0.0041165	0.0082308	0.0013722	0.0013722	0.0012349	0.013722	0.00082308	0.00027443
2.20119	2.0427e+07	827880	9654.6	2474.5	20520	0.93592	4373.3	358.02	4232.1	374.87	7373.9	4.6779	2002.4	3.4484	36.352	7.479	990.31	1.6145	24.126	2.2533	90.948	31.005	5512	71.821	174.84	1.6801	4.1103	0.26887	0.67246	0.040331	0.40331	0.053775	0.26887	0.040331	0.13444	0.026887	0.067246	0.0053775	0.026887	0.012099	0.0026887	0.008064	0.0026887	0.009409	0.0012099	0.026887	0.0018823	0.040331	0.008064	0.036296	0.0026887	0.026887	0.0026887	0.0067246	0.0010754	0.0053775	0.0013444	0.00053775	0.0026887	0.00040331	0.0026887	0.00053775	0.0013444	0.00026887	0.0012099	0.00026887	0.0010754	0.00012099	0.0013444	0.00026887	0.0040331	0.0040331	0.008064	0.0013444	0.0013444	0.0012099	0.013444	0.0008064	0.00026887
2.23178	2.0107e+07	811040	9458.2	2424.2	20103	0.91689	4284.3	350.74	4146	367.25	7224	4.5828	1961.6	3.3783	35.613	7.3269	970.17	1.5816	23.635	2.2075	89.098	30.374	5399.9	70.361	171.28	1.6459	4.0267	0.26341	0.65879	0.039511	0.39511	0.052681	0.26341	0.039511	0.1317	0.026341	0.065879	0.0052681	0.026341	0.011853	0.0026341	0.0079	0.0026341	0.0092176	0.0011853	0.026341	0.0018441	0.039511	0.0079	0.035558	0.0026341	0.026341	0.0026341	0.0065879	0.0010535	0.0052681	0.001317	0.00052681	0.0026341	0.00039511	0.0026341	0.00052681	0.001317	0.00026341	0.0011853	0.00026341	0.0010535	0.00011853	0.001317	0.00026341	0.0039511	0.0039511	0.0079	0.001317	0.001317	0.0011853	0.01317	0.00079	0.00026341
2.2628	1.979e+07	794480	9265.1	2374.7	19692	0.89817	4196.9	343.58	4061.4	359.75	7076.5	4.4892	1921.6	3.3093	34.886	7.1773	950.36	1.5493	23.153	2.1624	87.279	29.754	5289.6	68.924	167.79	1.6123	3.9445	0.25803	0.64534	0.038704	0.38704	0.051606	0.25803	0.038704	0.12901	0.025803	0.064534	0.0051606	0.025803	0.011611	0.0025803	0.0077387	0.0025803	0.0090294	0.0011611	0.025803	0.0018064	0.038704	0.0077387	0.034832	0.0025803	0.025803	0.0025803	0.0064534	0.001032	0.0051606	0.0012901	0.00051606	0.0025803	0.00038704	0.0025803	0.00051606	0.0012901	0.00025803	0.0011611	0.00025803	0.001032	0.00011611	0.0012901	0.00025803	0.0038704	0.0038704	0.0077387	0.0012901	0.0012901	0.0011611	0.012901	0.00077387	0.00025803
2.29424	1.9478e+07	778190	9075.2	2326	19289	0.87975	4110.8	336.53	3978.1	352.37	6931.4	4.3972	1882.2	3.2414	34.171	7.0302	930.87	1.5176	22.678	2.1181	85.49	29.144	5181.2	67.511	164.35	1.5792	3.8636	0.25274	0.63211	0.037911	0.37911	0.050548	0.25274	0.037911	0.12637	0.025274	0.063211	0.0050548	0.025274	0.011373	0.0025274	0.0075801	0.0025274	0.0088443	0.0011373	0.025274	0.0017694	0.037911	0.0075801	0.034118	0.0025274	0.025274	0.0025274	0.0063211	0.0010109	0.0050548	0.0012637	0.00050548	0.0025274	0.00037911	0.0025274	0.00050548	0.0012637	0.00025274	0.0011373	0.00025274	0.0010109	0.00011373	0.0012637	0.00025274	0.0037911	0.0037911	0.0075801	0.0012637	0.0012637	0.0011373	0.012637	0.00075801	0.00025274
2.32613	1.9169e+07	762180	8888.4	2278.2	18892	0.86165	4026.2	329.61	3896.2	345.12	6788.7	4.3067	1843.5	3.1747	33.468	6.8855	911.72	1.4863	22.211	2.0745	83.73	28.544	5074.6	66.121	160.96	1.5467	3.7841	0.24754	0.6191	0.037131	0.37131	0.049507	0.24754	0.037131	0.12377	0.024754	0.06191	0.0049507	0.024754	0.011139	0.0024754	0.0074241	0.0024754	0.0086623	0.0011139	0.024754	0.001733	0.037131	0.0074241	0.033416	0.0024754	0.024754	0.0024754	0.006191	0.00099005	0.0049507	0.0012377	0.00049507	0.0024754	0.00037131	0.0024754	0.00049507	0.0012377	0.00024754	0.0011139	0.00024754	0.00099005	0.00011139	0.0012377	0.00024754	0.0037131	0.0037131	0.0074241	0.0012377	0.0012377	0.0011139	0.012377	0.00074241	0.00024754
