"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	18.405	1.2452	0.0012958	6.8178e-05	0.0018525	0.025076	0.0030694	0.028496	0.00018457	0.0052506	0.00058765	0.0055572	0.00080079	0.0033363	2.5461e-05	0.0002483	7.2955e-06	0.0001498	2.8322e-05	0.00049946	5.0272e-05	0.00020002	0.0001969	0.0003358	0.00028773	0.0015225	1.267e-06	5.6395e-05	1.0409e-06	1.3451e-06	1.0022e-07	2.1639e-07	1.3758e-08	8.0889e-08	1.5019e-08	4.2023e-08	1.367e-08	4.5027e-08	1.006e-08	2.4766e-08	4.4807e-09	1.2543e-08	1.4702e-09	4.8081e-09	2.4785e-09	7.1491e-09	2.3259e-09	6.2347e-09	1.3718e-09	7.35e-09	1.5502e-09	8.9861e-09	1.7238e-09	4.2469e-09	1.0209e-09	1.0561e-08	9.4429e-10	2.8268e-09	6.7341e-10	2.5097e-09	2.9721e-10	2.8295e-09	4.8666e-10	2.2078e-09	5.5129e-10	2.209e-09	8.3621e-10	1.3882e-09	2.8361e-10	1.4057e-09	2.0516e-10	1.2802e-09	1.1538e-10	1.2809e-09	4.4272e-10	1.9012e-09	1.2508e-09	2.3761e-09	4.4318e-10	7.7667e-10	2.3814e-10	2.2234e-09	1.1583e-10	1.293e-10	7.8291e-11
1.01623	18.909	1.2691	0.0013227	7.0061e-05	0.0018952	0.025576	0.0031365	0.029046	0.00018874	0.0053485	0.00059974	0.0056655	0.00081676	0.0034029	2.6085e-05	0.00025386	7.4969e-06	0.00015193	2.9048e-05	0.00050978	5.1365e-05	0.00020427	0.00020071	0.00034248	0.00029312	0.0015535	1.2993e-06	5.7594e-05	1.0621e-06	1.3725e-06	1.0227e-07	2.2081e-07	1.404e-08	8.2517e-08	1.5325e-08	4.2869e-08	1.3947e-08	4.5941e-08	1.0265e-08	2.5272e-08	4.5722e-09	1.28e-08	1.5002e-09	4.9064e-09	2.5291e-09	7.2929e-09	2.3735e-09	6.3602e-09	1.3994e-09	7.4981e-09	1.5815e-09	9.1676e-09	1.7585e-09	4.3326e-09	1.0415e-09	1.0774e-08	9.6336e-10	2.8838e-09	6.8698e-10	2.5603e-09	3.032e-10	2.8866e-09	4.9648e-10	2.2524e-09	5.6242e-10	2.2536e-09	8.5311e-10	1.4162e-09	2.8934e-10	1.4341e-09	2.0931e-10	1.3061e-09	1.1771e-10	1.3068e-09	4.5166e-10	1.9396e-09	1.2761e-09	2.4241e-09	4.5214e-10	7.9238e-10	2.4296e-10	2.2684e-09	1.1817e-10	1.3192e-10	7.9878e-11
1.03036	19.432	1.2938	0.0013504	7.2011e-05	0.0019393	0.026091	0.0032058	0.029612	0.00019304	0.0054489	0.0006122	0.0057769	0.00083321	0.0034715	2.6731e-05	0.0002596	7.7054e-06	0.00015402	2.98e-05	0.0005204	5.2492e-05	0.00020865	0.00020463	0.00034936	0.00029866	0.0015854	1.3326e-06	5.883e-05	1.084e-06	1.4007e-06	1.0437e-07	2.2536e-07	1.4329e-08	8.4193e-08	1.5641e-08	4.374e-08	1.423e-08	4.6873e-08	1.0477e-08	2.5793e-08	4.6664e-09	1.3063e-08	1.5312e-09	5.006e-09	2.581e-09	7.441e-09	2.4218e-09	6.4895e-09	1.4279e-09	7.6506e-09	1.6137e-09	9.3545e-09	1.7943e-09	4.4209e-09	1.0627e-09	1.0994e-08	9.8298e-10	2.9426e-09	7.0096e-10	2.6124e-09	3.0937e-10	2.9454e-09	5.0658e-10	2.2983e-09	5.7388e-10	2.2995e-09	8.7049e-10	1.4451e-09	2.9524e-10	1.4633e-09	2.1358e-10	1.3327e-09	1.2011e-10	1.3335e-09	4.6087e-10	1.9792e-09	1.3021e-09	2.4736e-09	4.6137e-10	8.0855e-10	2.4792e-10	2.3147e-09	1.2059e-10	1.3462e-10	8.1512e-11
1.04467	19.978	1.3193	0.0013791	7.404e-05	0.0019851	0.026625	0.0032775	0.030197	0.0001975	0.0055523	0.00062511	0.0058924	0.00085024	0.0035425	2.7401e-05	0.00026555	7.9225e-06	0.00015617	3.0581e-05	0.00053142	5.3661e-05	0.00021319	0.00020869	0.00035649	0.0003044	0.0016184	1.3672e-06	6.011e-05	1.1066e-06	1.43e-06	1.0655e-07	2.3006e-07	1.4627e-08	8.5928e-08	1.5963e-08	4.4642e-08	1.4523e-08	4.7839e-08	1.0693e-08	2.6324e-08	4.764e-09	1.3332e-08	1.5628e-09	5.1091e-09	2.6342e-09	7.5943e-09	2.4717e-09	6.6233e-09	1.4573e-09	7.8085e-09	1.647e-09	9.548e-09	1.8313e-09	4.5122e-09	1.0846e-09	1.1221e-08	1.0033e-09	3.0034e-09	7.1543e-10	2.6664e-09	3.1576e-10	3.0063e-09	5.1705e-10	2.3459e-09	5.8575e-10	2.3471e-09	8.885e-10	1.475e-09	3.0134e-10	1.4936e-09	2.1799e-10	1.3603e-09	1.2259e-10	1.3611e-09	4.7041e-10	2.0202e-09	1.3291e-09	2.5248e-09	4.7092e-10	8.253e-10	2.5305e-10	2.3627e-09	1.2308e-10	1.3741e-10	8.3203e-11
1.05919	20.54	1.3454	0.0014084	7.6118e-05	0.0020319	0.027169	0.0033507	0.030792	0.00020206	0.0056576	0.00063827	0.00601	0.0008676	0.0036149	2.8087e-05	0.00027163	8.1453e-06	0.00015847	3.1381e-05	0.00054265	5.4854e-05	0.00021782	0.00021283	0.00036375	0.00031024	0.0016521	1.4027e-06	6.1417e-05	1.1296e-06	1.4597e-06	1.0878e-07	2.3479e-07	1.4928e-08	8.7697e-08	1.6291e-08	4.5561e-08	1.4822e-08	4.8823e-08	1.0913e-08	2.6866e-08	4.862e-09	1.3606e-08	1.5949e-09	5.2142e-09	2.6883e-09	7.7506e-09	2.5225e-09	6.7597e-09	1.4873e-09	7.9695e-09	1.681e-09	9.7452e-09	1.8691e-09	4.6054e-09	1.107e-09	1.1453e-08	1.024e-09	3.0653e-09	7.3019e-10	2.7214e-09	3.2226e-10	3.0683e-09	5.2772e-10	2.3943e-09	5.9784e-10	2.3956e-09	9.0686e-10	1.5054e-09	3.0757e-10	1.5245e-09	2.225e-10	1.3884e-09	1.2513e-10	1.3892e-09	4.8014e-10	2.062e-09	1.3566e-09	2.577e-09	4.8066e-10	8.4237e-10	2.5829e-10	2.4116e-09	1.2563e-10	1.4026e-10	8.4928e-11
1.07391	21.125	1.3722	0.0014386	7.8252e-05	0.0020802	0.02773	0.0034263	0.031407	0.00020677	0.0057659	0.00065186	0.0061314	0.00088551	0.0036896	2.8798e-05	0.00027792	8.3764e-06	0.00016073	3.2211e-05	0.00055425	5.6086e-05	0.00022261	0.00021709	0.00037124	0.00031626	0.0016868	1.4394e-06	6.2766e-05	1.1534e-06	1.4905e-06	1.1104e-07	2.3967e-07	1.5238e-08	8.9522e-08	1.663e-08	4.6509e-08	1.513e-08	4.9839e-08	1.114e-08	2.7424e-08	4.963e-09	1.3889e-08	1.628e-09	5.3227e-09	2.7442e-09	7.9118e-09	2.5749e-09	6.9004e-09	1.5183e-09	8.1355e-09	1.716e-09	9.9487e-09	1.9081e-09	4.7015e-09	1.1301e-09	1.1692e-08	1.0454e-09	3.1293e-09	7.4541e-10	2.7782e-09	3.2898e-10	3.1323e-09	5.3873e-10	2.4443e-09	6.1032e-10	2.4456e-09	9.258e-10	1.5369e-09	3.1399e-10	1.5563e-09	2.2715e-10	1.4175e-09	1.2774e-10	1.4183e-09	4.9017e-10	2.1051e-09	1.3849e-09	2.6309e-09	4.907e-10	8.5999e-10	2.6369e-10	2.462e-09	1.2826e-10	1.432e-10	8.6708e-11
1.08884	21.724	1.3994	0.0014693	8.0426e-05	0.0021293	0.028299	0.003503	0.032029	0.00021155	0.0058756	0.00066562	0.0062542	0.00090365	0.0037653	2.952e-05	0.0002843	8.6122e-06	0.00016298	3.3055e-05	0.00056601	5.7335e-05	0.00022745	0.0002214	0.00037882	0.00032235	0.0017221	1.4768e-06	6.4135e-05	1.1776e-06	1.5216e-06	1.1333e-07	2.4461e-07	1.5552e-08	9.137e-08	1.6973e-08	4.747e-08	1.5442e-08	5.0867e-08	1.137e-08	2.799e-08	5.0653e-09	1.4175e-08	1.6616e-09	5.4325e-09	2.8008e-09	8.0752e-09	2.6281e-09	7.043e-09	1.5497e-09	8.3038e-09	1.7515e-09	1.0155e-08	1.9476e-09	4.7989e-09	1.1535e-09	1.1934e-08	1.067e-09	3.1941e-09	7.6083e-10	2.8357e-09	3.3578e-10	3.1972e-09	5.4988e-10	2.495e-09	6.2297e-10	2.4963e-09	9.4499e-10	1.5687e-09	3.205e-10	1.5886e-09	2.3186e-10	1.4468e-09	1.3039e-10	1.4477e-09	5.0034e-10	2.1487e-09	1.4137e-09	2.6855e-09	5.0089e-10	8.7784e-10	2.6917e-10	2.5132e-09	1.3092e-10	1.4618e-10	8.8511e-11
1.10397	21.499	1.3874	0.0014615	8.0493e-05	0.0021212	0.028076	0.0034888	0.031819	0.00021058	0.0058642	0.00066116	0.0062029	0.00089695	0.0037356	2.9432e-05	0.00028273	8.6136e-06	0.00016503	3.2989e-05	0.00056192	5.7035e-05	0.0002262	0.00021977	0.00037621	0.00031981	0.0017107	1.4747e-06	6.3749e-05	1.1698e-06	1.5116e-06	1.1255e-07	2.4294e-07	1.5446e-08	9.0748e-08	1.6857e-08	4.7146e-08	1.5337e-08	5.052e-08	1.1292e-08	2.7798e-08	5.0306e-09	1.4078e-08	1.6503e-09	5.3954e-09	2.7817e-09	8.0201e-09	2.6101e-09	6.9951e-09	1.5391e-09	8.2474e-09	1.7396e-09	1.0086e-08	1.9344e-09	4.7665e-09	1.1457e-09	1.1854e-08	1.0598e-09	3.1725e-09	7.5567e-10	2.8165e-09	3.3351e-10	3.1756e-09	5.4616e-10	2.4782e-09	6.1876e-10	2.4795e-09	9.3862e-10	1.5581e-09	3.1833e-10	1.5779e-09	2.3029e-10	1.4371e-09	1.2951e-10	1.4379e-09	4.9697e-10	2.1343e-09	1.4042e-09	2.6674e-09	4.9752e-10	8.7194e-10	2.6736e-10	2.4963e-09	1.3004e-10	1.452e-10	8.792e-11
1.11931	20.77	1.3515	0.0014301	7.9231e-05	0.0020775	0.027366	0.0034185	0.0311	0.00020603	0.0057786	0.00064547	0.0060449	0.00087499	0.0036411	2.8839e-05	0.00027625	8.4674e-06	0.00016692	3.2356e-05	0.00054809	5.5776e-05	0.00022117	0.00021449	0.00036732	0.00031193	0.0016707	1.448e-06	6.2282e-05	1.1424e-06	1.4763e-06	1.0989e-07	2.3719e-07	1.5081e-08	8.8604e-08	1.6458e-08	4.6032e-08	1.4975e-08	4.9326e-08	1.1025e-08	2.7141e-08	4.9116e-09	1.3746e-08	1.6112e-09	5.2679e-09	2.7159e-09	7.8306e-09	2.5484e-09	6.8299e-09	1.5028e-09	8.0528e-09	1.6986e-09	9.8488e-09	1.8887e-09	4.6541e-09	1.1187e-09	1.1575e-08	1.0349e-09	3.0977e-09	7.3784e-10	2.7501e-09	3.2564e-10	3.1007e-09	5.3328e-10	2.4198e-09	6.0419e-10	2.4211e-09	9.1652e-10	1.5215e-09	3.1083e-10	1.5407e-09	2.2487e-10	1.4033e-09	1.2646e-10	1.4041e-09	4.8527e-10	2.0841e-09	1.3711e-09	2.6047e-09	4.8581e-10	8.5142e-10	2.6107e-10	2.4376e-09	1.2698e-10	1.4179e-10	8.5855e-11
1.13487	20.063	1.3164	0.0013991	7.7972e-05	0.0020342	0.02667	0.0033495	0.030397	0.00020155	0.0056951	0.00063005	0.0058901	0.00085343	0.0035485	2.8252e-05	0.00026987	8.3219e-06	0.00016888	3.1727e-05	0.00053451	5.4536e-05	0.00021621	0.00020931	0.00035859	0.00030416	0.0016313	1.4212e-06	6.0839e-05	1.1152e-06	1.4414e-06	1.0727e-07	2.3154e-07	1.4722e-08	8.6497e-08	1.6067e-08	4.4938e-08	1.4619e-08	4.8153e-08	1.0763e-08	2.6495e-08	4.7947e-09	1.3419e-08	1.5729e-09	5.1426e-09	2.6513e-09	7.6444e-09	2.4878e-09	6.6676e-09	1.4671e-09	7.8616e-09	1.6583e-09	9.6153e-09	1.8439e-09	4.5438e-09	1.0921e-09	1.13e-08	1.0103e-09	3.0242e-09	7.2033e-10	2.6848e-09	3.179e-10	3.0272e-09	5.2063e-10	2.3625e-09	5.8986e-10	2.3637e-09	8.948e-10	1.4854e-09	3.0346e-10	1.5042e-09	2.1954e-10	1.37e-09	1.2347e-10	1.3708e-09	4.7378e-10	2.0347e-09	1.3387e-09	2.543e-09	4.743e-10	8.3127e-10	2.549e-10	2.3799e-09	1.2398e-10	1.3844e-10	8.3826e-11
