"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	1.2607	0.13338	0.00015742	8.0967e-06	0.00021227	0.0026845	0.00036736	0.0034339	2.0708e-05	0.00084009	6.5349e-05	0.00060088	8.8502e-05	0.00035764	2.801e-06	2.6593e-05	8.0973e-07	6.0718e-05	3.1062e-06	5.3487e-05	5.7104e-06	2.3051e-05	2.304e-05	3.8546e-05	3.344e-05	0.00017345	1.4639e-07	6.2875e-06	1.2068e-07	1.5522e-07	1.1884e-08	2.5855e-08	1.6447e-09	9.863e-09	1.8039e-09	5.1356e-09	1.6585e-09	5.4545e-09	1.2068e-09	2.972e-09	5.3475e-10	1.5073e-09	1.7633e-10	5.8055e-10	2.9812e-10	8.6848e-10	2.8064e-10	7.664e-10	1.6873e-10	9.1548e-10	1.9411e-10	1.155e-09	2.1645e-10	5.411e-10	1.2932e-10	1.3566e-09	1.2058e-10	3.5798e-10	8.4352e-11	3.1635e-10	3.7062e-11	3.5965e-10	6.1541e-11	2.8412e-10	7.0616e-11	2.8482e-10	1.078e-10	1.7882e-10	3.6375e-11	1.8193e-10	2.6476e-11	1.6614e-10	1.4971e-11	1.6657e-10	5.7534e-11	2.4892e-10	1.6339e-10	3.1092e-10	5.7823e-11	1.0187e-10	3.142e-11	2.9375e-10	1.5252e-11	1.7406e-11	1.0573e-11
1.01623	1.2985	0.1368	0.00016177	8.3699e-06	0.00021849	0.0027552	0.00037719	0.0035178	2.1305e-05	0.00085781	6.7104e-05	0.0006164	9.0824e-05	0.00036706	2.8875e-06	2.7359e-05	8.372e-07	6.1752e-05	3.2056e-06	5.4933e-05	5.8701e-06	2.3684e-05	2.3627e-05	3.9551e-05	3.4271e-05	0.00017806	1.5102e-07	6.4607e-06	1.2388e-07	1.5934e-07	1.2199e-08	2.654e-08	1.6883e-09	1.0129e-08	1.8517e-09	5.2741e-09	1.7031e-09	5.6003e-09	1.2388e-09	3.0507e-09	5.4892e-10	1.5473e-09	1.81e-10	5.9592e-10	3.0601e-10	8.919e-10	2.8807e-10	7.8705e-10	1.7327e-10	9.4012e-10	1.9933e-10	1.186e-09	2.2228e-10	5.5565e-10	1.3279e-10	1.393e-09	1.2382e-10	3.6761e-10	8.6622e-11	3.2486e-10	3.806e-11	3.6932e-10	6.3197e-11	2.9175e-10	7.2513e-11	2.9247e-10	1.107e-10	1.8363e-10	3.7353e-11	1.8682e-10	2.7187e-11	1.706e-10	1.5373e-11	1.7105e-10	5.9079e-11	2.556e-10	1.6777e-10	3.1926e-10	5.9375e-11	1.0461e-10	3.2263e-11	3.0163e-10	1.5661e-11	1.7872e-11	1.0856e-11
1.03036	1.3377	0.14033	0.00016627	8.6539e-06	0.00022492	0.0028282	0.00038735	0.0036044	2.1923e-05	0.00087584	6.8917e-05	0.00063243	9.3221e-05	0.00037679	2.9772e-06	2.8151e-05	8.6576e-07	6.2885e-05	3.3088e-06	5.6428e-05	6.0353e-06	2.4337e-05	2.4233e-05	4.0589e-05	3.5129e-05	0.00018281	1.5582e-07	6.6397e-06	1.2718e-07	1.636e-07	1.2524e-08	2.7247e-08	1.7333e-09	1.0404e-08	1.9011e-09	5.4171e-09	1.7493e-09	5.7522e-09	1.2718e-09	3.132e-09	5.6355e-10	1.5886e-09	1.8582e-10	6.1209e-10	3.1421e-10	9.1609e-10	2.9586e-10	8.0838e-10	1.7797e-10	9.6558e-10	2.0473e-10	1.2181e-09	2.2829e-10	5.7067e-10	1.3639e-10	1.4307e-09	1.2717e-10	3.7755e-10	8.8968e-11	3.3365e-10	3.909e-11	3.7931e-10	6.4907e-11	2.9964e-10	7.4474e-11	3.0038e-10	1.1369e-10	1.8859e-10	3.8363e-11	1.9187e-10	2.7922e-11	1.7521e-10	1.5788e-11	1.7567e-10	6.0675e-11	2.625e-10	1.723e-10	3.2788e-10	6.0979e-11	1.0743e-10	3.3134e-11	3.0977e-10	1.6084e-11	1.8353e-11	1.1149e-11
1.04467	1.3787	0.14398	0.00017094	8.9505e-06	0.00023162	0.002904	0.00039789	0.0036942	2.2567e-05	0.00089433	7.08e-05	0.00064906	9.571e-05	0.00038689	3.0706e-06	2.8976e-05	8.956e-07	6.4053e-05	3.4165e-06	5.798e-05	6.207e-06	2.5016e-05	2.4861e-05	4.1666e-05	3.6018e-05	0.00018775	1.6083e-07	6.8256e-06	1.3061e-07	1.6801e-07	1.2862e-08	2.7984e-08	1.7802e-09	1.0689e-08	1.9532e-09	5.5655e-09	1.7973e-09	5.91e-09	1.3066e-09	3.2178e-09	5.7873e-10	1.6322e-09	1.909e-10	6.2887e-10	3.2283e-10	9.412e-10	3.0398e-10	8.3053e-10	1.8284e-10	9.9201e-10	2.1033e-10	1.2514e-09	2.3454e-10	5.8627e-10	1.4011e-10	1.4698e-09	1.3064e-10	3.8788e-10	9.1402e-11	3.4278e-10	4.016e-11	3.8967e-10	6.6681e-11	3.0782e-10	7.6508e-11	3.0858e-10	1.1679e-10	1.9374e-10	3.9411e-11	1.971e-10	2.8684e-11	1.7999e-10	1.6219e-11	1.8046e-10	6.2331e-11	2.6967e-10	1.77e-10	3.3683e-10	6.2643e-11	1.1036e-10	3.4037e-11	3.1821e-10	1.6523e-11	1.8853e-11	1.1452e-11
1.05919	1.421	0.14773	0.00017573	9.2572e-06	0.0002385	0.0029817	0.00040878	0.0037862	2.3227e-05	0.00091321	7.2731e-05	0.0006661	9.8261e-05	0.00039724	3.1668e-06	2.9823e-05	9.264e-07	6.5261e-05	3.5274e-06	5.9573e-05	6.3832e-06	2.5713e-05	2.5504e-05	4.277e-05	3.6928e-05	0.00019281	1.6599e-07	7.0164e-06	1.3413e-07	1.7254e-07	1.3208e-08	2.8751e-08	1.829e-09	1.0981e-08	2.0067e-09	5.7178e-09	1.8464e-09	6.0717e-09	1.3424e-09	3.306e-09	5.9459e-10	1.6769e-09	1.9613e-10	6.4609e-10	3.3168e-10	9.6696e-10	3.123e-10	8.5324e-10	1.8784e-10	1.0191e-09	2.1607e-10	1.2855e-09	2.4094e-10	6.0227e-10	1.4394e-10	1.5098e-09	1.3421e-10	3.9846e-10	9.3898e-11	3.5213e-10	4.1257e-11	4.0031e-10	6.8501e-11	3.1622e-10	7.8595e-11	3.1699e-10	1.1998e-10	1.9902e-10	4.0485e-11	2.0248e-10	2.9466e-11	1.849e-10	1.6661e-11	1.8538e-10	6.4029e-11	2.7701e-10	1.8183e-10	3.46e-10	6.435e-11	1.1337e-10	3.4964e-11	3.2688e-10	1.6973e-11	1.9366e-11	1.1764e-11
1.07391	1.465	0.15161	0.00018069	9.5805e-06	0.00024564	0.0030621	0.00042011	0.0038811	2.3913e-05	0.00093242	7.4731e-05	0.00068374	0.0001009	0.00040796	3.2667e-06	3.0702e-05	9.5848e-07	6.6468e-05	3.6427e-06	6.1223e-05	6.5658e-06	2.6434e-05	2.617e-05	4.3912e-05	3.7869e-05	0.00019805	1.7135e-07	7.2141e-06	1.3777e-07	1.7722e-07	1.3572e-08	2.9545e-08	1.8795e-09	1.1284e-08	2.0621e-09	5.8753e-09	1.8974e-09	6.2392e-09	1.3794e-09	3.3972e-09	6.11e-10	1.7232e-09	2.0155e-10	6.6391e-10	3.4083e-10	9.9362e-10	3.2092e-10	8.7674e-10	1.9302e-10	1.0472e-09	2.2202e-10	1.3208e-09	2.4757e-10	6.1882e-10	1.479e-10	1.5513e-09	1.379e-10	4.0942e-10	9.6482e-11	3.6182e-10	4.2393e-11	4.1131e-10	7.0385e-11	3.249e-10	8.0755e-11	3.257e-10	1.2327e-10	2.0449e-10	4.1598e-11	2.0804e-10	3.0276e-11	1.8997e-10	1.7119e-11	1.9047e-10	6.5787e-11	2.8461e-10	1.8682e-10	3.555e-10	6.6116e-11	1.1648e-10	3.5923e-11	3.3584e-10	1.7438e-11	1.9897e-11	1.2086e-11
1.08884	1.5103	0.15556	0.00018575	9.9126e-06	0.00025294	0.0031442	0.0004317	0.0039779	2.4613e-05	0.00095175	7.6771e-05	0.00070172	0.00010359	0.0004189	3.369e-06	3.1601e-05	9.9143e-07	6.7678e-05	3.761e-06	6.2907e-05	6.7523e-06	2.717e-05	2.6848e-05	4.5076e-05	3.8827e-05	0.0002034	1.7685e-07	7.416e-06	1.4149e-07	1.82e-07	1.3944e-08	3.0355e-08	1.931e-09	1.1593e-08	2.1186e-09	6.0362e-09	1.9493e-09	6.4101e-09	1.4172e-09	3.4903e-09	6.2776e-10	1.7704e-09	2.0707e-10	6.8211e-10	3.5017e-10	1.0208e-09	3.2971e-10	9.0074e-10	1.983e-10	1.0758e-09	2.2809e-10	1.3568e-09	2.5434e-10	6.3572e-10	1.5194e-10	1.5937e-09	1.4166e-10	4.2061e-10	9.912e-11	3.7171e-10	4.3552e-11	4.2255e-10	7.2308e-11	3.3377e-10	8.296e-11	3.3459e-10	1.2664e-10	2.1007e-10	4.2734e-11	2.1371e-10	3.1102e-11	1.9516e-10	1.7586e-11	1.9566e-10	6.7582e-11	2.9238e-10	1.9191e-10	3.6519e-10	6.7919e-11	1.1965e-10	3.6902e-11	3.45e-10	1.7914e-11	2.0438e-11	1.2415e-11
1.10397	1.4983	0.15519	0.00018599	9.987e-06	0.00025347	0.0031385	0.00043326	0.0039825	2.4647e-05	0.00095764	7.6717e-05	0.00070023	0.00010345	0.00041814	3.3793e-06	3.162e-05	9.9759e-07	6.8897e-05	3.7764e-06	6.2836e-05	6.7572e-06	2.7181e-05	2.6822e-05	4.5031e-05	3.8749e-05	0.00020326	1.7765e-07	7.4159e-06	1.4139e-07	1.8188e-07	1.3941e-08	3.0347e-08	1.9305e-09	1.159e-08	2.1181e-09	6.0345e-09	1.9488e-09	6.4083e-09	1.4169e-09	3.4894e-09	6.2761e-10	1.7699e-09	2.0702e-10	6.8192e-10	3.5008e-10	1.0206e-09	3.2962e-10	9.0047e-10	1.9824e-10	1.0755e-09	2.2802e-10	1.3563e-09	2.5425e-10	6.355e-10	1.5188e-10	1.5931e-09	1.4161e-10	4.2046e-10	9.9087e-11	3.7158e-10	4.3538e-11	4.224e-10	7.2283e-11	3.3365e-10	8.2929e-11	3.3446e-10	1.2659e-10	2.0999e-10	4.2718e-11	2.1363e-10	3.109e-11	1.9508e-10	1.7579e-11	1.9559e-10	6.7556e-11	2.9226e-10	1.9184e-10	3.6505e-10	6.7892e-11	1.1961e-10	3.6887e-11	3.4485e-10	1.7906e-11	2.0429e-11	1.2409e-11
1.11931	1.4511	0.15211	0.00018319	9.8957e-06	0.00024972	0.0030781	0.00042852	0.0039297	2.426e-05	0.00095527	7.5348e-05	0.00068655	0.00010153	0.00041006	3.3313e-06	3.1084e-05	9.8657e-07	7.0109e-05	3.7263e-06	6.1666e-05	6.6474e-06	2.6735e-05	2.6353e-05	4.4228e-05	3.8034e-05	0.00019969	1.7547e-07	7.2888e-06	1.3891e-07	1.7868e-07	1.3702e-08	2.9826e-08	1.8974e-09	1.139e-08	2.0817e-09	5.9305e-09	1.9152e-09	6.2981e-09	1.3925e-09	3.4294e-09	6.1682e-10	1.7395e-09	2.0346e-10	6.7019e-10	3.4406e-10	1.003e-09	3.2395e-10	8.8495e-10	1.9483e-10	1.0569e-09	2.2408e-10	1.3329e-09	2.4986e-10	6.2451e-10	1.4926e-10	1.5655e-09	1.3916e-10	4.1319e-10	9.7376e-11	3.6516e-10	4.2787e-11	4.151e-10	7.1035e-11	3.2787e-10	8.1495e-11	3.2868e-10	1.244e-10	2.0636e-10	4.1979e-11	2.0993e-10	3.0552e-11	1.917e-10	1.7275e-11	1.922e-10	6.6385e-11	2.8719e-10	1.8851e-10	3.5872e-10	6.6716e-11	1.1753e-10	3.6247e-11	3.3887e-10	1.7596e-11	2.0074e-11	1.2194e-11
1.13487	1.4052	0.14906	0.00018039	9.803e-06	0.00024597	0.0030182	0.00042367	0.0038778	2.3874e-05	0.00095342	7.399e-05	0.00067303	9.962e-05	0.00040207	3.2832e-06	3.0552e-05	9.7545e-07	7.1336e-05	3.676e-06	6.0506e-05	6.5382e-06	2.6293e-05	2.5887e-05	4.3432e-05	3.7335e-05	0.00019614	1.7332e-07	7.1626e-06	1.3651e-07	1.7554e-07	1.3464e-08	2.9308e-08	1.8644e-09	1.1192e-08	2.0455e-09	5.8274e-09	1.882e-09	6.1886e-09	1.3683e-09	3.3699e-09	6.0612e-10	1.7093e-09	1.9993e-10	6.5855e-10	3.3808e-10	9.8555e-10	3.1832e-10	8.6955e-10	1.9143e-10	1.0385e-09	2.2017e-10	1.3096e-09	2.4551e-10	6.136e-10	1.4665e-10	1.5382e-09	1.3673e-10	4.0598e-10	9.5679e-11	3.5879e-10	4.2041e-11	4.0785e-10	6.9795e-11	3.2214e-10	8.0071e-11	3.2293e-10	1.2222e-10	2.0275e-10	4.1245e-11	2.0626e-10	3.0018e-11	1.8835e-10	1.6972e-11	1.8884e-10	6.5224e-11	2.8217e-10	1.8521e-10	3.5244e-10	6.5549e-11	1.1547e-10	3.5612e-11	3.3294e-10	1.7288e-11	1.9722e-11	1.198e-11
