"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	5.5188e+06	336300	3987.7	1041.6	8681.2	0.39584	1820.5	150.22	1779.8	162.56	3245.3	2.1136	912.64	1.6097	17.283	3.5161	465.09	0.77174	11.585	1.0862	43.641	14.981	2667.6	35.175	85.757	0.8387	2.0732	0.13721	0.34579	0.020855	0.21051	0.028124	0.14177	0.021333	0.071404	0.014316	0.035954	0.0028833	0.014492	0.0065739	0.0014649	0.0044175	0.0014762	0.0051974	0.00067051	0.014977	0.0010524	0.022702	0.0045356	0.020518	0.0015227	0.0153	0.0015326	0.0038384	0.00061439	0.0030839	0.00077626	0.00031107	0.0015646	0.00023513	0.001574	0.00031562	0.000791	0.00015848	0.00071637	0.00015954	0.00064044	7.2243e-05	0.00080528	0.00016147	0.0024322	0.0024374	0.0048884	0.00081668	0.00081998	0.00074093	0.0082571	0.00049624	0.00016964	0.00010243
1.01623	5.4569e+06	331500	3930.9	1026.7	8558.6	0.39024	1794.7	148.09	1754.6	160.27	3198.8	2.0831	899.51	1.5863	17.03	3.4645	458.28	0.7604	11.414	1.0702	42.997	14.76	2628.2	34.652	84.479	0.82618	2.0423	0.13517	0.34062	0.020544	0.20735	0.027703	0.13964	0.021013	0.070334	0.014101	0.035412	0.0028398	0.014274	0.0064743	0.0014429	0.0043512	0.0014539	0.0051189	0.00066044	0.014751	0.0010364	0.022359	0.0044669	0.020208	0.0014996	0.015068	0.0015096	0.0037807	0.00060516	0.0030375	0.00076464	0.00030641	0.0015412	0.00023162	0.0015505	0.00031091	0.00077919	0.00015613	0.00070572	0.00015716	0.00063094	7.1174e-05	0.00079339	0.00015908	0.0023963	0.0024015	0.0048168	0.00080472	0.00080795	0.00073003	0.0081365	0.00048899	0.00016719	0.00010095
1.03036	5.3954e+06	326760	3874.7	1012	8437.2	0.38469	1769.2	145.98	1729.7	158.01	3152.8	2.0529	886.45	1.563	16.779	3.4134	451.55	0.74916	11.245	1.0543	42.36	14.541	2589.2	34.133	83.214	0.81379	2.0118	0.13315	0.33552	0.020236	0.20423	0.027286	0.13753	0.020696	0.069276	0.013889	0.034875	0.0027968	0.014059	0.006376	0.0014211	0.0042857	0.0014318	0.0050413	0.00065048	0.014527	0.0010206	0.02202	0.0043992	0.019901	0.0014768	0.01484	0.0014868	0.0037236	0.00059602	0.0029916	0.00075314	0.00030181	0.0015181	0.00022816	0.0015272	0.00030624	0.00076756	0.0001538	0.00069521	0.00015481	0.00062155	7.0118e-05	0.00078164	0.00015672	0.0023608	0.002366	0.004746	0.00079292	0.00079604	0.0007193	0.0080171	0.00048186	0.00016476	9.9497e-05
1.04467	5.3345e+06	322060	3819	997.4	8316.5	0.3792	1743.9	143.89	1705	155.77	3107.3	2.023	873.47	1.5399	16.53	3.3629	444.87	0.73802	11.078	1.0386	41.731	14.324	2550.6	33.621	81.963	0.80154	1.9816	0.13116	0.33046	0.019932	0.20115	0.026874	0.13545	0.020383	0.068228	0.013678	0.034345	0.0027544	0.013845	0.0062794	0.0013995	0.0042204	0.0014098	0.0049647	0.00064055	0.014304	0.0010051	0.021684	0.0043322	0.019596	0.0014542	0.014615	0.0014642	0.0036672	0.00058698	0.0029463	0.00074177	0.00029725	0.0014953	0.00022475	0.0015042	0.00030163	0.00075606	0.0001515	0.00068477	0.00015249	0.00061227	6.9074e-05	0.00076995	0.00015438	0.0023257	0.002331	0.004676	0.00078119	0.00078425	0.0007087	0.0078995	0.00047479	0.00016236	9.8063e-05
1.05919	5.2741e+06	317410	3763.9	982.97	8197.1	0.37374	1718.9	141.83	1680.5	153.54	3062.3	1.9935	860.63	1.5171	16.284	3.3129	438.26	0.72696	10.913	1.0231	41.108	14.109	2512.4	33.113	80.725	0.7894	1.9516	0.12919	0.32547	0.019631	0.1981	0.026467	0.13338	0.020073	0.067191	0.013469	0.03382	0.0027126	0.013633	0.0061839	0.0013782	0.0041554	0.0013883	0.0048891	0.00063071	0.014084	0.00098966	0.021351	0.0042657	0.019296	0.001432	0.014392	0.0014419	0.0036113	0.00057803	0.0029014	0.00073052	0.00029274	0.0014728	0.00022135	0.0014814	0.00029709	0.00074468	0.00014921	0.00067445	0.0001502	0.0006031	6.8041e-05	0.00075842	0.00015207	0.0022911	0.0022964	0.0046067	0.00076957	0.00077258	0.0006982	0.007783	0.00046782	0.00015998	9.6647e-05
1.07391	5.2142e+06	312810	3709.4	968.69	8078.9	0.36832	1694.1	139.78	1656.3	151.31	3017.7	1.9642	847.92	1.4945	16.04	3.2635	431.72	0.71602	10.749	1.0077	40.491	13.897	2474.7	32.611	79.5	0.7774	1.922	0.12724	0.32053	0.019334	0.19508	0.026064	0.13135	0.019767	0.066161	0.013262	0.033302	0.0026712	0.013424	0.0060891	0.0013572	0.0040912	0.0013669	0.0048144	0.000621	0.013867	0.00097439	0.021023	0.0042	0.018999	0.0014099	0.014172	0.0014198	0.003556	0.00056919	0.0028572	0.0007194	0.0002883	0.0014505	0.00021798	0.0014589	0.00029259	0.00073341	0.00014696	0.00066426	0.00014793	0.00059404	6.7016e-05	0.000747	0.00014978	0.0022569	0.0022622	0.0045378	0.00075808	0.00076107	0.00068786	0.0076681	0.00046092	0.00015762	9.5249e-05
1.08884	5.1549e+06	308260	3655.5	954.55	7961.7	0.36296	1669.5	137.76	1632.3	149.09	2973.6	1.9353	835.32	1.4722	15.798	3.2146	425.25	0.7052	10.587	0.99244	39.881	13.686	2437.3	32.115	78.289	0.76554	1.8927	0.1253	0.31564	0.019039	0.19209	0.025666	0.12933	0.019464	0.065141	0.013058	0.032791	0.0026302	0.013217	0.0059954	0.0013363	0.0040282	0.0013458	0.00474	0.00061141	0.013652	0.0009593	0.020698	0.004135	0.018705	0.0013881	0.013954	0.001398	0.0035013	0.00056044	0.0028134	0.0007084	0.0002839	0.0014284	0.00021465	0.0014367	0.00028815	0.00072226	0.00014472	0.00065418	0.0001457	0.00058507	6.6002e-05	0.00073572	0.00014753	0.0022231	0.0022284	0.0044697	0.00074668	0.00074969	0.00067763	0.0075545	0.00045405	0.00015532	9.3842e-05
1.10397	5.0961e+06	303760	3602.2	940.57	7844.6	0.35765	1645.1	135.75	1608.6	146.89	2929.8	1.9065	822.81	1.45	15.559	3.1661	418.84	0.6945	10.426	0.97739	39.274	13.479	2400.2	31.625	77.092	0.75384	1.8638	0.12337	0.31081	0.018746	0.18914	0.02527	0.12734	0.019164	0.064132	0.012855	0.032286	0.0025896	0.013012	0.0059029	0.0013158	0.0039657	0.0013249	0.0046662	0.00060191	0.01344	0.00094438	0.020376	0.0040708	0.018414	0.0013667	0.013739	0.0013764	0.0034473	0.00055179	0.0027702	0.00069754	0.00027955	0.0014064	0.00021136	0.0014148	0.00028375	0.00071126	0.00014251	0.00064423	0.00014349	0.00057618	6.5e-05	0.00072456	0.0001453	0.0021898	0.0021948	0.0044023	0.00073543	0.00073844	0.00066753	0.0074416	0.00044724	0.00015304	9.2448e-05
1.11931	5.0377e+06	299310	3549.4	926.74	7728.7	0.35241	1621.1	133.77	1585.1	144.72	2886.6	1.878	810.43	1.4281	15.321	3.1181	412.48	0.68392	10.266	0.9625	38.674	13.273	2363.5	31.14	75.908	0.74223	1.8352	0.12147	0.30604	0.018456	0.18622	0.024878	0.12537	0.018868	0.063134	0.012655	0.031787	0.0025493	0.012808	0.0058116	0.0012952	0.0039039	0.0013043	0.0045934	0.00059249	0.01323	0.00092968	0.020058	0.0040072	0.018127	0.0013455	0.013526	0.0013551	0.0033939	0.00054324	0.0027274	0.00068681	0.00027525	0.0013848	0.0002081	0.0013931	0.0002794	0.00070034	0.00014033	0.0006344	0.0001413	0.00056738	6.4008e-05	0.00071355	0.00014311	0.0021567	0.0021615	0.0043356	0.00072434	0.00072736	0.00065755	0.0073295	0.0004405	0.00015079	9.1057e-05
1.13487	4.9799e+06	294900	3497.1	913.06	7614	0.34721	1597.2	131.81	1561.8	142.57	2843.7	1.8497	798.2	1.4063	15.086	3.0707	406.18	0.67346	10.108	0.94776	38.081	13.07	2327.2	30.659	74.738	0.73076	1.8069	0.11959	0.30132	0.018169	0.18333	0.02449	0.12343	0.018573	0.062148	0.012458	0.031292	0.0025095	0.012607	0.0057212	0.0012749	0.0038428	0.001284	0.0045215	0.00058317	0.013023	0.00091515	0.019743	0.0039444	0.017845	0.0013245	0.013315	0.001334	0.0033411	0.00053483	0.0026851	0.0006762	0.00027102	0.0013633	0.00020489	0.0013717	0.0002751	0.00068954	0.00013817	0.00062469	0.00013914	0.00055869	6.3028e-05	0.0007027	0.00014093	0.0021238	0.0021287	0.0042698	0.00071336	0.0007164	0.00064763	0.0072186	0.00043381	0.00014856	8.9692e-05
1.15064	4.9226e+06	290540	3445.5	899.52	7500.7	0.34208	1573.6	129.87	1538.7	140.45	2801.3	1.8218	786.1	1.3847	14.854	3.0236	399.95	0.66311	9.9524	0.93307	37.493	12.867	2291.2	30.182	73.575	0.71942	1.7789	0.11774	0.29665	0.017886	0.18046	0.024107	0.1215	0.018282	0.061173	0.012264	0.030801	0.0024701	0.01241	0.0056319	0.0012547	0.0037824	0.0012639	0.0044503	0.00057396	0.012817	0.00090073	0.019432	0.0038822	0.017565	0.0013038	0.013107	0.0013131	0.0032891	0.00052649	0.0026433	0.00066572	0.00026682	0.0013422	0.00020172	0.0013504	0.00027084	0.00067889	0.00013604	0.00061509	0.00013699	0.00055009	6.2061e-05	0.00069198	0.00013879	0.0020914	0.0020961	0.0042048	0.00070254	0.00070559	0.00063779	0.0071085	0.00042728	0.00014632	8.8357e-05
1.16663	4.8658e+06	286230	3394.4	886.14	7388.5	0.337	1550.3	127.95	1515.9	138.35	2759.4	1.7941	774.13	1.3635	14.625	2.977	393.8	0.65286	9.7981	0.91856	36.912	12.667	2255.6	29.71	72.425	0.70821	1.7512	0.1159	0.29201	0.017606	0.17762	0.023729	0.11959	0.017993	0.060211	0.012072	0.030316	0.0024311	0.012215	0.0055425	0.001235	0.0037229	0.0012441	0.0043798	0.00056489	0.012615	0.00088648	0.019125	0.0038209	0.017289	0.0012833	0.012901	0.0012926	0.0032376	0.00051825	0.0026019	0.0006554	0.00026265	0.0013213	0.00019859	0.0013295	0.00026663	0.00066836	0.00013393	0.0006056	0.00013488	0.0005416	6.1108e-05	0.00068138	0.00013666	0.0020592	0.002064	0.0041405	0.00069184	0.00069489	0.00062804	0.0070006	0.00042083	0.0001441	8.7035e-05
1.18284	4.8095e+06	281960	3343.8	872.89	7277.6	0.33197	1527.3	126.05	1493.4	136.27	2717.9	1.7666	762.3	1.3424	14.398	2.9308	387.72	0.64272	9.6455	0.90421	36.337	12.468	2220.4	29.244	71.289	0.69713	1.7239	0.11409	0.28741	0.017329	0.17482	0.023355	0.1177	0.017708	0.059263	0.011881	0.029836	0.0023925	0.012022	0.0054542	0.0012154	0.0036642	0.0012243	0.00431	0.00055593	0.012415	0.00087241	0.018822	0.0037602	0.017017	0.001263	0.012698	0.0012723	0.0031867	0.0005101	0.0025611	0.00064513	0.00025853	0.0013007	0.00019549	0.0013087	0.00026247	0.00065796	0.00013185	0.00059616	0.00013278	0.00053321	6.0167e-05	0.00067092	0.00013455	0.0020275	0.0020323	0.0040773	0.00068128	0.00068424	0.00061838	0.0068944	0.00041446	0.00014189	8.5731e-05
1.19928	4.7537e+06	277740	3293.7	859.8	7167.9	0.32701	1504.4	124.16	1471.1	134.21	2676.6	1.7394	750.61	1.3216	14.173	2.8852	381.7	0.6327	9.4946	0.89001	35.769	12.273	2185.6	28.783	70.166	0.68618	1.6969	0.11229	0.28287	0.017056	0.17205	0.022986	0.11583	0.017427	0.058326	0.011693	0.029363	0.0023543	0.011831	0.0053672	0.001196	0.0036062	0.0012047	0.004241	0.00054705	0.012217	0.00085849	0.018523	0.0037004	0.016747	0.001243	0.012497	0.0012522	0.0031364	0.00050205	0.0025208	0.00063496	0.00025446	0.0012803	0.00019242	0.0012882	0.00025837	0.0006477	0.0001298	0.00058687	0.00013071	0.00052495	5.9237e-05	0.00066054	0.00013247	0.0019962	0.0020009	0.0040147	0.00067086	0.0006737	0.00060891	0.0067895	0.00040817	0.00013974	8.4436e-05
1.21595	4.6984e+06	273570	3244.2	846.84	7059.4	0.32207	1481.9	122.29	1449	132.18	2635.7	1.7125	739.05	1.301	13.952	2.8401	375.76	0.6228	9.3454	0.87597	35.208	12.079	2151.2	28.328	69.056	0.67536	1.6702	0.11052	0.27838	0.016786	0.16932	0.022621	0.11398	0.017149	0.057399	0.011506	0.028892	0.0023165	0.011643	0.0052815	0.0011769	0.0035484	0.0011855	0.0041731	0.00053827	0.012021	0.00084472	0.018228	0.0036414	0.01648	0.0012232	0.012299	0.0012323	0.0030866	0.00049409	0.0024809	0.00062491	0.00025043	0.0012601	0.0001894	0.0012679	0.00025431	0.00063756	0.00012777	0.00057767	0.00012866	0.00051679	5.8319e-05	0.00065025	0.0001304	0.0019653	0.0019701	0.0039529	0.00066053	0.00066326	0.00059959	0.0066861	0.00040189	0.00013762	8.3159e-05
1.23285	4.6435e+06	269440	3195.2	834.04	6952.2	0.31718	1459.4	120.44	1427.2	130.17	2595.3	1.686	727.62	1.2806	13.733	2.7955	369.88	0.61301	9.1979	0.8621	34.653	11.887	2117.3	27.877	67.958	0.66466	1.6437	0.10877	0.27394	0.016519	0.16662	0.02226	0.11215	0.016875	0.056482	0.011322	0.028426	0.0022795	0.011457	0.0051966	0.001158	0.0034912	0.0011664	0.004106	0.0005296	0.011828	0.00083112	0.017936	0.0035831	0.016216	0.0012036	0.012103	0.0012127	0.0030375	0.00048623	0.0024416	0.00061498	0.00024645	0.0012402	0.0001864	0.0012479	0.00025031	0.00062754	0.00012576	0.00056858	0.00012664	0.00050873	5.741e-05	0.00064009	0.00012837	0.0019347	0.0019395	0.0038919	0.00065026	0.00065292	0.00059038	0.0065828	0.00039567	0.00013552	8.1897e-05
