"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	7.9806	0.54824	0.00057759	3.0332e-05	0.00082182	0.011062	0.0012541	0.011644	8.1747e-05	0.0017077	0.00026009	0.0024544	0.00035426	0.0014726	1.1259e-05	0.00010959	3.2284e-06	4.8571e-06	1.2522e-05	0.00022044	2.2286e-05	8.8774e-05	8.7495e-05	0.00014899	0.00012779	0.00067511	5.6244e-07	2.4965e-05	4.623e-07	5.9716e-07	4.4603e-08	9.6374e-08	6.1279e-09	3.6097e-08	6.6921e-09	1.8758e-08	6.0972e-09	2.008e-08	4.4821e-09	1.1034e-08	1.9954e-09	5.5895e-09	6.5501e-10	2.1435e-09	1.1045e-09	3.189e-09	1.0369e-09	2.7848e-09	6.1277e-10	3.2878e-09	6.9387e-10	4.0342e-09	7.7178e-10	1.9046e-09	4.5753e-10	4.7408e-09	4.236e-10	1.2669e-09	3.0142e-10	1.1242e-09	1.3297e-10	1.2686e-09	2.1807e-10	9.9131e-10	2.4739e-10	9.9205e-10	3.7553e-10	6.2335e-10	1.2729e-10	6.3157e-10	9.2148e-11	5.7538e-10	5.1853e-11	5.7584e-10	1.9901e-10	8.5535e-10	5.6259e-10	1.0689e-09	1.9931e-10	3.4951e-10	1.0724e-10	1.0014e-09	5.2148e-11	5.8368e-11	3.5355e-11
1.01623	8.2617	0.5634	0.00059448	3.1423e-05	0.00084764	0.011375	0.0012927	0.01197	8.4277e-05	0.0017559	0.00026762	0.0025228	0.00036429	0.0015144	1.163e-05	0.00011297	3.3447e-06	5.024e-06	1.2949e-05	0.00022685	2.2957e-05	9.14e-05	8.9914e-05	0.0001532	0.00013124	0.00069448	5.8146e-07	2.5705e-05	4.7558e-07	6.143e-07	4.5886e-08	9.9148e-08	6.3042e-09	3.7132e-08	6.8848e-09	1.9296e-08	6.2722e-09	2.0657e-08	4.6111e-09	1.1352e-08	2.0528e-09	5.7504e-09	6.7386e-10	2.2052e-09	1.1363e-09	3.2804e-09	1.0667e-09	2.8646e-09	6.3035e-10	3.3821e-09	7.1379e-10	4.1502e-09	7.9394e-10	1.9594e-09	4.7067e-10	4.8771e-09	4.3578e-10	1.3033e-09	3.1007e-10	1.1565e-09	1.3678e-10	1.3051e-09	2.2433e-10	1.0198e-09	2.5451e-10	1.0206e-09	3.8633e-10	6.4128e-10	1.3095e-10	6.4973e-10	9.4798e-11	5.9194e-10	5.3345e-11	5.9241e-10	2.0473e-10	8.7997e-10	5.7878e-10	1.0997e-09	2.0505e-10	3.5957e-10	1.1033e-10	1.0302e-09	5.365e-11	6.0051e-11	3.6374e-11
1.03036	8.5557	0.57913	0.00061202	3.2563e-05	0.00087452	0.011701	0.0013329	0.012308	8.691e-05	0.0018059	0.00027544	0.0025938	0.0003747	0.0015578	1.2017e-05	0.00011648	3.4662e-06	5.1979e-06	1.3394e-05	0.0002335	2.3655e-05	9.4128e-05	9.2425e-05	0.00015756	0.00013482	0.00071458	6.0129e-07	2.6474e-05	4.8936e-07	6.321e-07	4.7218e-08	1.0203e-07	6.4874e-09	3.8206e-08	7.0848e-09	1.9854e-08	6.4536e-09	2.1254e-08	4.745e-09	1.1682e-08	2.1124e-09	5.9173e-09	6.9344e-10	2.269e-09	1.1693e-09	3.3753e-09	1.0976e-09	2.9475e-09	6.4859e-10	3.4801e-09	7.3447e-10	4.2706e-09	8.1695e-10	2.0162e-09	4.8432e-10	5.0187e-09	4.4842e-10	1.3411e-09	3.1906e-10	1.19e-09	1.4074e-10	1.3429e-09	2.3084e-10	1.0494e-09	2.6189e-10	1.0502e-09	3.9755e-10	6.5989e-10	1.3475e-10	6.686e-10	9.755e-11	6.0913e-10	5.4894e-11	6.0961e-10	2.1068e-10	9.0553e-10	5.956e-10	1.1316e-09	2.11e-10	3.7002e-10	1.1353e-10	1.0602e-09	5.5209e-11	6.1798e-11	3.7433e-11
1.04467	8.8646	0.59555	0.00063032	3.3758e-05	0.00090263	0.012041	0.001375	0.012662	8.9663e-05	0.0018582	0.0002836	0.0026679	0.00038557	0.001603	1.2422e-05	0.00012016	3.5938e-06	5.3803e-06	1.3861e-05	0.00024046	2.4383e-05	9.6978e-05	9.5043e-05	0.00016211	0.00013856	0.00073557	6.2205e-07	2.7276e-05	5.0375e-07	6.5068e-07	4.8608e-08	1.0503e-07	6.6782e-09	3.9327e-08	7.2924e-09	2.0436e-08	6.6429e-09	2.1877e-08	4.8842e-09	1.2024e-08	2.1746e-09	6.0907e-09	7.1378e-10	2.3355e-09	1.2036e-09	3.4743e-09	1.1298e-09	3.0341e-09	6.6763e-10	3.5823e-09	7.5605e-10	4.3963e-09	8.4095e-10	2.0755e-09	4.9856e-10	5.1664e-09	4.6161e-10	1.3805e-09	3.2843e-10	1.225e-09	1.4488e-10	1.3824e-09	2.3762e-10	1.0803e-09	2.6959e-10	1.0811e-09	4.0925e-10	6.7931e-10	1.3872e-10	6.8828e-10	1.0042e-10	6.2706e-10	5.6511e-11	6.2756e-10	2.1688e-10	9.3221e-10	6.1314e-10	1.165e-09	2.1722e-10	3.8092e-10	1.1688e-10	1.0914e-09	5.6836e-11	6.3622e-11	3.8538e-11
1.05919	9.1857	0.61245	0.00064918	3.4996e-05	0.00093166	0.012392	0.0014184	0.013025	9.2505e-05	0.001912	0.00029202	0.0027442	0.00039676	0.0016497	1.284e-05	0.00012395	3.726e-06	5.5697e-06	1.4344e-05	0.00024762	2.5135e-05	9.9916e-05	9.7737e-05	0.0001668	0.0001424	0.00075719	6.4354e-07	2.8104e-05	5.1857e-07	6.6982e-07	5.0041e-08	1.0811e-07	6.8741e-09	4.0482e-08	7.5064e-09	2.1037e-08	6.8379e-09	2.252e-08	5.0275e-09	1.2377e-08	2.2384e-09	6.2695e-09	7.3473e-10	2.4041e-09	1.2389e-09	3.5763e-09	1.1629e-09	3.1232e-09	6.8725e-10	3.6877e-09	7.7829e-10	4.5258e-09	8.657e-10	2.1366e-09	5.1324e-10	5.3186e-09	4.7521e-10	1.4211e-09	3.381e-10	1.261e-09	1.4914e-10	1.4231e-09	2.4462e-10	1.1121e-09	2.7754e-10	1.113e-09	4.2131e-10	6.9933e-10	1.428e-10	7.0857e-10	1.0338e-10	6.4555e-10	5.8176e-11	6.4607e-10	2.2328e-10	9.597e-10	6.3122e-10	1.1993e-09	2.2362e-10	3.9215e-10	1.2033e-10	1.1236e-09	5.8513e-11	6.5502e-11	3.9677e-11
1.07391	9.5222	0.63004	0.00066881	3.6288e-05	0.00096193	0.012756	0.0014636	0.013404	9.5468e-05	0.001968	0.00030078	0.0028236	0.00040841	0.0016982	1.3278e-05	0.00012791	3.8644e-06	5.7676e-06	1.4849e-05	0.00025508	2.5918e-05	0.00010298	0.00010054	0.00017168	0.00014639	0.00077969	6.6599e-07	2.8967e-05	5.34e-07	6.8974e-07	5.1524e-08	1.1132e-07	7.0779e-09	4.1684e-08	7.729e-09	2.1661e-08	7.0408e-09	2.3188e-08	5.1766e-09	1.2744e-08	2.3047e-09	6.4554e-09	7.5652e-10	2.4754e-09	1.2756e-09	3.6824e-09	1.1974e-09	3.216e-09	7.0766e-10	3.7973e-09	8.0143e-10	4.6606e-09	8.9144e-10	2.2002e-09	5.2851e-10	5.4769e-09	4.8935e-10	1.4634e-09	3.4815e-10	1.2985e-09	1.5357e-10	1.4655e-09	2.5189e-10	1.1452e-09	2.858e-10	1.1461e-09	4.3386e-10	7.2016e-10	1.4705e-10	7.2967e-10	1.0646e-10	6.6478e-10	5.991e-11	6.6532e-10	2.2993e-10	9.8831e-10	6.5004e-10	1.2351e-09	2.3029e-10	4.0384e-10	1.2392e-10	1.1572e-09	6.0258e-11	6.7458e-11	4.0862e-11
1.08884	9.8708	0.64806	0.00068894	3.7619e-05	0.00099303	0.01313	0.0015101	0.013792	9.851e-05	0.0020254	0.00030976	0.002905	0.00042035	0.001748	1.3727e-05	0.00013197	4.0072e-06	5.9716e-06	1.5369e-05	0.00026274	2.6721e-05	0.00010611	0.00010341	0.00017668	0.00015048	0.00080276	6.8911e-07	2.9852e-05	5.4982e-07	7.1017e-07	5.3045e-08	1.146e-07	7.287e-09	4.2916e-08	7.9574e-09	2.2302e-08	7.249e-09	2.3874e-08	5.3295e-09	1.3121e-08	2.3728e-09	6.6462e-09	7.7887e-10	2.5486e-09	1.3133e-09	3.7913e-09	1.2328e-09	3.3111e-09	7.286e-10	3.9097e-09	8.2517e-10	4.7988e-09	9.1785e-10	2.2655e-09	5.4417e-10	5.6394e-09	5.0386e-10	1.5068e-09	3.5846e-10	1.337e-09	1.5812e-10	1.5089e-09	2.5936e-10	1.1792e-09	2.9427e-10	1.1801e-09	4.4673e-10	7.4152e-10	1.5142e-10	7.5133e-10	1.0962e-10	6.8451e-10	6.1688e-11	6.8507e-10	2.3675e-10	1.0177e-09	6.6934e-10	1.2718e-09	2.3712e-10	4.1584e-10	1.276e-10	1.1915e-09	6.2048e-11	6.9464e-11	4.2078e-11
1.10397	9.7475	0.6413	0.00068421	3.7589e-05	0.00098742	0.013002	0.001499	0.013653	9.7877e-05	0.0020058	0.00030712	0.0028759	0.00041647	0.001731	1.3661e-05	0.000131	4.0005e-06	5.9736e-06	1.531e-05	0.00026036	2.6533e-05	0.00010534	0.00010247	0.00017515	0.00014903	0.00079601	6.8691e-07	2.9618e-05	5.4521e-07	7.0421e-07	5.2595e-08	1.1363e-07	7.2252e-09	4.2555e-08	7.8901e-09	2.2114e-08	7.1878e-09	2.3672e-08	5.2844e-09	1.301e-08	2.3527e-09	6.59e-09	7.7227e-10	2.5271e-09	1.3022e-09	3.7593e-09	1.2224e-09	3.2832e-09	7.2247e-10	3.8769e-09	8.1824e-10	4.7588e-09	9.1015e-10	2.2465e-09	5.3962e-10	5.5923e-09	4.9965e-10	1.4942e-09	3.5545e-10	1.3258e-09	1.5679e-10	1.4963e-09	2.5719e-10	1.1694e-09	2.9182e-10	1.1703e-09	4.43e-10	7.3534e-10	1.5015e-10	7.4507e-10	1.087e-10	6.7881e-10	6.1174e-11	6.7936e-10	2.3478e-10	1.0092e-09	6.6377e-10	1.2612e-09	2.3515e-10	4.1238e-10	1.2654e-10	1.1817e-09	6.1532e-11	6.889e-11	4.173e-11
1.11931	9.3351	0.61941	0.00066412	3.6702e-05	0.00095905	0.012567	0.0014524	0.013192	9.4968e-05	0.0019391	0.00029733	0.0027791	0.00040288	0.0016731	1.3274e-05	0.00012693	3.8999e-06	5.8488e-06	1.4891e-05	0.00025182	2.5732e-05	0.00010214	9.9203e-05	0.00016959	0.00014417	0.00077093	6.6888e-07	2.8695e-05	5.2804e-07	6.8204e-07	5.0934e-08	1.1005e-07	6.9972e-09	4.1213e-08	7.6411e-09	2.1417e-08	6.9611e-09	2.2925e-08	5.1177e-09	1.2599e-08	2.2784e-09	6.382e-09	7.479e-10	2.4473e-09	1.2611e-09	3.6408e-09	1.1838e-09	3.1798e-09	6.997e-10	3.7548e-09	7.9248e-10	4.6091e-09	8.815e-10	2.1758e-09	5.2263e-10	5.4165e-09	4.8393e-10	1.4471e-09	3.4426e-10	1.284e-09	1.5186e-10	1.4492e-09	2.4909e-10	1.1326e-09	2.8264e-10	1.1335e-09	4.2907e-10	7.1222e-10	1.4543e-10	7.2165e-10	1.0529e-10	6.5748e-10	5.9251e-11	6.5801e-10	2.274e-10	9.775e-10	6.4291e-10	1.2216e-09	2.2776e-10	3.9943e-10	1.2257e-10	1.1446e-09	5.96e-11	6.6729e-11	4.0421e-11
1.13487	8.9377	0.59814	0.00064448	3.5826e-05	0.00093127	0.012144	0.0014069	0.012744	9.2124e-05	0.0018743	0.0002878	0.0026851	0.00038966	0.0016168	1.2895e-05	0.00012295	3.8007e-06	5.7257e-06	1.4479e-05	0.00024351	2.4949e-05	9.9025e-05	9.6018e-05	0.00016418	0.00013943	0.00074649	6.5111e-07	2.7795e-05	5.1124e-07	6.604e-07	4.9316e-08	1.0655e-07	6.7749e-09	3.9905e-08	7.3985e-09	2.0737e-08	6.7402e-09	2.2198e-08	4.9552e-09	1.2199e-08	2.2061e-09	6.1794e-09	7.2415e-10	2.3696e-09	1.2211e-09	3.5252e-09	1.1462e-09	3.0789e-09	6.7751e-10	3.6358e-09	7.6737e-10	4.4633e-09	8.5357e-10	2.107e-09	5.0609e-10	5.2451e-09	4.6862e-10	1.4013e-09	3.3335e-10	1.2434e-09	1.4704e-10	1.4033e-09	2.412e-10	1.0968e-09	2.7369e-10	1.0976e-09	4.155e-10	6.8968e-10	1.4083e-10	6.9882e-10	1.0196e-10	6.3668e-10	5.7377e-11	6.3721e-10	2.2021e-10	9.466e-10	6.2259e-10	1.183e-09	2.2056e-10	3.868e-10	1.1869e-10	1.1084e-09	5.7717e-11	6.4623e-11	3.9146e-11
