"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	13.124	0.89087	0.00093555	4.9139e-05	0.0013316	0.017939	0.0022232	0.02065	0.00013247	0.0039431	0.0004215	0.0039781	0.00057413	0.0023869	1.8248e-05	0.00017763	5.2321e-06	0.0001332	2.0294e-05	0.0003573	3.6114e-05	0.00014384	0.00014176	0.00024141	0.00020704	0.0010939	9.1131e-07	4.0457e-05	7.4888e-07	9.6741e-07	7.2224e-08	1.5603e-07	9.9213e-09	5.8428e-08	1.0834e-08	3.0363e-08	9.8691e-09	3.2503e-08	7.2562e-09	1.7864e-08	3.2306e-09	9.0487e-09	1.0604e-09	3.4698e-09	1.7881e-09	5.1616e-09	1.6784e-09	4.5079e-09	9.9194e-10	5.3228e-09	1.1234e-09	6.5332e-09	1.2496e-09	3.0842e-09	7.4084e-10	7.6775e-09	6.8596e-10	2.0514e-09	4.8802e-10	1.8202e-09	2.1527e-10	2.0543e-09	3.531e-10	1.6054e-09	4.0063e-10	1.6066e-09	6.0818e-10	1.0095e-09	2.0614e-10	1.0229e-09	1.4924e-10	9.319e-10	8.3982e-11	9.3265e-10	3.2232e-10	1.3855e-09	9.1124e-10	1.7314e-09	3.2282e-10	5.6612e-10	1.7371e-10	1.6222e-09	8.4472e-11	9.4568e-11	5.7284e-11
1.01623	13.481	0.90841	0.00095576	5.0519e-05	0.0013629	0.018304	0.0022726	0.021056	0.00013552	0.0040168	0.00043036	0.0040574	0.00058584	0.0024356	1.8704e-05	0.00018168	5.3789e-06	0.00013519	2.0824e-05	0.00036484	3.6916e-05	0.00014696	0.00014456	0.00024633	0.00021102	0.0011167	9.3492e-07	4.1336e-05	7.6448e-07	9.8756e-07	7.3732e-08	1.5929e-07	1.0129e-08	5.9652e-08	1.106e-08	3.0999e-08	1.0076e-08	3.3183e-08	7.4078e-09	1.8237e-08	3.2981e-09	9.2378e-09	1.0826e-09	3.5424e-09	1.8255e-09	5.2697e-09	1.7135e-09	4.6024e-09	1.0127e-09	5.4345e-09	1.147e-09	6.6706e-09	1.2758e-09	3.1491e-09	7.5641e-10	7.8391e-09	7.0039e-10	2.0945e-09	4.9826e-10	1.8584e-09	2.1979e-10	2.0974e-09	3.6051e-10	1.6392e-09	4.0906e-10	1.6404e-09	6.2098e-10	1.0308e-09	2.1048e-10	1.0444e-09	1.5238e-10	9.5152e-10	8.5751e-11	9.5229e-10	3.291e-10	1.4146e-09	9.3044e-10	1.7679e-09	3.2962e-10	5.7806e-10	1.7737e-10	1.6564e-09	8.6253e-11	9.6565e-11	5.8494e-11
1.03036	13.851	0.92646	0.00097659	5.1948e-05	0.0013953	0.018681	0.0023235	0.021473	0.00013867	0.0040928	0.0004395	0.004139	0.00059789	0.0024857	1.9175e-05	0.00018587	5.5309e-06	0.00013731	2.1372e-05	0.0003726	3.7742e-05	0.00015018	0.00014745	0.00025139	0.0002151	0.0011401	9.5933e-07	4.2241e-05	7.8055e-07	1.0083e-06	7.5285e-08	1.6265e-07	1.0342e-08	6.0912e-08	1.1294e-08	3.1654e-08	1.0289e-08	3.3884e-08	7.564e-09	1.8622e-08	3.3676e-09	9.4326e-09	1.1054e-09	3.6172e-09	1.864e-09	5.381e-09	1.7497e-09	4.6997e-09	1.0341e-09	5.5495e-09	1.1713e-09	6.8122e-09	1.3028e-09	3.2158e-09	7.7244e-10	8.0054e-09	7.1524e-10	2.1389e-09	5.0881e-10	1.8978e-09	2.2444e-10	2.1419e-09	3.6816e-10	1.674e-09	4.1773e-10	1.6753e-09	6.3416e-10	1.0526e-09	2.1494e-10	1.0666e-09	1.5561e-10	9.7173e-10	8.7572e-11	9.7252e-10	3.361e-10	1.4447e-09	9.5021e-10	1.8055e-09	3.3663e-10	5.9034e-10	1.8115e-10	1.6916e-09	8.8087e-11	9.8623e-11	5.9741e-11
1.04467	14.237	0.94516	0.00099817	5.3437e-05	0.0014289	0.019072	0.0023763	0.021906	0.00014194	0.0041714	0.00044896	0.0042235	0.00061038	0.0025377	1.9665e-05	0.00019022	5.6893e-06	0.00013943	2.1942e-05	0.00038065	3.86e-05	0.00015352	0.00015045	0.00025663	0.00021933	0.0011644	9.8471e-07	4.318e-05	7.972e-07	1.0298e-06	7.6894e-08	1.6613e-07	1.0563e-08	6.2218e-08	1.1535e-08	3.2333e-08	1.0509e-08	3.461e-08	7.7259e-09	1.902e-08	3.4396e-09	9.6346e-09	1.1291e-09	3.6947e-09	1.9039e-09	5.4964e-09	1.7872e-09	4.8005e-09	1.0563e-09	5.6687e-09	1.1964e-09	6.9589e-09	1.3308e-09	3.285e-09	7.8906e-10	8.1778e-09	7.3063e-10	2.1848e-09	5.1975e-10	1.9386e-09	2.2926e-10	2.188e-09	3.7607e-10	1.71e-09	4.2673e-10	1.7113e-09	6.4782e-10	1.0753e-09	2.1957e-10	1.0896e-09	1.5896e-10	9.9267e-10	8.9459e-11	9.9348e-10	3.4334e-10	1.4759e-09	9.7069e-10	1.8444e-09	3.4388e-10	6.0307e-10	1.8506e-10	1.7281e-09	8.9987e-11	1.0075e-10	6.1032e-11
1.05919	14.634	0.96422	0.0010202	5.4964e-05	0.0014632	0.01947	0.0024302	0.022346	0.00014528	0.0042514	0.00045862	0.0043097	0.00062312	0.0025907	2.0166e-05	0.00019466	5.8518e-06	0.00014144	2.2526e-05	0.00038887	3.9475e-05	0.00015692	0.0001535	0.00026197	0.00022364	0.0011892	1.0107e-06	4.4138e-05	8.1418e-07	1.0517e-06	7.8535e-08	1.6968e-07	1.0789e-08	6.3551e-08	1.1782e-08	3.3025e-08	1.0734e-08	3.5351e-08	7.8911e-09	1.9427e-08	3.5131e-09	9.8407e-09	1.1532e-09	3.7737e-09	1.9446e-09	5.6141e-09	1.8254e-09	4.9034e-09	1.079e-09	5.7903e-09	1.2221e-09	7.1085e-09	1.3594e-09	3.3556e-09	8.0601e-10	8.3536e-09	7.4634e-10	2.2318e-09	5.309e-10	1.9802e-09	2.3418e-10	2.235e-09	3.8415e-10	1.7468e-09	4.359e-10	1.7482e-09	6.6175e-10	1.0984e-09	2.2429e-10	1.113e-09	1.6238e-10	1.014e-09	9.1384e-11	1.0149e-09	3.5073e-10	1.5077e-09	9.916e-10	1.8841e-09	3.5129e-10	6.1607e-10	1.8904e-10	1.7654e-09	9.1926e-11	1.0293e-10	6.235e-11
1.07391	15.047	0.98389	0.0010429	5.6551e-05	0.0014987	0.019881	0.0024859	0.0228	0.00014873	0.0043336	0.00046859	0.0043987	0.00063627	0.0026454	2.0685e-05	0.00019925	6.0206e-06	0.00014346	2.3131e-05	0.00039735	4.038e-05	0.00016044	0.00015665	0.00026749	0.00022809	0.0012147	1.0376e-06	4.5128e-05	8.3171e-07	1.0744e-06	8.023e-08	1.7335e-07	1.1022e-08	6.4926e-08	1.2037e-08	3.374e-08	1.0966e-08	3.6115e-08	8.0617e-09	1.9847e-08	3.589e-09	1.0053e-08	1.1781e-09	3.8553e-09	1.9866e-09	5.7355e-09	1.8649e-09	5.0096e-09	1.1023e-09	5.9158e-09	1.2486e-09	7.263e-09	1.3889e-09	3.4285e-09	8.235e-10	8.5352e-09	7.6255e-10	2.2802e-09	5.4241e-10	2.0232e-09	2.3926e-10	2.2835e-09	3.9249e-10	1.7848e-09	4.4537e-10	1.7862e-09	6.7614e-10	1.1223e-09	2.2916e-10	1.1372e-09	1.6591e-10	1.0361e-09	9.3372e-11	1.0369e-09	3.5836e-10	1.5405e-09	1.0132e-09	1.9251e-09	3.5893e-10	6.2948e-10	1.9316e-10	1.8038e-09	9.3928e-11	1.0517e-10	6.3711e-11
1.08884	15.47	1.0038	0.001066	5.8169e-05	0.0015347	0.020297	0.0025425	0.023261	0.00015224	0.004417	0.00047869	0.0044888	0.00064959	0.0027008	2.1213e-05	0.00020391	6.1927e-06	0.0001455	2.3748e-05	0.00040596	4.1298e-05	0.00016401	0.00015983	0.00027307	0.00023258	0.0012407	1.0651e-06	4.6132e-05	8.4948e-07	1.0973e-06	8.195e-08	1.7707e-07	1.1259e-08	6.6321e-08	1.2295e-08	3.4465e-08	1.1202e-08	3.6891e-08	8.2346e-09	2.0273e-08	3.666e-09	1.0269e-08	1.2034e-09	3.9381e-09	2.0293e-09	5.8587e-09	1.9049e-09	5.1173e-09	1.126e-09	6.0432e-09	1.2755e-09	7.4197e-09	1.4188e-09	3.5024e-09	8.4125e-10	8.7193e-09	7.7899e-10	2.3294e-09	5.5409e-10	2.0668e-09	2.4441e-10	2.3327e-09	4.0094e-10	1.8233e-09	4.5498e-10	1.8247e-09	6.9073e-10	1.1465e-09	2.3411e-10	1.1617e-09	1.6949e-10	1.0585e-09	9.5388e-11	1.0593e-09	3.661e-10	1.5738e-09	1.0351e-09	1.9667e-09	3.6668e-10	6.4308e-10	1.9734e-10	1.8428e-09	9.5959e-11	1.0745e-10	6.5091e-11
1.10397	15.306	0.99569	0.0010612	5.8265e-05	0.0015296	0.020146	0.0025339	0.023124	0.00015161	0.0044135	0.0004757	0.004454	0.00064506	0.0026807	2.116e-05	0.00020288	6.1965e-06	0.00014741	2.3712e-05	0.00040321	4.11e-05	0.00016318	0.00015876	0.00027131	0.00023086	0.001233	1.0641e-06	4.5876e-05	8.4429e-07	1.0906e-06	8.1454e-08	1.76e-07	1.1191e-08	6.5923e-08	1.2221e-08	3.4259e-08	1.1134e-08	3.6669e-08	8.185e-09	2.0151e-08	3.6439e-09	1.0207e-08	1.1962e-09	3.9144e-09	2.017e-09	5.8235e-09	1.8935e-09	5.0866e-09	1.1193e-09	6.0071e-09	1.2679e-09	7.3758e-09	1.4104e-09	3.4817e-09	8.3625e-10	8.6677e-09	7.7438e-10	2.3155e-09	5.5079e-10	2.0545e-09	2.4295e-10	2.3189e-09	3.9856e-10	1.8125e-09	4.5228e-10	1.8139e-09	6.8665e-10	1.1398e-09	2.3272e-10	1.1549e-09	1.6849e-10	1.0522e-09	9.4825e-11	1.0531e-09	3.6394e-10	1.5645e-09	1.029e-09	1.9551e-09	3.6452e-10	6.393e-10	1.9618e-10	1.832e-09	9.5395e-11	1.0683e-10	6.4712e-11
1.11931	14.783	0.97037	0.0010393	5.7398e-05	0.0014987	0.019645	0.002485	0.022622	0.0001484	0.0043567	0.00046462	0.0043424	0.00062955	0.002614	2.0742e-05	0.00019831	6.0941e-06	0.00014915	2.3267e-05	0.00039345	4.0211e-05	0.00015963	0.00015507	0.00026502	0.00022532	0.0012047	1.0453e-06	4.484e-05	8.2493e-07	1.0656e-06	7.9591e-08	1.7197e-07	1.0935e-08	6.4419e-08	1.1942e-08	3.3477e-08	1.088e-08	3.5832e-08	7.9979e-09	1.969e-08	3.5606e-09	9.974e-09	1.1688e-09	3.825e-09	1.971e-09	5.6906e-09	1.8502e-09	4.9706e-09	1.0938e-09	5.8702e-09	1.239e-09	7.2082e-09	1.3782e-09	3.4025e-09	8.1722e-10	8.4707e-09	7.5677e-10	2.2628e-09	5.3825e-10	2.0077e-09	2.3741e-10	2.2661e-09	3.8949e-10	1.7713e-09	4.42e-10	1.7727e-09	6.7104e-10	1.1138e-09	2.2743e-10	1.1286e-09	1.6466e-10	1.0283e-09	9.2671e-11	1.0292e-09	3.5567e-10	1.529e-09	1.0056e-09	1.9107e-09	3.5625e-10	6.2479e-10	1.9173e-10	1.7904e-09	9.323e-11	1.0441e-10	6.3246e-11
1.13487	14.277	0.94555	0.0010176	5.6532e-05	0.0014682	0.019154	0.002437	0.022131	0.00014524	0.0043011	0.00045372	0.004233	0.00061431	0.0025486	2.033e-05	0.00019382	5.9921e-06	0.00015088	2.2825e-05	0.00038388	3.9335e-05	0.00015613	0.00015145	0.00025884	0.00021988	0.0011769	1.0266e-06	4.382e-05	8.0591e-07	1.041e-06	7.7759e-08	1.6802e-07	1.0683e-08	6.2939e-08	1.1667e-08	3.2708e-08	1.063e-08	3.5008e-08	7.814e-09	1.9237e-08	3.4787e-09	9.7447e-09	1.1419e-09	3.7371e-09	1.9256e-09	5.5598e-09	1.8077e-09	4.8565e-09	1.0687e-09	5.7356e-09	1.2106e-09	7.0432e-09	1.3466e-09	3.3246e-09	7.985e-10	8.2768e-09	7.3944e-10	2.211e-09	5.2591e-10	1.9617e-09	2.3197e-10	2.2142e-09	3.8057e-10	1.7308e-09	4.3188e-10	1.7321e-09	6.5569e-10	1.0884e-09	2.2223e-10	1.1028e-09	1.609e-10	1.0048e-09	9.0552e-11	1.0056e-09	3.4754e-10	1.494e-09	9.8262e-10	1.8671e-09	3.481e-10	6.1051e-10	1.8735e-10	1.7496e-09	9.1101e-11	1.0202e-10	6.1804e-11
