"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	2.3955e+06	152340	1812.3	474.91	3961.2	0.18064	828.58	68.478	811.65	74.458	1494.7	0.97757	423.32	0.75297	8.1432	1.6487	217.95	0.36447	5.4832	0.51503	20.644	7.1105	1270.4	16.83	41.073	0.40788	1.0181	0.068105	0.1728	0.010478	0.10674	0.014293	0.07271	0.010985	0.036956	0.007432	0.018774	0.0015116	0.0076504	0.0035158	0.0007869	0.0023933	0.00080277	0.0028593	0.00037111	0.0083763	0.00059309	0.012994	0.0025915	0.011846	0.00088251	0.0089626	0.00090097	0.0022622	0.00036269	0.0018335	0.00046701	0.00018771	0.00095331	0.00014365	0.00096674	0.00019461	0.00048951	9.8316e-05	0.00044672	9.973e-05	0.00040205	4.5479e-05	0.00050835	0.00010214	0.0015451	0.0015514	0.003119	0.00052186	0.00052538	0.00047621	0.0053195	0.00032015	0.00011126	6.7378e-05
1.01623	2.3688e+06	150230	1787.1	468.3	3906.6	0.17813	817.15	67.535	800.4	73.429	1473.8	0.96401	417.46	0.74248	8.029	1.6255	214.9	0.35935	5.4063	0.50781	20.353	7.011	1252.6	16.596	40.503	0.40227	1.0041	0.067169	0.17042	0.010334	0.10528	0.014097	0.071711	0.010835	0.036454	0.0073324	0.018519	0.0014912	0.007548	0.0034687	0.00077627	0.0023619	0.0007922	0.0028215	0.00036633	0.0082671	0.00058533	0.012825	0.0025578	0.011691	0.00087115	0.0088461	0.00088919	0.0022327	0.00035796	0.0018096	0.00046093	0.00018527	0.00094071	0.00014175	0.00095402	0.00019205	0.00048307	9.6995e-05	0.0004408	9.8391e-05	0.00039665	4.4862e-05	0.00050141	0.00010078	0.0015242	0.0015303	0.0030766	0.00051479	0.00051826	0.00046972	0.0052479	0.00031585	0.00010974	6.6458e-05
1.03036	2.3423e+06	148140	1762.2	461.75	3852.5	0.17565	805.83	66.593	789.27	72.41	1453.1	0.95057	411.63	0.73201	7.9159	1.6026	211.88	0.35426	5.3298	0.50067	20.065	6.9122	1234.9	16.364	39.938	0.39671	0.99022	0.066242	0.16806	0.010191	0.10383	0.013904	0.070729	0.010687	0.035957	0.0072338	0.018266	0.0014709	0.0074476	0.0034218	0.00076592	0.0023307	0.0007817	0.002784	0.00036159	0.0081589	0.00057771	0.012657	0.0025244	0.01154	0.00085987	0.0087301	0.00087753	0.0022034	0.00035329	0.0017858	0.0004549	0.00018286	0.00092824	0.00013987	0.0009414	0.00018951	0.00047654	9.5687e-05	0.00043485	9.7064e-05	0.00039129	4.4248e-05	0.00049453	9.942e-05	0.0015035	0.0015093	0.0030347	0.00050774	0.00051121	0.0004634	0.0051769	0.00031161	0.00010823	6.5576e-05
1.04467	2.316e+06	146070	1737.5	455.26	3798.4	0.1732	794.62	65.66	778.25	71.401	1432.7	0.93727	405.82	0.72164	7.8037	1.5799	208.87	0.34923	5.254	0.49358	19.78	6.8142	1217.5	16.135	39.379	0.39119	0.97646	0.065324	0.16572	0.01005	0.1024	0.013712	0.069757	0.01054	0.035471	0.007134	0.018016	0.0014507	0.0073466	0.0033751	0.00075562	0.0022997	0.00077129	0.0027474	0.00035685	0.0080505	0.00057025	0.01249	0.0024912	0.01139	0.0008487	0.0086149	0.00086598	0.0021746	0.00034868	0.0017622	0.00044893	0.00018046	0.00091588	0.00013799	0.0009289	0.00018699	0.00047008	9.4395e-05	0.00042895	9.5746e-05	0.00038593	4.3638e-05	0.00048789	9.8063e-05	0.0014828	0.0014887	0.0029931	0.00050073	0.00050421	0.0004571	0.0051071	0.00030737	0.00010674	6.4697e-05
1.05919	2.29e+06	144020	1713.1	448.84	3744.9	0.17077	783.52	64.736	767.34	70.402	1412.4	0.9241	400.07	0.71138	7.6921	1.5574	205.89	0.34426	5.179	0.48654	19.497	6.7172	1200.2	15.907	38.825	0.38571	0.9628	0.064417	0.16341	0.0099101	0.10098	0.013522	0.068793	0.010395	0.034989	0.0070357	0.017768	0.0014307	0.0072466	0.0033292	0.00074547	0.0022689	0.00076089	0.0027115	0.00035212	0.0079431	0.00056284	0.012324	0.0024581	0.011241	0.00083752	0.0085008	0.00085455	0.0021461	0.00034409	0.0017388	0.00044302	0.00017808	0.00090353	0.00013614	0.00091649	0.00018444	0.00046368	9.3127e-05	0.0004231	9.4442e-05	0.0003806	4.3034e-05	0.00048123	9.6718e-05	0.0014623	0.0014682	0.0029515	0.00049385	0.00049728	0.00045086	0.0050373	0.00030314	0.00010526	6.3833e-05
1.07391	2.2642e+06	141990	1688.9	442.48	3691.9	0.16836	772.48	63.822	756.54	69.403	1392.4	0.91106	394.38	0.70122	7.5816	1.5352	202.95	0.33933	5.1048	0.47958	19.218	6.6212	1183.1	15.681	38.275	0.38028	0.94927	0.063518	0.16112	0.0097715	0.09957	0.013334	0.067839	0.010251	0.034502	0.0069383	0.017523	0.0014109	0.0071476	0.0032841	0.00073548	0.0022384	0.0007506	0.0026759	0.00034743	0.0078372	0.00055549	0.01216	0.0024253	0.011093	0.00082639	0.0083877	0.00084329	0.0021176	0.00033951	0.0017156	0.00043716	0.00017568	0.00089129	0.00013431	0.00090418	0.00018191	0.0004574	9.1859e-05	0.00041731	9.3144e-05	0.0003753	4.2445e-05	0.00047459	9.5384e-05	0.0014421	0.0014478	0.0029107	0.00048703	0.00049048	0.00044472	0.0049678	0.00029897	0.00010381	6.2973e-05
1.08884	2.2386e+06	139980	1665	436.19	3639.4	0.16597	761.49	62.917	745.84	68.412	1372.5	0.89816	388.74	0.69116	7.4723	1.5131	200.03	0.33446	5.0313	0.47269	18.941	6.5261	1166.1	15.458	37.73	0.37491	0.93588	0.062621	0.15886	0.0096343	0.09818	0.013149	0.066894	0.010109	0.034022	0.0068418	0.017279	0.0013917	0.0070495	0.0032392	0.00072558	0.0022079	0.00074041	0.0026402	0.00034279	0.0077338	0.00054812	0.011999	0.0023928	0.010945	0.00081536	0.0082763	0.00083208	0.0020893	0.00033496	0.0016925	0.00043128	0.0001733	0.00087926	0.0001325	0.00089176	0.00017941	0.0004512	9.0594e-05	0.00041156	9.1848e-05	0.00037005	4.1862e-05	0.00046802	9.405e-05	0.0014221	0.0014276	0.0028703	0.00048023	0.00048371	0.00043858	0.0048989	0.0002948	0.0001024	6.2096e-05
1.10397	2.2132e+06	138000	1641.3	429.97	3587.3	0.16361	750.62	62.021	735.22	67.432	1352.8	0.8853	383.14	0.68117	7.3643	1.4912	197.14	0.32964	4.9589	0.46587	18.669	6.4321	1149.4	15.237	37.191	0.36959	0.92263	0.061733	0.15662	0.0094982	0.096804	0.012962	0.065958	0.0099698	0.033546	0.0067463	0.017037	0.0013726	0.0069521	0.0031953	0.00071575	0.0021778	0.00073032	0.0026047	0.00033818	0.0076318	0.00054077	0.011839	0.002361	0.010798	0.00080438	0.0081661	0.0008209	0.0020611	0.00033044	0.0016698	0.0004254	0.00017094	0.00086733	0.00013071	0.00087942	0.00017696	0.00044494	8.9341e-05	0.00040583	9.0561e-05	0.00036494	4.128e-05	0.00046149	9.2733e-05	0.0014021	0.0014076	0.0028302	0.00047359	0.000477	0.00043247	0.0048304	0.00029066	0.000101	6.1228e-05
1.11931	2.188e+06	136030	1617.9	423.8	3535.7	0.16127	739.85	61.134	724.65	66.462	1333.3	0.87251	377.61	0.67127	7.2574	1.4695	194.28	0.32486	4.8873	0.45912	18.399	6.339	1132.9	15.018	36.657	0.36432	0.90951	0.060854	0.15439	0.0093634	0.095436	0.012778	0.065031	0.0098311	0.033075	0.0066517	0.016799	0.0013535	0.0068556	0.0031518	0.00070598	0.0021479	0.00072033	0.0025695	0.00033357	0.0075306	0.00053348	0.011681	0.0023295	0.010653	0.00079349	0.0080561	0.00080977	0.0020331	0.00032596	0.0016473	0.00041958	0.00016861	0.00085552	0.00012892	0.0008672	0.00017453	0.00043875	8.8098e-05	0.00040012	8.9281e-05	0.00035988	4.0703e-05	0.00045497	9.1431e-05	0.0013823	0.0013879	0.0027905	0.000467	0.00047041	0.00042641	0.0047623	0.00028655	9.9624e-05	6.036e-05
1.13487	2.1631e+06	134080	1594.7	417.7	3484.7	0.15896	729.2	60.256	714.19	65.502	1314	0.85985	372.13	0.66149	7.1515	1.4481	191.44	0.32014	4.8164	0.45245	18.132	6.2471	1116.5	14.802	36.129	0.3591	0.89652	0.059984	0.15219	0.00923	0.094069	0.012597	0.064119	0.0096914	0.032609	0.0065579	0.016568	0.0013347	0.00676	0.0031087	0.00069629	0.0021183	0.00071057	0.0025346	0.00032901	0.0074302	0.00052625	0.011525	0.0022983	0.010508	0.00078272	0.0079465	0.00079874	0.0020054	0.0003215	0.001625	0.00041382	0.00016627	0.0008438	0.00012713	0.00085521	0.00017209	0.00043262	8.6868e-05	0.00039445	8.8014e-05	0.00035482	4.0131e-05	0.00044854	9.0143e-05	0.0013628	0.0013683	0.0027516	0.00046046	0.00046381	0.00042039	0.0046948	0.00028245	9.8239e-05	5.95e-05
1.15064	2.1384e+06	132160	1571.7	411.67	3434.2	0.15667	718.66	59.388	703.83	64.552	1294.8	0.84732	366.71	0.65182	7.0468	1.4269	188.62	0.31546	4.7461	0.44587	17.867	6.1564	1100.2	14.589	35.608	0.35393	0.88364	0.059123	0.15001	0.0090979	0.092724	0.012418	0.063221	0.0095539	0.032147	0.0064648	0.016336	0.001316	0.0066646	0.003066	0.00068667	0.0020891	0.00070098	0.0025	0.00032451	0.007329	0.00051903	0.011368	0.0022673	0.010364	0.00077204	0.0078377	0.00078779	0.0019779	0.00031711	0.0016029	0.0004081	0.00016397	0.00083215	0.00012535	0.00084336	0.00016967	0.00042655	8.5645e-05	0.00038882	8.6784e-05	0.00034981	3.9559e-05	0.00044219	8.886e-05	0.0013435	0.0013489	0.0027128	0.00045404	0.00045724	0.0004144	0.0046273	0.00027853	9.6846e-05	5.8653e-05
1.16663	2.1139e+06	130250	1549	405.69	3384.2	0.15441	708.23	58.528	693.58	63.612	1275.9	0.83491	361.34	0.64225	6.9432	1.4059	185.84	0.31082	4.6766	0.43937	17.605	6.0667	1084.1	14.377	35.093	0.34882	0.8709	0.058271	0.14785	0.0089673	0.091398	0.01224	0.062326	0.0094177	0.03169	0.0063727	0.016106	0.0012975	0.0065701	0.0030234	0.00067709	0.0020605	0.00069149	0.0024654	0.00032013	0.0072287	0.00051189	0.011212	0.0022362	0.010222	0.00076154	0.0077298	0.00077692	0.0019508	0.00031277	0.0015811	0.00040238	0.0001617	0.0008204	0.00012358	0.00083146	0.00016728	0.00042053	8.4424e-05	0.00038327	8.5561e-05	0.00034485	3.8993e-05	0.0004359	8.7582e-05	0.0013243	0.0013299	0.0026745	0.00044761	0.00045076	0.00040847	0.0045621	0.00027467	9.5462e-05	5.7822e-05
