"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	22.84	1.5087	0.0015553	8.201e-05	0.0022359	0.03044	0.0034507	0.032041	0.0002232	0.0046904	0.00071121	0.0067425	0.0009697	0.0040511	3.0843e-05	0.00030151	8.8309e-06	1.265e-05	3.432e-05	0.00060652	6.0724e-05	0.00024129	0.00023718	0.00040523	0.00034681	0.0018386	1.528e-06	6.8236e-05	1.2552e-06	1.6227e-06	1.2063e-07	2.6029e-07	1.6549e-08	9.7162e-08	1.8057e-08	5.0478e-08	1.6422e-08	5.4098e-08	1.2096e-08	2.9778e-08	5.3901e-09	1.508e-08	1.7678e-09	5.7783e-09	2.9795e-09	8.5871e-09	2.7954e-09	7.4894e-09	1.6479e-09	8.8299e-09	1.8625e-09	1.0798e-08	2.071e-09	5.1029e-09	1.2266e-09	1.269e-08	1.1346e-09	3.3964e-09	8.0904e-10	3.0153e-09	3.5706e-10	3.3997e-09	5.8472e-10	2.653e-09	6.6243e-10	2.6544e-09	1.0048e-09	1.6681e-09	3.4079e-10	1.6892e-09	2.4654e-10	1.5385e-09	1.3865e-10	1.5393e-09	5.3202e-10	2.2848e-09	1.5032e-09	2.8555e-09	5.326e-10	9.3342e-10	2.8621e-10	2.6723e-09	1.3921e-10	1.5543e-10	9.4113e-11
1.01623	23.644	1.5489	0.0015996	8.487e-05	0.0023037	0.031272	0.0035535	0.032906	0.00022988	0.004818	0.00073105	0.0069235	0.00099614	0.0041619	3.1827e-05	0.0003105	9.1397e-06	1.3081e-05	3.5454e-05	0.00062352	6.2487e-05	0.00024816	0.00024348	0.00041623	0.00035582	0.0018893	1.5781e-06	7.0187e-05	1.2899e-06	1.6675e-06	1.2396e-07	2.6749e-07	1.7007e-08	9.9877e-08	1.8557e-08	5.1889e-08	1.688e-08	5.5603e-08	1.2431e-08	3.0603e-08	5.5394e-09	1.5498e-08	1.8168e-09	5.9383e-09	3.062e-09	8.827e-09	2.8729e-09	7.6988e-09	1.694e-09	9.077e-09	1.9146e-09	1.1101e-08	2.1289e-09	5.2458e-09	1.2609e-09	1.3046e-08	1.1664e-09	3.4915e-09	8.3168e-10	3.0997e-09	3.6705e-10	3.4949e-09	6.0109e-10	2.7274e-09	6.8099e-10	2.7288e-09	1.033e-09	1.7148e-09	3.5034e-10	1.7365e-09	2.5345e-10	1.5816e-09	1.4254e-10	1.5825e-09	5.4694e-10	2.3489e-09	1.5453e-09	2.9356e-09	5.4754e-10	9.596e-10	2.9424e-10	2.7473e-09	1.4312e-10	1.598e-10	9.6757e-11
1.03036	24.484	1.5905	0.0016457	8.7854e-05	0.0023743	0.032135	0.0036603	0.033802	0.00023681	0.0049503	0.00075164	0.0071112	0.0010236	0.0042768	3.2852e-05	0.00031984	9.462e-06	1.3529e-05	3.6635e-05	0.00064117	6.4319e-05	0.00025531	0.00025002	0.00042765	0.00036515	0.001942	1.6302e-06	7.2212e-05	1.3259e-06	1.7141e-06	1.2743e-07	2.7497e-07	1.7482e-08	1.027e-07	1.9076e-08	5.3353e-08	1.7356e-08	5.7171e-08	1.2779e-08	3.1459e-08	5.6942e-09	1.5932e-08	1.8676e-09	6.1057e-09	3.1479e-09	9.076e-09	2.9538e-09	7.9161e-09	1.7418e-09	9.3333e-09	1.9687e-09	1.1415e-08	2.1891e-09	5.3941e-09	1.2966e-09	1.3415e-08	1.1994e-09	3.5902e-09	8.5517e-10	3.1873e-09	3.7742e-10	3.5938e-09	6.1808e-10	2.8045e-09	7.0025e-10	2.806e-09	1.0622e-09	1.7633e-09	3.6025e-10	1.7857e-09	2.6062e-10	1.6264e-09	1.4657e-10	1.6273e-09	5.6242e-10	2.4154e-09	1.5891e-09	3.0187e-09	5.6304e-10	9.8677e-10	3.0257e-10	2.8251e-09	1.4717e-10	1.6433e-10	9.9501e-11
1.04467	25.367	1.634	0.0016937	9.0982e-05	0.0024481	0.033035	0.003772	0.034737	0.00024406	0.0050884	0.00077312	0.0073069	0.0010522	0.0043966	3.3924e-05	0.0003296	9.8001e-06	1.4e-05	3.7873e-05	0.00065959	6.6231e-05	0.00026276	0.00025683	0.00043955	0.00037486	0.001997	1.6847e-06	7.4325e-05	1.3635e-06	1.7626e-06	1.3104e-07	2.8278e-07	1.7979e-08	1.0563e-07	1.9622e-08	5.488e-08	1.7853e-08	5.8807e-08	1.3144e-08	3.2358e-08	5.8556e-09	1.6387e-08	1.9209e-09	6.2804e-09	3.2379e-09	9.3357e-09	3.0382e-09	8.1427e-09	1.7917e-09	9.6007e-09	2.0251e-09	1.1742e-08	2.2518e-09	5.5488e-09	1.3337e-09	1.38e-08	1.2338e-09	3.6931e-09	8.7968e-10	3.2787e-09	3.8823e-10	3.6968e-09	6.3579e-10	2.885e-09	7.2033e-10	2.8865e-09	1.0927e-09	1.8139e-09	3.7059e-10	1.8369e-09	2.681e-10	1.6731e-09	1.5078e-10	1.674e-09	5.7857e-10	2.4848e-09	1.6347e-09	3.1054e-09	5.792e-10	1.0151e-09	3.1127e-10	2.9062e-09	1.514e-10	1.6905e-10	1.0236e-10
1.05919	26.284	1.6786	0.0017432	9.4225e-05	0.0025242	0.033962	0.0038871	0.035699	0.00025154	0.0052304	0.00079523	0.0075082	0.0010816	0.0045199	3.5031e-05	0.00033966	1.015e-05	1.4487e-05	3.9153e-05	0.00067856	6.8201e-05	0.00027044	0.00026383	0.00045179	0.00038485	0.0020535	1.7411e-06	7.6502e-05	1.4021e-06	1.8125e-06	1.3476e-07	2.9087e-07	1.8494e-08	1.0866e-07	2.0183e-08	5.6453e-08	1.8364e-08	6.0491e-08	1.352e-08	3.3284e-08	6.0232e-09	1.6857e-08	1.9759e-09	6.4602e-09	3.3306e-09	9.6031e-09	3.1252e-09	8.3761e-09	1.843e-09	9.876e-09	2.0832e-09	1.2079e-08	2.3164e-09	5.7081e-09	1.372e-09	1.4196e-08	1.2692e-09	3.7991e-09	9.0491e-10	3.3728e-09	3.9937e-10	3.8029e-09	6.5404e-10	2.9679e-09	7.4102e-10	2.9695e-09	1.1241e-09	1.866e-09	3.8123e-10	1.8897e-09	2.758e-10	1.7211e-09	1.5511e-10	1.7221e-09	5.9519e-10	2.5562e-09	1.6817e-09	3.1947e-09	5.9585e-10	1.0443e-09	3.2022e-10	2.9898e-09	1.5575e-10	1.7392e-10	1.0531e-10
1.07391	27.246	1.7251	0.0017946	9.7633e-05	0.0026034	0.034925	0.0040071	0.036699	0.00025932	0.0053782	0.00081824	0.0077175	0.0011122	0.0046482	3.6186e-05	0.00035015	1.0516e-05	1.4996e-05	4.0489e-05	0.0006983	7.0252e-05	0.00027842	0.0002711	0.00046452	0.00039523	0.0021123	1.7999e-06	7.8767e-05	1.4423e-06	1.8645e-06	1.3865e-07	2.9929e-07	1.9029e-08	1.1181e-07	2.0768e-08	5.8088e-08	1.8896e-08	6.2242e-08	1.3911e-08	3.4247e-08	6.1974e-09	1.7344e-08	2.0331e-09	6.6472e-09	3.427e-09	9.8812e-09	3.2157e-09	8.6188e-09	1.8964e-09	1.0162e-08	2.1436e-09	1.243e-08	2.3836e-09	5.8738e-09	1.4118e-09	1.4608e-08	1.3061e-09	3.9094e-09	9.3115e-10	3.4706e-09	4.1094e-10	3.9133e-09	6.7302e-10	3.0541e-09	7.6253e-10	3.0557e-09	1.1567e-09	1.9202e-09	3.923e-10	1.9446e-09	2.8381e-10	1.7711e-09	1.5962e-10	1.7722e-09	6.1249e-10	2.6305e-09	1.7306e-09	3.2875e-09	6.1317e-10	1.0747e-09	3.2953e-10	3.0768e-09	1.6028e-10	1.7898e-10	1.0838e-10
1.08884	28.242	1.7726	0.0018473	0.00010115	0.0026848	0.035912	0.0041302	0.037724	0.00026731	0.0055294	0.0008418	0.0079318	0.0011435	0.0047796	3.7373e-05	0.00036091	1.0894e-05	1.552e-05	4.1864e-05	0.00071853	7.2354e-05	0.0002866	0.00027854	0.00047754	0.00040583	0.0021726	1.8604e-06	8.109e-05	1.4835e-06	1.9177e-06	1.4265e-07	3.0791e-07	1.9577e-08	1.1503e-07	2.1366e-08	5.9764e-08	1.9441e-08	6.4037e-08	1.4312e-08	3.5234e-08	6.376e-09	1.7844e-08	2.0917e-09	6.8389e-09	3.5258e-09	1.0166e-08	3.3084e-09	8.8675e-09	1.9511e-09	1.0456e-08	2.2055e-09	1.279e-08	2.4525e-09	6.0436e-09	1.4526e-09	1.5031e-08	1.3438e-09	4.0224e-09	9.5805e-10	3.5709e-09	4.2281e-10	4.0264e-09	6.9247e-10	3.1424e-09	7.8459e-10	3.1441e-09	1.1902e-09	1.9758e-09	4.0364e-10	2.0009e-09	2.9202e-10	1.8224e-09	1.6423e-10	1.8234e-09	6.3021e-10	2.7066e-09	1.7807e-09	3.3827e-09	6.3092e-10	1.1058e-09	3.3907e-10	3.1659e-09	1.6492e-10	1.8417e-10	1.1152e-10
1.10397	27.887	1.7523	0.0018333	0.00010099	0.0026668	0.035526	0.0040956	0.037305	0.00026531	0.0054703	0.00083375	0.0078442	0.0011318	0.0047282	3.7155e-05	0.00035789	1.0864e-05	1.5504e-05	4.1661e-05	0.00071129	7.1768e-05	0.0002842	0.0002758	0.00047288	0.00040148	0.002152	1.8525e-06	8.0371e-05	1.4695e-06	1.8996e-06	1.4134e-07	3.0509e-07	1.9398e-08	1.1398e-07	2.1171e-08	5.9218e-08	1.9263e-08	6.3452e-08	1.4181e-08	3.4911e-08	6.3175e-09	1.7681e-08	2.0725e-09	6.7763e-09	3.4935e-09	1.0073e-08	3.2781e-09	8.7866e-09	1.9333e-09	1.0361e-08	2.1854e-09	1.2674e-08	2.4302e-09	5.9888e-09	1.4394e-09	1.4895e-08	1.3316e-09	3.9858e-09	9.4933e-10	3.5384e-09	4.1896e-10	3.9899e-09	6.8618e-10	3.1139e-09	7.7747e-10	3.1156e-09	1.1794e-09	1.9579e-09	3.9999e-10	1.9828e-09	2.8938e-10	1.8059e-09	1.6275e-10	1.8069e-09	6.2451e-10	2.6822e-09	1.7646e-09	3.3521e-09	6.2521e-10	1.0958e-09	3.3601e-10	3.1373e-09	1.6343e-10	1.8251e-10	1.1052e-10
1.11931	26.706	1.6908	0.0017783	9.8541e-05	0.0025874	0.034302	0.0039641	0.036008	0.00025716	0.0052829	0.00080635	0.0075725	0.0010937	0.0045653	3.6065e-05	0.00034639	1.058e-05	1.5147e-05	4.0477e-05	0.00068725	6.9528e-05	0.0002753	0.00026681	0.0004574	0.00038805	0.002082	1.8019e-06	7.7785e-05	1.4217e-06	1.8378e-06	1.3678e-07	2.9525e-07	1.8772e-08	1.1031e-07	2.0488e-08	5.731e-08	1.8642e-08	6.1407e-08	1.3724e-08	3.3786e-08	6.1138e-09	1.7111e-08	2.0057e-09	6.5579e-09	3.3809e-09	9.7487e-09	3.1725e-09	8.5036e-09	1.8711e-09	1.0027e-08	2.1151e-09	1.2266e-08	2.352e-09	5.7962e-09	1.3931e-09	1.4416e-08	1.2888e-09	3.8576e-09	9.1878e-10	3.4246e-09	4.0548e-10	3.8615e-09	6.641e-10	3.0138e-09	7.5247e-10	3.0155e-09	1.1415e-09	1.895e-09	3.8713e-10	1.919e-09	2.8008e-10	1.7479e-09	1.5752e-10	1.7489e-09	6.0444e-10	2.596e-09	1.7079e-09	3.2445e-09	6.0513e-10	1.0606e-09	3.2522e-10	3.0366e-09	1.5818e-10	1.7666e-10	1.0697e-10
1.13487	25.568	1.6311	0.0017244	9.6122e-05	0.0025098	0.033113	0.003836	0.034748	0.00024919	0.0051008	0.00077967	0.0073088	0.0010567	0.0044071	3.4998e-05	0.00033519	1.03e-05	1.4796e-05	3.9317e-05	0.00066389	6.7342e-05	0.00026662	0.00025807	0.00044233	0.00037503	0.0020139	1.7526e-06	7.5267e-05	1.3755e-06	1.7778e-06	1.3234e-07	2.8567e-07	1.8163e-08	1.0673e-07	1.9823e-08	5.5453e-08	1.8038e-08	5.9416e-08	1.3279e-08	3.269e-08	5.9154e-09	1.6556e-08	1.9406e-09	6.3452e-09	3.2712e-09	9.4326e-09	3.0696e-09	8.228e-09	1.8104e-09	9.7024e-09	2.0466e-09	1.187e-08	2.2758e-09	5.6086e-09	1.348e-09	1.395e-08	1.2471e-09	3.7328e-09	8.8903e-10	3.3137e-09	3.9235e-10	3.7366e-09	6.4261e-10	2.9163e-09	7.2813e-10	2.918e-09	1.1046e-09	1.8337e-09	3.746e-10	1.857e-09	2.7102e-10	1.6914e-09	1.5243e-10	1.6924e-09	5.849e-10	2.5121e-09	1.6527e-09	3.1396e-09	5.8557e-10	1.0263e-09	3.1472e-10	2.9385e-09	1.5307e-10	1.7096e-10	1.0352e-10
