"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90
26.7653	0.43856	0.32503	0.00040183	8.6743e-05	0.00069573	0.0033855	0.0014147	0.0072185	5.6238e-05	0.00099313	0.00010818	0.00069469	0.00012394	0.00044062	1.1146e-05	5.7787e-05	6.7649e-06	1.6554e-05	1.5552e-05	7.7389e-05	1.3473e-05	5.0988e-05	3.4615e-05	6.1435e-05	4.2578e-05	0.0002982	8.6254e-07	1.2378e-05	2.0278e-07	2.6242e-07	1.9383e-08	4.1748e-08	2.654e-09	1.5506e-08	2.8925e-09	8.0514e-09	2.6242e-09	8.6478e-09	1.9383e-09	4.7712e-09	8.6478e-10	2.4154e-09	2.8329e-10	9.2442e-10	4.7712e-10	1.3717e-09	4.473e-10	1.1928e-09	2.6242e-10	1.4015e-09	2.9522e-10	1.6997e-09	3.2802e-10	8.0514e-10	1.9383e-10	1.9979e-09	1.7892e-10	5.3676e-10	1.2823e-10	4.7712e-10	5.6658e-11	5.3676e-10	9.2442e-11	4.1748e-10	1.0437e-10	4.1748e-10	1.5805e-10	2.6242e-10	5.3676e-11	2.654e-10	3.8766e-11	2.4154e-10	2.1769e-11	2.4154e-10	8.3496e-11	3.5784e-10	2.3558e-10	4.473e-10	8.3496e-11	1.4612e-10	4.473e-11	4.1748e-10	2.1769e-11	2.4154e-11
27.1373	0.44443	0.32392	0.00040632	8.8243e-05	0.0007047	0.0034149	0.0013901	0.0070928	5.6936e-05	0.00097925	0.00010932	0.00070131	0.00012517	0.00044502	1.1305e-05	5.8498e-05	6.8812e-06	1.6602e-05	1.579e-05	7.821e-05	1.363e-05	5.1558e-05	3.494e-05	6.2045e-05	4.2956e-05	0.00030131	8.757e-07	1.2517e-05	2.0489e-07	2.6515e-07	1.9585e-08	4.2183e-08	2.6816e-09	1.5668e-08	2.9227e-09	8.1353e-09	2.6515e-09	8.7379e-09	1.9585e-09	4.8209e-09	8.7379e-10	2.4406e-09	2.8624e-10	9.3405e-10	4.8209e-10	1.386e-09	4.5196e-10	1.2052e-09	2.6515e-10	1.4161e-09	2.9829e-10	1.7175e-09	3.3144e-10	8.1353e-10	1.9585e-10	2.0188e-09	1.8078e-10	5.4235e-10	1.2956e-10	4.8209e-10	5.7249e-11	5.4235e-10	9.3405e-11	4.2183e-10	1.0546e-10	4.2183e-10	1.5969e-10	2.6515e-10	5.4235e-11	2.6816e-10	3.917e-11	2.4406e-10	2.1995e-11	2.4406e-10	8.4366e-11	3.6157e-10	2.3803e-10	4.5196e-10	8.4366e-11	1.4764e-10	4.5196e-11	4.2183e-10	2.1995e-11	2.4406e-11
27.5144	0.45043	0.32275	0.00041088	8.9851e-05	0.00071383	0.0034449	0.0013673	0.0069754	5.7646e-05	0.00096611	0.00011048	0.00070804	0.00012643	0.00044949	1.1467e-05	5.9222e-05	7e-06	1.6661e-05	1.6033e-05	7.9045e-05	1.3789e-05	5.2138e-05	3.5271e-05	6.2664e-05	4.334e-05	0.00030447	8.8911e-07	1.266e-05	2.0704e-07	2.6793e-07	1.9791e-08	4.2626e-08	2.7098e-09	1.5833e-08	2.9534e-09	8.2207e-09	2.6793e-09	8.8297e-09	1.9791e-09	4.8715e-09	8.8297e-10	2.4662e-09	2.8925e-10	9.4386e-10	4.8715e-10	1.4006e-09	4.5671e-10	1.2179e-09	2.6793e-10	1.431e-09	3.0143e-10	1.7355e-09	3.3492e-10	8.2207e-10	1.9791e-10	2.04e-09	1.8268e-10	5.4805e-10	1.3092e-10	4.8715e-10	5.785e-11	5.4805e-10	9.4386e-11	4.2626e-10	1.0656e-10	4.2626e-10	1.6137e-10	2.6793e-10	5.4805e-11	2.7098e-10	3.9581e-11	2.4662e-10	2.2226e-11	2.4662e-10	8.5252e-11	3.6537e-10	2.4053e-10	4.5671e-10	8.5252e-11	1.4919e-10	4.5671e-11	4.2626e-10	2.2226e-11	2.4662e-11
27.8968	0.45658	0.32153	0.00041551	9.1416e-05	0.00072313	0.0034757	0.0013463	0.0068658	5.837e-05	0.00095371	0.00011166	0.0007149	0.0001277	0.00045405	1.1633e-05	5.996e-05	7.1214e-06	1.6731e-05	1.6281e-05	7.9896e-05	1.3952e-05	5.2728e-05	3.5607e-05	6.3295e-05	4.373e-05	0.00030769	9.028e-07	1.2804e-05	2.0923e-07	2.7077e-07	2e-08	4.3077e-08	2.7385e-09	1.6e-08	2.9846e-09	8.3077e-09	2.7077e-09	8.923e-09	2e-09	4.9231e-09	8.923e-10	2.4923e-09	2.9231e-10	9.5384e-10	4.9231e-10	1.4154e-09	4.6154e-10	1.2308e-09	2.7077e-10	1.4461e-09	3.0461e-10	1.7538e-09	3.3846e-10	8.3077e-10	2e-10	2.0615e-09	1.8461e-10	5.5384e-10	1.3231e-10	4.9231e-10	5.8461e-11	5.5384e-10	9.5384e-11	4.3077e-10	1.0769e-10	4.3077e-10	1.6308e-10	2.7077e-10	5.5384e-11	2.7385e-10	4e-11	2.4923e-10	2.2461e-11	2.4923e-10	8.6154e-11	3.6923e-10	2.4308e-10	4.6154e-10	8.6154e-11	1.5077e-10	4.6154e-11	4.3077e-10	2.2461e-11	2.4923e-11
28.2845	0.46286	0.32027	0.00042023	9.3014e-05	0.0007326	0.0035071	0.0013268	0.0067636	5.9107e-05	0.00094203	0.00011286	0.00072187	0.000129	0.00045869	1.1801e-05	6.0711e-05	7.2453e-06	1.6823e-05	1.6534e-05	8.0763e-05	1.4118e-05	5.3327e-05	3.5979e-05	6.3936e-05	4.4127e-05	0.00031097	9.1675e-07	1.2952e-05	2.1146e-07	2.7365e-07	2.0213e-08	4.3535e-08	2.7676e-09	1.617e-08	3.0164e-09	8.3961e-09	2.7365e-09	9.018e-09	2.0213e-09	4.9754e-09	9.018e-10	2.5188e-09	2.9542e-10	9.6399e-10	4.9754e-10	1.4304e-09	4.6645e-10	1.2439e-09	2.7365e-10	1.4615e-09	3.0786e-10	1.7725e-09	3.4206e-10	8.3961e-10	2.0213e-10	2.0835e-09	1.8658e-10	5.5974e-10	1.3372e-10	4.9754e-10	5.9083e-11	5.5974e-10	9.6399e-11	4.3535e-10	1.0884e-10	4.3535e-10	1.6481e-10	2.7365e-10	5.5974e-11	2.7676e-10	4.0425e-11	2.5188e-10	2.27e-11	2.5188e-10	8.707e-11	3.7316e-10	2.4566e-10	4.6645e-10	8.707e-11	1.5237e-10	4.6645e-11	4.3535e-10	2.27e-11	2.5188e-11
28.6776	0.46927	0.31895	0.00042501	9.4643e-05	0.00074223	0.0035393	0.001309	0.0066681	5.9856e-05	0.00093106	0.00011408	0.00072896	0.00013032	0.0004634	1.1973e-05	6.1476e-05	7.3718e-06	1.6915e-05	1.6792e-05	8.1643e-05	1.4286e-05	5.3937e-05	3.6326e-05	6.4586e-05	4.4568e-05	0.00031429	9.3097e-07	1.3102e-05	2.1372e-07	2.7658e-07	2.0429e-08	4.4001e-08	2.7972e-09	1.6343e-08	3.0486e-09	8.4859e-09	2.7658e-09	9.1145e-09	2.0429e-09	5.0287e-09	9.1145e-10	2.5458e-09	2.9858e-10	9.743e-10	5.0287e-10	1.4457e-09	4.7144e-10	1.2572e-09	2.7658e-10	1.4772e-09	3.1115e-10	1.7915e-09	3.4572e-10	8.4859e-10	2.0429e-10	2.1058e-09	1.8858e-10	5.6573e-10	1.3515e-10	5.0287e-10	5.9715e-11	5.6573e-10	9.743e-11	4.4001e-10	1.1e-10	4.4001e-10	1.6657e-10	2.7658e-10	5.6573e-11	2.7972e-10	4.0858e-11	2.5458e-10	2.2943e-11	2.5458e-10	8.8002e-11	3.7715e-10	2.4829e-10	4.7144e-10	8.8002e-11	1.54e-10	4.7144e-11	4.4001e-10	2.2943e-11	2.5458e-11
29.0761	0.47583	0.31758	0.00042987	9.6304e-05	0.00075202	0.0035722	0.0012926	0.0065791	6.0617e-05	0.00092076	0.00011531	0.00073616	0.00013166	0.00046819	1.2148e-05	6.2253e-05	7.5007e-06	1.7017e-05	1.7055e-05	8.2538e-05	1.4457e-05	5.4556e-05	3.6678e-05	6.5247e-05	4.4976e-05	0.00031767	9.4625e-07	1.3254e-05	2.1601e-07	2.7955e-07	2.0648e-08	4.4474e-08	2.8272e-09	1.6519e-08	3.0814e-09	8.577e-09	2.7955e-09	9.2124e-09	2.0648e-09	5.0827e-09	9.2124e-10	2.5731e-09	3.0178e-10	9.8477e-10	5.0827e-10	1.4613e-09	4.765e-10	1.2707e-09	2.7955e-10	1.493e-09	3.1449e-10	1.8107e-09	3.4944e-10	8.577e-10	2.0648e-10	2.1284e-09	1.906e-10	5.718e-10	1.366e-10	5.0827e-10	6.0357e-11	5.718e-10	9.8477e-11	4.4474e-10	1.1118e-10	4.4474e-10	1.6836e-10	2.7955e-10	5.718e-11	2.8272e-10	4.1297e-11	2.5731e-10	2.319e-11	2.5731e-10	8.8947e-11	3.812e-10	2.5096e-10	4.765e-10	8.8947e-11	1.5566e-10	4.765e-11	4.4474e-10	2.319e-11	2.5731e-11
29.4802	0.48252	0.31617	0.0004348	9.7999e-05	0.00076197	0.0036057	0.0012777	0.0064961	6.1392e-05	0.00091115	0.00011657	0.00074347	0.00013302	0.00047306	1.2326e-05	6.3044e-05	7.6324e-06	1.7129e-05	1.7322e-05	8.3448e-05	1.4631e-05	5.5231e-05	3.7035e-05	6.5974e-05	4.5391e-05	0.0003211	9.6101e-07	1.3408e-05	2.1835e-07	2.8257e-07	2.0871e-08	4.4954e-08	2.8578e-09	1.6697e-08	3.1147e-09	8.6697e-09	2.8257e-09	9.3119e-09	2.0871e-09	5.1376e-09	9.3119e-10	2.6009e-09	3.0504e-10	9.9541e-10	5.1376e-10	1.4771e-09	4.8165e-10	1.2844e-09	2.8257e-10	1.5092e-09	3.1789e-10	1.8303e-09	3.5321e-10	8.6697e-10	2.0871e-10	2.1514e-09	1.9266e-10	5.7798e-10	1.3807e-10	5.1376e-10	6.1009e-11	5.7798e-10	9.9541e-11	4.4954e-10	1.1238e-10	4.4954e-10	1.7018e-10	2.8257e-10	5.7798e-11	2.8578e-10	4.1743e-11	2.6009e-10	2.344e-11	2.6009e-10	8.9908e-11	3.8532e-10	2.5367e-10	4.8165e-10	8.9908e-11	1.5734e-10	4.8165e-11	4.4954e-10	2.344e-11	2.6009e-11
29.8899	0.48935	0.31472	0.00043981	9.9727e-05	0.00077275	0.0036399	0.0012641	0.0064186	6.2178e-05	0.0009022	0.00011785	0.00075089	0.0001344	0.000478	1.2507e-05	6.3848e-05	7.7666e-06	1.7251e-05	1.7595e-05	8.4371e-05	1.4807e-05	5.5869e-05	3.7396e-05	6.6654e-05	4.5811e-05	0.00032458	9.7602e-07	1.3565e-05	2.2071e-07	2.8563e-07	2.1098e-08	4.5441e-08	2.8887e-09	1.6878e-08	3.1484e-09	8.7636e-09	2.8563e-09	9.4128e-09	2.1098e-09	5.1933e-09	9.4128e-10	2.6291e-09	3.0835e-10	1.0062e-09	5.1933e-10	1.4931e-09	4.8687e-10	1.2983e-09	2.8563e-10	1.5255e-09	3.2133e-10	1.8501e-09	3.5704e-10	8.7636e-10	2.1098e-10	2.1747e-09	1.9475e-10	5.8424e-10	1.3957e-10	5.1933e-10	6.167e-11	5.8424e-10	1.0062e-10	4.5441e-10	1.136e-10	4.5441e-10	1.7203e-10	2.8563e-10	5.8424e-11	2.8887e-10	4.2195e-11	2.6291e-10	2.3694e-11	2.6291e-10	9.0882e-11	3.8949e-10	2.5642e-10	4.8687e-10	9.0882e-11	1.5904e-10	4.8687e-11	4.5441e-10	2.3694e-11	2.6291e-11
30.3053	0.49632	0.31323	0.00044488	0.00010149	0.00078302	0.0036747	0.0012518	0.0063463	6.2976e-05	0.00089388	0.00011914	0.00075841	0.0001358	0.00048301	1.2691e-05	6.4665e-05	7.9034e-06	1.7383e-05	1.7872e-05	8.5308e-05	1.4999e-05	5.6516e-05	3.7762e-05	6.7343e-05	4.6237e-05	0.00032839	9.913e-07	1.3725e-05	2.233e-07	2.8898e-07	2.1345e-08	4.5974e-08	2.9226e-09	1.7076e-08	3.1853e-09	8.8664e-09	2.8898e-09	9.5232e-09	2.1345e-09	5.2542e-09	9.5232e-10	2.6599e-09	3.1197e-10	1.018e-09	5.2542e-10	1.5106e-09	4.9258e-10	1.3135e-09	2.8898e-10	1.5434e-09	3.251e-10	1.8718e-09	3.6122e-10	8.8664e-10	2.1345e-10	2.2002e-09	1.9703e-10	5.911e-10	1.4121e-10	5.2542e-10	6.2393e-11	5.911e-10	1.018e-10	4.5974e-10	1.1494e-10	4.5974e-10	1.7404e-10	2.8898e-10	5.911e-11	2.9226e-10	4.269e-11	2.6599e-10	2.3972e-11	2.6599e-10	9.1948e-11	3.9406e-10	2.5943e-10	4.9258e-10	9.1948e-11	1.6091e-10	4.9258e-11	4.5974e-10	2.3972e-11	2.6599e-11
30.7265	0.50342	0.31169	0.00045002	0.00010328	0.00079345	0.0037102	0.0012408	0.0062788	6.3786e-05	0.00088619	0.00012045	0.00076604	0.00013722	0.00048809	1.2878e-05	6.5494e-05	8.0428e-06	1.7525e-05	1.8154e-05	8.6258e-05	1.518e-05	5.7172e-05	3.8133e-05	6.8041e-05	4.6667e-05	0.00033196	1.0068e-06	1.3886e-05	2.2574e-07	2.9213e-07	2.1578e-08	4.6475e-08	2.9545e-09	1.7262e-08	3.22e-09	8.963e-09	2.9213e-09	9.6269e-09	2.1578e-09	5.3114e-09	9.6269e-10	2.6889e-09	3.1537e-10	1.0291e-09	5.3114e-10	1.527e-09	4.9795e-10	1.3279e-09	2.9213e-10	1.5602e-09	3.2864e-10	1.8922e-09	3.6516e-10	8.963e-10	2.1578e-10	2.2242e-09	1.9918e-10	5.9753e-10	1.4274e-10	5.3114e-10	6.3073e-11	5.9753e-10	1.0291e-10	4.6475e-10	1.1619e-10	4.6475e-10	1.7594e-10	2.9213e-10	5.9753e-11	2.9545e-10	4.3155e-11	2.6889e-10	2.4233e-11	2.6889e-10	9.295e-11	3.9836e-10	2.6225e-10	4.9795e-10	9.295e-11	1.6266e-10	4.9795e-11	4.6475e-10	2.4233e-11	2.6889e-11
31.1535	0.51066	0.31013	0.00045522	0.00010511	0.00080403	0.0037463	0.0012309	0.0062158	6.4664e-05	0.00087911	0.00012178	0.00077376	0.00013865	0.00049324	1.3068e-05	6.6336e-05	8.1848e-06	1.7675e-05	1.8441e-05	8.7222e-05	1.5364e-05	5.7837e-05	3.8508e-05	6.8748e-05	4.7103e-05	0.00033559	1.0226e-06	1.405e-05	2.282e-07	2.9532e-07	2.1813e-08	4.6982e-08	2.9867e-09	1.7451e-08	3.2552e-09	9.0609e-09	2.9532e-09	9.7321e-09	2.1813e-09	5.3694e-09	9.7321e-10	2.7183e-09	3.1881e-10	1.0403e-09	5.3694e-10	1.5437e-09	5.0338e-10	1.3424e-09	2.9532e-10	1.5773e-09	3.3223e-10	1.9129e-09	3.6915e-10	9.0609e-10	2.1813e-10	2.2484e-09	2.0135e-10	6.0406e-10	1.443e-10	5.3694e-10	6.3762e-11	6.0406e-10	1.0403e-10	4.6982e-10	1.1746e-10	4.6982e-10	1.7786e-10	2.9532e-10	6.0406e-11	2.9867e-10	4.3626e-11	2.7183e-10	2.4498e-11	2.7183e-10	9.3965e-11	4.0271e-10	2.6511e-10	5.0338e-10	9.3965e-11	1.6444e-10	5.0338e-11	4.6982e-10	2.4498e-11	2.7183e-11
31.5864	0.51804	0.30853	0.00046049	0.00010696	0.00081477	0.003783	0.0012221	0.0061571	6.5498e-05	0.00087261	0.00012323	0.00078158	0.00014011	0.00049846	1.3262e-05	6.719e-05	8.3294e-06	1.7835e-05	1.8733e-05	8.8198e-05	1.5551e-05	5.851e-05	3.8888e-05	6.9463e-05	4.7543e-05	0.00033926	1.0387e-06	1.4228e-05	2.307e-07	2.9855e-07	2.2052e-08	4.7496e-08	3.0194e-09	1.7641e-08	3.2908e-09	9.16e-09	2.9855e-09	9.8385e-09	2.2052e-09	5.4281e-09	9.8385e-10	2.748e-09	3.223e-10	1.0517e-09	5.4281e-10	1.5606e-09	5.0889e-10	1.357e-09	2.9855e-10	1.5945e-09	3.3587e-10	1.9338e-09	3.7318e-10	9.16e-10	2.2052e-10	2.273e-09	2.0355e-10	6.1066e-10	1.4588e-10	5.4281e-10	6.4459e-11	6.1066e-10	1.0517e-10	4.7496e-10	1.1874e-10	4.7496e-10	1.7981e-10	2.9855e-10	6.1066e-11	3.0194e-10	4.4104e-11	2.748e-10	2.4766e-11	2.748e-10	9.4992e-11	4.0711e-10	2.6801e-10	5.0889e-10	9.4992e-11	1.6624e-10	5.0889e-11	4.7496e-10	2.4766e-11	2.748e-11
32.0254	0.52555	0.3069	0.00046583	0.00010886	0.00082566	0.0038203	0.0012143	0.0061023	6.6344e-05	0.00086669	0.00012459	0.00078949	0.0001417	0.00050374	1.3458e-05	6.8056e-05	8.4839e-06	1.8005e-05	1.903e-05	8.9186e-05	1.574e-05	5.9192e-05	3.9271e-05	7.0186e-05	4.7989e-05	0.00034297	1.055e-06	1.4397e-05	2.3322e-07	3.0182e-07	2.2293e-08	4.8016e-08	3.0525e-09	1.7835e-08	3.3268e-09	9.2603e-09	3.0182e-09	9.9462e-09	2.2293e-09	5.4876e-09	9.9462e-10	2.7781e-09	3.2582e-10	1.0632e-09	5.4876e-10	1.5777e-09	5.1446e-10	1.3719e-09	3.0182e-10	1.612e-09	3.3954e-10	1.9549e-09	3.7727e-10	9.2603e-10	2.2293e-10	2.2979e-09	2.0578e-10	6.1735e-10	1.4748e-10	5.4876e-10	6.5165e-11	6.1735e-10	1.0632e-10	4.8016e-10	1.2004e-10	4.8016e-10	1.8178e-10	3.0182e-10	6.1735e-11	3.0525e-10	4.4587e-11	2.7781e-10	2.5037e-11	2.7781e-10	9.6033e-11	4.1157e-10	2.7095e-10	5.1446e-10	9.6033e-11	1.6806e-10	5.1446e-11	4.8016e-10	2.5037e-11	2.7781e-11
32.4705	0.53321	0.30524	0.00047123	0.00011078	0.00083669	0.0038581	0.0012075	0.0060512	6.7201e-05	0.00086131	0.00012597	0.00079749	0.00014319	0.00050908	1.3669e-05	6.8935e-05	8.6339e-06	1.8183e-05	1.9331e-05	9.0188e-05	1.5931e-05	5.9882e-05	3.9659e-05	7.0918e-05	4.8439e-05	0.00034673	1.0716e-06	1.4567e-05	2.3578e-07	3.0512e-07	2.2538e-08	4.8543e-08	3.0859e-09	1.803e-08	3.3633e-09	9.3618e-09	3.0512e-09	1.0055e-08	2.2538e-09	5.5477e-09	1.0055e-09	2.8085e-09	3.294e-10	1.0749e-09	5.5477e-10	1.595e-09	5.201e-10	1.3869e-09	3.0512e-10	1.6296e-09	3.4327e-10	1.9764e-09	3.8141e-10	9.3618e-10	2.2538e-10	2.3231e-09	2.0804e-10	6.2412e-10	1.491e-10	5.5477e-10	6.5879e-11	6.2412e-10	1.0749e-10	4.8543e-10	1.2136e-10	4.8543e-10	1.8377e-10	3.0512e-10	6.2412e-11	3.0859e-10	4.5075e-11	2.8085e-10	2.5311e-11	2.8085e-10	9.7085e-11	4.1608e-10	2.7392e-10	5.201e-10	9.7085e-11	1.699e-10	5.201e-11	4.8543e-10	2.5311e-11	2.8085e-11
32.9217	0.54099	0.30356	0.00047668	0.00011274	0.00084787	0.0038965	0.0012015	0.0060035	6.8069e-05	0.00085647	0.00012736	0.00080558	0.0001447	0.00051448	1.3871e-05	6.9825e-05	8.7865e-06	1.8369e-05	1.9655e-05	9.12e-05	1.6125e-05	6.0579e-05	4.005e-05	7.1657e-05	4.8893e-05	0.00035053	1.0884e-06	1.474e-05	2.3836e-07	3.0847e-07	2.2785e-08	4.9075e-08	3.1197e-09	1.8228e-08	3.4002e-09	9.4644e-09	3.0847e-09	1.0165e-08	2.2785e-09	5.6085e-09	1.0165e-09	2.8393e-09	3.3301e-10	1.0867e-09	5.6085e-10	1.6124e-09	5.258e-10	1.4021e-09	3.0847e-10	1.6475e-09	3.4703e-10	1.998e-09	3.8559e-10	9.4644e-10	2.2785e-10	2.3486e-09	2.1032e-10	6.3096e-10	1.5073e-10	5.6085e-10	6.6601e-11	6.3096e-10	1.0867e-10	4.9075e-10	1.2269e-10	4.9075e-10	1.8578e-10	3.0847e-10	6.3096e-11	3.1197e-10	4.5569e-11	2.8393e-10	2.5589e-11	2.8393e-10	9.8149e-11	4.2064e-10	2.7692e-10	5.258e-10	9.8149e-11	1.7176e-10	5.258e-11	4.9075e-10	2.5589e-11	2.8393e-11
33.3792	0.54891	0.30186	0.0004822	0.00011473	0.0008592	0.0039355	0.0011965	0.0059592	6.8948e-05	0.00085214	0.00012877	0.00081376	0.00014622	0.00051995	1.4077e-05	7.0727e-05	8.9418e-06	1.8564e-05	1.9966e-05	9.2225e-05	1.6321e-05	6.1285e-05	4.0445e-05	7.2403e-05	4.9351e-05	0.00035438	1.1055e-06	1.4915e-05	2.4098e-07	3.1185e-07	2.3034e-08	4.9613e-08	3.1539e-09	1.8428e-08	3.4374e-09	9.5681e-09	3.1185e-09	1.0277e-08	2.3034e-09	5.67e-09	1.0277e-09	2.8704e-09	3.3666e-10	1.0986e-09	5.67e-10	1.6301e-09	5.3156e-10	1.4175e-09	3.1185e-10	1.6656e-09	3.5083e-10	2.0199e-09	3.8981e-10	9.5681e-10	2.3034e-10	2.3743e-09	2.1263e-10	6.3788e-10	1.5238e-10	5.67e-10	6.7331e-11	6.3788e-10	1.0986e-10	4.9613e-10	1.2403e-10	4.9613e-10	1.8782e-10	3.1185e-10	6.3788e-11	3.1539e-10	4.6069e-11	2.8704e-10	2.5869e-11	2.8704e-10	9.9225e-11	4.2525e-10	2.7996e-10	5.3156e-10	9.9225e-11	1.7364e-10	5.3156e-11	4.9613e-10	2.5869e-11	2.8704e-11
33.8431	0.55696	0.30015	0.00048778	0.00011676	0.00087066	0.0039749	0.0011922	0.0059178	6.9837e-05	0.00084884	0.0001302	0.00082271	0.00014776	0.00052547	1.4285e-05	7.164e-05	9.0997e-06	1.8768e-05	2.0282e-05	9.326e-05	1.6519e-05	6.1998e-05	4.0844e-05	7.3157e-05	4.9813e-05	0.00035826	1.1229e-06	1.5091e-05	2.4361e-07	3.1526e-07	2.3287e-08	5.0156e-08	3.1885e-09	1.8629e-08	3.4751e-09	9.6729e-09	3.1526e-09	1.0389e-08	2.3287e-09	5.7321e-09	1.0389e-09	2.9019e-09	3.4034e-10	1.1106e-09	5.7321e-10	1.648e-09	5.3738e-10	1.433e-09	3.1526e-10	1.6838e-09	3.5467e-10	2.0421e-09	3.9408e-10	9.6729e-10	2.3287e-10	2.4003e-09	2.1495e-10	6.4486e-10	1.5405e-10	5.7321e-10	6.8069e-11	6.4486e-10	1.1106e-10	5.0156e-10	1.2539e-10	5.0156e-10	1.8988e-10	3.1526e-10	6.4486e-11	3.1885e-10	4.6573e-11	2.9019e-10	2.6153e-11	2.9019e-10	1.0031e-10	4.2991e-10	2.8302e-10	5.3738e-10	1.0031e-10	1.7555e-10	5.3738e-11	5.0156e-10	2.6153e-11	2.9019e-11
34.3135	0.56514	0.29842	0.00049341	0.00011882	0.00088227	0.0040148	0.0011887	0.0058795	7.0737e-05	0.00084549	0.00013163	0.00083105	0.00014931	0.00053105	1.4496e-05	7.2564e-05	9.2602e-06	1.898e-05	2.0603e-05	9.4307e-05	1.672e-05	6.2719e-05	4.1245e-05	7.3917e-05	5.0278e-05	0.00036218	1.1405e-06	1.527e-05	2.4628e-07	3.1871e-07	2.3541e-08	5.0705e-08	3.2234e-09	1.8833e-08	3.5131e-09	9.7787e-09	3.1871e-09	1.0503e-08	2.3541e-09	5.7948e-09	1.0503e-09	2.9336e-09	3.4407e-10	1.1227e-09	5.7948e-10	1.666e-09	5.4326e-10	1.4487e-09	3.1871e-10	1.7022e-09	3.5855e-10	2.0644e-09	3.9839e-10	9.7787e-10	2.3541e-10	2.4266e-09	2.1731e-10	6.5192e-10	1.5574e-10	5.7948e-10	6.8813e-11	6.5192e-10	1.1227e-10	5.0705e-10	1.2676e-10	5.0705e-10	1.9195e-10	3.1871e-10	6.5192e-11	3.2234e-10	4.7083e-11	2.9336e-10	2.6439e-11	2.9336e-10	1.0141e-10	4.3461e-10	2.8612e-10	5.4326e-10	1.0141e-10	1.7747e-10	5.4326e-11	5.0705e-10	2.6439e-11	2.9336e-11
34.7903	0.57346	0.29683	0.0004991	0.00012091	0.00089401	0.0040587	0.0011865	0.0058472	7.1648e-05	0.0008426	0.00013309	0.00083946	0.00015087	0.00053713	1.471e-05	7.3562e-05	9.4234e-06	1.92e-05	2.0928e-05	9.5446e-05	1.6922e-05	6.3446e-05	4.165e-05	7.4685e-05	5.0748e-05	0.00036613	1.1584e-06	1.545e-05	2.4897e-07	3.222e-07	2.3799e-08	5.1259e-08	3.2586e-09	1.9039e-08	3.5515e-09	9.8856e-09	3.222e-09	1.0618e-08	2.3799e-09	5.8581e-09	1.0618e-09	2.9657e-09	3.4783e-10	1.135e-09	5.8581e-10	1.6842e-09	5.492e-10	1.4645e-09	3.222e-10	1.7208e-09	3.6247e-10	2.087e-09	4.0275e-10	9.8856e-10	2.3799e-10	2.4531e-09	2.1968e-10	6.5904e-10	1.5744e-10	5.8581e-10	6.9565e-11	6.5904e-10	1.135e-10	5.1259e-10	1.2815e-10	5.1259e-10	1.9405e-10	3.222e-10	6.5904e-11	3.2586e-10	4.7597e-11	2.9657e-10	2.6728e-11	2.9657e-10	1.0252e-10	4.3936e-10	2.8925e-10	5.492e-10	1.0252e-10	1.7941e-10	5.492e-11	5.1259e-10	2.6728e-11	2.9657e-11
35.2738	0.58191	0.29509	0.00050484	0.00012303	0.00090589	0.0040996	0.0011844	0.0058143	7.2568e-05	0.00084015	0.00013455	0.00084795	0.00015245	0.00054282	1.4927e-05	7.4509e-05	9.5892e-06	1.9428e-05	2.1258e-05	9.6515e-05	1.7127e-05	6.4181e-05	4.2059e-05	7.5458e-05	5.122e-05	0.00037013	1.1765e-06	1.5632e-05	2.5169e-07	3.2571e-07	2.4058e-08	5.1818e-08	3.2941e-09	1.9247e-08	3.5902e-09	9.9934e-09	3.2571e-09	1.0734e-08	2.4058e-09	5.922e-09	1.0734e-09	2.998e-09	3.5162e-10	1.1474e-09	5.922e-10	1.7026e-09	5.5519e-10	1.4805e-09	3.2571e-10	1.7396e-09	3.6643e-10	2.1097e-09	4.0714e-10	9.9934e-10	2.4058e-10	2.4799e-09	2.2208e-10	6.6623e-10	1.5915e-10	5.922e-10	7.0324e-11	6.6623e-10	1.1474e-10	5.1818e-10	1.2954e-10	5.1818e-10	1.9617e-10	3.2571e-10	6.6623e-11	3.2941e-10	4.8117e-11	2.998e-10	2.7019e-11	2.998e-10	1.0364e-10	4.4415e-10	2.924e-10	5.5519e-10	1.0364e-10	1.8136e-10	5.5519e-11	5.1818e-10	2.7019e-11	2.998e-11
