"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90
1405.57	0.83559	0.06692	0.00028264	0.00018169	0.00055598	0.0018197	0.00051075	0.0017273	4.1037e-05	0.00028068	5.8455e-05	0.00036444	6.4752e-05	0.00026539	1.2477e-05	5.3633e-05	1.3097e-05	2.6704e-05	2.071e-05	4.886e-05	9.1046e-06	2.9832e-05	1.459e-05	3.021e-05	1.9001e-05	0.0001999	1.3612e-06	9.9628e-06	1.3593e-07	1.7591e-07	1.2993e-08	2.7986e-08	1.7791e-09	1.0395e-08	1.939e-09	5.3972e-09	1.7591e-09	5.797e-09	1.2993e-09	3.1984e-09	5.797e-10	1.6192e-09	1.899e-10	6.1968e-10	3.1984e-10	9.1953e-10	2.9985e-10	7.9959e-10	1.7591e-10	9.3952e-10	1.979e-10	1.1394e-09	2.1989e-10	5.3972e-10	1.2993e-10	1.3393e-09	1.1994e-10	3.5982e-10	8.5956e-11	3.1984e-10	3.7981e-11	3.5982e-10	6.1968e-11	2.7986e-10	6.9964e-11	2.7986e-10	1.0595e-10	1.7591e-10	3.5982e-11	1.7791e-10	2.5987e-11	1.6192e-10	1.4593e-11	1.6192e-10	5.5971e-11	2.3988e-10	1.5792e-10	2.9985e-10	5.5971e-11	9.795e-11	2.9985e-11	2.7986e-10	1.4593e-11	1.6192e-11
1425.1	0.82224	0.065622	0.00027731	0.00017823	0.00054445	0.0017847	0.00050057	0.0016946	4.0183e-05	0.00027527	5.7261e-05	0.00035753	6.3475e-05	0.00026049	1.2229e-05	5.2652e-05	1.2839e-05	2.6198e-05	2.0294e-05	4.7927e-05	8.9206e-06	2.9213e-05	1.4286e-05	2.96e-05	1.8635e-05	0.00019629	1.3364e-06	9.7852e-06	1.3347e-07	1.7273e-07	1.2759e-08	2.748e-08	1.7469e-09	1.0207e-08	1.904e-09	5.2997e-09	1.7273e-09	5.6923e-09	1.2759e-09	3.1406e-09	5.6923e-10	1.5899e-09	1.8647e-10	6.0849e-10	3.1406e-10	9.0292e-10	2.9443e-10	7.8514e-10	1.7273e-10	9.2254e-10	1.9432e-10	1.1188e-09	2.1591e-10	5.2997e-10	1.2759e-10	1.3151e-09	1.1777e-10	3.5331e-10	8.4403e-11	3.1406e-10	3.7294e-11	3.5331e-10	6.0849e-11	2.748e-10	6.87e-11	2.748e-10	1.0403e-10	1.7273e-10	3.5331e-11	1.7469e-10	2.5517e-11	1.5899e-10	1.4329e-11	1.5899e-10	5.496e-11	2.3554e-10	1.5507e-10	2.9443e-10	5.496e-11	9.618e-11	2.9443e-11	2.748e-10	1.4329e-11	1.5899e-11
1444.91	0.80909	0.06434	0.00027205	0.00017481	0.00053307	0.0017501	0.00049051	0.0016624	3.9341e-05	0.00026992	5.6084e-05	0.0003507	6.2214e-05	0.00025566	1.1983e-05	5.168e-05	1.2584e-05	2.5697e-05	1.9883e-05	4.7005e-05	8.739e-06	2.8603e-05	1.3988e-05	2.8997e-05	1.8274e-05	0.00019271	1.3119e-06	9.6095e-06	1.3105e-07	1.6959e-07	1.2526e-08	2.698e-08	1.7152e-09	1.0021e-08	1.8693e-09	5.2033e-09	1.6959e-09	5.5887e-09	1.2526e-09	3.0834e-09	5.5887e-10	1.561e-09	1.8308e-10	5.9741e-10	3.0834e-10	8.8648e-10	2.8907e-10	7.7086e-10	1.6959e-10	9.0575e-10	1.9079e-10	1.0985e-09	2.1199e-10	5.2033e-10	1.2526e-10	1.2912e-09	1.1563e-10	3.4688e-10	8.2867e-11	3.0834e-10	3.6616e-11	3.4688e-10	5.9741e-11	2.698e-10	6.745e-11	2.698e-10	1.0214e-10	1.6959e-10	3.4688e-11	1.7152e-10	2.5053e-11	1.561e-10	1.4068e-11	1.561e-10	5.396e-11	2.3126e-10	1.5224e-10	2.8907e-10	5.396e-11	9.443e-11	2.8907e-11	2.698e-10	1.4068e-11	1.561e-11
1464.99	0.79592	0.063074	0.00026685	0.00017143	0.00052184	0.0017159	0.00048059	0.0016305	3.8509e-05	0.00026464	5.4923e-05	0.00034396	6.0969e-05	0.00025088	1.174e-05	5.072e-05	1.2332e-05	2.5201e-05	1.9477e-05	4.6094e-05	8.5599e-06	2.8001e-05	1.3693e-05	2.8402e-05	1.7917e-05	0.00018918	1.2876e-06	9.4356e-06	1.2864e-07	1.6648e-07	1.2297e-08	2.6485e-08	1.6837e-09	9.8374e-09	1.8351e-09	5.1079e-09	1.6648e-09	5.4862e-09	1.2297e-09	3.0269e-09	5.4862e-10	1.5324e-09	1.7972e-10	5.8646e-10	3.0269e-10	8.7023e-10	2.8377e-10	7.5672e-10	1.6648e-10	8.8915e-10	1.8729e-10	1.0783e-09	2.081e-10	5.1079e-10	1.2297e-10	1.2675e-09	1.1351e-10	3.4053e-10	8.1348e-11	3.0269e-10	3.5944e-11	3.4053e-10	5.8646e-11	2.6485e-10	6.6213e-11	2.6485e-10	1.0027e-10	1.6648e-10	3.4053e-11	1.6837e-10	2.4594e-11	1.5324e-10	1.381e-11	1.5324e-10	5.2971e-11	2.2702e-10	1.4945e-10	2.8377e-10	5.2971e-11	9.2699e-11	2.8377e-11	2.6485e-10	1.381e-11	1.5324e-11
1485.35	0.78286	0.061825	0.00026172	0.00016808	0.00051077	0.0016822	0.00047079	0.001599	3.769e-05	0.00025943	5.3777e-05	0.0003373	5.9741e-05	0.00024615	1.15e-05	4.977e-05	1.2082e-05	2.4711e-05	1.9076e-05	4.5195e-05	8.383e-06	2.7407e-05	1.3402e-05	2.7816e-05	1.7564e-05	0.00018569	1.2636e-06	9.2636e-06	1.2627e-07	1.6341e-07	1.207e-08	2.5996e-08	1.6526e-09	9.6558e-09	1.8012e-09	5.0136e-09	1.6341e-09	5.3849e-09	1.207e-09	2.971e-09	5.3849e-10	1.5041e-09	1.764e-10	5.7563e-10	2.971e-10	8.5416e-10	2.7853e-10	7.4275e-10	1.6341e-10	8.7273e-10	1.8383e-10	1.0584e-09	2.0426e-10	5.0136e-10	1.207e-10	1.2441e-09	1.1141e-10	3.3424e-10	7.9846e-11	2.971e-10	3.5281e-11	3.3424e-10	5.7563e-11	2.5996e-10	6.4991e-11	2.5996e-10	9.8415e-11	1.6341e-10	3.3424e-11	1.6526e-10	2.4139e-11	1.5041e-10	1.3555e-11	1.5041e-10	5.1993e-11	2.2283e-10	1.4669e-10	2.7853e-10	5.1993e-11	9.0987e-11	2.7853e-11	2.5996e-10	1.3555e-11	1.5041e-11
1505.99	0.7699	0.060592	0.00025664	0.00016477	0.00049985	0.0016489	0.00046112	0.0015679	3.6882e-05	0.00025428	5.2648e-05	0.00033072	5.8529e-05	0.00024149	1.1264e-05	4.883e-05	1.1836e-05	2.4225e-05	1.868e-05	4.4307e-05	8.2086e-06	2.6822e-05	1.3116e-05	2.7238e-05	1.7216e-05	0.00018223	1.2398e-06	9.0935e-06	1.2392e-07	1.6037e-07	1.1845e-08	2.5513e-08	1.6219e-09	9.4762e-09	1.7677e-09	4.9203e-09	1.6037e-09	5.2848e-09	1.1845e-09	2.9158e-09	5.2848e-10	1.4761e-09	1.7312e-10	5.6493e-10	2.9158e-10	8.3828e-10	2.7335e-10	7.2894e-10	1.6037e-10	8.565e-10	1.8041e-10	1.0387e-09	2.0046e-10	4.9203e-10	1.1845e-10	1.221e-09	1.0934e-10	3.2802e-10	7.8361e-11	2.9158e-10	3.4625e-11	3.2802e-10	5.6493e-11	2.5513e-10	6.3782e-11	2.5513e-10	9.6585e-11	1.6037e-10	3.2802e-11	1.6219e-10	2.3691e-11	1.4761e-10	1.3303e-11	1.4761e-10	5.1026e-11	2.1868e-10	1.4397e-10	2.7335e-10	5.1026e-11	8.9295e-11	2.7335e-11	2.5513e-10	1.3303e-11	1.4761e-11
1526.92	0.75705	0.059376	0.00025163	0.0001615	0.00048908	0.001616	0.00045157	0.0015372	3.6086e-05	0.00024921	5.1535e-05	0.00032423	5.7334e-05	0.00023688	1.103e-05	4.7902e-05	1.1593e-05	2.3746e-05	1.8289e-05	4.343e-05	8.0367e-06	2.6245e-05	1.2834e-05	2.6668e-05	1.6873e-05	0.00017882	1.2162e-06	8.9252e-06	1.216e-07	1.5736e-07	1.1623e-08	2.5035e-08	1.5915e-09	9.2987e-09	1.7346e-09	4.8282e-09	1.5736e-09	5.1858e-09	1.1623e-09	2.8612e-09	5.1858e-10	1.4485e-09	1.6988e-10	5.5435e-10	2.8612e-10	8.2258e-10	2.6823e-10	7.1529e-10	1.5736e-10	8.4046e-10	1.7703e-10	1.0193e-09	1.967e-10	4.8282e-10	1.1623e-10	1.1981e-09	1.0729e-10	3.2188e-10	7.6893e-11	2.8612e-10	3.3976e-11	3.2188e-10	5.5435e-11	2.5035e-10	6.2588e-11	2.5035e-10	9.4776e-11	1.5736e-10	3.2188e-11	1.5915e-10	2.3247e-11	1.4485e-10	1.3054e-11	1.4485e-10	5.007e-11	2.1459e-10	1.4127e-10	2.6823e-10	5.007e-11	8.7623e-11	2.6823e-11	2.5035e-10	1.3054e-11	1.4485e-11
1548.14	0.7443	0.058176	0.00024668	0.00015827	0.00047847	0.0015836	0.00044216	0.0015069	3.5301e-05	0.0002442	5.0437e-05	0.00031782	5.6155e-05	0.00023232	1.0799e-05	4.6984e-05	1.1352e-05	2.3272e-05	1.7903e-05	4.2564e-05	7.8671e-06	2.5677e-05	1.2557e-05	2.6106e-05	1.6535e-05	0.00017545	1.193e-06	8.7589e-06	1.1931e-07	1.544e-07	1.1404e-08	2.4563e-08	1.5615e-09	9.1234e-09	1.7019e-09	4.7371e-09	1.544e-09	5.088e-09	1.1404e-09	2.8072e-09	5.088e-10	1.4211e-09	1.6668e-10	5.4389e-10	2.8072e-10	8.0707e-10	2.6317e-10	7.018e-10	1.544e-10	8.2461e-10	1.737e-10	1.0001e-09	1.9299e-10	4.7371e-10	1.1404e-10	1.1755e-09	1.0527e-10	3.1581e-10	7.5443e-11	2.8072e-10	3.3335e-11	3.1581e-10	5.4389e-11	2.4563e-10	6.1407e-11	2.4563e-10	9.2988e-11	1.544e-10	3.1581e-11	1.5615e-10	2.2808e-11	1.4211e-10	1.2808e-11	1.4211e-10	4.9126e-11	2.1054e-10	1.3861e-10	2.6317e-10	4.9126e-11	8.597e-11	2.6317e-11	2.4563e-10	1.2808e-11	1.4211e-11
1569.65	0.73166	0.056993	0.00024179	0.00015508	0.00046802	0.0015516	0.00043288	0.0014769	3.4528e-05	0.00023925	4.9356e-05	0.0003115	5.4992e-05	0.00022783	1.0572e-05	4.6077e-05	1.1115e-05	2.2803e-05	1.7523e-05	4.171e-05	7.6999e-06	2.5117e-05	1.2283e-05	2.5552e-05	1.6201e-05	0.00017212	1.17e-06	8.5946e-06	1.1704e-07	1.5146e-07	1.1188e-08	2.4097e-08	1.5318e-09	8.9501e-09	1.6695e-09	4.6472e-09	1.5146e-09	4.9914e-09	1.1188e-09	2.7539e-09	4.9914e-10	1.3942e-09	1.6351e-10	5.3357e-10	2.7539e-10	7.9174e-10	2.5818e-10	6.8847e-10	1.5146e-10	8.0895e-10	1.704e-10	9.8107e-10	1.8933e-10	4.6472e-10	1.1188e-10	1.1532e-09	1.0327e-10	3.0981e-10	7.4011e-11	2.7539e-10	3.2702e-11	3.0981e-10	5.3357e-11	2.4097e-10	6.0241e-11	2.4097e-10	9.1223e-11	1.5146e-10	3.0981e-11	1.5319e-10	2.2375e-11	1.3942e-10	1.2565e-11	1.3942e-10	4.8193e-11	2.0654e-10	1.3597e-10	2.5818e-10	4.8193e-11	8.4338e-11	2.5818e-11	2.4097e-10	1.2565e-11	1.3942e-11
1591.47	0.71913	0.055826	0.00023697	0.00015192	0.00045772	0.00152	0.00042373	0.0014474	3.3766e-05	0.00023438	4.8291e-05	0.00030526	5.3846e-05	0.00022339	1.0348e-05	4.5182e-05	1.0881e-05	2.234e-05	1.7148e-05	4.0868e-05	7.5352e-06	2.4566e-05	1.2014e-05	2.5007e-05	1.5871e-05	0.00016883	1.1472e-06	8.4322e-06	1.148e-07	1.4857e-07	1.0974e-08	2.3636e-08	1.5026e-09	8.779e-09	1.6376e-09	4.5583e-09	1.4857e-09	4.896e-09	1.0974e-09	2.7012e-09	4.896e-10	1.3675e-09	1.6039e-10	5.2336e-10	2.7012e-10	7.766e-10	2.5324e-10	6.7531e-10	1.4857e-10	7.9349e-10	1.6714e-10	9.6231e-10	1.8571e-10	4.5583e-10	1.0974e-10	1.1311e-09	1.013e-10	3.0389e-10	7.2596e-11	2.7012e-10	3.2077e-11	3.0389e-10	5.2336e-11	2.3636e-10	5.9089e-11	2.3636e-10	8.9478e-11	1.4857e-10	3.0389e-11	1.5026e-10	2.1948e-11	1.3675e-10	1.2324e-11	1.3675e-10	4.7272e-11	2.0259e-10	1.3337e-10	2.5324e-10	4.7272e-11	8.2725e-11	2.5324e-11	2.3636e-10	1.2324e-11	1.3675e-11
1613.59	0.70671	0.054675	0.00023221	0.0001488	0.00044758	0.0014889	0.00041471	0.0014183	3.3016e-05	0.00022957	4.7242e-05	0.0002991	5.2717e-05	0.000219	1.0127e-05	4.4297e-05	1.065e-05	2.1883e-05	1.6778e-05	4.0036e-05	7.3728e-06	2.4023e-05	1.1749e-05	2.4469e-05	1.5547e-05	0.00016558	1.1247e-06	8.2717e-06	1.1259e-07	1.4571e-07	1.0763e-08	2.3181e-08	1.4736e-09	8.61e-09	1.6061e-09	4.4706e-09	1.4571e-09	4.8017e-09	1.0763e-09	2.6492e-09	4.8017e-10	1.3412e-09	1.573e-10	5.1329e-10	2.6492e-10	7.6165e-10	2.4837e-10	6.6231e-10	1.4571e-10	7.7821e-10	1.6392e-10	9.4379e-10	1.8213e-10	4.4706e-10	1.0763e-10	1.1094e-09	9.9346e-11	2.9804e-10	7.1198e-11	2.6492e-10	3.146e-11	2.9804e-10	5.1329e-11	2.3181e-10	5.7952e-11	2.3181e-10	8.7756e-11	1.4571e-10	2.9804e-11	1.4736e-10	2.1525e-11	1.3412e-10	1.2087e-11	1.3412e-10	4.6362e-11	1.9869e-10	1.3081e-10	2.4837e-10	4.6362e-11	8.1133e-11	2.4837e-11	2.3181e-10	1.2087e-11	1.3412e-11
1636.01	0.69441	0.053541	0.00022752	0.00014573	0.00043759	0.0014582	0.00040582	0.0013896	3.2278e-05	0.00022483	4.621e-05	0.00029304	5.1604e-05	0.00021468	9.9086e-06	4.3424e-05	1.0422e-05	2.1432e-05	1.6413e-05	3.9216e-05	7.2129e-06	2.3489e-05	1.1488e-05	2.394e-05	1.5227e-05	0.00016237	1.1025e-06	8.1132e-06	1.1041e-07	1.4288e-07	1.0554e-08	2.2732e-08	1.4451e-09	8.4432e-09	1.575e-09	4.3839e-09	1.4288e-09	4.7087e-09	1.0554e-09	2.5979e-09	4.7087e-10	1.3152e-09	1.5425e-10	5.0334e-10	2.5979e-10	7.4689e-10	2.4355e-10	6.4947e-10	1.4288e-10	7.6313e-10	1.6074e-10	9.255e-10	1.7861e-10	4.3839e-10	1.0554e-10	1.0879e-09	9.7421e-11	2.9226e-10	6.9818e-11	2.5979e-10	3.085e-11	2.9226e-10	5.0334e-11	2.2732e-10	5.6829e-11	2.2732e-10	8.6055e-11	1.4288e-10	2.9226e-11	1.4451e-10	2.1108e-11	1.3152e-10	1.1853e-11	1.3152e-10	4.5463e-11	1.9484e-10	1.2827e-10	2.4355e-10	4.5463e-11	7.956e-11	2.4355e-11	2.2732e-10	1.1853e-11	1.3152e-11
1658.75	0.68222	0.052424	0.00022289	0.00014269	0.00042776	0.001428	0.00039706	0.0013613	3.1551e-05	0.00022016	4.5193e-05	0.00028705	5.0507e-05	0.00021041	9.6938e-06	4.2561e-05	1.0197e-05	2.0986e-05	1.6054e-05	3.8408e-05	7.0554e-06	2.2963e-05	1.1232e-05	2.3419e-05	1.4911e-05	0.0001592	1.0806e-06	7.9566e-06	1.0826e-07	1.401e-07	1.0348e-08	2.2288e-08	1.4169e-09	8.2784e-09	1.5442e-09	4.2984e-09	1.401e-09	4.6168e-09	1.0348e-09	2.5472e-09	4.6168e-10	1.2895e-09	1.5124e-10	4.9352e-10	2.5472e-10	7.3232e-10	2.388e-10	6.368e-10	1.401e-10	7.4824e-10	1.5761e-10	9.0744e-10	1.7512e-10	4.2984e-10	1.0348e-10	1.0666e-09	9.552e-11	2.8656e-10	6.8456e-11	2.5472e-10	3.0248e-11	2.8656e-10	4.9352e-11	2.2288e-10	5.572e-11	2.2288e-10	8.4376e-11	1.401e-10	2.8656e-11	1.4169e-10	2.0696e-11	1.2895e-10	1.1622e-11	1.2895e-10	4.4576e-11	1.9104e-10	1.2577e-10	2.388e-10	4.4576e-11	7.8008e-11	2.388e-11	2.2288e-10	1.1622e-11	1.2895e-11
1681.8	0.67015	0.051323	0.00021832	0.00013969	0.00041808	0.0013982	0.00038843	0.0013334	3.0836e-05	0.00021555	4.4192e-05	0.00028115	4.9427e-05	0.0002062	9.4821e-06	4.171e-05	9.9754e-06	2.0547e-05	1.57e-05	3.7611e-05	6.9003e-06	2.2446e-05	1.0979e-05	2.2906e-05	1.4601e-05	0.00015607	1.0589e-06	7.802e-06	1.0613e-07	1.3735e-07	1.0145e-08	2.185e-08	1.3891e-09	8.1159e-09	1.5139e-09	4.214e-09	1.3735e-09	4.5262e-09	1.0145e-09	2.4972e-09	4.5262e-10	1.2642e-09	1.4827e-10	4.8383e-10	2.4972e-10	7.1794e-10	2.3411e-10	6.243e-10	1.3735e-10	7.3355e-10	1.5451e-10	8.8962e-10	1.7168e-10	4.214e-10	1.0145e-10	1.0457e-09	9.3645e-11	2.8093e-10	6.7112e-11	2.4972e-10	2.9654e-11	2.8093e-10	4.8383e-11	2.185e-10	5.4626e-11	2.185e-10	8.2719e-11	1.3735e-10	2.8093e-11	1.3891e-10	2.029e-11	1.2642e-10	1.1393e-11	1.2642e-10	4.3701e-11	1.8729e-10	1.233e-10	2.3411e-10	4.3701e-11	7.6476e-11	2.3411e-11	2.185e-10	1.1393e-11	1.2642e-11
1705.17	0.65819	0.050238	0.00021382	0.00013674	0.00040856	0.0013688	0.00037993	0.0013059	3.0132e-05	0.00021102	4.3207e-05	0.00027534	4.8364e-05	0.00020205	9.2735e-06	4.087e-05	9.7569e-06	2.0113e-05	1.5351e-05	3.6826e-05	6.7477e-06	2.1937e-05	1.0731e-05	2.2401e-05	1.4294e-05	0.00015299	1.0376e-06	7.6494e-06	1.0403e-07	1.3463e-07	9.9443e-09	2.1418e-08	1.3616e-09	7.9554e-09	1.484e-09	4.1307e-09	1.3463e-09	4.4367e-09	9.9443e-10	2.4478e-09	4.4367e-10	1.2392e-09	1.4534e-10	4.7427e-10	2.4478e-10	7.0375e-10	2.2948e-10	6.1196e-10	1.3463e-10	7.1905e-10	1.5146e-10	8.7204e-10	1.6829e-10	4.1307e-10	9.9443e-11	1.025e-09	9.1794e-11	2.7538e-10	6.5785e-11	2.4478e-10	2.9068e-11	2.7538e-10	4.7427e-11	2.1418e-10	5.3546e-11	2.1418e-10	8.1084e-11	1.3463e-10	2.7538e-11	1.3616e-10	1.9889e-11	1.2392e-10	1.1168e-11	1.2392e-10	4.2837e-11	1.8359e-10	1.2086e-10	2.2948e-10	4.2837e-11	7.4965e-11	2.2948e-11	2.1418e-10	1.1168e-11	1.2392e-11
1728.87	0.64636	0.04917	0.00020938	0.00013382	0.0003992	0.0013399	0.00037157	0.0012787	2.944e-05	0.00020655	4.2238e-05	0.00026961	4.7316e-05	0.00019795	9.0681e-06	4.0042e-05	9.5416e-06	1.9685e-05	1.5007e-05	3.6052e-05	6.5974e-06	2.1436e-05	1.0487e-05	2.1904e-05	1.3993e-05	0.00014995	1.0165e-06	7.4988e-06	1.0196e-07	1.3195e-07	9.7465e-09	2.0992e-08	1.3345e-09	7.7972e-09	1.4545e-09	4.0485e-09	1.3195e-09	4.3484e-09	9.7465e-10	2.3991e-09	4.3484e-10	1.2146e-09	1.4245e-10	4.6483e-10	2.3991e-10	6.8975e-10	2.2492e-10	5.9978e-10	1.3195e-10	7.0474e-10	1.4845e-10	8.5469e-10	1.6494e-10	4.0485e-10	9.7465e-11	1.0046e-09	8.9967e-11	2.699e-10	6.4477e-11	2.3991e-10	2.849e-11	2.699e-10	4.6483e-11	2.0992e-10	5.2481e-11	2.0992e-10	7.9471e-11	1.3195e-10	2.699e-11	1.3345e-10	1.9493e-11	1.2146e-10	1.0946e-11	1.2146e-10	4.1985e-11	1.7993e-10	1.1846e-10	2.2492e-10	4.1985e-11	7.3473e-11	2.2492e-11	2.0992e-10	1.0946e-11	1.2146e-11
1752.9	0.63465	0.048118	0.00020501	0.00013095	0.00038998	0.0013114	0.00036333	0.001252	2.876e-05	0.00020215	4.1284e-05	0.00026396	4.6285e-05	0.00019392	8.8659e-06	3.9225e-05	9.3295e-06	1.9263e-05	1.4669e-05	3.5289e-05	6.4495e-06	2.0944e-05	1.0247e-05	2.1415e-05	1.3696e-05	0.00014694	9.9564e-07	7.3502e-06	9.9922e-08	1.2931e-07	9.5513e-09	2.0572e-08	1.3078e-09	7.6411e-09	1.4254e-09	3.9675e-09	1.2931e-09	4.2614e-09	9.5513e-10	2.3511e-09	4.2614e-10	1.1902e-09	1.396e-10	4.5552e-10	2.3511e-10	6.7594e-10	2.2042e-10	5.8777e-10	1.2931e-10	6.9063e-10	1.4547e-10	8.3758e-10	1.6164e-10	3.9675e-10	9.5513e-11	9.8452e-10	8.8166e-11	2.645e-10	6.3186e-11	2.3511e-10	2.7919e-11	2.645e-10	4.5552e-11	2.0572e-10	5.143e-11	2.0572e-10	7.788e-11	1.2931e-10	2.645e-11	1.3078e-10	1.9103e-11	1.1902e-10	1.0727e-11	1.1902e-10	4.1144e-11	1.7633e-10	1.1609e-10	2.2042e-10	4.1144e-11	7.2002e-11	2.2042e-11	2.0572e-10	1.0727e-11	1.1902e-11
1777.26	0.62305	0.047082	0.0002007	0.00012811	0.00038093	0.0012833	0.00035522	0.0012257	2.809e-05	0.00019781	4.0347e-05	0.0002584	4.5271e-05	0.00018994	8.6668e-06	3.8419e-05	9.1206e-06	1.8847e-05	1.4336e-05	3.4538e-05	6.304e-06	2.046e-05	1.0011e-05	2.0935e-05	1.3403e-05	0.00014398	9.751e-07	7.2036e-06	9.7908e-08	1.267e-07	9.3589e-09	2.0158e-08	1.2814e-09	7.4871e-09	1.3966e-09	3.8875e-09	1.267e-09	4.1755e-09	9.3589e-10	2.3037e-09	4.1755e-10	1.1663e-09	1.3678e-10	4.4635e-10	2.3037e-10	6.6232e-10	2.1597e-10	5.7593e-10	1.267e-10	6.7672e-10	1.4254e-10	8.207e-10	1.5838e-10	3.8875e-10	9.3589e-11	9.6468e-10	8.639e-11	2.5917e-10	6.1913e-11	2.3037e-10	2.7357e-11	2.5917e-10	4.4635e-11	2.0158e-10	5.0394e-11	2.0158e-10	7.6311e-11	1.267e-10	2.5917e-11	1.2814e-10	1.8718e-11	1.1663e-10	1.0511e-11	1.1663e-10	4.0315e-11	1.7278e-10	1.1375e-10	2.1597e-10	4.0315e-11	7.0551e-11	2.1597e-11	2.0158e-10	1.0511e-11	1.1663e-11
1801.96	0.61159	0.046062	0.00019645	0.00012532	0.00037202	0.0012556	0.00034724	0.0011998	2.7433e-05	0.00019354	3.9425e-05	0.00025292	4.4272e-05	0.00018601	8.4709e-06	3.7624e-05	8.9149e-06	1.8437e-05	1.4009e-05	3.3798e-05	6.1609e-06	1.9984e-05	9.779e-06	2.0462e-05	1.3116e-05	0.00014106	9.5484e-07	7.059e-06	9.5923e-08	1.2414e-07	9.1691e-09	1.9749e-08	1.2555e-09	7.3353e-09	1.3683e-09	3.8087e-09	1.2414e-09	4.0908e-09	9.1691e-10	2.257e-09	4.0908e-10	1.1426e-09	1.3401e-10	4.373e-10	2.257e-10	6.4889e-10	2.1159e-10	5.6425e-10	1.2414e-10	6.63e-10	1.3965e-10	8.0406e-10	1.5517e-10	3.8087e-10	9.1691e-11	9.4512e-10	8.4638e-11	2.5391e-10	6.0657e-11	2.257e-10	2.6802e-11	2.5391e-10	4.373e-11	1.9749e-10	4.9372e-11	1.9749e-10	7.4764e-11	1.2414e-10	2.5391e-11	1.2555e-10	1.8338e-11	1.1426e-10	1.0298e-11	1.1426e-10	3.9498e-11	1.6928e-10	1.1144e-10	2.1159e-10	3.9498e-11	6.9121e-11	2.1159e-11	1.9749e-10	1.0298e-11	1.1426e-11
1827	0.60024	0.045059	0.00019227	0.00012257	0.00036327	0.0012284	0.0003394	0.0011742	2.6786e-05	0.00018934	3.8518e-05	0.00024753	4.329e-05	0.00018215	8.2781e-06	3.6841e-05	8.7123e-06	1.8033e-05	1.3686e-05	3.307e-05	6.0202e-06	1.9516e-05	9.5512e-06	1.9997e-05	1.2832e-05	0.00013819	9.3486e-07	6.9163e-06	9.3966e-08	1.216e-07	8.982e-09	1.9346e-08	1.2298e-09	7.1856e-09	1.3404e-09	3.731e-09	1.216e-09	4.0074e-09	8.982e-10	2.211e-09	4.0074e-10	1.1193e-09	1.3128e-10	4.2837e-10	2.211e-10	6.3565e-10	2.0728e-10	5.5274e-10	1.216e-10	6.4947e-10	1.368e-10	7.8766e-10	1.52e-10	3.731e-10	8.982e-11	9.2584e-10	8.2911e-11	2.4873e-10	5.942e-11	2.211e-10	2.6255e-11	2.4873e-10	4.2837e-11	1.9346e-10	4.8365e-11	1.9346e-10	7.3238e-11	1.216e-10	2.4873e-11	1.2298e-10	1.7964e-11	1.1193e-10	1.0088e-11	1.1193e-10	3.8692e-11	1.6582e-10	1.0917e-10	2.0728e-10	3.8692e-11	6.7711e-11	2.0728e-11	1.9346e-10	1.0088e-11	1.1193e-11
1852.39	0.58902	0.044071	0.00018815	0.00011986	0.00035467	0.0012017	0.00033168	0.0011491	2.6151e-05	0.00018521	3.7627e-05	0.00024222	4.2323e-05	0.00017834	8.0885e-06	3.6069e-05	8.513e-06	1.7635e-05	1.3369e-05	3.2352e-05	5.8819e-06	1.9057e-05	9.3274e-06	1.954e-05	1.2553e-05	0.00013535	9.1516e-07	6.7757e-06	9.2037e-08	1.1911e-07	8.7977e-09	1.8949e-08	1.2046e-09	7.0381e-09	1.3129e-09	3.6544e-09	1.1911e-09	3.9251e-09	8.7977e-10	2.1656e-09	3.9251e-10	1.0963e-09	1.2858e-10	4.1958e-10	2.1656e-10	6.226e-10	2.0302e-10	5.4139e-10	1.1911e-10	6.3614e-10	1.34e-10	7.7149e-10	1.4888e-10	3.6544e-10	8.7977e-11	9.0684e-10	8.1209e-11	2.4363e-10	5.82e-11	2.1656e-10	2.5716e-11	2.4363e-10	4.1958e-11	1.8949e-10	4.7372e-11	1.8949e-10	7.1735e-11	1.1911e-10	2.4363e-11	1.2046e-10	1.7595e-11	1.0963e-10	9.8805e-12	1.0963e-10	3.7898e-11	1.6242e-10	1.0693e-10	2.0302e-10	3.7898e-11	6.6321e-11	2.0302e-11	1.8949e-10	9.8805e-12	1.0963e-11
