"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90	Z=92
1.0023	19.501	1.2542	0.001308	6.8822e-05	0.0018701	0.025306	0.0028687	0.026636	0.00018633	0.0039022	0.00059325	0.0056104	0.00080843	0.0033684	2.5703e-05	0.00025068	7.3649e-06	1.0666e-05	2.8593e-05	0.00050426	5.0749e-05	0.00020192	0.00019876	0.00033899	0.00029045	0.001537	1.279e-06	5.6932e-05	1.051e-06	1.3581e-06	1.0121e-07	2.1856e-07	1.3896e-08	8.171e-08	1.517e-08	4.2448e-08	1.381e-08	4.5485e-08	1.0161e-08	2.5015e-08	4.5255e-09	1.267e-08	1.485e-09	4.8568e-09	2.5035e-09	7.222e-09	2.3495e-09	6.2972e-09	1.3856e-09	7.4223e-09	1.5654e-09	9.0703e-09	1.7405e-09	4.2872e-09	1.0306e-09	1.066e-08	9.5323e-10	2.8539e-09	6.7997e-10	2.534e-09	3.0013e-10	2.8565e-09	4.9134e-10	2.2285e-09	5.5648e-10	2.2296e-09	8.4401e-10	1.4011e-09	2.8628e-10	1.4187e-09	2.0707e-10	1.292e-09	1.1644e-10	1.2927e-09	4.4679e-10	1.9184e-09	1.2622e-09	2.3977e-09	4.4723e-10	7.8371e-10	2.4027e-10	2.2433e-09	1.1687e-10	1.3042e-10	7.8965e-11
1.01623	20.175	1.2883	0.0013452	7.1263e-05	0.0019279	0.026011	0.0029557	0.027369	0.00019201	0.0040105	0.00061013	0.0057641	0.00083092	0.0034623	2.6538e-05	0.00025829	7.6267e-06	1.1034e-05	2.9554e-05	0.00051868	5.2251e-05	0.00020779	0.00020416	0.00034839	0.00029816	0.0015803	1.3216e-06	5.8591e-05	1.0807e-06	1.3964e-06	1.0407e-07	2.2474e-07	1.4289e-08	8.3981e-08	1.5599e-08	4.3629e-08	1.4195e-08	4.676e-08	1.0448e-08	2.5722e-08	4.6534e-09	1.3028e-08	1.527e-09	4.9942e-09	2.5743e-09	7.4227e-09	2.4159e-09	6.4723e-09	1.4241e-09	7.6288e-09	1.6089e-09	9.3231e-09	1.789e-09	4.4067e-09	1.0594e-09	1.0957e-08	9.7979e-10	2.9334e-09	6.989e-10	2.6045e-09	3.0848e-10	2.936e-09	5.0502e-10	2.2906e-09	5.7199e-10	2.2917e-09	8.6753e-10	1.4402e-09	2.9426e-10	1.4582e-09	2.1285e-10	1.3281e-09	1.1969e-10	1.3288e-09	4.5925e-10	1.9719e-09	1.2974e-09	2.4645e-09	4.5971e-10	8.0557e-10	2.4698e-10	2.3059e-09	1.2013e-10	1.3407e-10	8.1171e-11
1.03036	20.88	1.3237	0.0013837	7.381e-05	0.0019881	0.026744	0.0030462	0.02813	0.00019791	0.0041229	0.00062766	0.0059236	0.00085426	0.0035598	2.7407e-05	0.0002662	7.8999e-06	1.1418e-05	3.0555e-05	0.00053365	5.3812e-05	0.00021389	0.00020976	0.00035814	0.00030615	0.0016253	1.366e-06	6.0314e-05	1.1114e-06	1.4362e-06	1.0704e-07	2.3115e-07	1.4697e-08	8.6338e-08	1.6044e-08	4.4853e-08	1.4593e-08	4.8072e-08	1.0747e-08	2.6456e-08	4.7862e-09	1.3399e-08	1.5705e-09	5.1344e-09	2.6473e-09	7.631e-09	2.4839e-09	6.6541e-09	1.4641e-09	7.8431e-09	1.6542e-09	9.5854e-09	1.8392e-09	4.5306e-09	1.0891e-09	1.1265e-08	1.0073e-09	3.0159e-09	7.1854e-10	2.6777e-09	3.1715e-10	3.0186e-09	5.1922e-10	2.355e-09	5.8808e-10	2.3562e-09	8.9195e-10	1.4807e-09	3.0254e-10	1.4993e-09	2.1884e-10	1.3654e-09	1.2306e-10	1.3662e-09	4.7217e-10	2.0275e-09	1.3339e-09	2.5339e-09	4.7265e-10	8.2826e-10	2.5393e-10	2.3709e-09	1.2352e-10	1.3785e-10	8.346e-11
1.04467	21.62	1.3605	0.0014239	7.6482e-05	0.002051	0.027508	0.0031408	0.028923	0.00020408	0.0042402	0.00064595	0.0060899	0.00087861	0.0036615	2.8316e-05	0.00027447	8.1867e-06	1.182e-05	3.1604e-05	0.00054927	5.5443e-05	0.00022026	0.00021559	0.00036831	0.00031447	0.0016722	1.4125e-06	6.2113e-05	1.1436e-06	1.4776e-06	1.1014e-07	2.3782e-07	1.512e-08	8.8796e-08	1.65e-08	4.613e-08	1.5009e-08	4.9441e-08	1.1053e-08	2.721e-08	4.9247e-09	1.378e-08	1.6154e-09	5.2805e-09	2.7227e-09	7.8482e-09	2.5546e-09	6.8436e-09	1.5058e-09	8.0666e-09	1.7013e-09	9.859e-09	1.8917e-09	4.6599e-09	1.1202e-09	1.1587e-08	1.0361e-09	3.1019e-09	7.3902e-10	2.7541e-09	3.2619e-10	3.1047e-09	5.3403e-10	2.4223e-09	6.0486e-10	2.4234e-09	9.1741e-10	1.523e-09	3.1117e-10	1.5421e-09	2.2508e-10	1.4044e-09	1.2657e-10	1.4052e-09	4.8566e-10	2.0854e-09	1.372e-09	2.6063e-09	4.8615e-10	8.5192e-10	2.6119e-10	2.4386e-09	1.2705e-10	1.4179e-10	8.5848e-11
1.05919	22.389	1.3985	0.0014652	7.9244e-05	0.0021159	0.028294	0.0032384	0.029741	0.00021045	0.0043609	0.00066479	0.0062611	0.00090369	0.0037663	2.9257e-05	0.00028301	8.4838e-06	1.2237e-05	3.269e-05	0.00056537	5.7124e-05	0.00022682	0.00022159	0.00037878	0.00032304	0.0017205	1.4606e-06	6.3968e-05	1.1766e-06	1.5204e-06	1.1333e-07	2.4459e-07	1.5551e-08	9.1327e-08	1.697e-08	4.7445e-08	1.5436e-08	5.0849e-08	1.1368e-08	2.7985e-08	5.0649e-09	1.4173e-08	1.6614e-09	5.4309e-09	2.8002e-09	8.0719e-09	2.6273e-09	7.0387e-09	1.5487e-09	8.2968e-09	1.7499e-09	1.0141e-08	1.9457e-09	4.7929e-09	1.1522e-09	1.1918e-08	1.0657e-09	3.1905e-09	7.6011e-10	2.8327e-09	3.355e-10	3.1934e-09	5.4927e-10	2.4915e-09	6.2214e-10	2.4927e-09	9.4362e-10	1.5665e-09	3.2006e-10	1.5862e-09	2.3151e-10	1.4446e-09	1.3019e-10	1.4453e-09	4.9954e-10	2.145e-09	1.4113e-09	2.6809e-09	5.0005e-10	8.7629e-10	2.6866e-10	2.5084e-09	1.3068e-10	1.4585e-10	8.8307e-11
1.07391	23.195	1.438	0.0015083	8.2099e-05	0.0021836	0.029113	0.0033402	0.03059	0.00021708	0.0044865	0.0006844	0.0064391	0.00092977	0.0038753	3.0238e-05	0.0002919	8.7947e-06	1.2672e-05	3.3824e-05	0.00058213	5.8875e-05	0.00023365	0.00022783	0.00038967	0.00033193	0.0017707	1.5108e-06	6.5899e-05	1.211e-06	1.5648e-06	1.166e-07	2.5163e-07	1.5998e-08	9.3959e-08	1.7458e-08	4.8812e-08	1.5881e-08	5.2314e-08	1.1695e-08	2.8791e-08	5.2107e-09	1.4581e-08	1.7092e-09	5.5873e-09	2.8808e-09	8.3044e-09	2.703e-09	7.2416e-09	1.5934e-09	8.5361e-09	1.8003e-09	1.0434e-08	2.0018e-09	4.9313e-09	1.1854e-09	1.2262e-08	1.0965e-09	3.2825e-09	7.8204e-10	2.9144e-09	3.4517e-10	3.2856e-09	5.6512e-10	2.5634e-09	6.401e-10	2.5647e-09	9.7088e-10	1.6117e-09	3.293e-10	1.632e-09	2.382e-10	1.4863e-09	1.3395e-10	1.4871e-09	5.1398e-10	2.207e-09	1.4521e-09	2.7584e-09	5.145e-10	9.0162e-10	2.7643e-10	2.5809e-09	1.3446e-10	1.5007e-10	9.0863e-11
1.08884	24.029	1.4784	0.0015523	8.504e-05	0.0022531	0.029952	0.0034446	0.031461	0.00022389	0.0046152	0.0007045	0.0066215	0.0009565	0.003987	3.1247e-05	0.00030103	9.1153e-06	1.312e-05	3.4992e-05	0.00059932	6.0671e-05	0.00024065	0.00023422	0.00040082	0.00034103	0.0018222	1.5625e-06	6.788e-05	1.2463e-06	1.6104e-06	1.1994e-07	2.5884e-07	1.6457e-08	9.6655e-08	1.7959e-08	5.0213e-08	1.6337e-08	5.3815e-08	1.203e-08	2.9616e-08	5.3601e-09	1.4999e-08	1.7582e-09	5.7476e-09	2.9635e-09	8.5427e-09	2.7805e-09	7.4495e-09	1.6391e-09	8.7813e-09	1.8521e-09	1.0734e-08	2.0593e-09	5.0731e-09	1.2195e-09	1.2615e-08	1.128e-09	3.3769e-09	8.0451e-10	2.9982e-09	3.5509e-10	3.38e-09	5.8137e-10	2.6372e-09	6.5852e-10	2.6385e-09	9.9882e-10	1.6581e-09	3.3878e-10	1.679e-09	2.4506e-10	1.5291e-09	1.378e-10	1.5299e-09	5.2877e-10	2.2706e-09	1.4939e-09	2.8378e-09	5.2932e-10	9.2759e-10	2.844e-10	2.6553e-09	1.3833e-10	1.544e-10	9.3484e-11
1.10397	23.714	1.4623	0.0015403	8.4901e-05	0.0022393	0.029646	0.0034177	0.031129	0.00022234	0.0045684	0.00069816	0.0065519	0.0009472	0.0039463	3.1082e-05	0.00029868	9.0956e-06	1.3107e-05	3.4842e-05	0.00059361	6.0213e-05	0.00023877	0.00023193	0.00039713	0.00033757	0.001806	1.5567e-06	6.7315e-05	1.2353e-06	1.5961e-06	1.1882e-07	2.5643e-07	1.6304e-08	9.5758e-08	1.7792e-08	4.9748e-08	1.6185e-08	5.3315e-08	1.1919e-08	2.9341e-08	5.3102e-09	1.4859e-08	1.7418e-09	5.6942e-09	2.9359e-09	8.4634e-09	2.7547e-09	7.3804e-09	1.6239e-09	8.7e-09	1.8349e-09	1.0635e-08	2.0403e-09	5.0263e-09	1.2083e-09	1.2499e-08	1.1176e-09	3.3457e-09	7.9708e-10	2.9705e-09	3.518e-10	3.3489e-09	5.76e-10	2.6129e-09	6.5245e-10	2.6142e-09	9.8962e-10	1.6428e-09	3.3565e-10	1.6635e-09	2.428e-10	1.515e-09	1.3654e-10	1.5158e-09	5.2391e-10	2.2497e-09	1.4802e-09	2.8117e-09	5.2445e-10	9.1907e-10	2.8179e-10	2.6309e-09	1.3706e-10	1.5299e-10	9.2629e-11
1.11931	22.696	1.4117	0.0014938	8.2826e-05	0.0021739	0.02864	0.0033098	0.030063	0.00021563	0.0044143	0.00067558	0.0063285	0.00091586	0.0038124	3.0187e-05	0.00028924	8.8624e-06	1.2806e-05	3.3871e-05	0.00057386	5.8367e-05	0.00023142	0.00022434	0.00038435	0.00032634	0.0017483	1.5151e-06	6.5186e-05	1.1957e-06	1.5451e-06	1.1497e-07	2.4813e-07	1.5776e-08	9.266e-08	1.7216e-08	4.8138e-08	1.5661e-08	5.1589e-08	1.1533e-08	2.8391e-08	5.1382e-09	1.4378e-08	1.6854e-09	5.5099e-09	2.8409e-09	8.1895e-09	2.6655e-09	7.1417e-09	1.5714e-09	8.4188e-09	1.7756e-09	1.0291e-08	1.9743e-09	4.864e-09	1.1692e-09	1.2095e-08	1.0815e-09	3.2376e-09	7.7131e-10	2.8745e-09	3.4043e-10	3.2407e-09	5.5739e-10	2.5285e-09	6.3138e-10	2.5298e-09	9.5767e-10	1.5898e-09	3.2482e-10	1.6098e-09	2.3496e-10	1.4661e-09	1.3213e-10	1.4669e-09	5.07e-10	2.1771e-09	1.4324e-09	2.721e-09	5.0753e-10	8.8941e-10	2.727e-10	2.5461e-09	1.3264e-10	1.4806e-10	8.9644e-11
1.13487	21.716	1.3626	0.0014484	8.0781e-05	0.0021098	0.027663	0.0032045	0.029027	0.00020907	0.0042645	0.0006536	0.0061115	0.00088536	0.0036823	2.931e-05	0.00028004	8.6329e-06	1.2509e-05	3.2918e-05	0.00055466	5.6564e-05	0.00022423	0.00021696	0.0003719	0.00031535	0.001692	1.4738e-06	6.3111e-05	1.1567e-06	1.4951e-06	1.1122e-07	2.4004e-07	1.5262e-08	8.9643e-08	1.6655e-08	4.6571e-08	1.5151e-08	4.9909e-08	1.1157e-08	2.7466e-08	4.9708e-09	1.391e-08	1.6305e-09	5.3304e-09	2.7483e-09	7.9228e-09	2.5787e-09	6.9093e-09	1.5202e-09	8.1449e-09	1.7179e-09	9.9571e-09	1.9101e-09	4.7059e-09	1.1312e-09	1.1702e-08	1.0463e-09	3.1324e-09	7.4623e-10	2.7811e-09	3.2936e-10	3.1353e-09	5.3927e-10	2.4464e-09	6.1086e-10	2.4476e-09	9.2656e-10	1.5381e-09	3.1426e-10	1.5575e-09	2.2733e-10	1.4185e-09	1.2784e-10	1.4193e-09	4.9053e-10	2.1065e-09	1.3859e-09	2.6326e-09	4.9105e-10	8.6054e-10	2.6385e-10	2.4634e-09	1.2834e-10	1.4325e-10	8.6737e-11
