58
1
3
,bb0,LM,lat,lon,date
0,2.5278029231661723,1.5365473031302164,21.47,-21.28,2011-01-01 00:00:00
1,235.05297169737344,5.448315971268686,-138.81,-68.22,2011-01-01 00:25:00
2,1.3328847778187798,1.190065545710511,-170.54,18.41,2011-01-01 00:50:00
3,1474.6456065437098,0.0,31.82,70.53,2011-01-01 01:15:00
4,1.8756835150660784,1.4087121989893423,-2.64,-16.06,2011-01-01 01:40:00
5,2019.98875711676,0.0,-156.49,-72.9,2011-01-01 02:05:00
6,1.04810698563737,0.0,165.33,13.2,2011-01-01 02:30:00
7,-3.9091746336408196e-27,0.0,16.18,75.06,2011-01-01 02:55:00
8,1.2203041095041205,1.263831869874559,-26.8,-10.85,2011-01-01 03:20:00
9,-4.129427681982475e-27,0.0,-169.22,-77.14,2011-01-01 03:45:00
10,1.0004711052550572,0.0,141.16,7.97,2011-01-01 04:10:00
11,-3.952842489328334e-27,0.0,7.56,78.91,2011-01-01 04:35:00
12,1.0090935764931037,1.1974182439483299,-50.98,-5.63,2011-01-01 05:00:00
13,-4.084767783813765e-27,0.0,-172.38,-80.32,2011-01-01 05:25:00
14,1.0420830717977394,0.0,116.97,2.74,2011-01-01 05:50:00
15,-3.984422147366622e-27,0.0,10.74,81.15,2011-01-01 06:15:00
16,1.2652033595027152,1.237154661480465,-75.17,-0.4,2011-01-01 06:40:00
17,-4.03221468089969e-27,0.0,-164.49,-81.23,2011-01-01 07:05:00
18,1.189472657095599,0.0,92.77,-2.48,2011-01-01 07:30:00
19,3991.4946352991615,0.0,19.3,80.54,2011-01-01 07:55:00
20,1.3558367874881547,1.2147831428422984,-99.37,4.82,2011-01-01 08:20:00
21,-4.046793037053214e-27,0.0,-160.19,-79.25,2011-01-01 08:45:00
22,1.3699586578963925,1.1510308048787963,68.58,-7.71,2011-01-01 09:10:00
23,1467.8150054186685,0.0,17.43,77.5,2011-01-01 09:35:00
24,1.3664108895585882,1.2025936302353175,-123.56,10.05,2011-01-01 10:00:00
25,-4.1416119728365865e-27,0.0,-167.8,-75.54,2011-01-01 10:25:00
26,1.594501897159532,1.2720950200132088,44.4,-12.93,2011-01-01 10:50:00
27,864.6939737277812,0.0,5.42,73.3,2011-01-01 11:15:00
28,1.3875517610041608,1.205627724853795,-147.71,15.28,2011-01-01 11:40:00
29,-4.282553843137952e-27,0.0,177.09,-71.08,2011-01-01 12:05:00
30,2.1475420031971493,1.451286264771921,20.27,-18.15,2011-01-01 12:30:00
31,573.9822940862588,0.0,-11.9,68.62,2011-01-01 12:55:00
32,1.4319802482859185,1.2126695226380249,-171.83,20.5,2011-01-01 13:20:00
33,-4.418410553065179e-27,0.0,158.22,-66.29,2011-01-01 13:45:00
34,2.579207211519681,1.5823520196345762,-3.82,-23.36,2011-01-01 14:10:00
35,394.562036218643,0.0,-31.94,63.71,2011-01-01 14:35:00
36,1.5510497014900184,1.220045514913667,164.12,25.72,2011-01-01 15:00:00
37,-4.482996073967009e-27,0.0,137.36,-61.34,2011-01-01 15:25:00
38,2.1996838753395553,1.5493221138635505,-27.83,-28.57,2011-01-01 15:50:00
39,312.56433179849046,0.0,-53.45,58.69,2011-01-01 16:15:00
40,2.0473747120604315,1.2720883014119717,140.16,30.94,2011-01-01 16:40:00
41,-4.375946644642156e-27,0.0,115.35,-56.3,2011-01-01 17:05:00
42,1.7753498814676618,1.4580724725696836,-51.73,-33.76,2011-01-01 17:30:00
43,228.36467144608386,5.572360294928778,-75.85,53.59,2011-01-01 17:55:00
44,3.2468554356883526,1.4059206401543478,116.31,36.14,2011-01-01 18:20:00
45,414.5807486095513,6.10279632960511,92.65,-51.2,2011-01-01 18:45:00
46,2.067269568706635,1.463900179526085,-75.5,-38.94,2011-01-01 19:10:00
47,86.83497253104231,3.9674054117872166,-98.82,48.45,2011-01-01 19:35:00
48,5.443653137717411,1.6263440978080383,92.63,41.33,2011-01-01 20:00:00
49,52.149066142797224,3.4896094298566562,69.49,-46.06,2011-01-01 20:25:00
50,3.7626964202577047,1.6383485868008485,-99.07,-44.11,2011-01-01 20:50:00
51,20.752329292809318,2.561739054596984,-122.16,43.28,2011-01-01 21:15:00
52,9.612045197476073,1.966704576819024,69.18,46.51,2011-01-01 21:40:00
53,13.970817702125087,2.5136359750085866,46.01,-40.9,2011-01-01 22:05:00
54,9.154948362360777,2.0487921847584407,-122.37,-49.26,2011-01-01 22:30:00
55,6.390452113489627,1.8318123374649755,-145.76,38.1,2011-01-01 22:55:00
56,18.074837839716285,2.4400053495022704,46.06,51.66,2011-01-01 23:20:00
57,6.307506110520727,2.1013071252447433,22.31,-35.72,2011-01-01 23:45:00
