70.1600037, 78.0500031, 2011-12-20 00:05:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
16.1900005, -6.88999987, 2011-12-20 00:30:00, 1116.8766266807779, 845.95195001275408, 620.93395532386353, 158.38756561013767, 11.855903860727990, -0.99999999999999996E+31, -0.99999999999999996E+31
-111.150002, -79.6999969, 2011-12-20 00:55:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
-175.860001, 3.98000002, 2011-12-20 01:20:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
70.1399994, 80.7900009, 2011-12-20 01:45:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
-8.00000000, -1.67999995, 2011-12-20 02:10:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
-105.720001, -81.2500000, 2011-12-20 02:35:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
159.940002, -1.16999996, 2011-12-20 03:00:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
78.8399963, 80.9300003, 2011-12-20 03:25:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
-32.2000008, 3.52999997, 2011-12-20 03:50:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
-99.1200027, -79.9400024, 2011-12-20 04:15:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
135.740005, -6.38000011, 2011-12-20 04:40:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
80.0100021, 78.3899994, 2011-12-20 05:05:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
-56.3899994, 8.73999977, 2011-12-20 05:30:00, 38263.365974479711, 28470.679206326622, 19706.253233860480, 3208.3275543085106, 328.73623124471862, 22.509966490754429, 3.1316896715927189
-104.070000, -76.5500031, 2011-12-20 05:55:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
111.559998, -11.5799999, 2011-12-20 06:20:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
70.0100021, 74.4199982, 2011-12-20 06:45:00, 3452304.8447652981, 356096.32492255419, 92041.767111455556, 3567.0530586163381, 54.651346428455035, -0.99999999999999996E+31, -0.99999999999999996E+31
-80.5500031, 13.9499998, 2011-12-20 07:10:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
-117.730003, -72.2500000, 2011-12-20 07:35:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
87.4199982, -16.7800007, 2011-12-20 08:00:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
53.7099991, 69.8499985, 2011-12-20 08:25:00, 1740243.7875650940, 1247566.0753739211, 881738.44226546492, 183881.66782317421, 32540.918425291238, 3527.8134568438873, 407.41500664157115
-104.680000, 19.1499996, 2011-12-20 08:50:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
-135.860001, -67.5400009, 2011-12-20 09:15:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
63.3199997, -21.9799995, 2011-12-20 09:40:00, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31, -0.99999999999999996E+31
